interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,non_spinning_reserves,regulation_down,regulation_up,responsive_reserves,ercot_contingency_reserve_service
2024-06-16 11:00:00-05:00,2024-06-16 16:00:00+00:00,2024-06-16 12:00:00-05:00,2024-06-16 17:00:00+00:00,DAM,1.6,1.64,1.89,1.0,1.0
2024-06-16 12:00:00-05:00,2024-06-16 17:00:00+00:00,2024-06-16 13:00:00-05:00,2024-06-16 18:00:00+00:00,DAM,2.0,1.49,1.89,1.02,1.12
2024-06-16 13:00:00-05:00,2024-06-16 18:00:00+00:00,2024-06-16 14:00:00-05:00,2024-06-16 19:00:00+00:00,DAM,2.5,1.49,1.96,1.5,2.5
2024-06-16 14:00:00-05:00,2024-06-16 19:00:00+00:00,2024-06-16 15:00:00-05:00,2024-06-16 20:00:00+00:00,DAM,1.85,1.49,1.82,1.49,2.5
2024-06-16 15:00:00-05:00,2024-06-16 20:00:00+00:00,2024-06-16 16:00:00-05:00,2024-06-16 21:00:00+00:00,DAM,2.0,1.98,1.96,1.5,3.69
2024-06-16 16:00:00-05:00,2024-06-16 21:00:00+00:00,2024-06-16 17:00:00-05:00,2024-06-16 22:00:00+00:00,DAM,2.0,2.34,1.98,1.65,8.43
2024-06-16 17:00:00-05:00,2024-06-16 22:00:00+00:00,2024-06-16 18:00:00-05:00,2024-06-16 23:00:00+00:00,DAM,2.04,1.98,2.0,1.65,6.77
2024-06-16 18:00:00-05:00,2024-06-16 23:00:00+00:00,2024-06-16 19:00:00-05:00,2024-06-17 00:00:00+00:00,DAM,2.15,5.61,3.98,1.98,6.23
2024-06-16 19:00:00-05:00,2024-06-17 00:00:00+00:00,2024-06-16 20:00:00-05:00,2024-06-17 01:00:00+00:00,DAM,7.48,2.95,7.88,6.59,16.88
2024-06-16 20:00:00-05:00,2024-06-17 01:00:00+00:00,2024-06-16 21:00:00-05:00,2024-06-17 02:00:00+00:00,DAM,7.95,4.52,11.7,14.54,26.05
2024-06-16 21:00:00-05:00,2024-06-17 02:00:00+00:00,2024-06-16 22:00:00-05:00,2024-06-17 03:00:00+00:00,DAM,3.43,4.45,4.09,4.59,10.09
2024-06-16 22:00:00-05:00,2024-06-17 03:00:00+00:00,2024-06-16 23:00:00-05:00,2024-06-17 04:00:00+00:00,DAM,1.6,2.0,1.69,1.49,1.6
2024-06-16 23:00:00-05:00,2024-06-17 04:00:00+00:00,2024-06-17 00:00:00-05:00,2024-06-17 05:00:00+00:00,DAM,0.97,1.98,0.72,1.0,1.0
2024-06-17 00:00:00-05:00,2024-06-17 05:00:00+00:00,2024-06-17 01:00:00-05:00,2024-06-17 06:00:00+00:00,DAM,0.4,1.94,1.69,1.0,0.77
2024-06-17 01:00:00-05:00,2024-06-17 06:00:00+00:00,2024-06-17 02:00:00-05:00,2024-06-17 07:00:00+00:00,DAM,0.65,1.49,1.07,1.0,0.83
2024-06-17 02:00:00-05:00,2024-06-17 07:00:00+00:00,2024-06-17 03:00:00-05:00,2024-06-17 08:00:00+00:00,DAM,0.94,1.47,1.15,1.0,0.83
2024-06-17 03:00:00-05:00,2024-06-17 08:00:00+00:00,2024-06-17 04:00:00-05:00,2024-06-17 09:00:00+00:00,DAM,0.95,1.25,1.15,0.99,0.85
2024-06-17 04:00:00-05:00,2024-06-17 09:00:00+00:00,2024-06-17 05:00:00-05:00,2024-06-17 10:00:00+00:00,DAM,0.95,1.25,1.15,0.99,0.83
2024-06-17 05:00:00-05:00,2024-06-17 10:00:00+00:00,2024-06-17 06:00:00-05:00,2024-06-17 11:00:00+00:00,DAM,0.96,1.25,1.18,0.97,0.82
2024-06-17 06:00:00-05:00,2024-06-17 11:00:00+00:00,2024-06-17 07:00:00-05:00,2024-06-17 12:00:00+00:00,DAM,1.06,1.87,1.16,1.02,0.85
2024-06-17 07:00:00-05:00,2024-06-17 12:00:00+00:00,2024-06-17 08:00:00-05:00,2024-06-17 13:00:00+00:00,DAM,1.25,1.64,1.25,1.25,1.25
2024-06-17 08:00:00-05:00,2024-06-17 13:00:00+00:00,2024-06-17 09:00:00-05:00,2024-06-17 14:00:00+00:00,DAM,1.49,1.64,1.82,1.49,1.62
2024-06-17 09:00:00-05:00,2024-06-17 14:00:00+00:00,2024-06-17 10:00:00-05:00,2024-06-17 15:00:00+00:00,DAM,1.15,1.56,1.89,1.01,1.01
2024-06-17 10:00:00-05:00,2024-06-17 15:00:00+00:00,2024-06-17 11:00:00-05:00,2024-06-17 16:00:00+00:00,DAM,1.5,1.49,1.97,1.0,1.0
2024-06-17 11:00:00-05:00,2024-06-17 16:00:00+00:00,2024-06-17 12:00:00-05:00,2024-06-17 17:00:00+00:00,DAM,1.65,1.67,1.65,1.01,1.01
2024-06-17 12:00:00-05:00,2024-06-17 17:00:00+00:00,2024-06-17 13:00:00-05:00,2024-06-17 18:00:00+00:00,DAM,2.04,1.49,1.89,1.48,1.48
2024-06-17 13:00:00-05:00,2024-06-17 18:00:00+00:00,2024-06-17 14:00:00-05:00,2024-06-17 19:00:00+00:00,DAM,3.75,1.49,1.96,1.5,2.0
2024-06-17 14:00:00-05:00,2024-06-17 19:00:00+00:00,2024-06-17 15:00:00-05:00,2024-06-17 20:00:00+00:00,DAM,1.5,1.49,1.83,1.5,2.5
2024-06-17 15:00:00-05:00,2024-06-17 20:00:00+00:00,2024-06-17 16:00:00-05:00,2024-06-17 21:00:00+00:00,DAM,1.5,1.98,1.84,1.51,2.78
2024-06-17 16:00:00-05:00,2024-06-17 21:00:00+00:00,2024-06-17 17:00:00-05:00,2024-06-17 22:00:00+00:00,DAM,1.8,2.88,2.14,1.81,4.39
2024-06-17 17:00:00-05:00,2024-06-17 22:00:00+00:00,2024-06-17 18:00:00-05:00,2024-06-17 23:00:00+00:00,DAM,1.85,2.2,2.0,1.67,3.94
2024-06-17 18:00:00-05:00,2024-06-17 23:00:00+00:00,2024-06-17 19:00:00-05:00,2024-06-18 00:00:00+00:00,DAM,1.98,2.25,2.0,1.98,3.94
2024-06-17 19:00:00-05:00,2024-06-18 00:00:00+00:00,2024-06-17 20:00:00-05:00,2024-06-18 01:00:00+00:00,DAM,4.0,7.25,4.0,4.0,10.0
2024-06-17 20:00:00-05:00,2024-06-18 01:00:00+00:00,2024-06-17 21:00:00-05:00,2024-06-18 02:00:00+00:00,DAM,5.6,4.37,9.09,11.93,15.0
2024-06-17 21:00:00-05:00,2024-06-18 02:00:00+00:00,2024-06-17 22:00:00-05:00,2024-06-18 03:00:00+00:00,DAM,3.6,4.98,4.15,4.65,6.53
2024-06-17 22:00:00-05:00,2024-06-18 03:00:00+00:00,2024-06-17 23:00:00-05:00,2024-06-18 04:00:00+00:00,DAM,1.06,2.49,1.33,1.13,1.13
2024-06-17 23:00:00-05:00,2024-06-18 04:00:00+00:00,2024-06-18 00:00:00-05:00,2024-06-18 05:00:00+00:00,DAM,0.97,1.98,1.0,1.0,1.0
2024-06-18 00:00:00-05:00,2024-06-18 05:00:00+00:00,2024-06-18 01:00:00-05:00,2024-06-18 06:00:00+00:00,DAM,0.84,1.94,1.69,1.0,0.76
2024-06-18 01:00:00-05:00,2024-06-18 06:00:00+00:00,2024-06-18 02:00:00-05:00,2024-06-18 07:00:00+00:00,DAM,0.84,1.49,1.2,1.0,0.83
2024-06-18 02:00:00-05:00,2024-06-18 07:00:00+00:00,2024-06-18 03:00:00-05:00,2024-06-18 08:00:00+00:00,DAM,0.93,1.47,1.2,1.0,0.83
2024-06-18 03:00:00-05:00,2024-06-18 08:00:00+00:00,2024-06-18 04:00:00-05:00,2024-06-18 09:00:00+00:00,DAM,0.94,1.26,1.2,1.0,0.83
2024-06-18 04:00:00-05:00,2024-06-18 09:00:00+00:00,2024-06-18 05:00:00-05:00,2024-06-18 10:00:00+00:00,DAM,0.94,1.26,1.2,1.0,0.83
2024-06-18 05:00:00-05:00,2024-06-18 10:00:00+00:00,2024-06-18 06:00:00-05:00,2024-06-18 11:00:00+00:00,DAM,0.95,1.25,1.32,0.99,0.82
2024-06-18 06:00:00-05:00,2024-06-18 11:00:00+00:00,2024-06-18 07:00:00-05:00,2024-06-18 12:00:00+00:00,DAM,1.48,1.6,1.49,1.34,0.85
2024-06-18 07:00:00-05:00,2024-06-18 12:00:00+00:00,2024-06-18 08:00:00-05:00,2024-06-18 13:00:00+00:00,DAM,1.49,1.82,1.49,1.49,1.49
2024-06-18 08:00:00-05:00,2024-06-18 13:00:00+00:00,2024-06-18 09:00:00-05:00,2024-06-18 14:00:00+00:00,DAM,1.5,1.84,1.5,1.5,2.09
2024-06-18 09:00:00-05:00,2024-06-18 14:00:00+00:00,2024-06-18 10:00:00-05:00,2024-06-18 15:00:00+00:00,DAM,1.5,1.64,1.89,1.36,1.36
2024-06-18 10:00:00-05:00,2024-06-18 15:00:00+00:00,2024-06-18 11:00:00-05:00,2024-06-18 16:00:00+00:00,DAM,1.65,1.49,2.41,1.01,1.01
2024-06-18 11:00:00-05:00,2024-06-18 16:00:00+00:00,2024-06-18 12:00:00-05:00,2024-06-18 17:00:00+00:00,DAM,2.0,1.38,2.38,1.0,1.0
2024-06-18 12:00:00-05:00,2024-06-18 17:00:00+00:00,2024-06-18 13:00:00-05:00,2024-06-18 18:00:00+00:00,DAM,2.15,1.23,2.15,1.65,1.83
2024-06-18 13:00:00-05:00,2024-06-18 18:00:00+00:00,2024-06-18 14:00:00-05:00,2024-06-18 19:00:00+00:00,DAM,2.75,1.49,1.98,1.97,2.69
2024-06-18 14:00:00-05:00,2024-06-18 19:00:00+00:00,2024-06-18 15:00:00-05:00,2024-06-18 20:00:00+00:00,DAM,1.95,1.98,1.98,1.65,2.86
2024-06-18 15:00:00-05:00,2024-06-18 20:00:00+00:00,2024-06-18 16:00:00-05:00,2024-06-18 21:00:00+00:00,DAM,1.95,2.21,1.98,1.73,3.43
2024-06-18 16:00:00-05:00,2024-06-18 21:00:00+00:00,2024-06-18 17:00:00-05:00,2024-06-18 22:00:00+00:00,DAM,2.1,2.67,1.98,1.98,5.49
2024-06-18 17:00:00-05:00,2024-06-18 22:00:00+00:00,2024-06-18 18:00:00-05:00,2024-06-18 23:00:00+00:00,DAM,2.1,1.98,1.98,1.65,4.08
2024-06-18 18:00:00-05:00,2024-06-18 23:00:00+00:00,2024-06-18 19:00:00-05:00,2024-06-19 00:00:00+00:00,DAM,2.15,2.25,2.98,1.98,3.71
2024-06-18 19:00:00-05:00,2024-06-19 00:00:00+00:00,2024-06-18 20:00:00-05:00,2024-06-19 01:00:00+00:00,DAM,4.63,7.25,3.29,3.29,5.0
2024-06-18 20:00:00-05:00,2024-06-19 01:00:00+00:00,2024-06-18 21:00:00-05:00,2024-06-19 02:00:00+00:00,DAM,6.0,4.78,5.86,8.36,10.0
2024-06-18 21:00:00-05:00,2024-06-19 02:00:00+00:00,2024-06-18 22:00:00-05:00,2024-06-19 03:00:00+00:00,DAM,3.77,4.98,2.9,4.9,5.0
2024-06-18 22:00:00-05:00,2024-06-19 03:00:00+00:00,2024-06-18 23:00:00-05:00,2024-06-19 04:00:00+00:00,DAM,1.48,2.5,1.83,1.63,1.63
2024-06-18 23:00:00-05:00,2024-06-19 04:00:00+00:00,2024-06-19 00:00:00-05:00,2024-06-19 05:00:00+00:00,DAM,1.01,1.98,1.17,1.01,1.01
2024-06-19 00:00:00-05:00,2024-06-19 05:00:00+00:00,2024-06-19 01:00:00-05:00,2024-06-19 06:00:00+00:00,DAM,0.18,2.0,1.69,1.0,0.77
2024-06-19 01:00:00-05:00,2024-06-19 06:00:00+00:00,2024-06-19 02:00:00-05:00,2024-06-19 07:00:00+00:00,DAM,0.2,1.49,1.2,1.0,0.83
2024-06-19 02:00:00-05:00,2024-06-19 07:00:00+00:00,2024-06-19 03:00:00-05:00,2024-06-19 08:00:00+00:00,DAM,0.8,1.25,1.15,0.99,0.83
2024-06-19 03:00:00-05:00,2024-06-19 08:00:00+00:00,2024-06-19 04:00:00-05:00,2024-06-19 09:00:00+00:00,DAM,0.8,1.25,1.19,0.99,0.83
2024-06-19 04:00:00-05:00,2024-06-19 09:00:00+00:00,2024-06-19 05:00:00-05:00,2024-06-19 10:00:00+00:00,DAM,0.8,1.25,1.19,0.99,0.83
2024-06-19 05:00:00-05:00,2024-06-19 10:00:00+00:00,2024-06-19 06:00:00-05:00,2024-06-19 11:00:00+00:00,DAM,0.65,1.44,1.54,0.99,0.83
2024-06-19 06:00:00-05:00,2024-06-19 11:00:00+00:00,2024-06-19 07:00:00-05:00,2024-06-19 12:00:00+00:00,DAM,1.03,1.87,1.5,1.03,0.83
2024-06-19 07:00:00-05:00,2024-06-19 12:00:00+00:00,2024-06-19 08:00:00-05:00,2024-06-19 13:00:00+00:00,DAM,1.15,1.75,1.42,1.49,1.49
2024-06-19 08:00:00-05:00,2024-06-19 13:00:00+00:00,2024-06-19 09:00:00-05:00,2024-06-19 14:00:00+00:00,DAM,1.48,1.98,1.54,1.49,1.9
2024-06-19 09:00:00-05:00,2024-06-19 14:00:00+00:00,2024-06-19 10:00:00-05:00,2024-06-19 15:00:00+00:00,DAM,1.07,1.64,1.62,1.01,1.01
2024-06-19 10:00:00-05:00,2024-06-19 15:00:00+00:00,2024-06-19 11:00:00-05:00,2024-06-19 16:00:00+00:00,DAM,1.6,1.23,2.38,1.01,1.01
2024-06-19 11:00:00-05:00,2024-06-19 16:00:00+00:00,2024-06-19 12:00:00-05:00,2024-06-19 17:00:00+00:00,DAM,2.04,1.23,2.69,1.08,1.13
2024-06-19 12:00:00-05:00,2024-06-19 17:00:00+00:00,2024-06-19 13:00:00-05:00,2024-06-19 18:00:00+00:00,DAM,1.95,1.23,2.69,1.5,1.83
2024-06-19 13:00:00-05:00,2024-06-19 18:00:00+00:00,2024-06-19 14:00:00-05:00,2024-06-19 19:00:00+00:00,DAM,2.0,1.82,2.36,1.9,2.0
2024-06-19 14:00:00-05:00,2024-06-19 19:00:00+00:00,2024-06-19 15:00:00-05:00,2024-06-19 20:00:00+00:00,DAM,1.04,2.48,2.56,1.49,1.5
2024-06-19 15:00:00-05:00,2024-06-19 20:00:00+00:00,2024-06-19 16:00:00-05:00,2024-06-19 21:00:00+00:00,DAM,1.03,2.67,2.56,1.5,1.6
2024-06-19 16:00:00-05:00,2024-06-19 21:00:00+00:00,2024-06-19 17:00:00-05:00,2024-06-19 22:00:00+00:00,DAM,1.03,2.97,1.98,1.5,2.49
2024-06-19 17:00:00-05:00,2024-06-19 22:00:00+00:00,2024-06-19 18:00:00-05:00,2024-06-19 23:00:00+00:00,DAM,1.06,1.98,1.97,1.07,1.96
2024-06-19 18:00:00-05:00,2024-06-19 23:00:00+00:00,2024-06-19 19:00:00-05:00,2024-06-20 00:00:00+00:00,DAM,1.06,2.73,2.25,1.25,1.5
2024-06-19 19:00:00-05:00,2024-06-20 00:00:00+00:00,2024-06-19 20:00:00-05:00,2024-06-20 01:00:00+00:00,DAM,1.03,2.89,2.5,1.5,1.95
2024-06-19 20:00:00-05:00,2024-06-20 01:00:00+00:00,2024-06-19 21:00:00-05:00,2024-06-20 02:00:00+00:00,DAM,1.07,6.17,4.83,6.59,6.69
2024-06-19 21:00:00-05:00,2024-06-20 02:00:00+00:00,2024-06-19 22:00:00-05:00,2024-06-20 03:00:00+00:00,DAM,1.48,4.98,2.46,2.56,4.0
2024-06-19 22:00:00-05:00,2024-06-20 03:00:00+00:00,2024-06-19 23:00:00-05:00,2024-06-20 04:00:00+00:00,DAM,0.96,4.89,1.69,1.02,1.0
2024-06-19 23:00:00-05:00,2024-06-20 04:00:00+00:00,2024-06-20 00:00:00-05:00,2024-06-20 05:00:00+00:00,DAM,0.95,2.0,1.17,1.0,1.0
2024-06-20 00:00:00-05:00,2024-06-20 05:00:00+00:00,2024-06-20 01:00:00-05:00,2024-06-20 06:00:00+00:00,DAM,0.4,2.0,1.8,1.0,0.37
2024-06-20 01:00:00-05:00,2024-06-20 06:00:00+00:00,2024-06-20 02:00:00-05:00,2024-06-20 07:00:00+00:00,DAM,0.4,1.77,1.33,1.0,0.83
2024-06-20 02:00:00-05:00,2024-06-20 07:00:00+00:00,2024-06-20 03:00:00-05:00,2024-06-20 08:00:00+00:00,DAM,0.95,1.47,1.33,1.0,0.83
2024-06-20 03:00:00-05:00,2024-06-20 08:00:00+00:00,2024-06-20 04:00:00-05:00,2024-06-20 09:00:00+00:00,DAM,0.95,1.25,1.19,0.99,0.83
2024-06-20 04:00:00-05:00,2024-06-20 09:00:00+00:00,2024-06-20 05:00:00-05:00,2024-06-20 10:00:00+00:00,DAM,0.95,1.25,1.32,0.99,0.83
2024-06-20 05:00:00-05:00,2024-06-20 10:00:00+00:00,2024-06-20 06:00:00-05:00,2024-06-20 11:00:00+00:00,DAM,0.95,1.49,1.49,0.99,0.82
2024-06-20 06:00:00-05:00,2024-06-20 11:00:00+00:00,2024-06-20 07:00:00-05:00,2024-06-20 12:00:00+00:00,DAM,1.04,1.87,1.49,1.01,0.95
2024-06-20 07:00:00-05:00,2024-06-20 12:00:00+00:00,2024-06-20 08:00:00-05:00,2024-06-20 13:00:00+00:00,DAM,1.48,1.75,1.49,1.49,1.89
2024-06-20 08:00:00-05:00,2024-06-20 13:00:00+00:00,2024-06-20 09:00:00-05:00,2024-06-20 14:00:00+00:00,DAM,1.48,1.97,1.81,1.48,2.5
2024-06-20 09:00:00-05:00,2024-06-20 14:00:00+00:00,2024-06-20 10:00:00-05:00,2024-06-20 15:00:00+00:00,DAM,1.15,1.98,1.89,1.01,1.01
2024-06-20 10:00:00-05:00,2024-06-20 15:00:00+00:00,2024-06-20 11:00:00-05:00,2024-06-20 16:00:00+00:00,DAM,1.6,1.97,2.87,1.0,1.13
2024-06-20 11:00:00-05:00,2024-06-20 16:00:00+00:00,2024-06-20 12:00:00-05:00,2024-06-20 17:00:00+00:00,DAM,2.14,1.98,3.2,1.02,2.14
2024-06-20 12:00:00-05:00,2024-06-20 17:00:00+00:00,2024-06-20 13:00:00-05:00,2024-06-20 18:00:00+00:00,DAM,3.1,1.64,2.69,1.25,3.25
2024-06-20 13:00:00-05:00,2024-06-20 18:00:00+00:00,2024-06-20 14:00:00-05:00,2024-06-20 19:00:00+00:00,DAM,5.0,2.46,2.97,1.97,5.0
2024-06-20 14:00:00-05:00,2024-06-20 19:00:00+00:00,2024-06-20 15:00:00-05:00,2024-06-20 20:00:00+00:00,DAM,2.0,1.98,2.51,1.65,5.0
2024-06-20 15:00:00-05:00,2024-06-20 20:00:00+00:00,2024-06-20 16:00:00-05:00,2024-06-20 21:00:00+00:00,DAM,2.15,2.67,2.26,1.98,7.27
2024-06-20 16:00:00-05:00,2024-06-20 21:00:00+00:00,2024-06-20 17:00:00-05:00,2024-06-20 22:00:00+00:00,DAM,2.15,2.47,2.27,1.94,14.21
2024-06-20 17:00:00-05:00,2024-06-20 22:00:00+00:00,2024-06-20 18:00:00-05:00,2024-06-20 23:00:00+00:00,DAM,2.15,2.47,2.47,1.95,12.52
2024-06-20 18:00:00-05:00,2024-06-20 23:00:00+00:00,2024-06-20 19:00:00-05:00,2024-06-21 00:00:00+00:00,DAM,2.04,4.98,2.98,1.98,6.04
2024-06-20 19:00:00-05:00,2024-06-21 00:00:00+00:00,2024-06-20 20:00:00-05:00,2024-06-21 01:00:00+00:00,DAM,2.15,2.38,2.98,1.98,6.15
2024-06-20 20:00:00-05:00,2024-06-21 01:00:00+00:00,2024-06-20 21:00:00-05:00,2024-06-21 02:00:00+00:00,DAM,5.0,5.75,17.49,19.99,34.88
2024-06-20 21:00:00-05:00,2024-06-21 02:00:00+00:00,2024-06-20 22:00:00-05:00,2024-06-21 03:00:00+00:00,DAM,8.29,4.98,4.9,5.0,12.29
2024-06-20 22:00:00-05:00,2024-06-21 03:00:00+00:00,2024-06-20 23:00:00-05:00,2024-06-21 04:00:00+00:00,DAM,2.04,3.07,2.76,2.56,4.56
2024-06-20 23:00:00-05:00,2024-06-21 04:00:00+00:00,2024-06-21 00:00:00-05:00,2024-06-21 05:00:00+00:00,DAM,1.3,1.55,1.69,1.29,3.29
2024-06-21 00:00:00-05:00,2024-06-21 05:00:00+00:00,2024-06-21 01:00:00-05:00,2024-06-21 06:00:00+00:00,DAM,0.65,2.58,2.58,1.0,0.37
2024-06-21 01:00:00-05:00,2024-06-21 06:00:00+00:00,2024-06-21 02:00:00-05:00,2024-06-21 07:00:00+00:00,DAM,0.4,1.69,1.32,0.99,0.83
2024-06-21 02:00:00-05:00,2024-06-21 07:00:00+00:00,2024-06-21 03:00:00-05:00,2024-06-21 08:00:00+00:00,DAM,0.84,1.49,1.33,1.0,0.83
2024-06-21 03:00:00-05:00,2024-06-21 08:00:00+00:00,2024-06-21 04:00:00-05:00,2024-06-21 09:00:00+00:00,DAM,0.84,1.42,1.32,0.99,0.83
2024-06-21 04:00:00-05:00,2024-06-21 09:00:00+00:00,2024-06-21 05:00:00-05:00,2024-06-21 10:00:00+00:00,DAM,0.84,1.48,1.32,0.94,0.83
2024-06-21 05:00:00-05:00,2024-06-21 10:00:00+00:00,2024-06-21 06:00:00-05:00,2024-06-21 11:00:00+00:00,DAM,0.88,1.49,1.49,0.94,0.83
2024-06-21 06:00:00-05:00,2024-06-21 11:00:00+00:00,2024-06-21 07:00:00-05:00,2024-06-21 12:00:00+00:00,DAM,1.06,1.87,1.49,1.0,0.94
2024-06-21 07:00:00-05:00,2024-06-21 12:00:00+00:00,2024-06-21 08:00:00-05:00,2024-06-21 13:00:00+00:00,DAM,1.49,1.98,1.49,1.49,1.49
2024-06-21 08:00:00-05:00,2024-06-21 13:00:00+00:00,2024-06-21 09:00:00-05:00,2024-06-21 14:00:00+00:00,DAM,1.5,1.98,1.7,1.5,3.7
2024-06-21 09:00:00-05:00,2024-06-21 14:00:00+00:00,2024-06-21 10:00:00-05:00,2024-06-21 15:00:00+00:00,DAM,1.48,1.64,1.89,1.01,1.01
2024-06-21 10:00:00-05:00,2024-06-21 15:00:00+00:00,2024-06-21 11:00:00-05:00,2024-06-21 16:00:00+00:00,DAM,1.6,1.49,2.64,0.99,1.0
2024-06-21 11:00:00-05:00,2024-06-21 16:00:00+00:00,2024-06-21 12:00:00-05:00,2024-06-21 17:00:00+00:00,DAM,1.6,1.97,2.49,0.99,1.09
2024-06-21 12:00:00-05:00,2024-06-21 17:00:00+00:00,2024-06-21 13:00:00-05:00,2024-06-21 18:00:00+00:00,DAM,2.3,1.98,2.49,0.99,1.95
2024-06-21 13:00:00-05:00,2024-06-21 18:00:00+00:00,2024-06-21 14:00:00-05:00,2024-06-21 19:00:00+00:00,DAM,5.25,2.23,2.23,1.77,4.48
2024-06-21 14:00:00-05:00,2024-06-21 19:00:00+00:00,2024-06-21 15:00:00-05:00,2024-06-21 20:00:00+00:00,DAM,1.95,1.98,1.98,1.65,4.23
2024-06-21 15:00:00-05:00,2024-06-21 20:00:00+00:00,2024-06-21 16:00:00-05:00,2024-06-21 21:00:00+00:00,DAM,4.55,2.97,1.98,1.65,7.64
2024-06-21 16:00:00-05:00,2024-06-21 21:00:00+00:00,2024-06-21 17:00:00-05:00,2024-06-21 22:00:00+00:00,DAM,2.15,3.7,2.47,1.65,12.0
2024-06-21 17:00:00-05:00,2024-06-21 22:00:00+00:00,2024-06-21 18:00:00-05:00,2024-06-21 23:00:00+00:00,DAM,2.15,3.13,2.56,1.65,10.65
2024-06-21 18:00:00-05:00,2024-06-21 23:00:00+00:00,2024-06-21 19:00:00-05:00,2024-06-22 00:00:00+00:00,DAM,2.25,9.45,2.98,1.98,6.64
2024-06-21 19:00:00-05:00,2024-06-22 00:00:00+00:00,2024-06-21 20:00:00-05:00,2024-06-22 01:00:00+00:00,DAM,2.25,2.38,2.98,1.98,10.0
2024-06-21 20:00:00-05:00,2024-06-22 01:00:00+00:00,2024-06-21 21:00:00-05:00,2024-06-22 02:00:00+00:00,DAM,5.36,7.01,4.61,5.49,39.17
2024-06-21 21:00:00-05:00,2024-06-22 02:00:00+00:00,2024-06-21 22:00:00-05:00,2024-06-22 03:00:00+00:00,DAM,5.52,6.05,4.89,4.99,18.54
2024-06-21 22:00:00-05:00,2024-06-22 03:00:00+00:00,2024-06-21 23:00:00-05:00,2024-06-22 04:00:00+00:00,DAM,1.5,3.12,2.76,2.56,5.6
2024-06-21 23:00:00-05:00,2024-06-22 04:00:00+00:00,2024-06-22 00:00:00-05:00,2024-06-22 05:00:00+00:00,DAM,1.03,2.0,1.17,1.01,1.89
2024-06-22 00:00:00-05:00,2024-06-22 05:00:00+00:00,2024-06-22 01:00:00-05:00,2024-06-22 06:00:00+00:00,DAM,0.4,2.49,2.47,1.0,0.3
2024-06-22 01:00:00-05:00,2024-06-22 06:00:00+00:00,2024-06-22 02:00:00-05:00,2024-06-22 07:00:00+00:00,DAM,0.25,1.8,1.33,1.0,0.32
2024-06-22 02:00:00-05:00,2024-06-22 07:00:00+00:00,2024-06-22 03:00:00-05:00,2024-06-22 08:00:00+00:00,DAM,0.4,1.47,1.15,0.99,0.37
2024-06-22 03:00:00-05:00,2024-06-22 08:00:00+00:00,2024-06-22 04:00:00-05:00,2024-06-22 09:00:00+00:00,DAM,0.4,1.25,1.15,0.99,0.37
2024-06-22 04:00:00-05:00,2024-06-22 09:00:00+00:00,2024-06-22 05:00:00-05:00,2024-06-22 10:00:00+00:00,DAM,0.4,1.27,1.15,0.95,0.3
2024-06-22 05:00:00-05:00,2024-06-22 10:00:00+00:00,2024-06-22 06:00:00-05:00,2024-06-22 11:00:00+00:00,DAM,0.4,1.25,1.32,0.99,0.3
2024-06-22 06:00:00-05:00,2024-06-22 11:00:00+00:00,2024-06-22 07:00:00-05:00,2024-06-22 12:00:00+00:00,DAM,1.0,1.64,1.49,1.0,0.83
2024-06-22 07:00:00-05:00,2024-06-22 12:00:00+00:00,2024-06-22 08:00:00-05:00,2024-06-22 13:00:00+00:00,DAM,1.02,1.49,1.02,1.0,1.0
2024-06-22 08:00:00-05:00,2024-06-22 13:00:00+00:00,2024-06-22 09:00:00-05:00,2024-06-22 14:00:00+00:00,DAM,1.04,1.49,1.35,1.02,1.13
2024-06-22 09:00:00-05:00,2024-06-22 14:00:00+00:00,2024-06-22 10:00:00-05:00,2024-06-22 15:00:00+00:00,DAM,1.02,1.49,1.49,0.99,0.99
2024-06-22 10:00:00-05:00,2024-06-22 15:00:00+00:00,2024-06-22 11:00:00-05:00,2024-06-22 16:00:00+00:00,DAM,1.07,1.13,1.51,0.99,0.99
2024-06-22 11:00:00-05:00,2024-06-22 16:00:00+00:00,2024-06-22 12:00:00-05:00,2024-06-22 17:00:00+00:00,DAM,1.15,1.54,2.09,0.99,1.0
2024-06-22 12:00:00-05:00,2024-06-22 17:00:00+00:00,2024-06-22 13:00:00-05:00,2024-06-22 18:00:00+00:00,DAM,1.5,1.64,2.38,0.99,1.0
2024-06-22 13:00:00-05:00,2024-06-22 18:00:00+00:00,2024-06-22 14:00:00-05:00,2024-06-22 19:00:00+00:00,DAM,2.04,1.8,1.98,1.11,1.21
2024-06-22 14:00:00-05:00,2024-06-22 19:00:00+00:00,2024-06-22 15:00:00-05:00,2024-06-22 20:00:00+00:00,DAM,1.2,1.98,2.76,1.0,1.49
2024-06-22 15:00:00-05:00,2024-06-22 20:00:00+00:00,2024-06-22 16:00:00-05:00,2024-06-22 21:00:00+00:00,DAM,2.04,3.21,2.76,1.0,2.5
2024-06-22 16:00:00-05:00,2024-06-22 21:00:00+00:00,2024-06-22 17:00:00-05:00,2024-06-22 22:00:00+00:00,DAM,2.04,7.01,3.71,1.49,6.98
2024-06-22 17:00:00-05:00,2024-06-22 22:00:00+00:00,2024-06-22 18:00:00-05:00,2024-06-22 23:00:00+00:00,DAM,2.25,7.11,3.5,1.5,9.5
