Timestamp,mileage_factor_RegU_ERCOT,performance_factor_RegU_ERCOT,mileage_factor_RegD_ERCOT,performance_factor_RegD_ERCOT
2024-06-13 02:00:00,7.9019,0.9674,8.6484,0.9267
2024-06-13 03:00:00,8.5662,0.8867,8.5072,0.9145
2024-06-13 04:00:00,7.5447,0.9419,8.8345,0.955
2024-06-13 05:00:00,7.7078,0.9838,7.9263,0.8987
2024-06-13 06:00:00,7.0496,0.9394,8.2379,0.9356
2024-06-13 07:00:00,7.532,0.8941,7.4363,0.9591
2024-06-13 08:00:00,8.9041,1.0,7.0911,1.0
2024-06-13 09:00:00,7.9305,0.9496,7.1298,0.8966
2024-06-13 10:00:00,8.1173,0.9863,8.8832,0.9128
2024-06-13 11:00:00,8.0439,0.8816,7.3023,0.8436
2024-06-13 12:00:00,7.7113,0.9103,7.142,0.9335
2024-06-13 13:00:00,8.5823,0.9565,7.0004,0.9034
2024-06-13 14:00:00,6.9841,0.9735,8.4329,0.9482
2024-06-13 15:00:00,7.1944,0.9357,8.1557,0.9008
2024-06-13 16:00:00,7.3423,0.8423,6.9534,0.9117
2024-06-13 17:00:00,8.1348,0.9283,8.2066,0.9147
2024-06-13 18:00:00,6.8292,0.9124,6.2233,0.905
2024-06-13 19:00:00,7.317,0.9013,6.0787,0.8933
2024-06-13 20:00:00,6.3718,0.879,7.9865,0.8705
2024-06-13 21:00:00,6.6501,0.9517,6.9731,0.9451
2024-06-13 22:00:00,7.2328,0.8734,8.1759,0.9617
2024-06-13 23:00:00,7.0054,1.0,8.0586,1.0
2024-06-14 00:00:00,6.6963,0.9487,8.0643,0.9693
2024-06-14 01:00:00,7.7596,0.9752,6.9829,0.9007
2024-06-14 02:00:00,6.7963,0.9171,6.3666,0.9311
2024-06-14 03:00:00,6.9649,0.9761,8.5586,1.0
2024-06-14 04:00:00,7.7987,0.9588,6.6439,0.85
2024-06-14 05:00:00,7.0679,1.0,6.9943,0.864
2024-06-14 06:00:00,8.7022,0.9878,7.4386,0.9349
2024-06-14 07:00:00,7.5902,0.9809,6.9062,0.9472
2024-06-14 08:00:00,9.2775,0.9469,7.515,0.9521
2024-06-14 09:00:00,8.3585,0.9033,7.7766,1.0
2024-06-14 10:00:00,7.7808,1.0,7.7467,0.9849
2024-06-14 11:00:00,7.8271,0.9508,7.7808,0.8893
2024-06-14 12:00:00,6.5844,1.0,6.911,1.0
2024-06-14 13:00:00,8.1749,1.0,7.4021,0.9604
2024-06-14 14:00:00,7.9358,1.0,8.2444,0.9068
2024-06-14 15:00:00,6.8257,0.9084,7.4888,0.9172
2024-06-14 16:00:00,6.5144,0.9391,8.7736,0.9089
2024-06-14 17:00:00,7.9668,0.9187,8.0163,0.9371
2024-06-14 18:00:00,6.7863,0.9274,7.487,1.0
2024-06-14 19:00:00,7.376,0.9048,6.9452,1.0
2024-06-14 20:00:00,6.1637,0.9263,8.3484,0.9373
2024-06-14 21:00:00,7.0958,1.0,7.3305,0.9926
2024-06-14 22:00:00,6.7122,1.0,7.7331,0.8909
2024-06-14 23:00:00,7.308,0.9544,8.2402,1.0
2024-06-15 00:00:00,7.479,0.9357,8.0067,0.9402
2024-06-15 01:00:00,6.6712,0.9147,7.8288,0.939
2024-06-15 02:00:00,7.3977,0.8728,8.8228,0.9216
2024-06-15 03:00:00,6.7069,0.9994,8.8907,0.9149
2024-06-15 04:00:00,7.8572,0.861,7.2237,0.9425
2024-06-15 05:00:00,7.6534,1.0,7.7144,0.9376
2024-06-15 06:00:00,6.9296,0.9182,7.4994,0.9127
2024-06-15 07:00:00,8.3086,0.9623,8.6478,0.9611
2024-06-15 08:00:00,6.8208,0.8822,7.7525,0.9982
2024-06-15 09:00:00,7.5262,0.9329,6.5658,0.9223
2024-06-15 10:00:00,8.2621,0.9397,8.7467,0.9453
2024-06-15 11:00:00,6.9381,0.9311,7.7228,0.9557
2024-06-15 12:00:00,8.449,1.0,8.1474,0.9402
2024-06-15 13:00:00,7.8002,0.928,9.0179,0.9123
2024-06-15 14:00:00,7.329,1.0,8.6668,0.9919
2024-06-15 15:00:00,7.0534,1.0,7.5991,0.9781
2024-06-15 16:00:00,8.1294,0.9783,6.9002,0.9277
2024-06-15 17:00:00,7.5693,0.9871,6.804,0.9539
2024-06-15 18:00:00,7.2884,0.9569,8.4826,0.9852
2024-06-15 19:00:00,5.871,0.9472,6.566,0.9711
2024-06-15 20:00:00,8.7831,0.9514,7.6433,0.9664
2024-06-15 21:00:00,6.5498,0.9473,8.2178,0.97
2024-06-15 22:00:00,6.9768,0.9701,7.2283,0.8899
2024-06-15 23:00:00,6.9127,0.857,8.4722,1.0
2024-06-16 00:00:00,8.0942,0.9748,6.1601,0.9517
2024-06-16 01:00:00,6.8829,0.8715,7.5085,0.951
2024-06-16 02:00:00,7.4329,0.933,8.2451,0.9631
2024-06-16 03:00:00,6.0558,0.9636,7.1786,0.9864
2024-06-16 04:00:00,6.9425,0.9231,7.0104,0.9318
2024-06-16 05:00:00,7.5317,0.9135,7.7638,0.813
2024-06-16 06:00:00,6.8693,0.851,7.4498,0.9928
2024-06-16 07:00:00,6.6255,1.0,8.6032,1.0
2024-06-16 08:00:00,7.8469,0.9526,7.39,0.9563
2024-06-16 09:00:00,8.052,0.9578,7.9101,0.9313
2024-06-16 10:00:00,6.0132,0.9991,7.3882,1.0
2024-06-16 11:00:00,8.063,0.9325,7.2506,0.8697
2024-06-16 12:00:00,6.6134,0.87,7.0105,1.0
2024-06-16 13:00:00,8.1329,0.9475,7.721,0.9205
2024-06-16 14:00:00,7.8921,0.9467,6.4881,0.9679
2024-06-16 15:00:00,6.9143,0.9345,6.2119,0.973
2024-06-16 16:00:00,7.9715,0.9984,8.5122,0.9629
2024-06-16 17:00:00,6.8794,0.9618,7.5918,0.8962
2024-06-16 18:00:00,8.8127,1.0,7.4148,0.8806
2024-06-16 19:00:00,7.118,0.8582,8.531,0.9365
2024-06-16 20:00:00,7.9736,0.9174,8.6402,0.9294
2024-06-16 21:00:00,7.782,1.0,7.3234,0.9695
2024-06-16 22:00:00,6.4006,1.0,8.2406,0.8774
2024-06-16 23:00:00,7.694,0.9978,7.3355,0.9881
2024-06-17 00:00:00,6.8482,0.9357,8.1379,0.9331
2024-06-17 01:00:00,7.5348,0.9675,5.2651,0.9994
2024-06-17 02:00:00,6.5995,0.9297,9.146,0.9185
2024-06-17 03:00:00,6.9813,1.0,6.9976,0.9598
2024-06-17 04:00:00,7.332,0.9588,6.3699,0.9852
2024-06-17 05:00:00,7.3138,0.9006,9.0544,0.9511
2024-06-17 06:00:00,8.0483,0.9706,7.8702,0.863
2024-06-17 07:00:00,7.901,1.0,6.7291,0.9492
2024-06-17 08:00:00,8.6405,0.9249,8.1023,0.8623
2024-06-17 09:00:00,7.1898,0.9833,7.3757,0.9191
2024-06-17 10:00:00,8.1045,0.9298,7.8373,0.8697
2024-06-17 11:00:00,7.0903,0.9478,7.997,0.9168
2024-06-17 12:00:00,6.6166,0.9802,7.7973,0.9196
2024-06-17 13:00:00,7.0164,0.9224,7.8168,0.9386
2024-06-17 14:00:00,7.7297,0.8311,7.3142,0.8832
2024-06-17 15:00:00,7.3629,0.9339,6.7995,0.9805
2024-06-17 16:00:00,8.4144,0.9347,8.2263,0.9495
2024-06-17 17:00:00,7.1045,0.8669,6.4876,0.9853
2024-06-17 18:00:00,8.8299,0.9629,6.907,0.9524
2024-06-17 19:00:00,5.7039,0.9712,8.3359,0.889
2024-06-17 20:00:00,8.0063,0.9586,8.466,0.912
2024-06-17 21:00:00,6.85,0.909,8.7885,0.8682
2024-06-17 22:00:00,7.6504,1.0,7.4324,0.9717
2024-06-17 23:00:00,6.5531,0.9647,7.4483,0.9237
2024-06-18 00:00:00,8.2091,1.0,6.9144,0.9878
2024-06-18 01:00:00,7.8588,0.9528,6.5007,0.9575
2024-06-18 02:00:00,7.4372,0.9749,5.7365,0.9244
2024-06-18 03:00:00,7.8887,0.9503,7.7951,0.9512
2024-06-18 04:00:00,7.3823,0.9646,9.3,0.8692
2024-06-18 05:00:00,7.0471,0.9485,7.2357,0.9111
2024-06-18 06:00:00,7.7925,0.9289,8.0496,0.9441
2024-06-18 07:00:00,7.1238,1.0,8.0954,0.9395
2024-06-18 08:00:00,6.5204,0.8968,6.7555,0.9422
2024-06-18 09:00:00,6.8723,0.8934,7.457,0.9613
2024-06-18 10:00:00,8.7465,0.9591,6.6418,0.9807
2024-06-18 11:00:00,7.4106,0.9811,7.1403,1.0
2024-06-18 12:00:00,6.9676,1.0,6.9559,0.917
2024-06-18 13:00:00,7.5174,0.983,7.1919,0.9305
2024-06-18 14:00:00,7.3679,0.8853,6.7787,0.849
2024-06-18 15:00:00,7.3466,0.9966,7.234,0.9906
2024-06-18 16:00:00,8.0211,0.9045,7.9229,0.9048
2024-06-18 17:00:00,7.8167,0.9407,6.9203,0.9458
2024-06-18 18:00:00,7.627,0.9553,7.858,0.9466
2024-06-18 19:00:00,8.3277,0.9966,6.931,0.9211
2024-06-18 20:00:00,7.7113,0.97,8.0312,0.9141
2024-06-18 21:00:00,7.8508,1.0,6.7982,0.9717
2024-06-18 22:00:00,7.8586,0.9451,8.05,0.9483
2024-06-18 23:00:00,5.6074,0.9112,8.5091,0.923
2024-06-19 00:00:00,8.4328,0.9417,7.6087,0.9997
2024-06-19 01:00:00,7.8152,0.8864,7.2066,0.8466
2024-06-19 02:00:00,6.4603,0.8908,7.6737,1.0
2024-06-19 03:00:00,7.372,0.9916,7.7928,0.9109
2024-06-19 04:00:00,6.2386,0.8951,8.9639,0.9926
2024-06-19 05:00:00,7.1507,0.961,6.3175,0.9086
2024-06-19 06:00:00,6.1463,0.9544,7.984,1.0
2024-06-19 07:00:00,7.0499,0.9004,7.7933,1.0
2024-06-19 08:00:00,7.707,0.9511,8.3438,0.8902
2024-06-19 09:00:00,8.4867,0.9411,8.1055,0.999
2024-06-19 10:00:00,9.1529,0.9401,7.133,0.9594
2024-06-19 11:00:00,7.5061,1.0,7.993,0.9354
2024-06-19 12:00:00,7.7126,0.9324,6.7202,0.9355
2024-06-19 13:00:00,7.5992,0.8526,7.3042,0.9314
2024-06-19 14:00:00,7.0112,0.9699,7.7226,0.9598
2024-06-19 15:00:00,8.9448,0.9238,6.8458,0.9744
2024-06-19 16:00:00,7.4458,0.9328,6.4916,0.9855
2024-06-19 17:00:00,8.8176,0.9482,8.2078,0.9714
2024-06-19 18:00:00,6.188,0.9969,7.7024,1.0
2024-06-19 19:00:00,7.5156,0.8822,6.4525,0.8981
2024-06-19 20:00:00,8.4833,0.9568,6.8254,0.9437
2024-06-19 21:00:00,6.8376,0.9265,5.6403,0.9542
2024-06-19 22:00:00,7.7917,0.9206,8.2253,1.0
2024-06-19 23:00:00,6.9564,0.8986,9.2483,0.8817
2024-06-20 00:00:00,7.3912,0.7889,6.6414,0.9163
2024-06-20 01:00:00,7.4934,0.8774,8.6744,0.971
2024-06-20 02:00:00,8.9076,0.9413,6.9841,0.9731
2024-06-20 03:00:00,6.5962,0.953,7.7544,0.9468
2024-06-20 04:00:00,6.9836,1.0,7.8449,0.9349
2024-06-20 05:00:00,9.3412,0.9457,8.5437,1.0
2024-06-20 06:00:00,6.8973,0.9808,7.6091,0.994
2024-06-20 07:00:00,7.8781,0.9697,7.395,1.0
2024-06-20 08:00:00,7.5787,0.9137,8.0372,0.8951
2024-06-20 09:00:00,7.4627,0.9666,6.9399,0.9082
2024-06-20 10:00:00,7.6895,0.8841,5.9135,0.9373
2024-06-20 11:00:00,6.8727,0.8623,7.3243,0.9577
2024-06-20 12:00:00,8.199,0.8655,6.1614,0.8881
2024-06-20 13:00:00,8.9318,0.9611,7.8936,0.9242
2024-06-20 14:00:00,7.6614,0.9411,8.1857,0.9781
2024-06-20 15:00:00,6.8528,0.9394,7.5727,1.0
2024-06-20 16:00:00,7.9922,0.9827,8.4165,0.8587
2024-06-20 17:00:00,8.1991,0.9997,6.7682,0.9867
2024-06-20 18:00:00,7.9079,0.984,6.4557,0.9953
2024-06-20 19:00:00,8.1586,0.8541,8.0897,0.88
2024-06-20 20:00:00,9.026,1.0,7.6138,0.9627
2024-06-20 21:00:00,5.9462,1.0,7.7308,0.8943
2024-06-20 22:00:00,6.7092,0.8511,7.4769,0.978
2024-06-20 23:00:00,7.9256,0.9477,7.8249,0.8437
2024-06-21 00:00:00,7.6685,0.9489,8.4618,1.0
2024-06-21 01:00:00,6.8461,0.9268,6.575,0.9267
2024-06-21 02:00:00,6.4545,0.9852,7.8518,0.9084
2024-06-21 03:00:00,8.4388,1.0,7.293,0.9249
2024-06-21 04:00:00,7.8023,0.9352,6.6405,1.0
2024-06-21 05:00:00,7.5061,0.9709,7.9129,0.8968
2024-06-21 06:00:00,7.6988,1.0,7.2734,0.9886
2024-06-21 07:00:00,6.3408,0.9062,7.5454,1.0
2024-06-21 08:00:00,6.5338,0.9587,7.8646,0.952
2024-06-21 09:00:00,7.0871,0.9146,8.416,0.9961
2024-06-21 10:00:00,7.7087,0.9786,8.3812,0.9786
2024-06-21 11:00:00,7.0853,0.9441,6.769,0.9333
2024-06-21 12:00:00,7.4176,1.0,8.2083,0.9671
2024-06-21 13:00:00,8.0182,1.0,8.229,0.9174
2024-06-21 14:00:00,7.9136,0.9436,6.7298,0.9651
2024-06-21 15:00:00,6.9507,1.0,8.5008,0.9548
2024-06-21 16:00:00,8.3042,0.9671,7.0861,0.9861
2024-06-21 17:00:00,8.1852,0.9211,7.9617,0.9431
2024-06-21 18:00:00,7.9566,0.9499,8.3769,0.9894
2024-06-21 19:00:00,7.7394,0.9865,7.8749,0.9064
2024-06-21 20:00:00,7.6919,0.9594,6.936,0.9526
2024-06-21 21:00:00,7.9084,0.8965,8.2309,0.9066
2024-06-21 22:00:00,6.5994,0.9461,7.5376,0.9031
2024-06-21 23:00:00,7.5154,0.9689,8.102,0.8995
2024-06-22 00:00:00,7.3403,0.8831,7.0833,0.9634
2024-06-22 01:00:00,8.0566,0.9398,7.8252,0.9029
2024-06-22 02:00:00,7.7549,0.9555,7.0625,0.9806
2024-06-22 03:00:00,8.8574,0.9644,8.1599,0.921
2024-06-22 04:00:00,7.238,0.9759,7.1283,0.981
2024-06-22 05:00:00,8.4267,0.8363,8.269,1.0
2024-06-22 06:00:00,8.4246,0.9863,7.6428,1.0
2024-06-22 07:00:00,8.0487,0.8918,7.7625,0.852
2024-06-22 08:00:00,6.9005,0.9287,7.2854,0.9218
2024-06-22 09:00:00,8.475,0.912,8.2285,0.9974
2024-06-22 10:00:00,6.2743,0.9412,7.3876,0.9128
2024-06-22 11:00:00,7.1867,0.9022,7.5902,0.9388
2024-06-22 12:00:00,7.1381,0.8921,8.2036,0.9237
2024-06-22 13:00:00,6.3524,1.0,7.3118,0.9438
2024-06-22 14:00:00,6.0936,0.9429,8.6762,0.9528
2024-06-22 15:00:00,7.2469,0.9476,8.4307,0.9922
2024-06-22 16:00:00,7.5103,1.0,6.998,0.9946
2024-06-22 17:00:00,7.6553,0.877,6.3152,0.9163
2024-06-22 18:00:00,6.8298,0.8827,6.8534,0.9614
2024-06-22 19:00:00,7.3438,1.0,5.7502,1.0
2024-06-22 20:00:00,7.0778,0.9284,7.0308,0.9535
2024-06-22 21:00:00,8.1523,0.9168,7.4515,1.0
2024-06-22 22:00:00,8.2831,0.8719,8.0914,0.939
2024-06-22 23:00:00,7.4838,0.8487,7.3995,1.0
2024-06-23 00:00:00,7.5482,0.8793,7.3942,1.0
2024-06-23 01:00:00,7.9261,0.9196,7.2641,0.9386
2024-06-23 02:00:00,8.7156,0.9191,7.2931,1.0
2024-06-23 03:00:00,8.1356,0.947,6.8833,0.9538
2024-06-23 04:00:00,6.2723,0.8664,6.3299,0.9442
2024-06-23 05:00:00,7.0479,0.9668,7.4184,0.887
2024-06-23 06:00:00,5.6954,0.9339,7.6576,0.891
2024-06-23 07:00:00,8.7715,0.8915,7.6582,0.9589
2024-06-23 08:00:00,6.603,0.9868,6.6388,0.8897
2024-06-23 09:00:00,7.2124,0.8875,7.9864,0.8359
2024-06-23 10:00:00,7.9982,0.8899,7.7046,0.9721
2024-06-23 11:00:00,6.4776,1.0,8.2126,0.9115
2024-06-23 12:00:00,7.2049,0.933,9.4481,1.0
2024-06-23 13:00:00,7.7913,0.8342,6.6064,0.9349
2024-06-23 14:00:00,6.8434,0.8766,7.1887,0.9477
2024-06-23 15:00:00,8.035,0.9364,8.6209,0.9882
2024-06-23 16:00:00,9.4872,0.9037,6.9729,1.0
2024-06-23 17:00:00,7.705,0.976,7.278,0.9828
2024-06-23 18:00:00,7.2439,0.982,7.3506,0.8732
2024-06-23 19:00:00,7.7538,0.9148,6.9427,0.9969
2024-06-23 20:00:00,5.5857,0.9314,7.1749,1.0
2024-06-23 21:00:00,6.7269,0.9912,7.3684,0.8793
2024-06-23 22:00:00,9.1812,0.9776,7.992,0.9513
2024-06-23 23:00:00,8.5535,1.0,7.8891,0.9477
2024-06-24 00:00:00,7.2486,1.0,6.7938,0.9973
2024-06-24 01:00:00,8.8801,0.9805,8.3905,0.9334
2024-06-24 02:00:00,7.1921,0.9698,6.8916,0.9778
2024-06-24 03:00:00,8.086,0.9045,7.0389,0.9471
2024-06-24 04:00:00,8.0134,0.9531,8.0896,0.9694
2024-06-24 05:00:00,7.1646,0.9525,6.1452,1.0
2024-06-24 06:00:00,6.1175,0.8941,7.39,0.8979
2024-06-24 07:00:00,7.3003,0.9912,7.4481,0.954
2024-06-24 08:00:00,7.1567,0.9083,8.4294,0.9381
2024-06-24 09:00:00,7.2179,0.8817,8.5488,1.0
2024-06-24 10:00:00,7.6017,0.8849,7.5556,1.0
2024-06-24 11:00:00,7.356,0.905,8.0055,0.9768
2024-06-24 12:00:00,7.5873,0.9819,8.7814,0.9879
2024-06-24 13:00:00,6.8699,1.0,7.003,0.955
2024-06-24 14:00:00,7.9417,0.933,7.7915,0.8599
2024-06-24 15:00:00,7.4313,0.9295,7.6474,0.9873
2024-06-24 16:00:00,7.2552,0.9064,7.0654,0.8759
2024-06-24 17:00:00,7.4642,0.892,7.7153,0.9439
2024-06-24 18:00:00,8.6228,0.9309,7.2908,0.8773
2024-06-24 19:00:00,8.059,0.8458,7.6492,1.0
2024-06-24 20:00:00,8.9074,0.9617,8.1705,1.0
2024-06-24 21:00:00,7.4104,0.8903,6.9975,1.0
2024-06-24 22:00:00,7.7702,0.932,7.4191,0.9033
2024-06-24 23:00:00,6.5321,1.0,8.403,1.0
2024-06-25 00:00:00,8.588,0.968,7.2932,1.0
2024-06-25 01:00:00,8.4138,0.9481,7.5714,0.8779
2024-06-25 02:00:00,7.9029,1.0,7.3435,0.9229
2024-06-25 03:00:00,7.9448,0.9999,7.3075,0.8983
2024-06-25 04:00:00,7.7375,0.9462,7.1949,0.9512
2024-06-25 05:00:00,7.0282,0.9454,6.7687,0.9025
2024-06-25 06:00:00,6.6232,0.9493,7.4319,0.9099
2024-06-25 07:00:00,7.5766,0.9804,6.7737,0.9954
2024-06-25 08:00:00,7.2995,0.9927,7.7896,0.9507
2024-06-25 09:00:00,8.4774,1.0,7.4265,0.9557
2024-06-25 10:00:00,8.1142,0.9867,6.0487,0.8768
2024-06-25 11:00:00,6.5453,0.933,9.7372,1.0
2024-06-25 12:00:00,8.8421,0.9667,8.1932,0.96
2024-06-25 13:00:00,8.2389,0.9778,8.8038,0.9437
2024-06-25 14:00:00,7.2273,0.9912,7.129,0.9108
2024-06-25 15:00:00,6.3204,0.8791,6.436,0.9923
2024-06-25 16:00:00,7.7885,0.9829,7.4124,0.9534
2024-06-25 17:00:00,7.5645,1.0,8.5124,1.0
2024-06-25 18:00:00,7.3721,1.0,6.6654,0.8349
2024-06-25 19:00:00,7.6318,0.9711,7.9443,0.9909
2024-06-25 20:00:00,8.0784,1.0,7.1124,1.0
2024-06-25 21:00:00,7.5456,1.0,8.7275,0.9372
2024-06-25 22:00:00,9.0059,0.9483,8.5049,0.9503
2024-06-25 23:00:00,7.6102,0.9135,7.2595,1.0
2024-06-26 00:00:00,6.8067,0.8545,6.8173,0.9951
2024-06-26 01:00:00,7.7655,0.9672,8.4889,0.9886
2024-06-26 02:00:00,7.4075,0.9112,7.814,0.9029
2024-06-26 03:00:00,6.594,0.9785,8.7961,0.9934
2024-06-26 04:00:00,8.5329,0.9727,6.3585,0.9401
2024-06-26 05:00:00,7.6946,0.9338,7.4736,0.9133
2024-06-26 06:00:00,8.9282,0.9252,6.8594,1.0
2024-06-26 07:00:00,7.6952,0.9178,7.7323,0.9866
2024-06-26 08:00:00,8.3596,0.9971,7.0306,1.0
2024-06-26 09:00:00,7.7065,0.9309,7.4255,0.905
2024-06-26 10:00:00,7.2105,0.974,8.3965,0.9427
2024-06-26 11:00:00,7.2604,0.9347,7.7924,0.9877
2024-06-26 12:00:00,7.7694,0.8946,7.3205,0.9077
2024-06-26 13:00:00,7.218,0.953,7.8644,0.9929
2024-06-26 14:00:00,7.414,0.9115,7.3679,0.9801
2024-06-26 15:00:00,7.3377,1.0,6.0108,0.9924
2024-06-26 16:00:00,7.0272,1.0,8.0699,0.8772
2024-06-26 17:00:00,8.093,1.0,8.9166,0.8524
2024-06-26 18:00:00,6.6919,0.8954,8.6252,0.9298
2024-06-26 19:00:00,7.8403,0.8764,7.4143,0.9249
2024-06-26 20:00:00,8.2528,0.975,8.0261,0.9094
2024-06-26 21:00:00,8.6245,0.9869,7.7265,0.941
2024-06-26 22:00:00,8.8829,1.0,8.7753,0.9402
2024-06-26 23:00:00,8.796,1.0,8.9063,0.973
2024-06-27 00:00:00,6.8645,0.93,7.2281,0.9245
2024-06-27 01:00:00,8.0527,0.9562,8.0349,0.9437
2024-06-27 02:00:00,7.6669,0.9289,7.2931,0.9052
2024-06-27 03:00:00,8.3208,0.9668,7.9951,0.9157
2024-06-27 04:00:00,7.9281,0.9974,5.9307,0.9428
2024-06-27 05:00:00,8.8164,0.9427,7.8967,0.9982
2024-06-27 06:00:00,7.2359,0.9959,8.4355,0.9702
2024-06-27 07:00:00,7.131,0.9264,6.7521,0.9873
2024-06-27 08:00:00,6.2724,0.9626,7.0746,0.9536
2024-06-27 09:00:00,7.6173,0.9764,6.2854,0.9045
2024-06-27 10:00:00,8.4844,0.9652,7.632,0.9282
2024-06-27 11:00:00,8.9905,0.9812,6.9905,0.9793
2024-06-27 12:00:00,6.8537,0.9103,7.8776,1.0
2024-06-27 13:00:00,6.4153,0.9254,7.4692,0.8683
2024-06-27 14:00:00,7.6605,0.9931,8.2167,0.9762
2024-06-27 15:00:00,7.413,0.9108,6.5841,0.9717
2024-06-27 16:00:00,8.2315,0.9967,7.9706,0.9411
2024-06-27 17:00:00,6.8192,0.9564,8.529,0.9476
2024-06-27 18:00:00,7.6281,1.0,7.8922,0.9624
2024-06-27 19:00:00,8.2039,0.9483,7.2692,0.9354
2024-06-27 20:00:00,8.0655,1.0,6.751,0.9819
2024-06-27 21:00:00,7.1687,0.893,7.127,0.9416
2024-06-27 22:00:00,7.8839,0.9052,7.4393,0.9765
2024-06-27 23:00:00,7.4248,0.9623,7.3226,0.9712
2024-06-28 00:00:00,8.812,0.913,6.6297,0.9468
2024-06-28 01:00:00,7.1506,0.8782,7.5892,0.8762
2024-06-28 02:00:00,8.1088,0.9278,8.2799,0.9455
2024-06-28 03:00:00,7.4626,0.9684,6.9576,0.965
2024-06-28 04:00:00,7.893,0.9871,8.4767,0.9373
2024-06-28 05:00:00,7.6926,0.948,8.3489,0.9468
2024-06-28 06:00:00,7.7525,0.9404,7.3181,0.8963
2024-06-28 07:00:00,6.6376,0.9155,7.7241,0.9141
2024-06-28 08:00:00,6.9366,0.9227,7.2471,0.8963
2024-06-28 09:00:00,7.8302,0.9876,7.2378,1.0
2024-06-28 10:00:00,7.9592,1.0,8.9803,1.0
2024-06-28 11:00:00,7.8596,1.0,7.0192,1.0
2024-06-28 12:00:00,6.5917,1.0,8.1161,0.9212
2024-06-28 13:00:00,6.2438,0.9475,8.0196,1.0
2024-06-28 14:00:00,7.5915,0.9331,8.1241,0.9111
2024-06-28 15:00:00,7.0163,0.8871,8.5124,0.908
2024-06-28 16:00:00,7.5675,0.9444,6.6437,0.9205
2024-06-28 17:00:00,6.999,1.0,6.2827,0.9553
2024-06-28 18:00:00,6.9202,0.9169,7.6725,0.902
2024-06-28 19:00:00,7.0152,0.955,7.1781,0.9625
2024-06-28 20:00:00,8.0934,0.8085,7.8792,0.9423
2024-06-28 21:00:00,7.9797,1.0,7.1346,0.8953
2024-06-28 22:00:00,6.6625,0.931,8.3409,0.9682
2024-06-28 23:00:00,7.5686,1.0,6.2269,0.9441
2024-06-29 00:00:00,7.0973,0.9169,7.0203,0.9759
2024-06-29 01:00:00,7.282,0.9477,6.6239,0.9702
2024-06-29 02:00:00,7.9989,0.8702,7.3175,1.0
2024-06-29 03:00:00,8.226,0.8727,8.2988,0.9433
2024-06-29 04:00:00,7.4947,0.9455,6.2126,0.934
2024-06-29 05:00:00,8.3164,0.9365,8.3791,0.8442
2024-06-29 06:00:00,6.511,1.0,8.0871,0.9655
2024-06-29 07:00:00,7.9188,0.9493,7.4314,0.9024
2024-06-29 08:00:00,7.582,0.8884,8.7982,0.9673
2024-06-29 09:00:00,7.3254,0.9631,7.5562,0.8883
2024-06-29 10:00:00,7.3293,0.8932,6.2748,0.9609
2024-06-29 11:00:00,7.6023,0.9093,7.9986,0.9406
2024-06-29 12:00:00,6.7875,0.9504,6.6979,1.0
2024-06-29 13:00:00,8.6503,0.8711,8.1285,0.9556
2024-06-29 14:00:00,8.6517,0.9247,8.0678,0.8538
2024-06-29 15:00:00,6.6508,0.9135,7.2506,1.0
2024-06-29 16:00:00,7.0602,0.8683,5.9968,0.9174
2024-06-29 17:00:00,6.7091,0.9898,8.0311,0.8243
2024-06-29 18:00:00,7.6783,0.9628,7.4729,1.0
2024-06-29 19:00:00,6.4823,0.9286,6.5157,0.8285
2024-06-29 20:00:00,7.8408,0.874,5.4194,1.0
2024-06-29 21:00:00,7.3152,0.9391,6.162,0.8535
2024-06-29 22:00:00,7.1131,0.9762,7.3877,0.9647
2024-06-29 23:00:00,7.3367,0.9675,7.6795,0.9883
2024-06-30 00:00:00,7.1974,0.9134,7.2014,0.9631
2024-06-30 01:00:00,6.6593,0.9039,5.1608,0.9875
2024-06-30 02:00:00,7.2811,0.8747,7.3166,0.9896
2024-06-30 03:00:00,5.9642,0.9566,6.6595,0.9589
2024-06-30 04:00:00,8.6609,0.9474,8.3017,0.967
2024-06-30 05:00:00,7.8661,0.9441,6.6799,0.9511
2024-06-30 06:00:00,8.3781,1.0,8.0262,0.9764
2024-06-30 07:00:00,7.163,1.0,6.3529,0.956
2024-06-30 08:00:00,6.1405,0.9633,7.2275,1.0
2024-06-30 09:00:00,6.9259,0.8662,6.6086,0.8342
2024-06-30 10:00:00,8.021,0.9673,6.2558,1.0
2024-06-30 11:00:00,7.4921,0.9484,8.2533,0.8546
2024-06-30 12:00:00,8.1957,1.0,5.6916,1.0
2024-06-30 13:00:00,8.6997,0.9319,6.3365,0.8943
2024-06-30 14:00:00,6.7187,0.9278,8.2317,0.8987
2024-06-30 15:00:00,6.6642,1.0,6.8808,0.8761
2024-06-30 16:00:00,7.8512,0.9866,7.8576,0.9874
2024-06-30 17:00:00,6.3076,0.9606,7.8783,1.0
2024-06-30 18:00:00,7.3152,0.9972,7.3366,0.9621
2024-06-30 19:00:00,6.7723,0.8161,6.7976,0.9028
2024-06-30 20:00:00,8.2009,0.9916,7.3906,0.8936
2024-06-30 21:00:00,7.1086,1.0,6.9802,0.9964
2024-06-30 22:00:00,6.5881,0.9582,8.5531,0.9179
2024-06-30 23:00:00,7.3858,0.9933,6.9489,0.9589
2024-07-01 00:00:00,7.8679,0.9509,8.0258,0.935
