HourOfYear,deploy_factor_RegU_ERCOT,deploy_factor_RegD_ERCOT,deploy_factor_Spin_ERCOT,deploy_factor_NSpin_ERCOT,deploy_factor_ECRS_ERCOT
4038,0.7479,0.7248,0.8979,0.9397,0.8851
4039,0.7604,0.7835,0.9528,0.9304,0.9099
4040,0.7386,0.7459,0.9408,0.8982,0.9249
4041,0.6634,0.7200,0.9309,0.8545,0.8462
4042,0.6662,0.7369,0.9296,0.8668,0.8749
4043,0.6816,0.7271,0.9116,0.8866,0.8876
4044,0.6817,0.6974,0.9430,0.9179,0.9085
4045,0.6618,0.6762,0.9421,0.9053,0.9289
4046,0.7116,0.6375,0.9196,0.9280,0.9347
4047,0.6823,0.6546,0.9593,0.9056,0.8969
4048,0.6635,0.6878,0.9294,0.8781,0.9121
4049,0.6567,0.6882,0.8469,0.8795,0.8846
4050,0.6565,0.7168,0.9068,0.8988,0.8842
4051,0.6467,0.7112,0.8771,0.9142,0.8112
4052,0.6579,0.6989,0.8381,0.9467,0.8302
4053,0.6708,0.7097,0.8939,0.9441,0.8425
4054,0.6452,0.6997,0.8661,0.9766,0.8384
4055,0.6203,0.6977,0.9005,0.9838,0.8799
4056,0.6620,0.6952,0.9171,0.9113,0.9208
4057,0.6689,0.6525,0.9302,0.9367,0.9229
4058,0.7092,0.6723,0.9294,0.9573,0.9176
4059,0.7285,0.6406,0.9201,0.9546,0.9502
4060,0.7123,0.6411,0.8680,0.9488,0.9657
4061,0.7241,0.7238,0.8505,0.9399,0.9102
4062,0.7436,0.7548,0.8970,0.8963,0.9239
4063,0.7071,0.7187,0.9530,0.8540,0.9004
4064,0.6544,0.6824,0.8746,0.8417,0.9134
4065,0.6329,0.6738,0.8959,0.9090,0.9072
4066,0.6669,0.6869,0.9322,0.9434,0.9159
4067,0.7317,0.6300,0.9191,0.9384,0.8890
4068,0.7235,0.6322,0.8518,0.9310,0.8700
4069,0.7607,0.6863,0.9153,0.9583,0.8548
4070,0.7777,0.6791,0.9021,0.9419,0.8169
4071,0.7371,0.6514,0.8632,1.0000,0.8395
4072,0.7266,0.6216,0.8473,0.9727,0.8222
4073,0.7421,0.5980,0.8965,0.9635,0.8245
4074,0.6936,0.6632,0.8938,0.9139,0.7518
4075,0.7233,0.6788,0.8214,0.8801,0.8300
4076,0.7538,0.6813,0.9005,0.8995,0.8327
4077,0.7689,0.7137,0.9142,0.9247,0.8897
4078,0.7496,0.7375,0.8906,0.8908,0.9170
4079,0.7547,0.7265,0.9304,0.9348,0.9502
4080,0.7753,0.7382,0.9017,0.9575,0.9229
4081,0.7095,0.6879,0.8963,0.8920,0.9122
4082,0.6275,0.6873,0.9027,0.9300,0.9234
4083,0.6608,0.6861,0.9133,0.9196,0.9455
4084,0.6496,0.6425,0.9279,0.9021,0.9262
4085,0.6668,0.6421,0.8832,0.8840,0.9393
4086,0.6809,0.7213,0.8227,0.8966,0.9404
4087,0.7260,0.7312,0.8740,0.8806,0.9137
4088,0.7259,0.7209,0.8508,0.9517,0.9288
4089,0.7379,0.6799,0.8702,0.9209,0.8966
4090,0.7449,0.7423,0.9043,0.9869,0.8788
4091,0.7614,0.7666,0.9328,0.9762,0.9082
4092,0.7289,0.7737,0.8952,0.9679,0.9161
4093,0.7326,0.7432,0.8721,0.9762,0.8422
4094,0.6476,0.6586,0.8544,0.9529,0.8830
4095,0.6382,0.7125,0.8461,0.9551,0.8932
4096,0.6860,0.7558,0.8687,0.9694,0.8327
4097,0.6449,0.7430,0.8308,1.0000,0.8490
4098,0.6166,0.6896,0.8136,1.0000,0.8691
4099,0.6568,0.7040,0.8340,0.9814,0.8430
4100,0.6460,0.6961,0.8710,0.9533,0.8255
4101,0.6998,0.7498,0.8538,0.9522,0.8526
4102,0.7023,0.7380,0.8582,0.9649,0.8793
4103,0.7525,0.7255,0.8144,0.9179,0.8828
4104,0.7976,0.7041,0.8618,0.9238,0.8655
4105,0.8184,0.6916,0.8866,0.9678,0.8972
4106,0.7751,0.6566,0.9109,0.9346,0.8195
4107,0.7211,0.7006,0.8996,0.9095,0.8052
4108,0.7588,0.6580,0.8889,0.8906,0.8030
4109,0.7452,0.6632,0.8868,0.8759,0.8872
4110,0.7418,0.6824,0.8735,0.8966,0.8881
4111,0.7708,0.6326,0.8937,0.9002,0.9133
4112,0.7177,0.6287,0.8984,0.8602,0.8776
4113,0.7334,0.6502,0.9155,0.8796,0.9094
4114,0.7095,0.6591,0.9083,0.9224,0.8709
4115,0.7338,0.6675,0.8591,0.8777,0.9151
4116,0.7392,0.6283,0.8277,0.8233,0.8606
4117,0.7599,0.6028,0.8141,0.8722,0.8422
4118,0.7324,0.6452,0.8067,0.8462,0.8397
4119,0.7015,0.6899,0.8390,0.9157,0.8953
4120,0.7012,0.7306,0.8043,0.8917,0.8757
4121,0.6816,0.7221,0.8324,0.8591,0.9020
4122,0.6647,0.7372,0.8111,0.8381,0.9340
4123,0.6492,0.6772,0.8364,0.8042,0.9528
4124,0.6816,0.6393,0.8359,0.8318,0.9384
4125,0.7508,0.6405,0.8611,0.8471,0.9031
4126,0.7659,0.6501,0.8763,0.8749,0.8943
4127,0.7746,0.6459,0.8913,0.8608,0.8979
4128,0.7806,0.6473,0.9159,0.8441,0.8970
4129,0.7322,0.6176,0.8806,0.8668,0.8897
4130,0.7482,0.6161,0.9110,0.8996,0.9082
4131,0.6774,0.5893,0.8929,0.8786,0.9305
4132,0.6949,0.6520,0.9261,0.8901,0.9706
4133,0.7204,0.6271,0.9420,0.9115,0.9749
4134,0.7430,0.6658,0.9145,0.9032,0.9749
4135,0.7552,0.6714,0.9586,0.8406,0.9422
4136,0.7014,0.6951,0.9091,0.9060,0.9173
4137,0.6797,0.6978,0.8731,0.9081,0.9150
4138,0.7234,0.6821,0.8928,0.9452,0.9259
4139,0.7305,0.6719,0.8884,0.9089,0.9273
4140,0.7342,0.7101,0.9630,0.9160,0.9121
4141,0.7090,0.6826,0.9626,0.9237,0.9429
4142,0.6702,0.6768,0.9816,0.9087,0.9861
4143,0.6525,0.7380,0.9554,0.9590,0.9192
4144,0.6167,0.7196,0.8875,0.9625,0.9354
4145,0.6536,0.7157,0.8449,0.9611,0.8782
4146,0.5661,0.6547,0.8737,0.9337,0.8433
4147,0.5716,0.6563,0.8577,0.9379,0.8567
4148,0.6659,0.6622,0.8537,0.9092,0.9387
4149,0.6664,0.6611,0.8631,0.9238,0.9151
4150,0.6481,0.6847,0.8672,0.8956,0.8348
4151,0.7341,0.6836,0.8630,0.8984,0.9253
4152,0.7131,0.6626,0.8321,0.9061,0.9220
4153,0.7764,0.6550,0.8496,0.9307,0.9135
4154,0.7502,0.6796,0.8411,0.9542,0.9297
4155,0.7695,0.6406,0.8634,0.8931,0.8739
4156,0.8304,0.6451,0.8481,0.8778,0.9213
4157,0.8064,0.6605,0.8875,0.9062,0.9012
4158,0.7714,0.7138,0.8698,0.9114,0.8960
4159,0.7793,0.7622,0.9292,0.9010,0.9159
4160,0.7287,0.7647,0.8701,0.9164,0.8733
4161,0.7644,0.7473,0.8881,0.9051,0.8713
4162,0.7287,0.7770,0.8728,0.9108,0.8394
4163,0.6709,0.7924,0.8619,0.9057,0.8093
4164,0.6741,0.7848,0.8795,0.9706,0.8425
4165,0.6653,0.7932,0.8903,0.9802,0.8771
4166,0.5912,0.7597,0.8876,0.9365,0.9130
4167,0.6159,0.6997,0.8859,0.9479,0.9179
4168,0.5983,0.7276,0.8560,0.9484,0.8554
4169,0.6060,0.7129,0.8889,0.8999,0.8567
4170,0.5906,0.7116,0.8946,0.9156,0.9253
4171,0.6370,0.7137,0.8974,0.8705,0.9111
4172,0.6506,0.7421,0.8950,0.8905,0.8895
4173,0.6131,0.7106,0.9414,0.9001,0.8779
4174,0.6796,0.6597,0.8697,0.9208,0.8523
4175,0.6946,0.6769,0.8626,0.8835,0.8758
4176,0.6794,0.7218,0.8571,0.8829,0.8790
4177,0.6588,0.6706,0.8950,0.8697,0.9334
4178,0.6660,0.6830,0.9183,0.8857,0.9503
4179,0.6315,0.6962,0.8736,0.8867,0.8897
4180,0.6907,0.7571,0.9171,0.9137,0.8573
4181,0.7308,0.7621,0.9169,0.9236,0.8849
4182,0.7132,0.7117,0.9655,0.8964,0.9271
4183,0.6973,0.7232,0.9188,0.9198,0.9328
4184,0.6685,0.7224,0.9332,0.9113,0.9482
4185,0.6845,0.7289,0.8930,0.9051,0.9336
4186,0.6973,0.6666,0.8943,0.8985,0.9849
4187,0.7218,0.6348,0.8404,0.9373,0.9819
4188,0.7266,0.6146,0.8196,0.9250,1.0000
4189,0.6911,0.6948,0.8056,0.9011,0.9664
4190,0.6690,0.6976,0.8241,0.9094,0.8619
4191,0.6808,0.6672,0.8700,0.8746,0.8812
4192,0.6620,0.6829,0.8680,0.9044,0.8933
4193,0.7165,0.6939,0.8880,0.9556,0.9136
4194,0.7123,0.7099,0.8494,0.9497,0.9144
4195,0.6616,0.6711,0.8931,0.9499,0.9240
4196,0.6671,0.6857,0.9109,0.8819,0.9145
4197,0.6679,0.6751,0.9280,0.9256,0.9318
4198,0.7202,0.6563,0.8830,0.9254,0.8793
4199,0.7172,0.7082,0.8500,0.8909,0.8884
4200,0.7333,0.7515,0.8541,0.8810,0.9654
4201,0.7210,0.7490,0.8816,0.8726,0.9524
4202,0.7505,0.7205,0.9482,0.8628,0.9312
4203,0.7834,0.7196,0.9191,0.8951,0.9561
4204,0.7345,0.5990,0.9345,0.8858,0.9910
4205,0.7073,0.6714,0.8878,0.8475,0.9873
4206,0.6986,0.7306,0.8432,0.8143,0.9639
4207,0.7297,0.7753,0.9195,0.7917,0.9782
4208,0.7016,0.7303,0.8931,0.8244,0.9410
4209,0.6272,0.7229,0.8883,0.8277,0.9975
4210,0.6704,0.7603,0.8099,0.8124,0.9805
4211,0.6512,0.6991,0.8168,0.8557,0.9552
4212,0.6509,0.7067,0.8464,0.8753,0.9970
4213,0.6489,0.6897,0.8210,0.8431,0.9613
4214,0.5909,0.6205,0.8471,0.8054,0.9255
4215,0.5759,0.6560,0.8567,0.8406,0.9454
4216,0.6320,0.6724,0.8976,0.8379,0.8955
4217,0.6459,0.6816,0.9238,0.8883,0.9003
4218,0.6898,0.6482,0.9523,0.9283,0.8976
4219,0.7460,0.6983,0.9613,0.9101,0.8931
4220,0.6814,0.7119,0.9171,0.9244,0.8902
4221,0.6745,0.7241,0.9220,0.9775,0.8930
4222,0.6764,0.7505,0.9050,0.9064,0.8391
4223,0.7321,0.7588,0.9331,0.8757,0.8035
4224,0.6890,0.7244,0.9187,0.9119,0.8440
4225,0.7024,0.7359,0.9186,0.9198,0.8559
4226,0.7447,0.7308,0.9177,0.9449,0.8474
4227,0.7644,0.7262,0.9380,0.9068,0.8823
4228,0.7671,0.7405,0.8799,0.8667,0.8490
4229,0.7283,0.6977,0.8882,0.8596,0.8838
4230,0.7583,0.6137,0.9053,0.8463,0.8735
4231,0.6918,0.6216,0.8972,0.8731,0.8908
4232,0.7103,0.5843,0.8712,0.8948,0.9117
4233,0.6503,0.5972,0.8909,0.9134,0.8742
4234,0.7209,0.5639,0.9315,0.8827,0.8961
4235,0.6780,0.5965,0.9345,0.8977,0.9009
4236,0.6675,0.6158,0.9280,0.8899,0.9534
4237,0.7303,0.6319,0.8815,0.8907,0.9502
4238,0.7385,0.6660,0.9436,0.9149,0.9574
4239,0.7057,0.7109,0.9506,0.8854,0.9548
4240,0.7085,0.6888,0.9571,0.8920,0.9331
4241,0.7163,0.6985,0.9448,0.9107,0.9101
4242,0.7268,0.7065,0.9477,0.9154,0.9560
4243,0.7138,0.6560,0.9805,0.9014,0.9684
4244,0.7000,0.6956,0.9413,0.8837,0.9618
4245,0.7229,0.6660,0.9788,0.9142,0.9484
4246,0.7094,0.6484,0.9907,0.8714,0.9415
4247,0.6715,0.6492,0.9862,0.8459,0.9245
4248,0.6673,0.6254,0.9463,0.8540,0.8551
4249,0.6739,0.6137,0.9664,0.8523,0.8578
4250,0.6912,0.6488,0.9196,0.8120,0.8919
4251,0.6997,0.6205,0.9357,0.8417,0.8855
4252,0.6558,0.6688,0.8866,0.8181,0.8868
4253,0.6822,0.6441,0.8593,0.8130,0.8221
4254,0.6792,0.6827,0.8716,0.8273,0.8574
4255,0.6651,0.7006,0.8910,0.8307,0.8598
4256,0.7040,0.6653,0.8401,0.8517,0.8774
4257,0.6790,0.6408,0.7985,0.8609,0.8301
4258,0.7432,0.6729,0.7903,0.8717,0.8675
4259,0.7899,0.7137,0.8490,0.8545,0.8567
4260,0.8035,0.7117,0.8918,0.8506,0.8819
4261,0.7581,0.7468,0.8704,0.8765,0.8748
4262,0.7643,0.7760,0.8505,0.8072,0.9020
4263,0.7590,0.7299,0.8336,0.8432,0.8706
4264,0.7218,0.7668,0.8174,0.8311,0.9162
4265,0.7526,0.7742,0.8241,0.8471,0.8778
4266,0.7409,0.7297,0.8483,0.8930,0.8732
4267,0.6501,0.7035,0.9154,0.8783,0.9047
4268,0.7104,0.7404,0.9024,0.9055,0.9217
4269,0.7584,0.7816,0.9132,0.9836,0.8805
4270,0.7433,0.7575,0.9583,0.9777,0.8675
4271,0.7544,0.8233,0.9294,0.9378,0.8897
4272,0.7538,0.8476,0.9167,0.9140,0.9134
4273,0.7260,0.8381,0.9144,0.8902,0.9400
4274,0.8092,0.8272,0.9245,0.8389,0.9187
4275,0.7643,0.8192,0.9241,0.7793,0.9079
4276,0.7518,0.7417,0.9197,0.7855,0.8770
4277,0.7030,0.7131,0.9648,0.8492,0.8840
4278,0.7309,0.7092,0.9541,0.7994,0.8797
4279,0.7471,0.6955,0.9140,0.8294,0.8309
4280,0.7653,0.7185,0.9067,0.8775,0.8300
4281,0.7101,0.7207,0.8415,0.9068,0.8313
4282,0.7171,0.7361,0.8589,0.8637,0.8938
4283,0.7264,0.7222,0.8675,0.8737,0.9362
4284,0.6767,0.7621,0.8830,0.8268,0.9453
4285,0.6949,0.7563,0.9405,0.8334,0.8707
4286,0.6744,0.7371,0.9064,0.8280,0.8504
4287,0.6702,0.7522,0.9295,0.8177,0.8459
4288,0.6961,0.7665,0.9227,0.7973,0.8432
4289,0.7036,0.7554,0.8554,0.8016,0.9005
4290,0.6780,0.6937,0.8430,0.8259,0.8675
4291,0.6451,0.7284,0.8554,0.8759,0.8724
4292,0.6518,0.6697,0.8428,0.8702,0.9018
4293,0.6700,0.6328,0.8833,0.9013,0.8779
4294,0.6771,0.6521,0.8827,0.9007,0.8696
4295,0.6780,0.6491,0.8485,0.8996,0.8447
4296,0.6752,0.6641,0.8499,0.9157,0.8726
4297,0.7286,0.7220,0.8430,0.9453,0.8860
4298,0.7285,0.7322,0.8660,0.9490,0.9017
4299,0.7290,0.7014,0.8941,0.9198,0.9006
4300,0.7152,0.7310,0.8536,0.9433,0.9036
4301,0.6976,0.6791,0.8534,0.9453,0.8948
4302,0.7609,0.6641,0.8625,0.9420,0.8850
4303,0.7661,0.6719,0.9262,0.8986,0.8871
4304,0.7773,0.6598,0.9386,0.8550,0.8723
4305,0.7335,0.6930,0.9208,0.8658,0.8826
4306,0.7590,0.6971,0.8927,0.8553,0.8847
4307,0.7125,0.7088,0.8920,0.8827,0.8539
4308,0.7208,0.7122,0.8368,0.9017,0.8687
4309,0.7199,0.7419,0.8543,0.9305,0.8230
4310,0.7595,0.7008,0.8890,0.9476,0.8472
4311,0.7297,0.6471,0.8710,0.9626,0.8805
4312,0.7418,0.6847,0.8707,0.9525,0.8647
4313,0.7456,0.6654,0.9065,0.9092,0.8910
4314,0.7098,0.6417,0.8651,0.9507,0.9069
4315,0.7255,0.6605,0.8602,0.9529,0.9323
4316,0.7149,0.6781,0.8622,0.9510,0.9156
4317,0.7102,0.7208,0.8872,0.9651,0.9247
4318,0.6956,0.7207,0.8977,0.9121,0.9007
4319,0.6986,0.7183,0.9056,0.8944,0.9230
4320,0.7003,0.6927,0.9235,0.8499,0.9539
4321,0.7179,0.7456,0.9235,0.8448,0.9061
4322,0.7246,0.7742,0.9111,0.8396,0.9220
4323,0.7485,0.7001,0.9257,0.8155,0.9088
4324,0.7652,0.7478,0.9321,0.8370,0.9453
4325,0.8008,0.7184,0.9214,0.9072,0.9487
4326,0.8012,0.7508,0.8815,0.8805,0.9336
4327,0.7835,0.7533,0.9303,0.9125,0.9245
4328,0.8027,0.7745,0.9269,0.8967,0.9443
4329,0.7841,0.7886,0.8862,0.9146,0.9442
4330,0.7751,0.7846,0.8526,0.9051,0.9274
4331,0.6743,0.7898,0.8754,0.8751,0.9214
4332,0.6500,0.7424,0.8974,0.9051,0.8970
4333,0.6845,0.8382,0.8734,0.8935,0.9602
4334,0.7326,0.7844,0.8901,0.8939,1.0000
4335,0.7433,0.7794,0.8985,0.9040,0.9617
4336,0.7540,0.7651,0.8823,0.8696,0.9475
4337,0.7644,0.7642,0.8974,0.8594,0.9689
4338,0.7513,0.7152,0.8984,0.8819,0.9460
4339,0.7087,0.7127,0.9053,0.8706,0.9217
4340,0.7281,0.6829,0.9360,0.8228,0.8801
4341,0.6806,0.6313,0.8922,0.8824,0.8825
4342,0.7013,0.6323,0.8908,0.8534,0.8738
4343,0.7483,0.7073,0.8856,0.8506,0.8853
4344,0.7472,0.6877,0.8929,0.8807,0.8471
4345,0.7542,0.7051,0.8588,0.9452,0.8815
4346,0.7785,0.7216,0.8830,0.8823,0.8471
4347,0.7561,0.7465,0.8598,0.8884,0.8671
4348,0.7935,0.7425,0.8415,0.9031,0.8670
4349,0.8068,0.7619,0.8927,0.9244,0.8917
4350,0.7876,0.7647,0.9175,0.8827,0.8815
4351,0.6949,0.8036,0.9354,0.8761,0.8549
4352,0.6927,0.7533,0.9026,0.9179,0.8444
4353,0.6905,0.7743,0.8879,0.9617,0.8350
4354,0.7034,0.7698,0.8738,0.9368,0.8334
4355,0.7513,0.7375,0.8626,0.8981,0.8372
4356,0.7739,0.7287,0.8904,0.9168,0.8558
4357,0.7650,0.7817,0.9206,0.8899,0.9243
4358,0.7421,0.7614,0.8751,0.8308,0.9301
4359,0.6717,0.7793,0.8407,0.8875,0.9376
4360,0.7036,0.7713,0.9148,0.8858,0.9297
4361,0.7149,0.8013,0.9064,0.8947,0.9205
4362,0.7457,0.7745,0.9020,0.9232,0.9331
4363,0.7482,0.7932,0.9175,0.9304,0.9001
4364,0.7188,0.7624,0.8606,0.9568,0.9166
4365,0.7315,0.7569,0.8317,0.9464,0.8806
4366,0.7362,0.7054,0.8842,0.9274,0.8972
4367,0.7619,0.6724,0.8641,0.9177,0.8995
4368,0.7397,0.6801,0.9162,0.9401,0.8998
4369,0.7111,0.6814,0.9278,0.9391,0.8734
4370,0.7150,0.6321,0.9334,0.9859,0.8908
4371,0.7110,0.6559,0.9387,0.9827,0.9029
4372,0.6917,0.6716,0.9749,0.9939,0.9049
4373,0.6761,0.6479,0.9663,0.9896,0.8391
4374,0.7244,0.6937,0.9500,0.9492,0.8521
4375,0.7181,0.6971,0.9625,0.8640,0.8768
4376,0.7536,0.6660,0.9466,0.9013,0.8641
4377,0.8145,0.6998,0.9793,0.9075,0.8482
4378,0.7840,0.6353,0.9487,0.9197,0.8958
4379,0.7442,0.5951,0.8882,0.9103,0.8790
4380,0.7031,0.5722,0.8709,0.8995,0.8539
4381,0.7411,0.6092,0.8845,0.8381,0.8747
4382,0.7303,0.6505,0.9113,0.8457,0.8774
4383,0.7298,0.6335,0.9496,0.8557,0.8843
4384,0.7143,0.6613,0.9622,0.8489,0.8880
4385,0.7107,0.7160,0.9467,0.8584,0.8725
4386,0.7988,0.6931,0.9424,0.8827,0.8383
4387,0.7588,0.6483,0.9599,0.9015,0.8815
4388,0.6810,0.7380,0.9343,0.9020,0.9287
4389,0.6861,0.7370,0.9726,0.8656,0.8838
4390,0.6743,0.6889,0.9153,0.8491,0.8933
4391,0.7059,0.6743,0.9539,0.8887,0.9161
4392,0.7075,0.5963,0.9208,0.8891,0.8959
4393,0.7468,0.5840,0.9267,0.8467,0.9124
4394,0.6714,0.6143,0.9294,0.8897,0.9325
4395,0.6997,0.6426,0.9378,0.9011,0.9350
4396,0.7483,0.5979,0.9129,0.9414,0.9390
4397,0.7272,0.6353,0.9567,1.0000,0.9638
4398,0.7103,0.6364,0.8979,0.9776,0.9477
4399,0.6960,0.6620,0.9026,0.9397,0.9198
4400,0.6815,0.7180,0.8836,0.9584,0.9286
4401,0.7250,0.7400,0.8725,0.9474,0.9265
4402,0.6912,0.7308,0.9040,0.9240,0.9256
4403,0.7162,0.7121,0.9402,0.9353,0.9096
4404,0.6644,0.6788,0.9243,0.9129,0.9239
4405,0.6329,0.6388,0.9314,0.9220,0.9441
4406,0.6538,0.6239,0.9157,0.9401,0.9602
4407,0.6306,0.6666,0.9088,0.9136,0.9129
4408,0.6110,0.6653,0.8717,0.8728,0.9178
4409,0.6726,0.6163,0.8662,0.8629,0.8880
4410,0.6966,0.6146,0.9395,0.8512,0.8627
4411,0.7006,0.6737,0.9793,0.8555,0.8527
4412,0.7234,0.6681,0.9240,0.8321,0.8335
4413,0.6732,0.6270,0.9263,0.8585,0.8292
4414,0.6492,0.6536,0.9407,0.9209,0.8201
4415,0.6697,0.6695,0.9685,0.9316,0.8161
4416,0.6292,0.6538,0.9689,0.9207,0.8750
4417,0.5988,0.6748,0.9421,0.9542,0.8586
4418,0.6113,0.6900,0.9287,0.9400,0.9393
4419,0.6383,0.6940,0.9158,0.9569,0.8474
4420,0.6456,0.7394,0.9219,0.9366,0.8693
4421,0.6283,0.7394,0.9293,0.9678,0.8822
4422,0.6166,0.7284,0.9619,0.9625,0.9023
4423,0.6279,0.7264,0.9707,0.9577,0.8828
4424,0.6698,0.7279,0.9666,0.9825,0.8524
4425,0.7280,0.7355,0.9324,0.9477,0.8116
4426,0.7250,0.7256,0.9229,0.9104,0.8185
4427,0.6559,0.7693,0.9397,0.9183,0.8038
4428,0.6957,0.7201,0.9369,0.9170,0.8263
4429,0.7195,0.7434,0.9388,0.9340,0.8225
4430,0.6974,0.7168,0.9083,0.8986,0.8182
4431,0.6917,0.7140,0.8992,0.9556,0.8606
4432,0.7422,0.7490,0.8968,0.9913,0.8786
4433,0.7863,0.7589,0.9234,0.9731,0.8565
4434,0.7413,0.7487,0.8800,0.9871,0.9415
4435,0.8066,0.7348,0.8931,0.9522,0.9328
4436,0.7991,0.6888,0.9110,0.9431,0.9044
4437,0.8617,0.7360,0.8568,0.9397,0.8731
4438,0.7817,0.7320,0.8942,0.9319,0.8633
4439,0.7466,0.7416,0.9037,0.9089,0.8624
4440,0.6646,0.7776,0.8603,0.8884,0.8710
4441,0.6665,0.7502,0.9283,0.8647,0.8414
4442,0.7021,0.7017,0.9152,0.8876,0.8426
4443,0.7635,0.6782,0.8431,0.8868,0.8406
4444,0.7260,0.6450,0.8897,0.8917,0.8741
4445,0.7325,0.7141,0.9039,0.9343,0.9065
4446,0.7156,0.6956,0.9160,0.9082,0.8971
4447,0.7363,0.6337,0.9009,0.8818,0.9075
4448,0.7242,0.6016,0.8883,0.8515,0.8697
4449,0.7101,0.6928,0.8847,0.8742,0.8593
4450,0.6500,0.7038,0.9097,0.8619,0.8385
4451,0.6710,0.7328,0.8969,0.8423,0.8596
4452,0.7266,0.6827,0.9012,0.8447,0.8873
4453,0.6788,0.7224,0.9262,0.8613,0.8243
4454,0.7143,0.6749,0.9412,0.8690,0.8396
4455,0.7142,0.6723,0.9369,0.9306,0.8270
4456,0.6422,0.6883,0.9140,0.9178,0.8711
4457,0.6439,0.6915,0.8685,0.8398,0.9231
4458,0.6475,0.6999,0.9162,0.8650,0.8983
4459,0.6740,0.6738,0.9095,0.8788,0.8552
4460,0.6984,0.6723,0.9070,0.9135,0.8580
4461,0.7034,0.6424,0.8703,0.9191,0.8555
4462,0.7259,0.7018,0.8716,0.9212,0.8455
4463,0.6901,0.6974,0.8699,0.8559,0.9123
4464,0.6863,0.6630,0.8863,0.8755,0.9370
4465,0.6845,0.7302,0.9063,0.8686,0.8996
4466,0.7269,0.7077,0.8786,0.8587,0.8666
4467,0.6597,0.7312,0.8934,0.8800,0.9302
4468,0.6887,0.7072,0.9012,0.8716,0.9765
4469,0.7414,0.7083,0.9322,0.9007,0.9155
4470,0.7364,0.7292,0.9524,0.8904,0.9530
4471,0.8390,0.7156,0.9132,0.9210,0.9846
4472,0.7919,0.7295,0.9254,0.9505,1.0000
4473,0.7669,0.7612,0.9497,0.9424,0.9398
4474,0.7335,0.7163,0.9507,0.9280,0.9042
4475,0.7187,0.6558,0.8777,0.9820,0.8982
4476,0.7354,0.6515,0.8709,0.9801,0.9163
4477,0.7153,0.6921,0.8610,1.0000,0.9280
4478,0.6845,0.6768,0.8898,0.9726,0.9174
4479,0.6349,0.7208,0.8389,0.9733,0.8990
4480,0.6442,0.7358,0.9102,0.9642,0.9415
4481,0.6560,0.7496,0.9253,0.9749,0.9079
4482,0.6556,0.7343,0.9270,0.9330,0.8940
4483,0.7396,0.7054,0.8961,0.9764,0.9249
4484,0.7525,0.6974,0.8663,0.9577,0.9139
4485,0.7229,0.6985,0.8980,0.9378,0.9160
4486,0.7415,0.6985,0.8759,0.9175,0.9315
4487,0.7597,0.7022,0.7839,0.9283,0.9400
4488,0.7463,0.6912,0.8045,0.9052,0.8974
4489,0.7223,0.6802,0.7759,0.8978,0.8619
4490,0.6848,0.7218,0.8100,0.8650,0.8981
4491,0.7339,0.6861,0.8551,0.8767,0.8962
4492,0.7210,0.6826,0.8506,0.8732,0.9489
4493,0.7100,0.7375,0.9051,0.8685,0.9400
4494,0.7449,0.7246,0.9273,0.8587,0.9454
4495,0.7360,0.7483,0.8945,0.8831,0.9370
4496,0.8100,0.7197,0.8807,0.8915,0.9148
4497,0.7681,0.6815,0.9014,0.9200,0.9706
4498,0.7406,0.7455,0.8922,0.9454,0.9444
4499,0.7081,0.7019,0.8801,0.9682,0.9040
4500,0.6787,0.7018,0.8804,0.9459,0.9462
4501,0.6969,0.7531,0.8270,0.9581,0.9407
4502,0.7212,0.7031,0.8443,0.9691,0.9865
4503,0.7038,0.7241,0.9161,0.9717,0.9306
4504,0.7043,0.7363,0.9054,0.9777,0.9008
4505,0.7104,0.7285,0.9482,0.9726,0.9082
4506,0.7512,0.7818,0.9336,0.9438,0.8771
4507,0.7197,0.7726,0.9429,0.9169,0.9489
4508,0.7212,0.7605,0.9156,0.9343,0.9454
4509,0.7309,0.7191,0.9493,0.9608,0.9761
4510,0.7377,0.7130,0.9415,0.9339,0.9557
4511,0.7318,0.7305,0.8772,0.8993,0.9208
4512,0.7588,0.7521,0.9065,0.9342,0.9392
4513,0.7226,0.7645,0.9021,0.9436,0.9530
4514,0.7118,0.6950,0.8735,0.9599,0.8976
4515,0.6895,0.6948,0.8556,0.9615,0.9126
4516,0.6699,0.6696,0.8980,0.9554,0.9100
4517,0.6805,0.6277,0.9271,0.9647,0.9110
4518,0.7179,0.6241,0.8977,0.9221,0.9487
4519,0.6878,0.6266,0.8878,0.8603,0.9621
4520,0.7212,0.6110,0.8555,0.8746,0.9679
4521,0.7054,0.6316,0.8250,0.8851,0.9545
4522,0.6723,0.6714,0.8857,0.9077,0.8907
4523,0.6564,0.6940,0.9324,0.9155,0.8552
4524,0.6980,0.6808,0.9273,0.8446,0.8869
4525,0.6638,0.7128,0.8918,0.8857,0.9066
4526,0.7387,0.6889,0.9197,0.8602,0.8228
4527,0.7348,0.7439,0.9301,0.8815,0.8076
4528,0.6704,0.7411,0.9165,0.8667,0.8565
4529,0.6425,0.7608,0.9158,0.8500,0.8556
4530,0.6827,0.7318,0.9189,0.8011,0.8780
4531,0.6379,0.7168,0.9137,0.8281,0.8639
4532,0.6738,0.7164,0.9034,0.8684,0.8195
4533,0.6406,0.7089,0.9210,0.8832,0.7844
