HourOfYear,deploy_factor_Reg_MISO,deploy_factor_Spin_MISO,deploy_factor_Sup_MISO,deploy_factor_STR_MISO
4223,0.6893,0.8857,0.9355,0.8777
4224,0.7052,0.8509,0.9201,0.8473
4225,0.7090,0.9158,0.9205,0.8873
4226,0.6593,0.9094,0.8739,0.9110
4227,0.6795,0.9131,0.8803,0.9072
4228,0.6474,0.8930,0.9080,0.9092
4229,0.6253,0.8866,0.8344,0.9369
4230,0.6045,0.9219,0.8736,0.9394
4231,0.5764,0.9329,0.8461,0.9291
4232,0.5326,0.9386,0.8286,0.9810
4233,0.5245,0.8936,0.8619,0.9466
4234,0.5685,0.8898,0.8571,0.8966
4235,0.6049,0.9125,0.9068,0.9043
4236,0.6151,0.8532,0.8484,0.8779
4237,0.6231,0.8412,0.8709,0.8913
4238,0.6419,0.8800,0.9370,0.9069
4239,0.6332,0.8541,0.9557,0.9260
4240,0.6236,0.8493,0.9194,0.9313
4241,0.6494,0.8934,0.8810,0.9326
4242,0.6980,0.9094,0.8894,0.9456
4243,0.6699,0.9280,0.8709,0.9564
4244,0.6795,0.9334,0.8601,0.9881
4245,0.6520,0.9378,0.8465,0.9912
4246,0.6773,0.9292,0.8603,0.9998
4247,0.7659,0.8843,0.8987,0.9448
4248,0.7709,0.8778,0.9086,0.9692
4249,0.7681,0.8773,0.8728,0.9821
4250,0.7675,0.8397,0.9055,0.9685
4251,0.7575,0.8410,0.8543,1.0000
4252,0.7349,0.8473,0.8614,0.9872
4253,0.6834,0.9032,0.9077,0.9497
4254,0.6871,0.8504,0.8814,0.9338
4255,0.6872,0.8672,0.8494,0.9020
4256,0.6858,0.8868,0.8733,0.9563
4257,0.6968,0.9110,0.8736,0.9418
4258,0.7160,0.9387,0.9237,0.9694
4259,0.7262,0.8933,0.8960,0.9633
4260,0.7114,0.8825,0.8707,0.9762
4261,0.7225,0.9059,0.8742,0.9395
4262,0.6911,0.8936,0.8708,0.9577
4263,0.6393,0.8999,0.9157,0.9256
4264,0.6353,0.9329,0.9350,0.8926
4265,0.6499,0.9504,0.9532,0.8883
4266,0.6035,0.9511,0.9416,0.9670
4267,0.6283,0.9712,0.9329,0.8769
4268,0.6501,0.9287,0.8872,0.8802
4269,0.6886,0.9139,0.8809,0.8858
4270,0.7030,0.9117,0.8708,0.9104
4271,0.6583,0.8825,0.8728,0.9358
4272,0.6776,0.9241,0.8488,0.9649
4273,0.6836,0.9342,0.8860,0.9307
4274,0.7012,0.9370,0.9227,0.9477
4275,0.7362,0.8871,0.9417,0.9516
4276,0.7048,0.8583,0.9746,0.9664
4277,0.6937,0.8393,0.9686,0.9201
4278,0.6944,0.7867,0.9325,0.9128
4279,0.6803,0.8226,0.9379,0.8478
4280,0.6200,0.7765,0.9892,0.9445
4281,0.6663,0.8051,0.9463,0.9517
4282,0.6036,0.8723,0.9710,0.9104
4283,0.6348,0.8856,0.9807,0.9161
4284,0.6066,0.8703,0.9624,0.8685
4285,0.5937,0.8738,0.9348,0.8829
4286,0.6381,0.9076,0.9145,0.9103
4287,0.6935,0.9129,0.9586,0.9302
4288,0.7056,0.8825,0.9159,0.9465
4289,0.6955,0.8893,0.9147,0.8681
4290,0.6909,0.8906,0.8745,0.9183
4291,0.7351,0.8568,0.8503,0.9125
4292,0.7665,0.8986,0.8957,0.9113
4293,0.7685,0.8259,0.9214,0.8969
4294,0.7927,0.8483,0.9057,0.9418
4295,0.7565,0.8572,0.9197,0.9365
4296,0.7672,0.8488,0.8956,0.8621
4297,0.7096,0.8379,0.8891,0.8167
4298,0.6907,0.9228,0.8557,0.8235
4299,0.6797,0.8973,0.8463,0.8656
4300,0.7227,0.8853,0.9021,0.8759
4301,0.7107,0.8964,0.8952,0.8755
4302,0.7401,0.8837,0.8783,0.8942
4303,0.7120,0.8660,0.8687,0.9011
4304,0.7343,0.8539,0.8654,0.8773
4305,0.7446,0.8569,0.8626,0.8645
4306,0.6612,0.8990,0.8762,0.8615
4307,0.7032,0.9009,0.8961,0.9345
4308,0.6845,0.9455,0.9151,0.9530
4309,0.6469,0.9660,0.9342,0.9177
4310,0.6294,0.9789,0.9492,0.9081
4311,0.6265,0.9646,0.9175,0.8797
4312,0.6149,0.9518,0.9017,0.8649
4313,0.6044,0.9564,0.9050,0.8724
4314,0.6174,0.9675,0.9133,0.8922
4315,0.6501,0.9124,0.8696,0.9054
4316,0.6998,0.9239,0.8735,0.9148
4317,0.7532,0.9060,0.8289,0.9285
4318,0.8152,0.8986,0.8618,0.8696
4319,0.8000,0.9076,0.8898,0.8548
4320,0.7728,0.8581,0.8733,0.8768
4321,0.7806,0.9155,0.8878,0.9063
4322,0.7245,0.9007,0.8817,0.9207
4323,0.7115,0.8840,0.8941,0.8584
4324,0.7222,0.9043,0.8889,0.8462
4325,0.6861,0.9146,0.9370,0.8386
4326,0.7220,0.8769,0.9298,0.8528
4327,0.7328,0.9282,0.9350,0.8479
4328,0.7131,0.8875,0.9186,0.8932
4329,0.7237,0.8856,0.9047,0.9279
4330,0.7111,0.8420,0.9225,0.9341
4331,0.6505,0.9206,0.9034,0.9602
4332,0.6981,0.9307,0.9199,0.9727
4333,0.6963,0.9102,0.9146,0.9579
4334,0.7067,0.9048,0.9226,0.9567
4335,0.7269,0.8715,0.9060,0.9162
4336,0.6603,0.9052,0.9054,0.8455
4337,0.6647,0.8590,0.8801,0.8584
4338,0.6486,0.8896,0.9090,0.9080
4339,0.7066,0.8647,0.8944,0.8418
4340,0.7035,0.9145,0.8643,0.8399
4341,0.6978,0.8910,0.8499,0.8600
4342,0.6846,0.8961,0.8525,0.7868
4343,0.7402,0.9440,0.8852,0.9101
4344,0.7074,0.9436,0.9148,0.8691
4345,0.6717,0.9476,0.9099,0.8837
4346,0.6506,0.9329,0.8542,0.8519
4347,0.6406,0.9116,0.8523,0.8616
4348,0.6525,0.9169,0.8582,0.9121
4349,0.6859,0.9149,0.8224,0.8850
4350,0.6616,0.9276,0.8079,0.9081
4351,0.7194,0.9604,0.8431,0.8710
4352,0.7255,0.9363,0.8816,0.8907
4353,0.6718,0.9111,0.9067,0.9130
4354,0.6140,0.8838,0.9363,0.9208
4355,0.6337,0.8955,0.9496,0.8943
4356,0.6260,0.9222,0.9186,0.8540
4357,0.6131,0.9059,0.8944,0.8727
4358,0.6121,0.9160,0.9047,0.8701
4359,0.6116,0.8969,0.8890,0.8892
4360,0.6395,0.9115,0.8907,0.9416
4361,0.6684,0.8890,0.9300,0.9734
4362,0.6721,0.9057,0.8787,0.9257
4363,0.6858,0.8949,0.8099,0.9451
4364,0.6556,0.8358,0.8936,0.9485
4365,0.6543,0.8600,0.8894,0.9374
4366,0.6706,0.8818,0.8878,0.9458
4367,0.6780,0.8748,0.8490,0.8995
4368,0.7079,0.8324,0.8096,0.9193
4369,0.7086,0.8663,0.8183,0.9272
4370,0.6386,0.8710,0.8520,0.9284
4371,0.6329,0.8751,0.8301,0.9156
4372,0.7008,0.8859,0.8123,0.8809
4373,0.6798,0.9168,0.8083,0.9117
4374,0.6770,0.8830,0.8283,0.8986
4375,0.6105,0.8596,0.8171,0.8957
4376,0.5952,0.8931,0.8848,0.9133
4377,0.5944,0.9361,0.8642,0.9008
4378,0.6820,0.9550,0.8770,0.9530
4379,0.6858,0.9340,0.9131,0.9177
4380,0.6831,0.9054,0.9474,0.9719
4381,0.6759,0.9391,0.8981,0.9659
4382,0.6375,0.9653,0.8292,0.9045
4383,0.6868,0.9350,0.8220,0.8655
4384,0.6314,0.9512,0.8142,0.8854
4385,0.6418,0.9683,0.7855,0.9051
4386,0.5833,0.9143,0.8327,0.8836
4387,0.5896,0.8768,0.8635,0.8761
4388,0.5367,0.8824,0.8122,0.9020
4389,0.5461,0.8425,0.8067,0.8923
4390,0.6102,0.8436,0.8243,0.8762
4391,0.5811,0.8600,0.8697,0.9146
4392,0.5874,0.8643,0.8710,0.9395
4393,0.6416,0.8232,0.9652,0.9363
4394,0.7268,0.8621,0.9304,0.9402
4395,0.7285,0.8597,0.9497,0.9432
4396,0.7064,0.8201,0.9315,0.9128
4397,0.6944,0.8532,0.9666,0.9553
4398,0.6722,0.8691,0.9353,0.9851
4399,0.6707,0.8994,0.9249,0.9294
4400,0.7759,0.8985,0.9652,0.9168
4401,0.7907,0.9010,0.9238,0.8708
4402,0.7903,0.9097,0.9723,0.8703
4403,0.7822,0.8874,0.9685,0.8843
4404,0.7676,0.8937,0.9606,0.8486
4405,0.7568,0.9187,0.9078,0.9145
4406,0.7986,0.9473,0.8768,0.9484
4407,0.7815,0.9859,0.8951,0.9216
4408,0.7560,0.9804,0.9251,0.9380
4409,0.7088,0.9268,0.8699,0.9759
4410,0.7114,0.9390,0.8452,0.9651
4411,0.6888,0.9227,0.8545,0.9278
4412,0.6855,0.9585,0.9078,0.9363
4413,0.6568,0.9133,0.8790,0.8963
4414,0.6685,0.9472,0.8459,0.9176
4415,0.6536,0.9792,0.8659,0.8917
4416,0.6215,0.9715,0.9027,0.8906
4417,0.6811,0.9961,0.8281,0.8859
4418,0.6369,1.0000,0.8092,0.9152
4419,0.6248,0.9767,0.8039,0.8854
4420,0.6541,0.9159,0.8343,0.8819
4421,0.6976,0.8884,0.8143,0.9038
4422,0.6972,0.8517,0.8870,0.8792
4423,0.6937,0.8887,0.8496,0.8630
4424,0.6514,0.8725,0.9217,0.8720
4425,0.6392,0.8685,0.9218,0.9065
4426,0.5963,0.8918,0.9460,0.9041
4427,0.6136,0.9066,0.9190,0.8696
4428,0.6488,0.8908,0.9244,0.8702
4429,0.6731,0.9076,0.9054,0.8977
4430,0.6201,0.9543,0.9483,0.8680
4431,0.6585,0.9689,0.9558,0.9162
4432,0.7107,0.9458,0.9493,0.8429
4433,0.6957,0.9580,0.9566,0.8758
4434,0.7492,0.9036,0.9403,0.9204
4435,0.7232,0.8961,0.9415,0.9469
4436,0.6664,0.8919,0.9210,0.9331
4437,0.6689,0.9080,0.9028,0.9267
4438,0.6658,0.8592,0.8270,0.9394
4439,0.7086,0.8898,0.8116,0.9436
4440,0.6734,0.8382,0.8291,0.8829
4441,0.6925,0.9374,0.8604,0.8794
4442,0.6368,0.8820,0.9268,0.8960
4443,0.6326,0.8785,0.9435,0.8926
4444,0.6349,0.9430,0.9038,0.9192
4445,0.6326,0.9566,0.9292,0.9442
4446,0.5954,0.9878,0.8905,0.8983
4447,0.6005,0.9688,0.9213,0.8805
4448,0.6236,0.9951,0.9003,0.8994
4449,0.6760,0.9980,0.8840,0.9354
4450,0.6558,0.9957,0.9049,0.9606
4451,0.6317,0.9542,0.9001,0.9336
4452,0.7223,0.9466,0.9221,0.9082
4453,0.6464,0.9249,0.8672,0.9195
4454,0.6329,0.9276,0.8705,0.9307
4455,0.6125,0.8708,0.8700,0.9599
4456,0.5760,0.9017,0.8169,0.9276
4457,0.6005,0.9284,0.8483,0.9369
4458,0.6589,0.9256,0.8296,0.9234
4459,0.7028,0.9243,0.8641,0.9230
4460,0.7212,0.9256,0.9544,0.8918
4461,0.7562,0.9193,0.9314,0.8787
4462,0.7357,0.9526,0.9192,0.8742
4463,0.7279,0.9348,0.9091,0.8618
4464,0.7298,0.9561,0.9404,0.8844
4465,0.7655,0.9454,0.9166,0.9137
4466,0.7375,0.9285,0.9179,0.9164
4467,0.7691,0.9859,0.9248,0.9344
4468,0.8064,0.9351,0.9022,0.9799
4469,0.7932,0.9049,0.9362,0.9672
4470,0.7995,0.9096,0.9553,0.9504
4471,0.7380,0.8692,0.9375,0.9317
4472,0.7486,0.8390,0.9188,0.9773
4473,0.7567,0.8840,0.9420,0.9580
4474,0.7527,0.9222,0.9122,0.9681
4475,0.7701,0.8971,0.8632,0.9012
4476,0.7600,0.8643,0.8540,0.8760
4477,0.7356,0.8799,0.8886,0.8746
4478,0.7238,0.8807,0.9237,0.8703
4479,0.7156,0.8505,0.9395,0.8326
4480,0.7118,0.8893,0.9408,0.8478
4481,0.6970,0.8839,0.8866,0.8267
4482,0.6840,0.9033,0.9058,0.8535
4483,0.7089,0.8953,0.9199,0.8976
4484,0.7085,0.8949,0.9390,0.8790
4485,0.6679,0.8504,0.9526,0.9177
4486,0.6938,0.9202,0.9158,0.9359
4487,0.6650,0.9219,0.9462,0.8630
4488,0.7357,0.9180,0.9695,0.9088
4489,0.6941,0.9217,0.9189,0.9165
4490,0.7596,0.8638,0.9400,0.9189
4491,0.7616,0.8783,0.9373,0.9233
4492,0.7338,0.8435,0.9283,0.9315
4493,0.7002,0.8467,0.9397,0.9435
4494,0.7198,0.8493,0.9167,0.9122
4495,0.7033,0.8775,0.9060,0.9300
4496,0.6781,0.8789,0.9276,0.9125
4497,0.6622,0.8511,0.9527,0.8800
4498,0.6697,0.9071,0.8917,0.8830
4499,0.6789,0.8718,0.8677,0.8839
4500,0.7239,0.8952,0.8349,0.8937
4501,0.7107,0.9156,0.8278,0.9061
4502,0.7274,0.9174,0.8295,0.8852
4503,0.7070,0.9162,0.8762,0.9171
4504,0.6749,0.9306,0.8730,0.8713
4505,0.6567,0.9140,0.8975,0.8963
4506,0.5612,0.9365,0.8854,0.9389
4507,0.5928,0.9166,0.9244,0.8972
4508,0.6023,0.9338,0.8851,0.9047
4509,0.6164,0.9379,0.8874,0.8632
4510,0.6165,0.9337,0.8322,0.8605
4511,0.6366,0.8763,0.8370,0.8681
4512,0.6963,0.8969,0.8635,0.8834
4513,0.7188,0.8788,0.9281,0.8973
4514,0.6855,0.8945,0.9810,0.9537
4515,0.7378,0.9176,0.9991,0.8851
4516,0.8113,0.9042,0.9631,0.9434
4517,0.7854,0.8590,0.9052,0.9194
4518,0.7631,0.8836,0.8854,0.8805
4519,0.7767,0.8742,0.9252,0.8507
4520,0.7816,0.9212,0.8871,0.8630
4521,0.7494,0.8743,0.8938,0.8537
4522,0.7215,0.8929,0.9021,0.8699
4523,0.7020,0.8907,0.9223,0.8868
4524,0.7434,0.8901,0.8820,0.8664
4525,0.7221,0.9195,0.8223,0.8636
4526,0.7171,0.9217,0.8393,0.8543
4527,0.7464,0.9170,0.8177,0.8659
4528,0.7783,0.9009,0.8129,0.9373
4529,0.7307,0.9011,0.8229,0.9107
4530,0.6828,0.8503,0.8767,0.8866
4531,0.6979,0.8567,0.8524,0.8966
4532,0.7016,0.8553,0.8655,0.9101
4533,0.7267,0.8684,0.8433,0.9126
4534,0.6729,0.8796,0.8937,0.9146
4535,0.6678,0.8835,0.8793,0.9134
4536,0.6821,0.8944,0.8427,0.8597
4537,0.6535,0.8858,0.8182,0.8597
4538,0.6803,0.8295,0.8572,0.8291
4539,0.7248,0.7847,0.8683,0.8519
4540,0.6873,0.8109,0.8552,0.8906
4541,0.7167,0.7868,0.8310,0.8682
4542,0.7092,0.9048,0.8199,0.9053
4543,0.6868,0.8994,0.9081,0.9151
4544,0.6745,0.9574,0.8671,0.8928
4545,0.7107,0.9010,0.8803,0.8939
4546,0.6942,0.9238,0.8821,0.8717
4547,0.6827,0.9097,0.8841,0.8897
4548,0.7206,0.8619,0.8272,0.9035
4549,0.7425,0.8726,0.9032,0.9194
4550,0.7178,0.8546,0.9272,0.8790
4551,0.7757,0.8951,0.9257,0.8821
4552,0.7882,0.8821,0.9087,0.8923
4553,0.8201,0.8566,0.8776,0.9220
4554,0.8525,0.8935,0.9144,0.9053
4555,0.7996,0.9472,0.9140,0.9257
4556,0.7548,0.9286,0.9126,0.8484
4557,0.6821,0.9201,0.8954,0.8707
4558,0.7352,0.9039,0.8643,0.9055
4559,0.6727,0.8749,0.8200,0.9179
4560,0.6879,0.8815,0.8510,0.9526
4561,0.6523,0.8925,0.8928,0.9361
4562,0.6590,0.8481,0.9086,0.9488
4563,0.6676,0.8175,0.8723,0.9281
4564,0.7347,0.8119,0.8683,0.9776
4565,0.7484,0.8076,0.8389,0.9723
4566,0.8356,0.8121,0.8498,0.9308
4567,0.8123,0.8920,0.8503,0.9120
4568,0.7974,0.9053,0.8146,0.9096
4569,0.7394,0.8979,0.8301,0.9271
4570,0.7082,0.9010,0.8208,0.8974
4571,0.6583,0.8995,0.8490,0.8797
4572,0.6660,0.8901,0.9184,0.8625
4573,0.6474,0.8903,0.9053,0.8963
4574,0.6457,0.8749,0.9094,0.8973
4575,0.6150,0.8689,0.8934,0.8841
4576,0.6077,0.8729,0.9225,0.9315
4577,0.6290,0.8833,0.9475,0.8950
4578,0.5786,0.8840,0.8842,0.8933
4579,0.6661,0.8613,0.8673,0.9286
4580,0.7190,0.9010,0.8903,0.9367
4581,0.7922,0.8908,0.8672,0.9443
4582,0.7389,0.8678,0.8638,0.9644
4583,0.7137,0.9505,0.8941,0.9338
4584,0.7795,0.8686,0.9300,0.9257
4585,0.8208,0.8795,0.9081,0.9203
4586,0.7784,0.8760,0.8944,0.9182
4587,0.7221,0.9240,0.9293,0.9292
4588,0.7792,0.9547,0.9197,0.8980
4589,0.7378,0.9518,0.9558,0.8993
4590,0.7510,0.9405,0.8999,0.9188
4591,0.7598,0.9002,0.9064,0.8816
4592,0.7359,0.9331,0.9001,0.8702
4593,0.6854,0.9155,0.9124,0.8645
4594,0.7248,0.9484,0.9205,0.8621
4595,0.6747,0.9396,0.9144,0.8609
4596,0.6303,0.9135,0.9019,0.8735
4597,0.6474,0.9282,0.9168,0.8563
4598,0.6136,0.9151,0.8894,0.8240
4599,0.6450,0.9004,0.9117,0.8539
4600,0.7076,0.8966,0.8939,0.8589
4601,0.7408,0.9157,0.8905,0.8893
4602,0.7888,0.9236,0.8911,0.8678
4603,0.7956,0.8896,0.9018,0.8792
4604,0.7641,0.9294,0.9143,0.9170
4605,0.7056,0.8894,0.8943,0.8794
4606,0.6657,0.8902,0.8782,0.9255
4607,0.6968,0.8777,0.8567,0.8811
4608,0.7222,0.9023,0.8424,0.9259
4609,0.6937,0.8879,0.8570,0.9560
4610,0.6886,0.9234,0.8298,0.9686
4611,0.7135,0.9432,0.8372,0.9690
4612,0.6955,0.9117,0.8244,0.9558
4613,0.7565,0.9346,0.8176,0.9648
4614,0.7540,0.9649,0.8497,0.9939
4615,0.7668,0.9577,0.8333,0.9543
4616,0.7493,0.9505,0.8574,0.9175
4617,0.7523,0.9401,0.8292,0.9097
4618,0.6903,0.9434,0.8673,0.8949
4619,0.6913,0.9238,0.8179,0.9045
4620,0.6676,0.8968,0.8393,0.8918
4621,0.7586,0.9218,0.8342,0.9322
4622,0.7511,0.9359,0.8454,0.8925
4623,0.7336,0.9202,0.9033,0.9026
4624,0.7392,0.9143,0.8828,0.9295
4625,0.7412,0.9149,0.9033,0.9071
4626,0.7321,0.9551,0.9093,0.8944
4627,0.7473,0.9067,0.8434,0.8858
4628,0.7562,0.9131,0.8209,0.8882
4629,0.7464,0.9162,0.8941,0.9366
4630,0.7867,0.9384,0.8777,0.9515
4631,0.7144,0.9159,0.8954,0.9548
4632,0.6970,0.9041,0.8955,0.9861
4633,0.6845,0.9283,0.9238,0.9073
4634,0.6870,0.8980,0.9630,0.8789
4635,0.6804,0.9264,0.9316,0.9052
4636,0.6668,0.9015,0.9052,0.8912
4637,0.7155,0.8837,0.8746,0.8753
4638,0.6789,0.8989,0.9251,0.9449
4639,0.6993,0.8946,0.9065,0.8919
4640,0.6820,0.9033,0.9472,0.8918
4641,0.6987,0.9219,0.9410,0.8910
4642,0.7428,0.9503,0.9577,0.8851
4643,0.6273,0.9112,0.9123,0.9034
4644,0.6159,0.9061,0.8626,0.8821
4645,0.6070,0.9065,0.8556,0.8744
4646,0.6224,0.9325,0.8788,0.8640
4647,0.6702,0.9215,0.8927,0.8631
4648,0.7382,0.8865,0.8861,0.8647
4649,0.7597,0.8829,0.9043,0.8669
4650,0.7417,0.8644,0.9054,0.8849
4651,0.7152,0.8648,0.9010,0.8720
4652,0.7624,0.8590,0.9216,0.8843
4653,0.6989,0.8542,0.9335,0.8512
4654,0.7123,0.8866,0.9516,0.9240
4655,0.7495,0.8544,0.9192,0.8994
4656,0.7285,0.8858,0.9345,0.9492
4657,0.7327,0.9303,0.9563,0.9795
4658,0.6807,0.9409,0.9204,0.9618
4659,0.7015,0.9228,0.9409,0.9214
4660,0.7033,0.9370,0.9061,0.9747
4661,0.7207,0.8927,0.9274,0.9645
4662,0.7013,0.8874,0.9417,0.9589
4663,0.6639,0.8723,0.8916,0.9358
4664,0.7087,0.8854,0.8861,0.9375
4665,0.7443,0.8766,0.8410,0.9128
4666,0.7533,0.8541,0.8560,0.8737
4667,0.7546,0.8463,0.8809,0.8858
4668,0.6622,0.8316,0.9052,0.9083
4669,0.7108,0.8173,0.8787,0.9221
4670,0.7242,0.8423,0.9143,0.8970
4671,0.7610,0.8812,0.9736,0.9077
4672,0.7080,0.9021,0.9384,0.9384
4673,0.7281,0.8692,0.9676,0.9534
4674,0.7416,0.8553,0.9407,0.9620
4675,0.6182,0.8396,0.9771,0.9322
4676,0.6332,0.8153,0.9999,0.8844
4677,0.6478,0.7768,0.9644,0.8451
4678,0.6271,0.7651,0.9372,0.8369
4679,0.6591,0.8114,0.9340,0.8877
4680,0.6758,0.8296,0.9172,0.8616
4681,0.6596,0.8544,0.9371,0.8986
4682,0.6508,0.8705,0.9316,0.8821
4683,0.6061,0.9370,0.8931,0.8956
4684,0.6418,0.9351,0.8676,0.9285
4685,0.6652,0.9406,0.8593,0.9569
4686,0.6687,0.9709,0.8922,0.9129
4687,0.6664,0.9595,0.8914,0.9089
4688,0.6986,0.9954,0.8722,0.8847
4689,0.7039,0.9747,0.9248,0.8982
4690,0.7305,0.9520,0.9404,0.9467
4691,0.7306,0.9727,0.9302,0.9146
4692,0.7546,0.9496,0.8887,0.8929
4693,0.7710,0.8915,0.8747,0.8698
4694,0.7871,0.9128,0.8259,0.8452
4695,0.7475,0.8731,0.8543,0.8514
4696,0.7595,0.8522,0.8551,0.8403
4697,0.7464,0.8875,0.8815,0.8915
4698,0.7318,0.9277,0.9490,0.8779
4699,0.7089,0.8953,0.9228,0.9124
4700,0.7181,0.9073,0.9044,0.9006
4701,0.6493,0.9045,0.9202,0.9180
4702,0.6720,0.8559,0.8967,0.9152
4703,0.6896,0.8624,0.8599,0.9272
4704,0.7275,0.9030,0.8292,0.9057
4705,0.7259,0.8938,0.8242,0.9380
4706,0.7659,0.8656,0.8360,0.9718
4707,0.7382,0.9159,0.8607,0.9927
4708,0.7127,0.8679,0.9043,0.9128
4709,0.7631,0.8422,0.9033,0.9670
4710,0.7300,0.8666,0.9080,0.9325
4711,0.6494,0.8881,0.9333,0.8771
4712,0.7144,0.8724,0.9406,0.8312
4713,0.7676,0.8401,0.9218,0.8214
4714,0.7474,0.8819,0.9527,0.8046
4715,0.7348,0.8602,0.9082,0.8140
4716,0.7104,0.8359,0.8959,0.8459
4717,0.7706,0.8262,0.9145,0.8399
4718,0.8062,0.8459,0.9477,0.8211
4719,0.7645,0.8550,0.9337,0.8295
4720,0.7550,0.8491,0.8872,0.8823
4721,0.8027,0.8586,0.9214,0.8971
4722,0.8486,0.8916,0.9211,0.9085
4723,0.8297,0.9098,0.8977,0.8735
4724,0.8201,0.9483,0.8996,0.9187
4725,0.7953,0.9252,0.8963,0.9344
4726,0.7583,0.9397,0.8965,0.9062
4727,0.7695,0.9429,0.8776,0.9392
4728,0.8118,0.9159,0.8698,0.9590
4729,0.7620,0.9525,0.9059,0.9317
4730,0.7597,1.0000,0.8822,0.8896
4731,0.7565,0.9693,0.9093,0.8587
4732,0.7039,0.9456,0.8981,0.8514
4733,0.7088,0.9513,0.8801,0.8687
4734,0.7061,0.9148,0.8747,0.9086
4735,0.6951,0.9313,0.8746,0.9146
4736,0.7476,0.9710,0.8604,0.9153
4737,0.7282,0.9712,0.8592,0.8899
4738,0.6967,0.9358,0.8867,0.8550
4739,0.7252,0.9380,0.8925,0.9236
4740,0.7341,0.9338,0.8738,0.9393
4741,0.7341,0.8872,0.8413,0.9264
4742,0.7549,0.9147,0.8730,0.9004
4743,0.7434,0.8968,0.8742,0.9235
4744,0.7282,0.9417,0.8814,0.9223
4745,0.7015,0.9694,0.9300,0.9085
4746,0.7345,0.9902,0.9280,0.8741
4747,0.7792,0.9744,0.9060,0.8683
4748,0.8441,0.9749,0.9081,0.8340
4749,0.8394,0.9807,0.8899,0.8764
4750,0.8723,1.0000,0.9213,0.8997
4751,0.8173,0.9670,0.9287,0.8641
4752,0.7666,0.9307,0.9094,0.8532
4753,0.7169,0.8754,0.9278,0.8623
4754,0.7183,0.8748,0.9280,0.9096
4755,0.7076,0.8833,0.9270,0.9162
4756,0.7669,0.8519,0.9177,0.9120
4757,0.7433,0.8777,0.9151,0.9270
4758,0.7277,0.9144,0.9271,0.8831
4759,0.7539,0.8876,0.8968,0.8949
4760,0.7835,0.9035,0.9379,0.9277
4761,0.7874,0.8959,0.9223,0.9777
4762,0.7984,0.9021,0.9035,0.9466
4763,0.8075,0.9199,0.8853,0.9304
4764,0.8541,0.9036,0.8781,0.9335
4765,0.7625,0.8902,0.9058,0.9919
4766,0.7321,0.8636,0.9034,0.9380
4767,0.7811,0.8527,0.8925,0.9283
4768,0.7651,0.8794,0.9121,0.8699
4769,0.7799,0.8897,0.9026,0.8738
4770,0.6844,0.8586,0.8923,0.9151
4771,0.6671,0.8474,0.8626,0.8970
4772,0.6166,0.8675,0.8536,0.9107
4773,0.6154,0.9207,0.8587,0.9131
4774,0.6256,0.8968,0.8405,0.8923
4775,0.6546,0.8632,0.8987,0.9420
4776,0.7110,0.8525,0.9133,0.9175
4777,0.7352,0.8635,0.9021,0.9257
4778,0.7507,0.8451,0.9248,0.9200
4779,0.7264,0.8652,0.9059,0.9050
4780,0.6831,0.8922,0.9687,0.9141
4781,0.6842,0.8920,0.9797,0.8646
4782,0.6617,0.8900,0.9830,0.8930
4783,0.6409,0.9175,0.9813,0.9371
4784,0.6077,0.9357,0.9133,0.9081
4785,0.6315,0.9078,0.9048,0.8591
4786,0.6532,0.9004,0.8541,0.8386
4787,0.7056,0.9493,0.8800,0.8384
4788,0.7476,0.9430,0.8884,0.9137
4789,0.7595,0.9620,0.9299,0.9044
4790,0.8420,0.9261,0.9474,0.8997
4791,0.7911,0.8910,0.9100,0.8710
4792,0.7605,0.8794,0.8525,0.8657
4793,0.7412,0.8748,0.8552,0.8578
4794,0.7243,0.8906,0.8429,0.9062
4795,0.6657,0.9104,0.8534,0.8851
4796,0.6546,0.8950,0.8476,0.9400
4797,0.6798,0.8619,0.8882,0.9574
4798,0.7228,0.8751,0.9220,0.9703
4799,0.6765,0.9202,0.8929,0.9632
4800,0.6439,0.9656,0.9711,0.9701
4801,0.6254,0.8900,0.9425,0.9362
4802,0.6593,0.9111,0.9072,0.9438
4803,0.6387,0.9493,0.9445,0.9590
4804,0.6080,0.9204,0.9727,0.9325
4805,0.5833,0.9185,0.9550,0.8967
4806,0.6026,0.9345,0.9708,0.9211
4807,0.6259,0.9480,0.9331,0.8939
4808,0.6713,0.9197,0.9111,0.8507
4809,0.7023,0.9534,0.9197,0.8607
4810,0.7394,0.9371,0.9139,0.8708
4811,0.7318,0.9087,0.8873,0.8479
4812,0.6979,0.8771,0.8962,0.8109
4813,0.7095,0.9068,0.8997,0.8315
4814,0.6654,0.8781,0.8944,0.8356
4815,0.6909,0.9192,0.9183,0.8724
4816,0.7075,0.9407,0.9589,0.8805
4817,0.7485,0.8844,0.9129,0.8639
4818,0.7715,0.9032,0.9345,0.8450
4819,0.7752,0.8561,0.9912,0.8760
4820,0.7025,0.8408,0.9164,0.8848
4821,0.6890,0.9082,0.9335,0.8860
4822,0.7144,0.9055,0.9351,0.9001
4823,0.7619,0.8859,0.9220,0.9401
4824,0.7727,0.8580,0.8854,0.9448
4825,0.7139,0.9067,0.9044,0.8883
4826,0.7683,0.9384,0.9262,0.8868
4827,0.7579,0.9333,0.9123,0.8711
