Timestamp,mileage_factor_RegUp_MISO,performance_factor_RegUp_MISO,mileage_factor_RegDown_MISO,performance_factor_RegDown_MISO
2024-06-20 05:00:00,7.4845,0.9555,7.3167,0.9312
2024-06-20 06:00:00,6.7823,0.9882,7.4053,0.9485
2024-06-20 07:00:00,8.2015,0.9477,7.9635,0.9097
2024-06-20 08:00:00,8.2144,0.9445,6.4858,0.9947
2024-06-20 09:00:00,7.5804,0.9827,6.9161,0.8703
2024-06-20 10:00:00,7.9101,0.9362,7.1208,0.9131
2024-06-20 11:00:00,6.6146,0.9642,7.7521,0.9307
2024-06-20 12:00:00,7.5853,0.9566,7.7179,0.9404
2024-06-20 13:00:00,6.9802,0.9078,5.8481,1.0
2024-06-20 14:00:00,7.1827,0.9784,7.1183,0.9308
2024-06-20 15:00:00,7.0835,1.0,7.8748,0.8179
2024-06-20 16:00:00,6.4454,0.8058,5.7191,1.0
2024-06-20 17:00:00,6.2187,0.9681,6.0358,0.9726
2024-06-20 18:00:00,6.5759,0.9284,6.7538,0.9264
2024-06-20 19:00:00,6.5726,1.0,7.7219,0.9803
2024-06-20 20:00:00,5.9594,0.9249,7.4476,0.9841
2024-06-20 21:00:00,7.1469,0.9664,6.8812,0.9689
2024-06-20 22:00:00,8.187,0.8885,7.4498,0.8682
2024-06-20 23:00:00,6.491,0.8899,7.6415,1.0
2024-06-21 00:00:00,6.831,0.8305,7.0147,0.9948
2024-06-21 01:00:00,6.3276,0.9952,8.3145,0.9341
2024-06-21 02:00:00,7.3113,0.9779,7.7608,0.9018
2024-06-21 03:00:00,7.5224,0.9886,8.6481,0.911
2024-06-21 04:00:00,6.9593,0.9747,7.1237,0.9065
2024-06-21 05:00:00,7.6641,0.8804,7.3789,1.0
2024-06-21 06:00:00,6.1603,0.9683,6.9876,0.9222
2024-06-21 07:00:00,6.3437,0.9355,6.5631,0.9472
2024-06-21 08:00:00,7.3227,0.8867,7.1877,0.9609
2024-06-21 09:00:00,6.1493,1.0,6.4545,1.0
2024-06-21 10:00:00,6.5987,0.9376,7.2938,1.0
2024-06-21 11:00:00,7.3795,0.9715,7.8247,0.9921
2024-06-21 12:00:00,6.4387,0.9105,7.2913,0.9634
2024-06-21 13:00:00,7.3675,0.911,7.3695,0.9797
2024-06-21 14:00:00,7.7095,0.9027,6.5388,0.9119
2024-06-21 15:00:00,6.383,0.8772,6.1473,0.8666
2024-06-21 16:00:00,6.4599,0.9873,7.1866,0.99
2024-06-21 17:00:00,7.0191,0.9627,7.2844,0.9229
2024-06-21 18:00:00,7.1966,0.9282,7.8841,0.9326
2024-06-21 19:00:00,7.6795,0.9788,6.3299,0.9399
2024-06-21 20:00:00,7.4773,0.9295,6.8885,0.9864
2024-06-21 21:00:00,8.0313,0.8871,7.6347,0.9053
2024-06-21 22:00:00,7.9797,0.8833,7.0539,0.987
2024-06-21 23:00:00,6.6274,0.9895,6.46,0.8976
2024-06-22 00:00:00,5.9738,1.0,7.9793,0.9828
2024-06-22 01:00:00,6.5076,0.9315,5.5317,1.0
2024-06-22 02:00:00,7.3426,0.987,7.4814,0.9536
2024-06-22 03:00:00,7.3647,0.9471,6.8815,0.9677
2024-06-22 04:00:00,7.5184,0.9398,7.7258,0.9549
2024-06-22 05:00:00,7.3711,0.9349,6.5943,0.9697
2024-06-22 06:00:00,6.2391,0.927,7.6747,1.0
2024-06-22 07:00:00,8.8515,1.0,6.7299,0.8705
2024-06-22 08:00:00,7.3455,1.0,7.7775,0.8814
2024-06-22 09:00:00,7.6231,1.0,7.0923,0.9603
2024-06-22 10:00:00,7.4092,0.9685,7.3208,0.9688
2024-06-22 11:00:00,7.8043,0.9613,8.0314,0.9045
2024-06-22 12:00:00,8.2105,0.9235,6.9729,0.9081
2024-06-22 13:00:00,7.2713,0.9864,7.7267,1.0
2024-06-22 14:00:00,7.8369,0.8593,5.6713,1.0
2024-06-22 15:00:00,6.3178,0.9516,7.8287,0.8979
2024-06-22 16:00:00,6.3237,0.9582,6.5472,0.8859
2024-06-22 17:00:00,6.0224,0.9155,7.0024,0.8787
2024-06-22 18:00:00,7.8324,0.922,7.0751,0.8965
2024-06-22 19:00:00,7.6397,0.8991,6.5442,0.9432
2024-06-22 20:00:00,8.1959,0.9475,7.3758,0.943
2024-06-22 21:00:00,6.7004,0.948,6.8449,0.9753
2024-06-22 22:00:00,6.3892,0.9266,7.5477,0.9247
2024-06-22 23:00:00,6.5648,0.9251,6.5434,0.985
2024-06-23 00:00:00,5.9982,1.0,7.2241,0.9443
2024-06-23 01:00:00,8.9816,1.0,6.6241,0.9519
2024-06-23 02:00:00,7.3405,0.8828,5.9226,0.921
2024-06-23 03:00:00,7.4749,0.8955,7.1047,0.9373
2024-06-23 04:00:00,7.8404,0.943,7.8369,0.8934
2024-06-23 05:00:00,7.0025,0.9944,6.4593,0.9209
2024-06-23 06:00:00,7.024,0.9783,7.1677,0.9587
2024-06-23 07:00:00,7.365,0.9776,7.876,0.9685
2024-06-23 08:00:00,8.6083,0.9227,6.9544,0.9499
2024-06-23 09:00:00,7.5847,1.0,6.1061,0.9389
2024-06-23 10:00:00,6.9527,0.891,6.726,0.858
2024-06-23 11:00:00,7.2634,0.966,5.8942,0.9034
2024-06-23 12:00:00,4.8474,0.9423,6.8583,0.9548
2024-06-23 13:00:00,6.6683,0.9508,6.5291,0.892
2024-06-23 14:00:00,7.135,0.8661,6.6335,0.8916
2024-06-23 15:00:00,7.8552,0.925,7.2673,0.895
2024-06-23 16:00:00,6.022,0.9492,5.7865,0.8246
2024-06-23 17:00:00,6.6235,0.8612,6.3221,0.9703
2024-06-23 18:00:00,6.4475,0.8918,7.6036,0.8635
2024-06-23 19:00:00,7.9551,0.9869,6.3499,0.9558
2024-06-23 20:00:00,6.5848,0.8947,7.9423,1.0
2024-06-23 21:00:00,5.9129,0.9532,6.7458,0.9679
2024-06-23 22:00:00,7.4329,0.9725,6.1447,1.0
2024-06-23 23:00:00,6.7354,1.0,6.8534,1.0
2024-06-24 00:00:00,5.6373,0.9991,7.7079,0.9176
2024-06-24 01:00:00,6.404,0.9404,6.9793,0.9633
2024-06-24 02:00:00,6.5677,0.9282,7.4663,0.911
2024-06-24 03:00:00,7.1505,1.0,7.6565,0.9377
2024-06-24 04:00:00,7.3518,0.97,7.0473,0.9499
2024-06-24 05:00:00,7.192,0.8624,7.072,0.9725
2024-06-24 06:00:00,4.9589,0.9967,7.6734,0.9406
2024-06-24 07:00:00,7.741,0.9631,6.9725,0.9706
2024-06-24 08:00:00,6.6594,0.9418,7.0484,0.9416
2024-06-24 09:00:00,7.0448,0.9606,7.9574,0.9457
2024-06-24 10:00:00,6.8401,1.0,6.8398,0.9956
2024-06-24 11:00:00,7.3919,0.9826,6.2573,0.9594
2024-06-24 12:00:00,8.3249,1.0,6.0049,0.9615
2024-06-24 13:00:00,8.0016,0.957,6.8388,0.9618
2024-06-24 14:00:00,7.7085,0.8287,7.612,0.9407
2024-06-24 15:00:00,7.2906,0.9429,6.9699,0.8681
2024-06-24 16:00:00,6.0363,0.9731,7.5029,0.9158
2024-06-24 17:00:00,6.3674,0.9934,5.4429,0.984
2024-06-24 18:00:00,7.258,0.8439,7.2155,0.944
2024-06-24 19:00:00,7.3994,0.9523,6.3672,1.0
2024-06-24 20:00:00,7.8038,0.961,7.5651,1.0
2024-06-24 21:00:00,8.3704,0.9751,6.1957,0.97
2024-06-24 22:00:00,5.5951,1.0,7.7865,1.0
2024-06-24 23:00:00,7.3375,0.9018,7.4725,0.9791
2024-06-25 00:00:00,6.157,0.9416,6.6724,0.9261
2024-06-25 01:00:00,6.8057,1.0,6.7434,0.9762
2024-06-25 02:00:00,6.6486,0.9575,6.2217,0.8645
2024-06-25 03:00:00,7.3555,0.8916,7.3733,0.9632
2024-06-25 04:00:00,7.4323,0.8996,8.3096,1.0
2024-06-25 05:00:00,8.2651,0.9678,7.3934,0.8876
2024-06-25 06:00:00,7.0995,0.8955,7.1502,0.9783
2024-06-25 07:00:00,7.3526,0.9962,6.7849,0.9078
2024-06-25 08:00:00,6.0037,0.9967,7.9796,0.9049
2024-06-25 09:00:00,7.5555,0.982,8.217,0.954
2024-06-25 10:00:00,7.3156,0.8963,8.8439,0.9425
2024-06-25 11:00:00,8.3703,0.8713,6.3576,0.9861
2024-06-25 12:00:00,7.0793,0.9581,7.3084,0.9876
2024-06-25 13:00:00,7.2695,0.942,6.7606,0.9695
2024-06-25 14:00:00,7.2711,0.925,6.6005,0.9462
2024-06-25 15:00:00,7.6126,0.9285,7.9012,0.9589
2024-06-25 16:00:00,7.0637,1.0,5.7744,0.9808
2024-06-25 17:00:00,6.67,0.8801,6.6771,0.9737
2024-06-25 18:00:00,6.6181,0.9016,7.3678,0.9309
2024-06-25 19:00:00,7.7886,0.9681,6.7334,0.9976
2024-06-25 20:00:00,7.4323,0.9779,6.7171,1.0
2024-06-25 21:00:00,7.0713,0.9865,6.8989,0.9803
2024-06-25 22:00:00,7.2284,0.916,6.4329,0.9467
2024-06-25 23:00:00,7.3493,0.9084,7.4823,1.0
2024-06-26 00:00:00,8.1702,0.8917,6.7817,0.9913
2024-06-26 01:00:00,7.7844,0.8972,7.1154,1.0
2024-06-26 02:00:00,6.1403,1.0,5.7525,1.0
2024-06-26 03:00:00,7.6511,0.9827,7.6069,1.0
2024-06-26 04:00:00,6.6328,0.928,6.9728,0.871
2024-06-26 05:00:00,7.0393,0.9503,7.8608,0.9871
2024-06-26 06:00:00,7.6167,0.8872,6.5873,0.9818
2024-06-26 07:00:00,7.3388,0.9793,6.3047,0.8982
2024-06-26 08:00:00,6.8389,0.974,6.4459,0.9257
2024-06-26 09:00:00,7.2202,0.9487,7.3072,0.8936
2024-06-26 10:00:00,7.4431,0.9009,8.9169,0.9707
2024-06-26 11:00:00,5.8669,0.9651,5.5643,0.874
2024-06-26 12:00:00,6.2814,0.9437,7.1484,0.9886
2024-06-26 13:00:00,7.624,0.9322,5.8742,1.0
2024-06-26 14:00:00,6.7975,0.9363,7.6247,0.9917
2024-06-26 15:00:00,6.7912,0.9436,6.3861,0.8861
2024-06-26 16:00:00,5.2178,1.0,6.8358,0.9611
2024-06-26 17:00:00,6.3161,0.9593,7.5635,0.915
2024-06-26 18:00:00,7.2386,0.901,6.8617,0.9543
2024-06-26 19:00:00,7.6479,0.8826,7.1644,0.9916
2024-06-26 20:00:00,7.3512,1.0,6.7513,0.9822
2024-06-26 21:00:00,7.8877,0.9016,6.1277,0.9737
2024-06-26 22:00:00,5.8777,0.9295,7.1165,0.9055
2024-06-26 23:00:00,7.5869,0.9067,6.8646,0.9412
2024-06-27 00:00:00,6.998,0.9538,7.538,0.9815
2024-06-27 01:00:00,7.2559,0.9091,7.6351,0.944
2024-06-27 02:00:00,5.7759,0.9712,8.2631,0.9128
2024-06-27 03:00:00,5.5164,0.9211,6.1048,0.919
2024-06-27 04:00:00,7.412,0.8972,6.1963,0.8274
2024-06-27 05:00:00,7.7265,0.9659,6.5588,1.0
2024-06-27 06:00:00,5.0413,0.9944,6.273,0.9151
2024-06-27 07:00:00,7.4226,0.9082,7.6694,0.9802
2024-06-27 08:00:00,6.4532,0.8963,6.3643,0.9645
2024-06-27 09:00:00,5.6603,0.9675,6.0643,0.9918
2024-06-27 10:00:00,7.6327,0.9764,6.8663,0.8811
2024-06-27 11:00:00,6.5267,0.8883,7.3804,0.8598
2024-06-27 12:00:00,7.1904,0.9501,6.4977,0.9578
2024-06-27 13:00:00,6.5971,0.97,7.7267,0.9373
2024-06-27 14:00:00,6.6206,1.0,6.7783,0.9827
2024-06-27 15:00:00,7.7212,0.9423,6.2931,1.0
2024-06-27 16:00:00,7.5825,1.0,6.6408,0.9105
2024-06-27 17:00:00,6.8169,0.9048,6.9817,0.9196
2024-06-27 18:00:00,6.4618,0.8705,6.2456,0.9983
2024-06-27 19:00:00,7.144,0.9536,6.4175,0.9242
2024-06-27 20:00:00,7.1569,0.9308,7.8925,0.9028
2024-06-27 21:00:00,8.109,0.9994,6.047,1.0
2024-06-27 22:00:00,7.8999,0.899,6.7514,0.8972
2024-06-27 23:00:00,8.0414,0.994,6.529,0.9454
2024-06-28 00:00:00,6.7432,0.9914,8.0795,0.9021
2024-06-28 01:00:00,7.6291,1.0,6.6374,1.0
2024-06-28 02:00:00,8.5208,0.9563,4.9114,0.872
2024-06-28 03:00:00,7.2717,0.9494,6.8067,0.9413
2024-06-28 04:00:00,7.4208,1.0,7.41,0.9662
2024-06-28 05:00:00,7.1278,0.8883,7.3916,1.0
2024-06-28 06:00:00,6.5404,0.9413,7.0805,0.9177
2024-06-28 07:00:00,7.5674,1.0,6.6436,0.9448
2024-06-28 08:00:00,6.8714,0.9076,7.3376,0.9393
2024-06-28 09:00:00,7.7054,0.9474,6.8324,0.8858
2024-06-28 10:00:00,6.8,1.0,8.9017,0.9478
2024-06-28 11:00:00,7.5481,0.8946,7.6666,0.9812
2024-06-28 12:00:00,6.6957,0.8889,7.14,0.9479
2024-06-28 13:00:00,6.2943,0.9841,7.2962,1.0
2024-06-28 14:00:00,7.068,0.947,7.7425,0.9839
2024-06-28 15:00:00,6.9828,0.8545,7.661,0.8955
2024-06-28 16:00:00,6.8634,0.8518,7.8612,0.9045
2024-06-28 17:00:00,7.0228,0.8743,7.6826,1.0
2024-06-28 18:00:00,7.5785,0.9159,6.5176,0.8901
2024-06-28 19:00:00,6.6847,0.9284,7.2802,0.9571
2024-06-28 20:00:00,8.7467,0.9575,7.7052,1.0
2024-06-28 21:00:00,7.8003,1.0,7.5688,0.9123
2024-06-28 22:00:00,6.7008,0.8391,6.5768,0.9629
2024-06-28 23:00:00,6.6227,0.9711,6.8514,0.9621
2024-06-29 00:00:00,6.6319,0.9337,9.18,0.9303
2024-06-29 01:00:00,8.0797,0.9746,7.6358,0.974
2024-06-29 02:00:00,6.4546,0.9894,7.2491,0.9406
2024-06-29 03:00:00,7.8324,0.9549,6.718,0.9203
2024-06-29 04:00:00,6.0832,0.9599,7.7702,0.9974
2024-06-29 05:00:00,7.6799,0.9377,6.4566,0.9518
2024-06-29 06:00:00,6.4089,0.948,6.7932,0.8948
2024-06-29 07:00:00,7.2233,1.0,6.9474,0.9769
2024-06-29 08:00:00,7.6615,0.8813,7.0088,0.9557
2024-06-29 09:00:00,7.1772,0.9045,6.2756,0.9925
2024-06-29 10:00:00,6.3877,0.9642,6.8357,0.98
2024-06-29 11:00:00,7.4394,0.9358,8.2792,0.9133
2024-06-29 12:00:00,7.4245,0.9827,7.1171,0.9435
2024-06-29 13:00:00,6.3949,1.0,7.321,0.9996
2024-06-29 14:00:00,7.5066,0.9633,8.517,0.9534
2024-06-29 15:00:00,7.497,0.8808,8.2332,0.9604
2024-06-29 16:00:00,6.4182,0.8985,6.925,0.9115
2024-06-29 17:00:00,7.635,1.0,7.2724,1.0
2024-06-29 18:00:00,7.2791,1.0,6.4846,0.9002
2024-06-29 19:00:00,5.9232,0.9508,7.3677,0.9489
2024-06-29 20:00:00,7.0536,0.91,6.866,0.951
2024-06-29 21:00:00,7.4727,0.8862,7.1631,1.0
2024-06-29 22:00:00,7.7545,0.9427,8.3045,0.8901
2024-06-29 23:00:00,6.7399,0.9748,6.5568,0.8938
2024-06-30 00:00:00,6.8835,0.8871,7.1512,0.9856
2024-06-30 01:00:00,7.3691,0.9328,5.8599,0.903
2024-06-30 02:00:00,6.4973,0.9623,7.0915,0.9332
2024-06-30 03:00:00,6.6783,0.9475,6.076,1.0
2024-06-30 04:00:00,6.4373,0.8809,6.2426,0.9229
2024-06-30 05:00:00,6.4692,0.9686,6.2188,0.9135
2024-06-30 06:00:00,7.4911,1.0,6.3313,0.9525
2024-06-30 07:00:00,7.5641,0.9368,6.7794,0.9929
2024-06-30 08:00:00,5.6862,0.969,7.3933,1.0
2024-06-30 09:00:00,7.1787,0.9416,7.9056,0.92
2024-06-30 10:00:00,7.6539,1.0,6.2124,1.0
2024-06-30 11:00:00,8.2853,1.0,6.6216,0.9044
2024-06-30 12:00:00,7.403,0.9958,7.2113,0.9331
2024-06-30 13:00:00,7.3121,1.0,6.3307,0.9207
2024-06-30 14:00:00,7.7438,0.8898,7.2776,0.9912
2024-06-30 15:00:00,6.652,0.9466,7.167,1.0
2024-06-30 16:00:00,8.101,0.9984,6.863,0.9487
2024-06-30 17:00:00,6.99,0.9161,7.0516,0.9819
2024-06-30 18:00:00,7.8585,0.9761,7.8876,0.9309
2024-06-30 19:00:00,7.0989,0.9877,7.4019,0.9005
2024-06-30 20:00:00,6.3831,0.9115,8.018,0.9292
2024-06-30 21:00:00,6.1377,1.0,6.2435,0.8921
2024-06-30 22:00:00,7.1428,0.9738,7.3338,0.8974
2024-06-30 23:00:00,6.1246,0.9524,7.53,0.9154
2024-07-01 00:00:00,6.5219,1.0,8.2872,0.9731
2024-07-01 01:00:00,5.2708,1.0,7.7092,0.8821
2024-07-01 02:00:00,7.6851,0.9891,8.2424,0.912
2024-07-01 03:00:00,6.4112,0.9559,8.1228,1.0
2024-07-01 04:00:00,7.0616,0.9472,5.6843,0.8313
2024-07-01 05:00:00,6.7648,0.9707,6.3178,0.9924
2024-07-01 06:00:00,7.18,0.9558,7.5497,0.8363
2024-07-01 07:00:00,7.453,0.9316,6.8811,0.8079
2024-07-01 08:00:00,7.3343,0.9181,5.4913,0.9968
2024-07-01 09:00:00,7.8475,0.9992,7.4221,0.9339
2024-07-01 10:00:00,6.8451,0.998,6.8196,0.9755
2024-07-01 11:00:00,8.2335,0.8201,7.8182,0.8295
2024-07-01 12:00:00,7.2969,0.9351,7.0752,0.9487
2024-07-01 13:00:00,5.719,0.8878,7.289,1.0
2024-07-01 14:00:00,7.0351,0.9602,8.0264,1.0
2024-07-01 15:00:00,8.0162,0.9245,5.8812,0.9634
2024-07-01 16:00:00,7.5223,0.8622,6.6082,0.9153
2024-07-01 17:00:00,7.3353,0.9665,7.5757,0.9532
2024-07-01 18:00:00,6.5641,0.9134,7.2125,0.9221
2024-07-01 19:00:00,6.4345,0.9439,7.02,0.9981
2024-07-01 20:00:00,6.1876,1.0,7.283,0.9758
2024-07-01 21:00:00,7.3956,0.9367,8.506,0.9603
2024-07-01 22:00:00,9.1031,0.937,6.721,1.0
2024-07-01 23:00:00,7.4525,0.9345,7.6246,0.9758
2024-07-02 00:00:00,8.0393,0.9484,7.6924,0.99
2024-07-02 01:00:00,4.9947,0.9242,7.0921,0.9478
2024-07-02 02:00:00,7.3635,0.9693,7.6989,1.0
2024-07-02 03:00:00,6.6644,0.9637,7.8899,1.0
2024-07-02 04:00:00,6.9975,0.9658,7.421,0.9936
2024-07-02 05:00:00,6.729,0.9299,6.4954,0.9135
2024-07-02 06:00:00,6.4055,1.0,6.6084,0.9499
2024-07-02 07:00:00,7.187,1.0,6.8661,0.9341
2024-07-02 08:00:00,5.9929,1.0,7.4596,0.9177
2024-07-02 09:00:00,7.9439,0.9591,7.5489,0.9642
2024-07-02 10:00:00,6.4961,0.9065,6.2157,0.9937
2024-07-02 11:00:00,8.4556,1.0,6.2964,1.0
2024-07-02 12:00:00,7.2599,0.999,8.0033,1.0
2024-07-02 13:00:00,6.9538,1.0,7.3344,0.9868
2024-07-02 14:00:00,7.4032,0.9655,7.5177,0.9671
2024-07-02 15:00:00,8.051,0.9171,6.8249,0.9508
2024-07-02 16:00:00,6.4071,0.8499,5.8751,1.0
2024-07-02 17:00:00,6.1038,0.8989,6.934,0.8483
2024-07-02 18:00:00,6.9849,0.9159,5.44,0.9769
2024-07-02 19:00:00,7.1216,0.9085,8.4898,0.9496
2024-07-02 20:00:00,6.6207,1.0,6.9335,0.9966
2024-07-02 21:00:00,7.0216,1.0,6.034,0.9963
2024-07-02 22:00:00,7.1039,1.0,7.5947,0.9767
2024-07-02 23:00:00,7.0401,0.9184,6.6836,0.8776
2024-07-03 00:00:00,7.5712,0.9077,7.4443,0.9262
2024-07-03 01:00:00,7.6016,0.9795,6.6075,0.9766
2024-07-03 02:00:00,7.8384,1.0,7.5319,0.899
2024-07-03 03:00:00,7.471,0.8948,6.3602,1.0
2024-07-03 04:00:00,5.9897,1.0,7.713,0.9403
2024-07-03 05:00:00,6.3236,0.8988,7.7203,0.9145
2024-07-03 06:00:00,7.6586,0.9663,6.8353,1.0
2024-07-03 07:00:00,5.523,0.9157,7.0226,0.9756
2024-07-03 08:00:00,6.3705,0.9885,6.1702,1.0
2024-07-03 09:00:00,7.1281,0.9241,6.8043,0.9011
2024-07-03 10:00:00,7.3331,0.926,5.7201,0.9033
2024-07-03 11:00:00,6.9251,0.9035,8.017,0.9046
2024-07-03 12:00:00,7.7408,0.823,7.2582,1.0
2024-07-03 13:00:00,6.2347,0.8919,7.3974,0.9629
2024-07-03 14:00:00,7.2989,0.9115,7.57,0.9349
2024-07-03 15:00:00,6.6523,0.8922,7.7957,0.9941
2024-07-03 16:00:00,5.9852,0.9214,6.5608,0.9745
2024-07-03 17:00:00,7.5198,0.943,7.3167,0.908
2024-07-03 18:00:00,6.2083,1.0,7.1358,0.8954
2024-07-03 19:00:00,7.1822,0.956,6.2109,0.9032
2024-07-03 20:00:00,8.1437,0.9461,8.5482,0.9376
2024-07-03 21:00:00,7.1405,0.951,7.3668,1.0
2024-07-03 22:00:00,8.2092,0.8759,7.3922,1.0
2024-07-03 23:00:00,7.1372,0.9523,5.9538,0.9106
2024-07-04 00:00:00,6.8468,1.0,6.2339,0.9838
2024-07-04 01:00:00,5.9959,1.0,6.3993,0.9547
2024-07-04 02:00:00,6.9748,0.9374,6.0343,0.9195
2024-07-04 03:00:00,6.5798,0.9795,5.4299,0.9741
2024-07-04 04:00:00,6.9194,0.9847,6.5123,0.9217
2024-07-04 05:00:00,7.472,0.9411,6.4173,0.9455
2024-07-04 06:00:00,5.5382,0.9861,6.189,0.9339
2024-07-04 07:00:00,5.999,0.9167,6.9483,1.0
2024-07-04 08:00:00,8.0132,0.9205,6.7952,0.9496
2024-07-04 09:00:00,6.6565,0.9238,6.7982,0.8696
2024-07-04 10:00:00,6.6049,1.0,6.1835,0.8961
2024-07-04 11:00:00,5.9993,0.9583,7.7086,0.9749
2024-07-04 12:00:00,7.299,0.9283,7.4115,0.9325
2024-07-04 13:00:00,7.6251,0.9252,7.2082,0.8598
2024-07-04 14:00:00,7.1008,0.981,7.039,0.9569
2024-07-04 15:00:00,6.9298,1.0,6.9242,0.9536
2024-07-04 16:00:00,6.306,0.9584,7.8844,0.8741
2024-07-04 17:00:00,6.6714,1.0,7.9027,0.8865
2024-07-04 18:00:00,7.8461,0.8936,6.9656,0.9611
2024-07-04 19:00:00,8.1269,0.9392,7.0362,0.9366
2024-07-04 20:00:00,7.2672,0.9262,6.6635,0.9225
2024-07-04 21:00:00,7.3349,0.9136,6.8445,0.923
2024-07-04 22:00:00,6.2657,0.9391,6.4952,0.9456
2024-07-04 23:00:00,6.8042,0.9931,7.021,0.9529
2024-07-05 00:00:00,6.4582,0.9261,6.7831,0.9254
2024-07-05 01:00:00,6.4221,0.9232,7.4394,0.9822
2024-07-05 02:00:00,8.221,0.9545,7.8559,0.9668
2024-07-05 03:00:00,7.2132,0.9189,6.5655,0.9789
2024-07-05 04:00:00,7.2932,0.9738,7.2034,0.87
2024-07-05 05:00:00,6.8265,0.9727,5.9071,1.0
2024-07-05 06:00:00,6.4269,0.9303,7.6878,0.9749
2024-07-05 07:00:00,6.709,0.9579,6.523,0.997
2024-07-05 08:00:00,6.8194,0.9551,8.1159,0.8935
2024-07-05 09:00:00,7.6755,0.959,6.6093,0.9153
2024-07-05 10:00:00,6.873,0.9187,7.3724,0.9463
2024-07-05 11:00:00,6.1472,0.8462,6.8142,0.9375
2024-07-05 12:00:00,7.4231,0.9645,7.1996,0.9513
2024-07-05 13:00:00,6.2312,0.9917,8.0856,0.8682
2024-07-05 14:00:00,7.634,0.9564,6.3153,0.8975
2024-07-05 15:00:00,8.1983,0.9202,5.9688,0.9163
2024-07-05 16:00:00,6.6798,0.8907,7.4329,0.9407
2024-07-05 17:00:00,5.1177,0.9714,7.0609,0.9376
2024-07-05 18:00:00,6.374,0.8956,6.3853,1.0
2024-07-05 19:00:00,6.653,0.9124,7.2943,0.9994
2024-07-05 20:00:00,6.9917,0.9483,7.1451,0.9388
2024-07-05 21:00:00,6.6158,0.9088,7.2745,1.0
2024-07-05 22:00:00,8.0562,0.9261,7.5623,0.9522
2024-07-05 23:00:00,7.3115,0.9688,6.7865,0.9981
2024-07-06 00:00:00,5.9836,0.9467,7.3584,0.958
2024-07-06 01:00:00,6.5872,0.9542,7.1789,0.925
2024-07-06 02:00:00,5.8662,1.0,7.6609,1.0
2024-07-06 03:00:00,7.9009,0.9734,6.571,0.99
2024-07-06 04:00:00,7.3447,0.9982,7.5041,1.0
2024-07-06 05:00:00,8.0395,0.8916,7.888,0.9437
2024-07-06 06:00:00,7.6943,1.0,6.0179,0.9672
2024-07-06 07:00:00,6.2333,0.9758,6.7358,0.9866
2024-07-06 08:00:00,7.5442,0.9006,7.1214,0.9491
2024-07-06 09:00:00,7.4728,0.8636,5.8989,1.0
2024-07-06 10:00:00,6.9812,0.9523,7.4476,0.9857
2024-07-06 11:00:00,7.8547,0.846,7.0026,0.9763
2024-07-06 12:00:00,8.019,0.9671,6.6788,0.9194
2024-07-06 13:00:00,7.6436,1.0,7.3764,0.9781
2024-07-06 14:00:00,7.2806,0.8604,6.2916,1.0
2024-07-06 15:00:00,6.819,0.8855,7.1101,0.9908
2024-07-06 16:00:00,8.7334,0.8775,7.5157,0.8599
2024-07-06 17:00:00,6.8236,0.846,5.8734,0.9437
2024-07-06 18:00:00,7.343,0.8579,6.5528,0.8693
2024-07-06 19:00:00,6.0936,0.9308,8.0155,1.0
2024-07-06 20:00:00,7.6831,0.9069,6.5284,0.9068
2024-07-06 21:00:00,6.8894,0.9866,7.3105,1.0
2024-07-06 22:00:00,5.2774,0.9896,7.0829,0.964
2024-07-06 23:00:00,6.1643,0.9955,8.0543,0.9838
2024-07-07 00:00:00,6.4555,1.0,5.2557,0.9213
2024-07-07 01:00:00,7.59,0.9424,6.6764,0.9836
2024-07-07 02:00:00,6.2767,0.9234,6.5091,0.9733
2024-07-07 03:00:00,6.5992,0.854,7.1967,1.0
2024-07-07 04:00:00,6.9585,0.9604,5.533,0.817
2024-07-07 05:00:00,6.4371,0.9025,7.3932,0.9486
2024-07-07 06:00:00,6.9129,0.9123,7.2249,0.9168
2024-07-07 07:00:00,6.2413,0.8979,6.4104,0.8948
2024-07-07 08:00:00,4.4936,0.9515,7.0294,0.9056
2024-07-07 09:00:00,5.8448,0.9751,7.2161,0.9873
2024-07-07 10:00:00,6.1228,0.907,7.8911,0.9977
2024-07-07 11:00:00,7.8713,0.9325,7.1361,0.997
2024-07-07 12:00:00,7.921,0.9726,6.1482,0.9501
2024-07-07 13:00:00,6.6714,0.9901,6.9759,0.9626
2024-07-07 14:00:00,8.1079,0.8946,6.4845,0.9143
2024-07-07 15:00:00,6.9998,0.8945,7.4306,0.9464
2024-07-07 16:00:00,6.3068,0.9193,6.9984,1.0
2024-07-07 17:00:00,7.9842,0.8726,7.347,0.9516
2024-07-07 18:00:00,6.7885,1.0,6.8249,1.0
2024-07-07 19:00:00,7.5533,0.9387,6.7425,0.9266
2024-07-07 20:00:00,7.3086,0.9295,7.1489,0.8964
2024-07-07 21:00:00,7.3288,0.8894,6.9665,0.928
2024-07-07 22:00:00,7.3505,0.9526,6.4826,0.9337
2024-07-07 23:00:00,7.1314,0.9255,6.059,0.9886
2024-07-08 00:00:00,7.3337,0.9397,7.2832,1.0
2024-07-08 01:00:00,7.6108,1.0,7.344,0.9409
2024-07-08 02:00:00,7.3708,1.0,6.4963,0.926
2024-07-08 03:00:00,6.5263,0.948,6.4152,1.0
