HourOfYear,p_RegU_CAISO,loc_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,p_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO
5459,11.5139,0.6136,9.8031,-0.1553,12.5223,0.0449,9.2080,0.1372,2.5039,-0.1803,4.4940,0.0447
5460,11.6507,-0.2709,9.2924,0.4067,11.3827,-0.0007,17.5352,0.0143,2.7286,0.0321,5.2283,-0.3029
5461,15.2663,0.0667,13.6960,-0.2494,12.0143,0.2225,16.1653,0.1105,3.5412,0.1256,2.6811,-0.0200
5462,14.4691,0.0952,16.8412,0.3639,17.5352,-0.0752,14.8509,-0.0952,4.7502,0.5786,4.8314,-0.3540
5463,18.3034,0.2625,14.6332,-0.4113,12.3245,-0.2477,22.0028,0.0313,3.7165,0.1217,4.7999,0.2515
5464,15.0077,-0.2157,14.7012,-0.2317,15.1021,0.2181,20.2592,0.2425,2.9601,-0.0564,3.5593,-0.1231
5465,14.5976,0.3709,15.5864,0.0007,11.6705,0.1518,11.7539,-0.0823,3.6147,0.0071,3.9428,0.1462
5466,17.7622,0.0656,11.5945,0.0730,17.9316,0.2263,13.6436,0.0059,5.6090,0.0699,3.5670,0.4246
5467,12.4733,-0.2072,15.5528,0.0877,3.0000,0.0286,17.9222,-0.2753,0.6513,-0.4073,3.6487,0.1019
5468,11.3015,-0.0452,17.0052,-0.3633,13.6742,-0.3470,15.3294,-0.0666,4.3643,-0.0669,2.5411,-0.2942
5469,8.3168,0.2506,15.1389,0.3777,5.0744,0.0614,7.1885,-0.1442,2.6436,0.4555,3.4085,-0.2257
5470,11.6971,0.5207,16.8511,-0.0420,17.4522,-0.0460,11.0896,0.0797,4.0336,-0.0957,2.8578,-0.3543
5471,9.0574,-0.0878,16.8850,0.2244,13.5284,-0.2726,11.2944,-0.1637,2.5179,0.1616,2.1814,0.0428
5472,12.8401,0.5290,9.0513,-0.1847,15.6171,0.1718,18.5184,-0.4000,1.3148,0.1996,3.2143,-0.0164
5473,8.9739,0.3106,9.7009,0.0864,3.0000,0.0411,5.9779,0.1239,1.5933,-0.0346,1.8105,-0.0076
5474,13.2945,-0.1277,11.9634,-0.0938,13.9558,0.1859,4.9904,-0.3291,2.2757,0.2474,0.6138,-0.0712
5475,12.7517,0.1506,10.7524,0.2584,11.8958,-0.0181,16.2490,-0.1551,2.9306,0.2159,3.7760,-0.3975
5476,10.4509,0.2180,5.0614,0.1469,22.8143,0.2205,16.4629,-0.2362,3.3951,0.2950,3.7274,-0.3107
5477,13.1312,-0.0599,3.0460,0.0763,11.6082,0.1264,6.0056,0.1888,3.5895,-0.3043,3.7063,-0.0618
5478,10.8227,-0.1611,4.3772,0.0100,21.5401,0.1248,9.8861,0.0423,3.8344,-0.1416,2.9778,0.1682
5479,4.8630,-0.0334,13.0691,-0.4217,7.3031,-0.2077,3.1639,-0.0843,3.1037,-0.0371,2.7254,-0.3608
5480,8.6341,-0.0968,12.7439,0.3752,16.1690,0.4627,8.8104,0.0756,1.6856,0.1281,2.7730,0.1720
5481,10.3827,0.0690,11.7510,0.5721,16.0592,-0.0970,10.5735,0.2292,4.2598,0.1715,4.1365,0.0092
5482,11.8146,0.5457,10.0381,0.0634,12.6299,-0.3700,18.8192,-0.0229,3.7917,-0.3476,2.4611,-0.0553
5483,10.6079,0.1147,14.3704,-0.1726,9.6947,0.1486,17.7607,0.1048,3.2448,-0.0340,2.9394,0.1353
5484,10.6607,0.4522,14.2487,-0.0654,11.0563,-0.0530,9.6942,0.1381,2.9974,-0.2197,4.5378,0.0017
5485,12.5354,0.1421,6.1966,0.3171,13.5180,0.2433,16.1878,0.0545,4.8046,0.0097,3.1834,-0.0173
5486,15.8098,0.7233,10.6190,-0.0918,15.7850,0.0561,16.0532,-0.3673,3.5156,0.4360,3.9417,-0.0433
5487,11.3724,-0.2034,12.1363,0.3812,20.0125,0.0339,7.6728,-0.0683,3.9296,-0.2272,2.4417,0.3979
5488,11.0482,-0.5164,12.0562,0.1052,11.9666,-0.1155,6.8024,0.0565,4.7218,0.0812,0.5000,0.1551
5489,16.5851,0.0683,11.8876,-0.2462,12.0900,-0.3093,11.9601,-0.0715,2.4234,-0.6337,3.6916,0.2346
5490,21.1637,0.0998,11.1438,0.2511,10.0718,0.0190,15.7104,-0.3027,3.7429,-0.1432,3.6087,-0.0403
5491,9.9888,0.3941,10.4107,0.1986,6.5163,-0.1282,16.6080,0.1091,2.6550,0.7394,3.9154,-0.2295
5492,16.3229,0.4761,14.7906,-0.1682,17.2030,-0.1044,14.1001,0.1484,2.9661,0.0878,5.3255,-0.0498
5493,11.8703,-0.3898,13.2446,0.0612,13.6421,0.1693,11.2948,0.0336,3.0121,-0.1540,3.0909,0.4309
5494,15.7985,-0.0431,7.7982,-0.3089,18.1886,0.5492,21.7728,-0.1930,5.8295,-0.1187,3.6035,-0.4004
5495,9.2835,0.0348,10.1585,0.0083,13.1287,0.5518,5.7371,-0.4288,3.4727,-0.3743,4.4241,0.2799
5496,6.7178,-0.2884,4.7968,0.1495,12.7693,0.2677,3.0000,0.0402,3.8603,-0.1072,1.8673,0.1654
5497,7.6022,-0.0350,15.6090,-0.1536,10.5523,0.2022,15.8731,0.2347,3.2817,0.3250,3.4949,-0.0175
5498,8.5739,0.2727,10.2134,0.1932,12.2445,0.1641,18.2233,0.0124,2.4677,-0.3797,2.3167,-0.0185
5499,8.1656,0.2906,7.7253,-0.0422,8.4344,-0.0989,3.0000,-0.1726,1.8402,0.3289,1.2100,-0.0063
5500,14.3995,0.0936,12.8405,-0.1230,10.4140,-0.2747,9.3812,0.2117,2.6331,0.1766,3.4576,-0.2012
5501,8.3392,0.4240,14.1154,0.4722,11.7052,0.1950,9.0176,0.0370,2.4143,-0.2617,2.6876,-0.0582
5502,8.8486,0.0871,5.0669,0.2528,8.9251,-0.1435,13.2154,-0.0370,2.1387,-0.4676,3.1793,0.1849
5503,16.8765,0.3198,8.1224,-0.6036,7.4577,0.2864,7.7455,-0.0029,3.3578,-0.0278,3.0784,-0.3170
5504,9.8717,-0.2096,9.7078,0.3255,11.7167,-0.0750,8.0550,-0.2839,2.5289,-0.0059,2.2338,-0.1405
5505,11.5508,-0.1931,7.1318,0.0199,15.5458,-0.1214,9.4007,0.1539,4.4186,-0.0739,3.6032,-0.0073
5506,14.2854,0.5193,10.0222,0.0888,12.6298,0.4323,9.7251,-0.4352,2.6736,0.0841,4.9554,-0.1622
5507,9.4453,-0.1220,5.6437,-0.1064,10.9933,0.2449,16.0140,-0.2652,2.9308,-0.1641,2.6068,-0.2298
5508,10.2384,0.2534,7.5498,-0.2423,24.4146,0.1750,11.0464,0.0399,3.0867,-0.3382,2.7260,-0.3186
5509,11.4152,-0.1317,9.9262,0.3677,17.9364,-0.2347,4.8853,0.4967,1.8262,0.2606,2.3643,0.2045
5510,12.5069,0.0975,17.6257,-0.0645,15.8838,-0.0487,17.0629,-0.1939,3.2503,0.0012,4.2901,-0.4396
5511,15.7310,-0.0339,15.0920,-0.1052,11.7682,0.1130,11.3556,-0.3685,3.9685,0.5613,3.5194,0.1950
5512,15.8187,0.1790,9.7101,-0.3600,19.7024,-0.6447,10.0917,-0.4847,1.9006,-0.0123,5.4863,0.3001
5513,6.9296,0.1777,12.1396,0.1617,15.0094,-0.0679,13.3801,0.2873,5.0132,-0.1668,3.6884,-0.2123
5514,16.4336,-0.1654,14.3881,-0.2476,19.9011,-0.2060,11.5442,0.0850,4.5482,-0.2532,2.6176,-0.2440
5515,12.9544,0.1875,11.6360,-0.2622,20.1915,0.2610,18.7825,0.1094,3.5915,-0.1256,3.8261,0.2272
5516,12.9005,-0.2856,9.7038,0.2462,16.5499,0.0957,18.2632,0.1641,1.7222,-0.0129,4.9024,0.1914
5517,11.6993,0.4314,17.8145,-0.6768,8.5545,-0.2047,12.6811,0.2258,4.7032,0.0691,5.1013,-0.1924
5518,12.4951,0.0898,8.9639,-0.3182,16.4506,0.1558,10.7702,0.1798,2.6818,0.0955,3.3684,-0.0853
5519,14.8074,-0.7570,17.1032,0.1727,3.0000,0.3427,5.7367,0.0203,2.3276,0.0247,1.8214,0.0523
5520,11.2828,-0.3271,6.5420,0.2741,19.4938,-0.5096,12.3560,-0.3891,2.5615,-0.0158,1.6861,0.0595
5521,14.2719,0.1711,4.1448,-0.3444,16.2062,-0.1000,13.9183,-0.0352,2.7813,0.0057,1.8511,0.2378
5522,10.0779,0.2402,15.1110,0.3473,12.9936,-0.1527,4.5911,0.1845,1.4168,0.0332,3.5413,0.3395
5523,10.5878,-0.0977,11.9465,0.1802,11.8938,0.2471,14.8994,0.4229,0.6609,-0.3510,3.8796,-0.1941
5524,9.9120,0.0393,9.4087,-0.2064,10.0426,0.1178,12.9842,0.2696,2.9968,-0.2770,2.2353,-0.1668
5525,5.8334,0.1814,10.8014,0.1815,13.4444,0.5304,3.0000,-0.0133,3.3884,0.0542,3.8675,0.5956
5526,2.0000,0.3278,5.5467,0.0614,13.0549,0.1726,12.5857,0.0596,4.1645,0.0032,3.1258,-0.3221
5527,8.9795,0.2270,9.6516,-0.0723,10.0503,0.2287,13.7402,-0.1315,2.9229,-0.0631,4.4156,-0.1068
5528,13.8114,-0.1401,13.5914,0.1512,6.4768,0.3238,13.3769,-0.3127,4.1860,-0.0048,1.9432,-0.2611
5529,15.1565,0.3411,8.8349,-0.1569,24.7702,-0.1183,18.2854,0.1132,2.8287,-0.0952,3.7505,-0.4019
5530,5.3004,-0.5433,9.1944,0.1929,12.5303,0.3387,21.1075,-0.0062,5.2612,-0.0706,3.8038,-0.3997
5531,16.6061,-0.0700,16.1976,-0.1416,22.1308,-0.3146,12.5611,0.0510,3.5133,-0.1337,1.8835,0.2855
5532,9.8252,0.1550,11.4412,0.1203,9.0858,0.0166,15.6352,0.1963,2.7826,0.2527,2.7851,0.1862
5533,9.2321,-0.3015,14.5694,-0.1660,5.1824,-0.2561,13.6882,0.0229,3.0590,0.0383,3.3706,-0.0531
5534,16.1697,0.0137,8.7239,-0.0611,11.9005,0.2426,8.6206,-0.2473,3.9241,-0.0598,2.6359,0.0415
5535,11.4347,0.1383,12.9558,-0.2583,8.4531,-0.0815,14.4777,-0.0374,2.9119,-0.0335,3.8539,0.3046
5536,22.9422,-0.1939,19.2609,-0.2901,15.9799,-0.0336,12.8902,0.1511,4.1820,0.1171,5.2256,-0.0286
5537,10.4584,0.0476,7.0651,0.3057,15.7126,-0.1323,11.7598,-0.3353,3.1161,0.2850,3.9734,-0.0455
5538,12.1232,-0.3057,10.0213,0.2396,9.4978,0.3677,7.5755,0.2232,4.0670,-0.1178,4.2895,0.1177
5539,9.2127,0.2514,15.7869,0.3575,16.6492,0.0735,12.4718,0.0114,5.1469,-0.2614,2.2055,0.1166
5540,13.9910,0.1333,14.6937,0.1165,14.7313,-0.3165,15.5767,0.2123,2.5475,0.2023,3.8365,0.0270
5541,16.1732,0.1847,11.3506,0.5324,22.0189,0.3927,17.9924,-0.1498,4.3930,0.3074,5.2738,0.3180
5542,8.2138,-0.0173,13.1316,-0.2016,8.1675,0.2188,18.4295,0.6514,2.9053,-0.1461,3.3646,-0.4299
5543,14.6481,-0.4165,11.7758,0.0840,19.1505,-0.1135,14.1131,0.3121,2.6955,-0.2818,4.7747,0.2764
5544,9.9991,-0.0332,4.4888,-0.5541,15.5749,0.2315,3.0000,0.1685,4.7702,0.0993,2.8313,0.2644
5545,8.1537,0.4315,10.9196,0.0790,10.4486,-0.1613,14.6241,-0.1438,2.6143,-0.2446,3.5973,-0.1043
5546,5.2414,0.2541,4.7684,-0.2554,3.0000,0.0593,15.2465,-0.6832,2.8094,0.3874,2.4084,0.0980
5547,14.9217,0.4363,12.8035,-0.0473,15.4394,0.0786,14.0297,-0.4314,1.7761,0.1510,3.9580,-0.2649
5548,11.5197,0.0138,5.8813,-0.3570,13.1147,-0.1413,15.7556,-0.0291,1.7445,-0.1222,1.9004,-0.3563
5549,8.1403,-0.1730,12.4736,-0.2018,6.0092,0.0683,16.6239,0.3542,4.1348,-0.1583,1.5909,-0.1196
5550,13.6399,0.1467,11.0005,0.4626,8.4895,-0.7780,14.0819,0.2931,4.3234,-0.0346,2.5874,0.1098
5551,11.3140,-0.0480,6.1381,0.1702,14.8598,-0.1053,7.4620,-0.1325,3.0780,0.1977,1.6273,-0.3876
5552,13.5998,-0.1395,7.4580,-0.2835,3.6337,-0.3039,9.0509,-0.2864,3.3829,-0.2611,2.3559,0.2020
5553,15.7931,-0.4337,8.7763,0.0003,13.9876,0.2487,11.5771,0.1566,3.0136,-0.0524,3.4792,0.0330
5554,12.4929,0.0836,11.5349,0.2956,18.2329,-0.5110,12.8519,0.0757,2.5928,0.2904,3.0252,0.2137
5555,17.4978,0.2343,10.7774,-0.5229,20.4799,-0.4367,10.4417,-0.1794,2.5710,-0.3161,2.5953,-0.1219
5556,15.3299,-0.2912,11.8159,0.2762,13.6478,-0.1343,19.6576,-0.0130,4.2137,0.3506,1.7132,-0.0972
5557,14.9029,0.3723,13.0907,-0.0377,3.0000,-0.0318,3.0000,0.1606,2.9506,0.0461,3.7535,-0.2537
5558,8.5183,0.0624,16.3578,0.6682,15.9272,0.0321,8.1904,-0.0563,3.1323,0.1276,2.7308,-0.2189
5559,13.3500,0.0276,19.3511,-0.2095,16.3660,0.6393,3.0000,-0.0641,2.7923,-0.2737,3.8461,0.4388
5560,14.5115,-0.3048,13.0437,0.1989,8.7851,-0.1536,16.0503,0.2128,4.3009,-0.4571,2.6834,0.1732
5561,13.1037,0.1319,11.9218,-0.4981,19.5427,0.0617,17.9595,0.1057,2.3551,-0.5134,2.6605,-0.1895
5562,12.8397,-0.2882,14.3089,-0.0374,16.7958,-0.2889,18.6767,-0.2377,3.9016,-0.5144,3.3546,-0.2474
5563,14.5075,-0.2387,10.2075,-0.0558,14.6441,0.0261,13.9648,-0.3040,2.8893,-0.0678,4.4023,0.3309
5564,15.6958,-0.4181,9.1870,-0.1995,23.8952,-0.1008,16.8837,-0.2817,3.3838,-0.0916,4.5491,-0.1918
5565,7.4934,0.6751,10.0835,-0.0134,13.2534,-0.6255,15.1223,0.3313,4.3425,-0.3361,3.8088,0.0138
5566,16.7053,-0.0120,12.5654,0.1532,14.7981,0.2176,12.5317,0.2140,3.8419,0.0796,3.5788,0.0917
5567,8.1203,-0.1524,13.2467,0.4132,17.9980,-0.0302,12.8358,-0.3030,3.4301,-0.1437,3.1701,0.0917
5568,10.6454,-0.0105,17.8677,0.0778,9.1716,0.1964,13.7101,-0.5701,2.5478,-0.2128,3.0804,0.2155
5569,8.5235,-0.1255,6.3032,-0.0108,20.4448,-0.3163,7.0097,-0.0803,1.7667,0.1997,3.7161,-0.6571
5570,7.7556,-0.0448,10.6995,0.0594,3.0000,-0.1487,11.5552,0.2263,3.6566,0.1853,3.8003,0.3940
5571,13.6874,0.0930,9.4232,0.1267,10.2793,-0.2610,6.6407,0.2771,3.5606,0.0231,2.8202,0.1151
5572,10.2439,-0.1016,13.2357,0.0048,13.2945,-0.1738,6.4273,-0.2658,2.5415,0.2833,3.2947,0.2447
5573,12.0163,0.0310,6.2834,0.3483,17.5527,-0.0791,9.5453,-0.2528,4.0572,0.1321,4.1022,0.3799
5574,11.8916,0.5832,12.1542,-0.0854,17.4331,-0.3058,10.5193,0.0469,3.2727,-0.3932,3.3488,0.1842
5575,3.9450,-0.4584,7.9634,-0.3751,8.6188,0.0409,9.7067,0.0053,1.8397,0.3807,2.7682,0.3260
5576,7.5210,-0.2846,11.9210,-0.0773,3.0000,-0.1368,19.1200,0.0113,3.9626,0.2173,2.4856,-0.1431
5577,12.7163,0.1234,10.2110,0.0380,19.5208,-0.3523,8.9019,-0.0655,4.0150,0.0394,4.8045,0.0956
5578,13.4478,0.3421,13.8979,0.0781,8.7937,-0.0337,7.9541,0.1343,3.2627,-0.2754,2.1002,-0.2681
5579,5.4381,0.7481,11.6843,0.2364,15.4867,0.0036,10.7747,-0.3634,1.8278,-0.0779,2.8007,0.0121
5580,15.2081,0.1036,9.0026,0.3450,14.4573,-0.0245,11.2996,0.1407,2.6777,0.0865,4.6793,-0.3066
5581,15.7401,-0.3048,7.6561,-0.2884,18.8894,0.7398,16.0889,0.2638,2.5526,-0.2071,4.1725,-0.3900
5582,10.6551,0.3763,18.0386,-0.0129,7.8931,-0.2732,20.2280,0.0331,1.9530,0.3611,4.6924,-0.2041
5583,15.4719,0.0312,13.3189,0.4502,14.6066,-0.0243,5.4990,0.0041,3.4047,-0.0728,2.0825,-0.0763
5584,12.7680,0.0215,17.2210,-0.3260,16.0401,0.1823,12.5473,0.0907,6.0086,-0.3761,3.3082,-0.0223
5585,15.5634,-0.4857,13.8392,-0.1867,22.3431,0.0798,21.1660,0.1178,3.1605,0.2662,4.8922,-0.0875
5586,7.2159,0.2921,15.5414,0.0865,22.8339,-0.0571,11.8852,-0.0523,2.4810,-0.1676,4.0141,0.1435
5587,11.4674,-0.2303,9.5792,-0.5172,8.0246,-0.2124,17.0875,-0.1500,3.8671,0.0024,3.7446,-0.2460
5588,14.2566,0.1417,11.1959,-0.3901,9.9943,-0.2849,6.5111,-0.3445,4.3960,0.0203,4.1967,0.1393
5589,14.9630,0.0168,22.6724,0.1642,4.6721,0.2372,13.7451,-0.2840,5.9030,-0.1108,3.5726,0.4546
5590,15.6241,0.0499,10.2899,0.1654,18.9997,-0.1507,15.0054,0.1119,2.5227,0.3176,3.9732,0.2890
5591,10.5890,0.0130,13.1173,0.1521,8.9387,0.0723,17.2186,-0.0404,2.9959,-0.0382,4.2371,-0.3511
5592,12.8176,-0.1885,10.9847,0.0750,6.5649,-0.0973,14.4290,-0.0303,4.7601,-0.3008,4.9374,0.0601
5593,9.8974,-0.2103,11.5937,-0.2281,6.9138,0.6002,4.8807,-0.1752,2.6436,-0.5577,1.7544,-0.0402
5594,8.1526,0.2369,11.1088,-0.0197,16.9622,0.1120,10.7841,0.1258,1.9378,0.2769,3.2744,-0.2953
5595,10.4878,-0.0040,5.8443,0.2623,13.8749,-0.4272,9.4865,-0.1666,4.0327,0.2019,4.6823,-0.1214
5596,13.3045,-0.1637,10.3441,-0.3973,6.9761,-0.0938,9.2927,-0.0654,2.7780,-0.7192,0.8084,0.1970
5597,13.9011,-0.1281,11.6123,0.2709,14.2110,0.5340,17.2202,0.0234,2.8087,-0.1071,3.0336,0.2023
5598,7.0629,0.1720,14.8793,-0.3609,7.8749,-0.2125,18.9973,-0.4240,3.8141,0.1192,2.5958,-0.2276
5599,9.2286,-0.1695,6.8039,0.2042,7.1552,0.4179,17.2595,-0.0001,2.8894,0.2232,2.2891,-0.2856
5600,8.2043,0.3990,11.8251,-0.1647,8.7265,-0.1811,9.9621,0.1500,4.5722,-0.1153,1.8887,0.3961
5601,11.3396,-0.0389,7.2912,-0.1203,8.7291,0.0069,13.8595,-0.1915,3.7583,-0.2767,3.5352,-0.1560
5602,14.2168,-0.0874,14.2928,-0.3078,13.7207,-0.1878,14.0955,-0.0140,2.3997,0.0422,4.3328,-0.0246
5603,17.6246,0.1545,13.7015,0.8099,9.5804,0.1264,14.0736,-0.0303,3.3889,-0.4394,2.2529,0.2778
5604,8.5220,-0.0710,12.0338,0.0947,13.3597,0.7027,21.5504,-0.0140,2.0438,0.1393,4.8117,-0.1816
5605,15.3263,0.0954,8.7639,0.3367,11.9965,-0.2908,9.2508,-0.2612,2.6887,-0.0635,3.2000,-0.1831
5606,12.8890,-0.0139,12.9172,-0.4464,12.5102,-0.1664,15.0174,-0.4796,2.9680,0.0305,4.1277,-0.0257
5607,10.9291,-0.4340,13.6251,0.2239,15.0174,-0.1582,11.1867,0.2886,3.8196,-0.4412,4.0612,-0.0941
5608,10.0425,-0.2668,16.1067,0.2642,21.0429,0.0155,6.7479,-0.3893,2.3824,0.1801,1.8359,0.4258
5609,19.1958,0.0732,9.9111,0.0202,18.6421,0.0392,20.0088,-0.3829,4.5064,0.2254,3.6176,-0.2204
5610,8.2715,-0.1128,10.1256,-0.1017,15.2092,-0.0520,11.4906,0.0420,3.4857,-0.0323,4.6364,-0.4978
5611,12.0041,0.5147,10.2891,-0.2265,9.7588,-0.2388,16.4791,-0.0426,5.1820,0.3994,4.5222,0.0684
5612,15.1659,-0.1967,13.3720,0.1609,16.0739,0.0677,10.8737,-0.3687,4.6836,-0.1979,4.1884,-0.2308
5613,14.5660,-0.3273,11.3794,-0.2247,14.9881,-0.5158,20.5387,0.1064,5.0996,0.1499,3.3931,-0.1156
5614,15.8745,0.0099,14.6864,0.0598,17.7995,-0.0350,17.8890,-0.3840,1.6933,0.1784,2.6150,-0.0651
5615,8.6494,0.0627,12.9247,0.2790,10.9672,-0.2458,9.1961,0.3375,3.9051,0.0604,3.4688,-0.3844
5616,11.2433,0.2209,11.6781,0.3821,11.6389,-0.0093,20.6233,-0.1516,1.4843,-0.0613,2.3690,-0.0342
5617,10.6071,-0.6262,14.4897,0.1248,5.6309,0.0382,8.6593,-0.0247,2.2815,-0.2311,3.2104,-0.0113
5618,10.4865,0.3769,5.8690,-0.0862,15.1950,0.2366,7.3560,-0.4397,3.0308,-0.0818,3.2486,0.3139
5619,9.2847,-0.3272,10.3498,0.1542,16.6391,-0.3241,11.0293,0.1893,4.7796,0.0767,2.3669,0.1697
5620,10.5898,0.2723,10.4307,0.1978,11.6160,0.0383,7.1724,-0.2597,2.9586,-0.1074,3.2198,-0.1147
5621,9.4998,0.4894,7.3645,-0.3812,9.4114,0.0841,12.7580,0.0744,3.2169,-0.0373,2.4701,-0.2609
5622,19.8323,0.1867,20.7429,-0.0564,14.0976,0.0081,35.2199,-0.1010,4.8318,0.2941,5.8063,-0.1750
5623,8.0851,-0.2867,10.9236,-0.1667,21.2407,0.0914,6.3119,-0.3456,3.8553,0.4839,2.2810,0.3665
5624,12.0778,-0.0482,9.3519,0.1648,13.2695,-0.1696,16.5734,-0.0128,1.4621,0.2867,1.6504,0.0337
5625,8.2065,0.1889,12.3206,-0.5904,12.1237,0.3320,19.2028,0.1614,3.6568,0.0416,5.9988,0.3300
5626,10.6225,0.0083,10.1433,-0.0636,13.4010,-0.1362,15.9886,0.0056,2.8593,0.1519,2.1787,-0.3936
5627,9.6024,-0.2623,13.7243,0.1202,7.5888,0.2309,10.2821,0.1386,1.7272,0.0670,3.3761,0.2909
5628,12.3923,0.0250,15.5248,-0.3125,14.9211,0.0105,24.5777,-0.6004,4.3928,0.3920,4.0738,-0.1296
5629,11.4684,-0.1292,13.3660,-0.0046,12.8914,-0.0372,15.4984,0.1185,4.6193,-0.1272,1.5518,-0.3076
5630,15.5922,0.1505,17.4098,0.0938,7.8756,-0.2009,12.1876,0.0379,4.8124,-0.0858,4.0674,-0.2560
5631,14.3754,-0.2654,4.6673,-0.5849,13.2955,0.1854,17.8828,0.1406,2.7522,-0.4381,6.7860,0.3179
5632,14.6263,-0.4835,12.5026,-0.0022,8.8379,-0.0844,19.8839,0.1888,4.5796,0.0624,4.1712,0.0673
5633,13.7839,-0.2541,9.8843,-0.1881,12.7472,0.5574,14.0156,0.0913,4.1319,0.3075,3.3095,-0.0935
5634,12.7510,-0.4264,17.9778,-0.2350,9.1546,-0.5109,18.1554,-0.4589,4.3583,-0.1132,4.7554,-0.0272
5635,11.7337,-0.1571,8.5772,0.2494,15.1811,0.6298,18.7486,0.1162,3.6267,-0.0858,3.8179,-0.3256
5636,7.9957,0.1678,17.4926,0.5456,15.1380,-0.0914,5.9290,0.3698,3.7087,-0.2908,4.3482,0.0761
5637,16.1619,-0.0985,13.0076,0.1756,12.1342,0.0503,10.8104,0.0884,4.7639,-0.0364,2.7028,-0.1470
5638,12.0777,-0.0061,9.1036,0.1719,14.3708,0.1478,17.6036,-0.3209,0.7791,0.0993,3.2208,-0.2708
5639,14.9908,-0.2513,12.2753,-0.4334,16.5717,0.5875,11.3341,0.1468,2.5341,-0.2172,3.8080,-0.2061
5640,9.7651,0.0050,17.2805,-0.1262,18.4658,-0.1755,8.6923,0.5505,2.7270,-0.2275,4.0764,0.0603
5641,15.2629,-0.2390,8.8183,0.0565,12.6591,0.2683,20.0399,-0.0866,3.3458,0.3781,2.2381,-0.4704
5642,9.5850,-0.2972,10.9161,-0.2042,16.1321,0.1978,9.1810,0.4924,3.3411,-0.3666,1.9098,-0.5936
5643,6.4962,-0.0565,9.2870,0.6210,3.0000,0.0989,8.5692,-0.1844,1.2868,0.1154,1.1888,-0.2603
5644,15.8450,-0.1691,8.1965,-0.0248,19.3338,0.0650,9.2358,0.4226,2.3269,-0.2320,4.0066,-0.4283
5645,11.7990,-0.7035,8.7614,0.3770,11.8364,0.1541,13.9308,0.4291,3.3308,0.0551,3.9930,0.0618
5646,13.8926,-0.0198,7.2245,0.1246,8.1578,0.1235,11.0310,-0.3318,2.1238,-0.2442,2.9938,-0.0479
5647,10.3911,-0.2436,10.1922,0.1176,8.9914,-0.0354,6.7108,0.0924,1.6756,-0.3810,3.4297,-0.1604
5648,14.1709,-0.2607,7.4184,0.0978,7.1209,-0.0167,20.5953,0.1128,3.3741,-0.1318,4.3117,0.1842
5649,15.0538,0.3490,12.0646,0.4795,14.7109,0.1471,6.9400,0.2902,2.4055,0.1495,2.6566,-0.3758
5650,11.1022,0.2135,8.4617,-0.0354,18.8639,-0.0096,14.4909,0.1883,6.1562,0.0298,3.9018,-0.2746
5651,12.5354,0.0937,10.8826,-0.2700,18.1204,-0.0229,8.3979,0.2287,3.1245,-0.0985,4.4922,-0.3963
5652,12.5411,0.0151,8.6150,-0.0312,13.5931,-0.1289,14.6469,-0.4267,2.5609,-0.1517,3.7726,0.3443
5653,14.7755,0.1515,16.2389,-0.2690,9.2888,0.5447,9.1201,0.2638,1.5565,0.1826,3.8383,0.1309
5654,10.3362,-0.0981,14.3270,-0.2403,7.8527,0.1668,11.9213,-0.1687,3.8748,0.2897,3.0584,-0.3014
5655,14.0697,0.0198,9.8659,-0.1257,7.8388,0.3120,17.1824,-0.0312,3.3710,-0.1622,3.2274,-0.2421
5656,15.2288,-0.1009,17.5232,-0.1623,12.2320,-0.0943,14.3126,0.0169,1.9308,0.2235,3.2309,-0.1518
5657,11.8307,0.0281,9.2860,-0.6819,17.7419,0.1158,11.2612,0.3690,3.9646,-0.2634,4.4279,-0.4120
5658,10.3916,0.0714,12.9526,-0.0130,15.1741,0.1613,13.7541,-0.3658,1.8259,0.6899,2.1605,0.0773
5659,8.9771,0.0558,15.2506,0.1631,17.1343,0.0352,20.3875,-0.0044,3.1092,-0.3894,4.0706,-0.3633
5660,18.4102,-0.0919,11.2550,-0.0685,10.1583,-0.0473,14.8731,0.0641,2.7107,-0.1476,2.2656,-0.1578
5661,10.1304,0.1727,11.8787,0.4370,14.7647,-0.4725,9.3681,0.1759,3.5705,-0.0915,4.6230,0.9582
5662,15.5655,-0.0506,9.2121,0.1538,7.6221,0.0228,13.2549,0.1107,5.6007,0.3812,4.3138,0.0902
5663,10.9955,-0.0570,9.0138,0.1909,10.3594,-0.3323,11.4177,0.0533,4.6318,0.0008,1.2297,0.0828
5664,13.4101,-0.4553,12.7115,-0.3713,10.5309,-0.1005,11.1615,0.0437,2.9849,-0.4763,3.9212,-0.0909
5665,12.2385,-0.2128,10.7681,-0.0068,16.9924,-0.0477,12.8788,0.0437,2.9175,-0.2357,2.9475,0.0309
5666,15.7787,0.2165,10.3986,0.2038,7.2105,0.2218,7.2326,0.0045,1.9297,0.2040,2.0387,0.0733
5667,15.1677,0.1959,12.7851,-0.1633,12.1715,-0.0511,13.7033,-0.0800,3.5398,0.1906,3.4270,-0.3033
