Timestamp,mileage_factor_RegU_SPP,performance_factor_RegU_SPP,mileage_factor_RegD_SPP,performance_factor_RegD_SPP
2024-07-18 20:00:00,0.2079,0.9129,0.2022,1.0
2024-07-18 21:00:00,0.2161,1.0,0.2069,0.9617
2024-07-18 22:00:00,0.1911,0.8938,0.1946,0.9442
2024-07-18 23:00:00,0.225,0.9791,0.2052,0.9474
2024-07-19 00:00:00,0.201,0.9585,0.2306,0.9818
2024-07-19 01:00:00,0.2044,0.9883,0.2104,0.9177
2024-07-19 02:00:00,0.2079,0.9313,0.1945,0.9052
2024-07-19 03:00:00,0.191,1.0,0.1784,0.9339
2024-07-19 04:00:00,0.192,0.933,0.193,0.9676
2024-07-19 05:00:00,0.1975,1.0,0.201,1.0
2024-07-19 06:00:00,0.2012,0.8404,0.1943,0.8738
2024-07-19 07:00:00,0.1919,0.9419,0.2013,0.9351
2024-07-19 08:00:00,0.1862,1.0,0.1982,0.9691
2024-07-19 09:00:00,0.2116,0.9619,0.2102,1.0
2024-07-19 10:00:00,0.1891,1.0,0.1818,0.9597
2024-07-19 11:00:00,0.2091,1.0,0.1989,0.8707
2024-07-19 12:00:00,0.1881,0.881,0.2041,0.8914
2024-07-19 13:00:00,0.1932,1.0,0.1745,0.9548
2024-07-19 14:00:00,0.1982,0.9933,0.1897,0.9225
2024-07-19 15:00:00,0.2228,0.9756,0.2119,1.0
2024-07-19 16:00:00,0.2019,0.8743,0.1993,0.9294
2024-07-19 17:00:00,0.2027,1.0,0.2047,0.9215
2024-07-19 18:00:00,0.1986,1.0,0.1916,0.9529
2024-07-19 19:00:00,0.1911,0.9291,0.1884,0.9717
2024-07-19 20:00:00,0.2068,1.0,0.1998,0.9512
2024-07-19 21:00:00,0.2003,0.8842,0.2142,0.9298
2024-07-19 22:00:00,0.2141,0.9522,0.1957,0.8807
2024-07-19 23:00:00,0.1885,1.0,0.1994,0.8676
2024-07-20 00:00:00,0.2134,0.9167,0.2038,0.938
2024-07-20 01:00:00,0.2023,0.9323,0.2093,0.8931
2024-07-20 02:00:00,0.1921,0.9214,0.2072,0.9663
2024-07-20 03:00:00,0.2031,0.9325,0.2095,0.9172
2024-07-20 04:00:00,0.1918,0.9452,0.1867,0.9427
2024-07-20 05:00:00,0.212,0.9323,0.2013,0.986
2024-07-20 06:00:00,0.1989,1.0,0.1986,0.9525
2024-07-20 07:00:00,0.192,0.921,0.1945,0.9708
2024-07-20 08:00:00,0.1945,0.9389,0.1941,0.9652
2024-07-20 09:00:00,0.1921,0.9053,0.2122,0.9205
2024-07-20 10:00:00,0.2154,0.8842,0.1896,0.9168
2024-07-20 11:00:00,0.1887,0.974,0.1798,1.0
2024-07-20 12:00:00,0.1993,1.0,0.193,0.9834
2024-07-20 13:00:00,0.2026,1.0,0.1871,0.9274
2024-07-20 14:00:00,0.1956,0.9867,0.2081,0.9308
2024-07-20 15:00:00,0.1865,0.9509,0.1985,1.0
2024-07-20 16:00:00,0.2209,1.0,0.2073,0.9605
2024-07-20 17:00:00,0.1967,0.9456,0.1929,0.9472
2024-07-20 18:00:00,0.1869,1.0,0.191,0.8669
2024-07-20 19:00:00,0.1922,0.9186,0.213,0.9139
2024-07-20 20:00:00,0.2012,1.0,0.2019,0.9981
2024-07-20 21:00:00,0.1983,0.9436,0.1993,0.9637
2024-07-20 22:00:00,0.186,1.0,0.1968,0.9932
2024-07-20 23:00:00,0.203,1.0,0.1901,0.9637
2024-07-21 00:00:00,0.1883,0.9612,0.1956,0.9594
2024-07-21 01:00:00,0.2077,0.9524,0.203,0.9573
2024-07-21 02:00:00,0.2039,1.0,0.2158,0.9748
2024-07-21 03:00:00,0.197,0.9879,0.204,1.0
2024-07-21 04:00:00,0.2326,1.0,0.1842,0.9418
2024-07-21 05:00:00,0.1944,0.9916,0.2018,0.9242
2024-07-21 06:00:00,0.1988,0.9687,0.2041,1.0
2024-07-21 07:00:00,0.2156,0.9921,0.2146,0.9714
2024-07-21 08:00:00,0.208,0.96,0.2067,0.8706
2024-07-21 09:00:00,0.191,0.8971,0.1963,1.0
2024-07-21 10:00:00,0.2039,0.9724,0.201,1.0
2024-07-21 11:00:00,0.21,0.9269,0.1944,1.0
2024-07-21 12:00:00,0.1736,0.9103,0.2013,0.959
2024-07-21 13:00:00,0.1961,0.9365,0.228,0.9007
2024-07-21 14:00:00,0.2182,0.8917,0.2059,0.8935
2024-07-21 15:00:00,0.1932,0.7949,0.1774,0.9857
2024-07-21 16:00:00,0.2148,0.9855,0.1996,0.9504
2024-07-21 17:00:00,0.1925,0.9215,0.2124,0.9256
2024-07-21 18:00:00,0.2022,0.9642,0.2062,0.9398
2024-07-21 19:00:00,0.2008,0.9421,0.204,0.9321
2024-07-21 20:00:00,0.1927,1.0,0.2057,0.9183
2024-07-21 21:00:00,0.1825,0.9266,0.1983,0.9491
2024-07-21 22:00:00,0.2083,0.887,0.1999,0.9386
2024-07-21 23:00:00,0.1941,0.9926,0.1977,0.9846
2024-07-22 00:00:00,0.2203,0.8312,0.1994,1.0
2024-07-22 01:00:00,0.1971,0.9611,0.1973,0.8681
2024-07-22 02:00:00,0.1986,0.9605,0.2033,0.8755
2024-07-22 03:00:00,0.2047,0.9824,0.2146,0.9532
2024-07-22 04:00:00,0.1924,1.0,0.185,0.9357
2024-07-22 05:00:00,0.1997,0.931,0.2021,0.9343
2024-07-22 06:00:00,0.1836,0.9735,0.2054,1.0
2024-07-22 07:00:00,0.2089,0.9822,0.2056,0.9065
2024-07-22 08:00:00,0.1845,0.9546,0.1917,1.0
2024-07-22 09:00:00,0.2087,0.9088,0.1949,1.0
2024-07-22 10:00:00,0.1967,0.8728,0.2097,0.9752
2024-07-22 11:00:00,0.1934,0.9154,0.202,0.9227
2024-07-22 12:00:00,0.1955,0.8809,0.1988,0.9827
2024-07-22 13:00:00,0.2046,0.8867,0.1963,1.0
2024-07-22 14:00:00,0.2042,0.9527,0.2049,1.0
2024-07-22 15:00:00,0.1958,0.8846,0.199,0.974
2024-07-22 16:00:00,0.1917,0.9806,0.21,0.8226
2024-07-22 17:00:00,0.188,0.8938,0.1911,0.9801
2024-07-22 18:00:00,0.1766,0.9913,0.197,1.0
2024-07-22 19:00:00,0.2124,0.9019,0.2128,1.0
2024-07-22 20:00:00,0.203,0.9845,0.2005,0.9608
2024-07-22 21:00:00,0.2125,0.9599,0.186,0.9542
2024-07-22 22:00:00,0.21,0.9785,0.2168,0.9546
2024-07-22 23:00:00,0.2103,0.9293,0.2027,0.9668
2024-07-23 00:00:00,0.1952,0.9256,0.2067,0.9875
2024-07-23 01:00:00,0.2015,1.0,0.1922,0.9056
2024-07-23 02:00:00,0.1901,0.8998,0.1946,1.0
2024-07-23 03:00:00,0.2057,0.91,0.1973,0.9192
2024-07-23 04:00:00,0.2017,0.8521,0.1917,0.8992
2024-07-23 05:00:00,0.2049,0.9136,0.196,0.9123
2024-07-23 06:00:00,0.199,0.8761,0.1899,0.9364
2024-07-23 07:00:00,0.2114,1.0,0.1813,0.9562
2024-07-23 08:00:00,0.1949,0.9845,0.1863,1.0
2024-07-23 09:00:00,0.1905,0.9188,0.1913,0.9476
2024-07-23 10:00:00,0.2151,0.9902,0.1955,0.9903
2024-07-23 11:00:00,0.2055,0.8101,0.1953,1.0
2024-07-23 12:00:00,0.1966,0.8949,0.203,0.8805
2024-07-23 13:00:00,0.1837,0.9864,0.2146,0.9939
2024-07-23 14:00:00,0.1957,0.8921,0.1964,1.0
2024-07-23 15:00:00,0.1782,0.9175,0.1934,0.8815
2024-07-23 16:00:00,0.1907,0.997,0.2122,0.9966
2024-07-23 17:00:00,0.1954,0.9694,0.2001,0.9372
2024-07-23 18:00:00,0.2065,0.8882,0.1993,0.951
2024-07-23 19:00:00,0.1998,0.9317,0.2086,0.994
2024-07-23 20:00:00,0.1913,0.9188,0.1914,0.9342
2024-07-23 21:00:00,0.2119,0.9154,0.1945,0.9266
2024-07-23 22:00:00,0.1892,0.9202,0.1991,0.9101
2024-07-23 23:00:00,0.18,1.0,0.2159,1.0
2024-07-24 00:00:00,0.2088,0.91,0.1804,0.9892
2024-07-24 01:00:00,0.1955,1.0,0.2013,0.8501
2024-07-24 02:00:00,0.2073,0.9931,0.1918,1.0
2024-07-24 03:00:00,0.1923,0.9981,0.1839,1.0
2024-07-24 04:00:00,0.1924,0.9763,0.1933,0.8604
2024-07-24 05:00:00,0.1879,0.9766,0.2,0.9865
2024-07-24 06:00:00,0.2019,0.9606,0.2003,0.8438
2024-07-24 07:00:00,0.2068,0.924,0.1937,0.9496
2024-07-24 08:00:00,0.2097,1.0,0.2056,0.9382
2024-07-24 09:00:00,0.2147,0.9294,0.1825,0.9809
2024-07-24 10:00:00,0.2052,0.9447,0.1949,1.0
2024-07-24 11:00:00,0.1899,0.9835,0.2081,0.9566
2024-07-24 12:00:00,0.2128,0.9733,0.2061,0.9724
2024-07-24 13:00:00,0.2015,0.8862,0.2215,0.964
2024-07-24 14:00:00,0.2088,0.9412,0.2075,0.89
2024-07-24 15:00:00,0.1959,0.9402,0.1865,0.9231
2024-07-24 16:00:00,0.2014,1.0,0.21,1.0
2024-07-24 17:00:00,0.2014,0.9737,0.1954,0.9172
2024-07-24 18:00:00,0.189,1.0,0.2152,0.9932
2024-07-24 19:00:00,0.1821,0.9456,0.2126,0.8922
2024-07-24 20:00:00,0.1958,0.9474,0.1855,0.91
2024-07-24 21:00:00,0.2146,0.9459,0.2027,0.9546
2024-07-24 22:00:00,0.1972,0.9727,0.1975,0.9613
2024-07-24 23:00:00,0.1999,1.0,0.1968,0.9021
2024-07-25 00:00:00,0.1994,0.9553,0.2177,0.8438
2024-07-25 01:00:00,0.2099,0.9056,0.2012,1.0
2024-07-25 02:00:00,0.1881,0.9664,0.2094,0.9084
2024-07-25 03:00:00,0.2081,0.9165,0.2065,0.9609
2024-07-25 04:00:00,0.1982,0.9226,0.1979,0.9314
2024-07-25 05:00:00,0.1998,0.9596,0.2022,0.9163
2024-07-25 06:00:00,0.2043,1.0,0.1838,0.9231
2024-07-25 07:00:00,0.1993,0.9356,0.1953,0.9834
2024-07-25 08:00:00,0.2029,0.9651,0.199,0.9761
2024-07-25 09:00:00,0.1938,0.949,0.1987,1.0
2024-07-25 10:00:00,0.2118,0.9835,0.1983,0.908
2024-07-25 11:00:00,0.2011,0.8358,0.1934,0.9322
2024-07-25 12:00:00,0.21,0.9359,0.1978,0.9263
2024-07-25 13:00:00,0.2054,0.9436,0.1852,1.0
2024-07-25 14:00:00,0.2092,0.9625,0.2194,0.8964
2024-07-25 15:00:00,0.2092,0.9885,0.1869,1.0
2024-07-25 16:00:00,0.2026,1.0,0.1964,0.9331
2024-07-25 17:00:00,0.2093,0.9551,0.2061,0.9572
2024-07-25 18:00:00,0.2043,1.0,0.213,0.9336
2024-07-25 19:00:00,0.2202,0.9904,0.2132,1.0
2024-07-25 20:00:00,0.2015,1.0,0.2019,0.8781
2024-07-25 21:00:00,0.2039,0.9713,0.1906,0.9832
2024-07-25 22:00:00,0.2076,0.967,0.2137,0.908
2024-07-25 23:00:00,0.1952,1.0,0.1987,0.8879
2024-07-26 00:00:00,0.2088,0.9722,0.1863,0.9693
2024-07-26 01:00:00,0.196,0.9764,0.1997,0.9724
2024-07-26 02:00:00,0.1956,0.9043,0.1967,0.9592
2024-07-26 03:00:00,0.1954,0.9504,0.1919,1.0
2024-07-26 04:00:00,0.1775,0.9338,0.2019,1.0
2024-07-26 05:00:00,0.2042,0.9977,0.1789,0.912
2024-07-26 06:00:00,0.2004,0.9772,0.1848,1.0
2024-07-26 07:00:00,0.2009,0.9818,0.2007,0.9157
2024-07-26 08:00:00,0.2051,0.9387,0.1937,0.9686
2024-07-26 09:00:00,0.1999,0.9295,0.1986,0.8984
2024-07-26 10:00:00,0.2071,0.9653,0.2164,0.9564
2024-07-26 11:00:00,0.1939,1.0,0.2009,0.9047
2024-07-26 12:00:00,0.1886,0.9046,0.1846,1.0
2024-07-26 13:00:00,0.1978,0.9264,0.2083,0.8885
2024-07-26 14:00:00,0.2018,1.0,0.1979,0.978
2024-07-26 15:00:00,0.2032,0.8984,0.2144,0.8482
2024-07-26 16:00:00,0.203,1.0,0.2017,0.9042
2024-07-26 17:00:00,0.2237,0.8665,0.2068,1.0
2024-07-26 18:00:00,0.1788,0.9202,0.2078,0.9838
2024-07-26 19:00:00,0.2031,0.9907,0.1966,0.8998
2024-07-26 20:00:00,0.1961,0.9247,0.1855,0.9577
2024-07-26 21:00:00,0.2067,0.9321,0.2155,0.9412
2024-07-26 22:00:00,0.2046,0.8652,0.2073,0.8934
2024-07-26 23:00:00,0.1977,0.904,0.2044,0.9589
2024-07-27 00:00:00,0.1892,0.8727,0.193,0.8424
2024-07-27 01:00:00,0.1951,0.8857,0.1892,0.9246
2024-07-27 02:00:00,0.197,0.9863,0.1972,1.0
2024-07-27 03:00:00,0.1884,0.8852,0.2118,0.915
2024-07-27 04:00:00,0.2098,0.9644,0.2089,0.9338
2024-07-27 05:00:00,0.2135,0.9442,0.1817,0.9877
2024-07-27 06:00:00,0.1927,0.8954,0.2079,0.9643
2024-07-27 07:00:00,0.182,0.8909,0.1875,0.8548
2024-07-27 08:00:00,0.1943,0.9792,0.1991,0.8947
2024-07-27 09:00:00,0.185,0.9829,0.1972,0.9605
2024-07-27 10:00:00,0.2061,1.0,0.2288,0.8758
2024-07-27 11:00:00,0.1928,0.9416,0.1837,1.0
2024-07-27 12:00:00,0.1841,0.9264,0.1902,0.9562
2024-07-27 13:00:00,0.1878,0.8584,0.1785,0.941
2024-07-27 14:00:00,0.186,0.9493,0.2052,1.0
2024-07-27 15:00:00,0.2073,0.8803,0.2178,0.9712
2024-07-27 16:00:00,0.1921,0.9213,0.2107,0.9809
2024-07-27 17:00:00,0.1983,0.9332,0.1825,0.8609
2024-07-27 18:00:00,0.2007,0.8986,0.2017,0.9734
2024-07-27 19:00:00,0.1887,1.0,0.2103,0.9614
2024-07-27 20:00:00,0.1846,1.0,0.1968,0.9311
2024-07-27 21:00:00,0.1975,1.0,0.188,0.8873
2024-07-27 22:00:00,0.2121,1.0,0.2091,0.986
2024-07-27 23:00:00,0.1945,0.9738,0.2033,0.8742
2024-07-28 00:00:00,0.2192,0.9978,0.214,1.0
2024-07-28 01:00:00,0.1963,0.9901,0.208,0.946
2024-07-28 02:00:00,0.1894,0.9294,0.2329,0.9453
2024-07-28 03:00:00,0.1941,1.0,0.2098,0.9247
2024-07-28 04:00:00,0.1785,0.9216,0.1975,0.9069
2024-07-28 05:00:00,0.2045,1.0,0.1857,0.9064
2024-07-28 06:00:00,0.1969,0.9933,0.1932,0.8704
2024-07-28 07:00:00,0.1922,0.941,0.1994,0.9597
2024-07-28 08:00:00,0.2156,0.8925,0.2039,0.8941
2024-07-28 09:00:00,0.1942,0.9902,0.2109,0.9534
2024-07-28 10:00:00,0.2079,0.9037,0.1828,0.8896
2024-07-28 11:00:00,0.1985,0.9721,0.2152,0.949
2024-07-28 12:00:00,0.2088,0.9672,0.1948,0.9579
2024-07-28 13:00:00,0.2031,0.9569,0.1912,0.9295
2024-07-28 14:00:00,0.2052,0.963,0.2185,1.0
2024-07-28 15:00:00,0.1952,0.9371,0.1857,0.8869
2024-07-28 16:00:00,0.2021,0.9064,0.1875,0.938
2024-07-28 17:00:00,0.1961,0.9774,0.1912,0.895
2024-07-28 18:00:00,0.1876,1.0,0.1976,0.9505
2024-07-28 19:00:00,0.1897,1.0,0.2132,0.8956
2024-07-28 20:00:00,0.1946,0.9847,0.2117,0.9618
2024-07-28 21:00:00,0.202,0.9271,0.2124,0.9477
2024-07-28 22:00:00,0.2056,1.0,0.1995,1.0
2024-07-28 23:00:00,0.2099,0.9777,0.1988,1.0
2024-07-29 00:00:00,0.2159,0.966,0.2025,1.0
2024-07-29 01:00:00,0.1934,0.9898,0.2044,0.9588
2024-07-29 02:00:00,0.2138,0.9002,0.2018,0.9559
2024-07-29 03:00:00,0.1883,0.962,0.2079,0.9534
2024-07-29 04:00:00,0.2005,0.9927,0.2049,0.892
2024-07-29 05:00:00,0.1881,0.9543,0.2018,0.9933
2024-07-29 06:00:00,0.1928,0.8733,0.1943,1.0
2024-07-29 07:00:00,0.1858,0.988,0.2095,0.9696
2024-07-29 08:00:00,0.2002,0.9376,0.1946,0.874
2024-07-29 09:00:00,0.1913,1.0,0.2012,0.9344
2024-07-29 10:00:00,0.1939,0.9483,0.1911,0.9066
2024-07-29 11:00:00,0.1937,0.9086,0.192,0.9344
2024-07-29 12:00:00,0.1945,0.9597,0.1835,0.9526
2024-07-29 13:00:00,0.2067,0.9561,0.1926,1.0
2024-07-29 14:00:00,0.2118,0.9979,0.1984,0.8608
2024-07-29 15:00:00,0.1876,0.9733,0.1964,0.8894
2024-07-29 16:00:00,0.1999,0.9137,0.2101,0.8913
2024-07-29 17:00:00,0.2029,0.9785,0.1948,0.8946
2024-07-29 18:00:00,0.2001,0.9958,0.2027,0.9472
2024-07-29 19:00:00,0.2212,0.9107,0.2023,0.9821
2024-07-29 20:00:00,0.1978,0.9599,0.1979,0.9463
2024-07-29 21:00:00,0.1871,0.8966,0.1974,0.9066
2024-07-29 22:00:00,0.1941,1.0,0.2036,0.978
2024-07-29 23:00:00,0.2018,1.0,0.1889,1.0
2024-07-30 00:00:00,0.2041,0.9284,0.2084,0.9302
2024-07-30 01:00:00,0.1957,0.9249,0.1939,1.0
2024-07-30 02:00:00,0.2016,0.9479,0.2044,0.9669
2024-07-30 03:00:00,0.2145,0.9476,0.1997,0.9876
2024-07-30 04:00:00,0.2192,0.9397,0.2141,1.0
2024-07-30 05:00:00,0.2131,0.9479,0.2027,0.9659
2024-07-30 06:00:00,0.2107,0.8969,0.2166,0.9412
2024-07-30 07:00:00,0.2073,0.8954,0.2024,0.935
2024-07-30 08:00:00,0.1984,0.8977,0.2047,1.0
2024-07-30 09:00:00,0.199,0.9605,0.1905,0.8727
2024-07-30 10:00:00,0.2091,1.0,0.206,0.9454
2024-07-30 11:00:00,0.2089,1.0,0.208,0.9821
2024-07-30 12:00:00,0.2051,1.0,0.1891,0.9859
2024-07-30 13:00:00,0.2105,0.9099,0.1875,0.8423
2024-07-30 14:00:00,0.1815,1.0,0.2194,0.9507
2024-07-30 15:00:00,0.2036,0.9576,0.2017,0.9205
2024-07-30 16:00:00,0.1872,0.9785,0.2036,1.0
2024-07-30 17:00:00,0.1974,1.0,0.2127,0.9518
2024-07-30 18:00:00,0.1997,1.0,0.1995,0.9586
2024-07-30 19:00:00,0.1965,0.9197,0.192,0.9149
2024-07-30 20:00:00,0.1919,0.9349,0.1954,0.9339
2024-07-30 21:00:00,0.2084,0.9458,0.2091,1.0
2024-07-30 22:00:00,0.2057,0.9589,0.1855,1.0
2024-07-30 23:00:00,0.2123,0.9711,0.2001,0.9871
2024-07-31 00:00:00,0.1968,1.0,0.1952,0.9463
2024-07-31 01:00:00,0.1988,0.9444,0.2053,0.9143
2024-07-31 02:00:00,0.2262,0.9315,0.2076,0.9593
2024-07-31 03:00:00,0.1966,0.9589,0.2132,0.944
2024-07-31 04:00:00,0.1845,0.9223,0.2014,0.9138
2024-07-31 05:00:00,0.2087,1.0,0.2067,0.9154
2024-07-31 06:00:00,0.2097,0.8941,0.1885,1.0
2024-07-31 07:00:00,0.2115,0.8456,0.1924,1.0
2024-07-31 08:00:00,0.2108,0.9073,0.2131,1.0
2024-07-31 09:00:00,0.191,0.8461,0.1895,0.9504
2024-07-31 10:00:00,0.2068,0.9669,0.223,0.9601
2024-07-31 11:00:00,0.205,0.8867,0.1953,1.0
2024-07-31 12:00:00,0.207,1.0,0.2004,0.9403
2024-07-31 13:00:00,0.1988,0.9607,0.2048,0.8905
2024-07-31 14:00:00,0.2105,0.9345,0.1904,0.9015
2024-07-31 15:00:00,0.2051,0.8895,0.2046,0.9732
2024-07-31 16:00:00,0.2037,0.9596,0.2101,1.0
2024-07-31 17:00:00,0.1952,1.0,0.1943,1.0
2024-07-31 18:00:00,0.2083,0.8547,0.1925,1.0
2024-07-31 19:00:00,0.1987,0.9904,0.2114,0.9717
2024-07-31 20:00:00,0.2027,0.9079,0.1903,1.0
2024-07-31 21:00:00,0.1992,1.0,0.1931,0.9613
2024-07-31 22:00:00,0.2077,0.9113,0.2099,0.9918
2024-07-31 23:00:00,0.2016,1.0,0.2074,1.0
2024-08-01 00:00:00,0.1907,0.9797,0.2115,0.9151
2024-08-01 01:00:00,0.2097,0.899,0.1898,0.9215
2024-08-01 02:00:00,0.2084,0.9027,0.19,0.8974
2024-08-01 03:00:00,0.2046,0.939,0.2035,0.9778
2024-08-01 04:00:00,0.2024,0.8973,0.2053,0.9903
2024-08-01 05:00:00,0.192,0.8697,0.2019,0.9278
2024-08-01 06:00:00,0.2004,1.0,0.2108,0.9759
2024-08-01 07:00:00,0.1933,0.8531,0.2,0.9744
2024-08-01 08:00:00,0.205,1.0,0.2012,0.9973
2024-08-01 09:00:00,0.2071,0.9288,0.2126,0.923
2024-08-01 10:00:00,0.2112,0.9728,0.1917,0.9491
2024-08-01 11:00:00,0.2015,1.0,0.2031,0.9676
2024-08-01 12:00:00,0.2051,0.9842,0.2036,0.9234
2024-08-01 13:00:00,0.1966,0.9176,0.1937,0.9153
2024-08-01 14:00:00,0.1885,1.0,0.2001,0.9976
2024-08-01 15:00:00,0.1938,0.8577,0.1997,0.9261
2024-08-01 16:00:00,0.2062,0.9612,0.1938,0.9715
2024-08-01 17:00:00,0.1973,1.0,0.187,0.8653
2024-08-01 18:00:00,0.1844,0.9266,0.1916,0.9739
2024-08-01 19:00:00,0.1993,0.8978,0.2001,0.9559
2024-08-01 20:00:00,0.1967,0.8878,0.1954,0.9216
2024-08-01 21:00:00,0.1983,0.9451,0.1861,1.0
2024-08-01 22:00:00,0.2043,0.8503,0.2167,0.962
2024-08-01 23:00:00,0.2207,0.8542,0.2007,0.9238
2024-08-02 00:00:00,0.1887,0.9176,0.1994,0.9299
2024-08-02 01:00:00,0.2149,0.9276,0.1853,0.9138
2024-08-02 02:00:00,0.201,0.966,0.21,0.931
2024-08-02 03:00:00,0.2112,0.9336,0.2156,0.9285
2024-08-02 04:00:00,0.2041,0.9155,0.2033,0.9035
2024-08-02 05:00:00,0.2004,1.0,0.1966,0.9392
2024-08-02 06:00:00,0.2044,0.9677,0.1996,0.9452
2024-08-02 07:00:00,0.1855,1.0,0.1966,0.9073
2024-08-02 08:00:00,0.1951,0.9491,0.1941,1.0
2024-08-02 09:00:00,0.2023,0.8678,0.197,0.92
2024-08-02 10:00:00,0.1868,0.9152,0.2052,0.9554
2024-08-02 11:00:00,0.2006,0.8904,0.2037,1.0
2024-08-02 12:00:00,0.1912,0.9566,0.2244,0.9436
2024-08-02 13:00:00,0.2045,0.958,0.2125,0.8997
2024-08-02 14:00:00,0.2048,0.8885,0.18,0.9523
2024-08-02 15:00:00,0.2133,0.9385,0.2081,0.9843
2024-08-02 16:00:00,0.2037,0.9719,0.2275,0.888
2024-08-02 17:00:00,0.1891,0.9004,0.2108,0.9267
2024-08-02 18:00:00,0.1944,1.0,0.1929,0.9479
2024-08-02 19:00:00,0.1872,0.9249,0.209,0.9565
2024-08-02 20:00:00,0.2038,0.9403,0.1971,0.9119
2024-08-02 21:00:00,0.1953,0.9159,0.1892,0.8781
2024-08-02 22:00:00,0.2002,0.8804,0.2014,0.921
2024-08-02 23:00:00,0.1984,0.911,0.2137,0.9584
2024-08-03 00:00:00,0.1871,0.9224,0.2121,1.0
2024-08-03 01:00:00,0.2031,0.9693,0.1978,0.8515
2024-08-03 02:00:00,0.2085,0.9546,0.1948,0.9433
2024-08-03 03:00:00,0.1928,0.8893,0.2152,1.0
2024-08-03 04:00:00,0.1969,0.9728,0.2126,1.0
2024-08-03 05:00:00,0.2071,0.9538,0.1964,0.8401
2024-08-03 06:00:00,0.1927,1.0,0.1933,0.9757
2024-08-03 07:00:00,0.1989,1.0,0.201,0.9263
2024-08-03 08:00:00,0.2044,0.9826,0.1928,0.9187
2024-08-03 09:00:00,0.2096,0.9846,0.2154,0.9889
2024-08-03 10:00:00,0.2016,0.9114,0.1977,0.9302
2024-08-03 11:00:00,0.1924,0.943,0.2176,1.0
2024-08-03 12:00:00,0.2028,0.8257,0.19,0.9517
2024-08-03 13:00:00,0.1955,0.9261,0.1895,0.9772
2024-08-03 14:00:00,0.199,0.9752,0.2007,0.9396
2024-08-03 15:00:00,0.1891,1.0,0.2017,1.0
2024-08-03 16:00:00,0.1912,0.9372,0.1998,0.8801
2024-08-03 17:00:00,0.2057,0.9358,0.1919,0.9545
2024-08-03 18:00:00,0.2024,0.9287,0.1978,0.9085
2024-08-03 19:00:00,0.1963,0.9044,0.195,0.8879
2024-08-03 20:00:00,0.1916,0.9018,0.1835,0.9186
2024-08-03 21:00:00,0.2123,0.906,0.1947,0.9361
2024-08-03 22:00:00,0.205,1.0,0.1969,0.928
2024-08-03 23:00:00,0.2214,0.9403,0.1849,0.9604
2024-08-04 00:00:00,0.1919,0.8932,0.2089,0.8395
2024-08-04 01:00:00,0.1863,0.8986,0.2169,1.0
2024-08-04 02:00:00,0.2037,0.8531,0.2004,1.0
2024-08-04 03:00:00,0.1987,0.932,0.1865,0.9401
2024-08-04 04:00:00,0.198,0.9173,0.1978,0.9879
2024-08-04 05:00:00,0.1891,0.9583,0.1986,0.9589
2024-08-04 06:00:00,0.2003,0.9872,0.2022,0.8482
2024-08-04 07:00:00,0.194,0.9097,0.2181,0.9044
2024-08-04 08:00:00,0.1903,0.9386,0.1892,0.8809
2024-08-04 09:00:00,0.194,1.0,0.2032,0.9326
2024-08-04 10:00:00,0.1849,0.9152,0.2081,1.0
2024-08-04 11:00:00,0.2095,0.8877,0.2076,0.9059
2024-08-04 12:00:00,0.1991,0.9711,0.2111,0.9234
2024-08-04 13:00:00,0.1987,1.0,0.2,0.9626
2024-08-04 14:00:00,0.2128,1.0,0.1998,0.9281
2024-08-04 15:00:00,0.1943,0.9147,0.2018,0.9857
2024-08-04 16:00:00,0.1891,0.8957,0.2,0.9982
2024-08-04 17:00:00,0.2055,0.9374,0.1923,0.9817
2024-08-04 18:00:00,0.1889,0.9513,0.2021,0.8723
2024-08-04 19:00:00,0.1787,0.949,0.2051,0.925
2024-08-04 20:00:00,0.2059,0.9211,0.1945,0.9338
2024-08-04 21:00:00,0.2021,1.0,0.2048,0.902
2024-08-04 22:00:00,0.1961,1.0,0.1926,0.9655
2024-08-04 23:00:00,0.1874,0.8818,0.1967,0.9986
2024-08-05 00:00:00,0.2053,0.902,0.1984,0.9654
2024-08-05 01:00:00,0.1952,0.938,0.2108,0.9009
2024-08-05 02:00:00,0.2076,0.9443,0.2031,0.9791
2024-08-05 03:00:00,0.2055,0.9742,0.2082,0.9865
2024-08-05 04:00:00,0.1918,0.9307,0.2025,0.9728
2024-08-05 05:00:00,0.1869,0.9391,0.205,0.9897
2024-08-05 06:00:00,0.2042,0.8322,0.1975,0.957
2024-08-05 07:00:00,0.2036,1.0,0.2002,1.0
2024-08-05 08:00:00,0.2032,0.8604,0.2101,0.9337
2024-08-05 09:00:00,0.1998,0.8605,0.185,0.8774
2024-08-05 10:00:00,0.2096,0.8702,0.2001,0.8979
2024-08-05 11:00:00,0.2318,0.9062,0.2018,1.0
2024-08-05 12:00:00,0.2169,1.0,0.2052,0.9991
2024-08-05 13:00:00,0.2026,1.0,0.2019,0.9238
2024-08-05 14:00:00,0.2077,0.9227,0.2009,0.9792
2024-08-05 15:00:00,0.1977,0.8741,0.1898,0.922
2024-08-05 16:00:00,0.1783,0.9669,0.1947,0.883
2024-08-05 17:00:00,0.2153,0.933,0.2128,0.9825
2024-08-05 18:00:00,0.1931,0.9919,0.2165,0.9874
