HourOfYear,p_Reg_MISO,loc_Reg_MISO,p_Spin_MISO,loc_Spin_MISO,p_Sup_MISO,loc_Sup_MISO,p_STR_MISO,loc_STR_MISO
4556,11.3240,0.3265,21.9962,-0.2197,6.7860,-0.1691,18.8184,-0.3859
4557,9.4496,0.2638,12.7490,0.0301,17.1454,0.1836,9.8655,0.1735
4558,11.2790,-0.5344,17.4499,-0.3337,20.3118,0.1060,14.7458,-0.1247
4559,9.4679,0.0834,23.9388,0.0431,9.7907,-0.2852,12.5661,0.3706
4560,11.7740,0.1229,19.1462,0.0451,13.4815,0.2098,14.8074,0.0914
4561,11.7402,-0.0543,10.7228,0.0525,9.7997,-0.1706,11.4176,-0.4374
4562,9.5712,0.0023,18.4235,-0.0383,22.2866,0.3415,18.7740,0.1591
4563,8.5306,-0.2199,13.4116,-0.2404,18.4811,0.1876,12.3569,-0.0809
4564,7.8708,-0.0387,4.7923,0.5092,4.3385,0.1921,6.0670,-0.0335
4565,13.2176,-0.0825,7.0990,-0.2384,10.2602,0.2778,19.3120,0.4539
4566,5.2984,-0.1291,9.9957,-0.2852,9.4376,-0.0451,17.2784,-0.0206
4567,8.9008,-0.0915,14.8312,-0.0239,16.4435,0.1441,14.8177,-0.4312
4568,11.4378,-0.5902,8.4961,-0.0322,20.6360,-0.0097,17.0017,0.1582
4569,9.6344,-0.1297,14.5814,0.0498,12.6969,0.0128,12.9942,-0.1255
4570,9.0650,-0.2274,10.8725,0.1827,17.2608,-0.1399,6.5446,0.0331
4571,12.3688,-0.2082,8.9164,-0.2428,7.7029,-0.3185,11.8827,-0.0481
4572,5.4262,-0.3453,11.9784,0.3285,14.3484,-0.0368,21.1670,0.1690
4573,11.9631,-0.0581,17.3731,-0.0823,20.1754,-0.0819,5.3428,-0.3589
4574,10.0251,-0.2217,17.3387,-0.3906,15.9517,0.3186,11.8099,-0.0129
4575,10.1522,-0.2252,13.1831,0.1126,17.3088,-0.1111,17.0929,0.1982
4576,14.5089,0.0304,23.3309,-0.0403,23.7573,-0.1898,10.5470,0.1006
4577,11.3454,0.4069,11.2439,0.0378,27.2782,0.0324,18.7137,0.2911
4578,9.9760,0.0330,19.0826,0.2158,20.3821,-0.2740,16.0533,-0.4371
4579,7.8691,0.2680,13.0271,0.3174,22.1093,-0.3659,5.9821,0.1576
4580,11.9563,-0.0241,11.8385,-0.2236,24.3588,-0.0411,14.0570,0.1865
4581,8.1462,0.6190,10.5980,-0.5792,26.6640,0.0106,16.0998,0.1705
4582,13.7665,-0.2805,13.0414,-0.0895,10.5821,0.0314,9.0609,0.2147
4583,8.2217,-0.4983,6.3109,-0.1475,3.0000,-0.2651,5.7048,0.1796
4584,11.0866,0.2238,16.1557,-0.0589,17.7566,-0.3624,14.3486,0.0277
4585,5.5268,0.1837,14.7527,-0.3909,19.2582,0.0284,12.5884,0.3616
4586,6.1350,-0.4521,16.9136,-0.1012,14.1978,0.1611,16.3831,0.1171
4587,10.1043,-0.0372,21.4951,-0.1921,14.4863,0.0326,21.1841,-0.2746
4588,18.4745,0.4489,14.5456,-0.2576,16.5452,-0.0413,7.0732,-0.1472
4589,8.3485,0.2231,6.5297,-0.4269,9.4301,0.0835,3.0000,0.3815
4590,11.2038,-0.3857,8.9803,-0.1109,4.8867,0.2105,11.6729,-0.2142
4591,8.5767,-0.5071,11.7294,0.2883,3.0000,-0.0165,9.1792,-0.2447
4592,12.9160,0.4045,11.6195,-0.0913,4.3542,-0.0365,25.2091,0.1286
4593,10.5264,-0.2123,8.8124,-0.4720,12.0799,-0.2270,3.7026,-0.1126
4594,6.5218,0.2421,8.0268,0.4052,11.5103,0.2134,8.3349,-0.1812
4595,10.3549,0.1777,15.9767,-0.4450,11.8774,-0.4294,10.2173,0.1450
4596,6.8666,-0.0061,17.9778,-0.0280,7.6520,-0.1206,11.8286,-0.2793
4597,9.1215,-0.1873,12.4635,-0.1584,13.0204,-0.0271,14.5341,0.4201
4598,13.2883,0.3726,17.9128,-0.1597,15.0108,-0.2334,15.0726,-0.0920
4599,10.4220,-0.5609,8.8286,-0.1413,21.1186,-0.3601,9.0850,-0.1294
4600,11.5143,0.2740,11.5338,0.1376,18.9238,0.2178,21.0933,-0.0945
4601,14.2200,-0.0812,15.4140,-0.0265,15.1385,-0.1099,15.9682,0.1145
4602,11.1620,-0.1906,9.6964,0.2152,16.7503,-0.0801,10.2497,0.1422
4603,13.9453,-0.0303,18.2984,0.5788,11.0065,-0.2706,7.2568,-0.2015
4604,10.8543,0.2819,9.1882,0.1746,18.2495,0.1805,16.4307,-0.0769
4605,13.2261,-0.3119,20.0941,0.1599,18.5132,-0.3055,12.7842,-0.3913
4606,30.2122,0.0829,56.4616,-0.0783,47.3612,-0.0635,35.7497,-0.0459
4607,5.8879,0.1496,20.6026,0.2097,9.4552,0.3799,7.9142,0.1985
4608,8.5035,-0.0501,9.2674,0.0569,18.2632,0.3541,13.2827,-0.2419
4609,10.2345,-0.2763,17.6571,-0.1423,16.6528,-0.1635,7.2856,0.1151
4610,8.1416,-0.2058,8.7764,0.0023,15.9367,0.3279,11.4535,-0.1376
4611,12.2918,0.4452,3.2012,-0.1177,13.1198,-0.0711,7.7385,-0.4163
4612,9.5520,0.2359,6.5406,0.1750,12.8311,-0.3277,8.5455,0.2259
4613,8.3359,0.1498,17.8592,-0.3582,13.5107,-0.0845,11.1065,-0.0657
4614,13.3009,0.5324,12.9222,-0.0187,13.3499,-0.1402,16.8494,-0.2173
4615,13.6381,-0.1972,9.4612,0.1993,10.4191,0.4185,6.5186,0.0438
4616,6.7902,-0.0042,11.2675,0.2935,12.3309,-0.4178,4.3275,0.3245
4617,9.5375,0.0119,11.0999,-0.0669,13.5530,-0.1715,8.0201,-0.2272
4618,11.3868,0.3092,9.8883,0.1858,13.8363,0.0490,4.0184,0.0519
4619,13.2919,-0.4089,20.7886,0.2789,12.4317,0.4200,19.3082,0.3510
4620,14.6933,0.0207,12.4540,-0.0399,19.2720,0.3779,10.8039,-0.2083
4621,17.4310,-0.0005,23.6804,0.3489,8.4314,-0.1378,7.9064,0.2976
4622,13.5929,0.2060,11.6740,-0.0912,5.2647,-0.0339,19.7230,0.1762
4623,14.5915,-0.1085,17.5653,-0.3286,8.6522,-0.1297,10.3944,-0.0829
4624,19.0065,0.3035,21.6567,-0.1879,16.0823,0.2555,21.6293,-0.1586
4625,12.1187,0.1011,9.2975,-0.0343,21.0344,0.2691,15.1370,-0.0136
4626,10.6133,-0.1950,18.7879,0.1957,12.7536,-0.0189,9.7785,0.1916
4627,12.1464,0.1443,8.2216,-0.3461,8.4886,0.0549,15.6054,0.1860
4628,15.3002,-0.0299,23.9881,0.0056,10.5716,-0.4801,23.1174,0.0353
4629,16.5573,0.1224,22.8208,0.3781,19.8829,-0.0436,23.5510,0.1815
4630,11.8140,-0.2963,18.2529,-0.0861,13.3576,0.0676,3.7087,-0.0319
4631,9.7907,-0.0676,12.5215,0.1155,11.6732,0.3445,13.3657,-0.2841
4632,7.2615,0.2547,10.3533,0.0055,17.5576,-0.2037,14.4978,-0.4278
4633,10.8683,0.3514,10.0841,0.0051,11.5572,-0.5654,20.8408,-0.3218
4634,7.7408,0.1101,20.5307,-0.2554,18.1750,0.0531,26.3018,-0.1843
4635,7.3395,-0.0590,12.3374,-0.2942,11.1178,0.0342,13.3450,-0.5780
4636,9.1425,-0.1371,14.8017,0.0269,5.4728,-0.2424,9.4765,0.1892
4637,7.0427,-0.1751,18.8670,0.1361,15.8820,-0.1340,18.1426,0.1409
4638,10.2869,-0.1756,10.3244,0.1271,13.5447,0.1606,12.4802,0.2682
4639,11.4721,-0.2118,9.3691,0.1669,11.9447,-0.5351,13.7284,-0.1720
4640,6.2184,-0.0212,8.5064,0.1208,19.4416,0.3048,9.4807,0.3869
4641,9.4084,-0.1464,9.5963,-0.0459,17.9874,-0.0877,9.4003,-0.3271
4642,7.1630,0.1381,12.9995,-0.1686,7.8604,0.0249,23.9773,0.0158
4643,12.3449,0.0901,13.5347,0.2272,14.8972,0.1478,13.4691,0.1023
4644,8.2075,0.2744,19.2680,-0.1663,19.5040,0.0480,11.8390,-0.3560
4645,13.5408,0.1415,15.0174,0.0027,17.1608,-0.1257,14.2332,0.5248
4646,13.2128,0.2095,21.0902,-0.4899,12.9318,0.2615,14.3840,-0.1457
4647,16.5395,-0.2045,17.2041,0.3770,10.1923,0.0243,24.4473,0.0814
4648,16.1013,0.1225,19.6147,-0.1112,9.5434,-0.2463,10.6700,0.1277
4649,8.1962,0.0623,15.0945,-0.4686,15.9350,0.2545,10.7690,0.1187
4650,16.3861,-0.4937,18.2041,0.3415,12.8103,-0.5817,16.9168,0.0281
4651,10.3769,-0.0140,16.6301,-0.0106,11.3758,0.0310,12.9933,0.0488
4652,9.9751,-0.2513,8.0655,-0.0116,13.4794,0.2739,20.7400,0.3318
4653,10.2247,-0.3804,12.8486,0.4162,10.1919,0.1188,24.3426,0.0557
4654,10.8217,-0.0776,10.4857,-0.1113,16.6934,0.1107,18.0370,-0.1089
4655,16.7207,-0.1584,22.2590,0.3539,14.3749,-0.2009,13.8470,-0.2649
4656,4.7516,-0.1883,20.4351,-0.3175,18.5861,-0.1772,14.8372,0.3089
4657,14.9437,-0.3597,13.8158,0.1090,9.7895,0.0736,3.0000,0.3296
4658,11.8666,0.4445,13.4007,0.0771,12.2475,0.1605,11.4687,-0.2476
4659,10.6468,-0.3115,19.3248,0.1827,13.2172,0.3708,6.3117,0.1807
4660,8.1059,-0.0842,8.7569,-0.2466,13.2323,-0.0861,10.8007,0.3674
4661,10.4793,0.1706,19.5461,-0.3984,13.8372,0.2744,3.0000,0.1539
4662,11.9904,0.2446,20.2785,0.5719,6.2599,-0.3042,3.7144,-0.1246
4663,12.2256,-0.2754,11.9892,0.2539,14.0748,0.2030,8.8674,-0.0198
4664,7.9479,-0.0546,8.2824,-0.0555,15.3452,0.1347,11.6690,0.0508
4665,12.7619,0.1384,12.7428,0.1324,14.1026,-0.3246,9.4762,-0.0421
4666,9.1608,0.0745,18.5306,-0.1525,11.7753,0.0847,17.6723,0.0889
4667,10.2075,0.0952,16.0776,0.0224,19.6279,-0.0897,6.9573,-0.0783
4668,15.3411,-0.2984,17.6071,-0.1986,18.7366,0.0970,23.1994,-0.3159
4669,13.0241,-0.2064,9.7239,-0.0364,16.2978,-0.2187,16.9993,0.2741
4670,7.6459,-0.0379,15.7564,-0.3055,16.2707,-0.0221,17.3512,-0.0506
4671,12.4972,-0.0780,18.0414,0.4360,13.9690,-0.0975,12.9799,-0.1304
4672,12.1661,0.0411,11.9974,-0.0330,17.8924,-0.1078,14.0525,0.0292
4673,12.5792,-0.2642,14.3144,-0.1679,14.4663,-0.2295,12.7914,-0.0601
4674,5.1129,0.2441,18.6784,-0.2383,18.0350,0.1798,23.5444,-0.0192
4675,8.8576,-0.2981,19.7253,0.4085,10.1321,0.5071,17.8657,0.0551
4676,6.7587,0.0576,14.6705,0.0015,18.1992,0.0348,12.4491,-0.1432
4677,10.2274,-0.2033,14.6709,0.3564,16.4151,0.4984,9.2413,0.0508
4678,12.1225,-0.0663,15.0685,0.0539,17.2383,0.1552,20.4732,-0.3499
4679,10.0912,-0.3683,20.1165,0.1574,21.9573,-0.2436,15.7762,-0.1886
4680,9.2800,-0.0420,16.6196,0.0581,13.1930,0.1431,13.0161,-0.0554
4681,5.9971,0.1663,13.6876,-0.2980,13.0414,-0.0217,13.5883,-0.0589
4682,6.8478,0.3165,19.8824,0.3275,10.7683,0.1923,6.5281,0.1775
4683,8.4456,-0.0245,10.3946,0.0751,19.1128,-0.1119,9.0838,-0.0365
4684,11.8532,-0.3045,5.9757,-0.1468,7.4197,0.2397,6.8991,0.1942
4685,10.5238,0.2038,3.0000,-0.0024,9.8763,-0.2782,10.0665,0.0205
4686,12.2909,0.0867,15.3444,0.0938,16.0236,0.0477,11.6953,0.1831
4687,10.8548,-0.0423,18.7946,-0.1004,17.6050,-0.0705,6.8845,-0.6072
4688,11.8374,-0.1352,18.6242,-0.2038,14.2127,0.1426,10.8870,0.0937
4689,6.3269,-0.0303,8.6731,-0.2621,9.4698,-0.0944,13.7528,0.0895
4690,13.8035,0.0072,9.0920,-0.0648,11.8312,-0.4131,11.2678,0.2422
4691,13.5418,0.2024,3.0000,0.2678,13.2492,-0.2381,13.7793,0.4313
4692,10.4085,-0.2120,11.3198,-0.1505,16.9921,-0.0884,13.6733,-0.1403
4693,14.3632,-0.1691,10.1928,-0.1407,11.4360,-0.2131,11.4450,0.5100
4694,14.9725,-0.0587,22.3690,-0.0734,14.3226,0.1506,22.3843,-0.2700
4695,11.6002,-0.3395,16.3450,-0.0881,14.4888,0.0317,17.1271,0.0147
4696,13.1717,0.1719,16.0079,0.0670,22.2671,-0.3218,18.0279,0.1664
4697,10.9189,0.1478,12.7294,-0.0305,21.0848,-0.0184,21.8471,0.0178
4698,15.8635,0.0745,9.9412,-0.1329,14.2838,-0.2105,20.3525,-0.0294
4699,10.7601,0.6051,9.1043,0.0390,18.1166,0.0206,21.5129,0.3255
4700,12.2180,0.1700,9.6821,0.2224,18.6623,0.0675,15.5441,-0.2842
4701,10.8567,0.3363,17.8602,0.1675,5.3094,0.1866,3.0000,0.0554
4702,9.0403,0.0153,6.1781,-0.0884,9.8377,0.0704,13.5007,-0.2904
4703,7.0315,-0.1371,17.3217,0.1482,28.8582,0.1506,17.0257,-0.3341
4704,13.2055,-0.3597,28.9811,0.0016,17.5962,-0.5012,14.1096,-0.2764
4705,10.6597,0.0766,11.4352,-0.1204,21.3093,-0.5216,8.7082,0.2983
4706,14.7673,0.1353,14.0894,-0.4520,14.4391,-0.1048,14.8392,-0.1896
4707,28.6865,0.2324,43.6926,0.0763,44.6649,-0.0514,56.7607,-0.2111
4708,12.7570,-0.1257,5.3946,-0.0335,9.0593,0.2419,9.0758,0.2831
4709,12.2698,0.1667,7.7069,0.2001,21.9743,-0.0241,21.5671,-0.1133
4710,11.8587,-0.3245,9.6738,0.4551,14.5008,-0.0250,7.9554,-0.1107
4711,10.1791,0.0225,11.3836,-0.2016,14.3606,0.0807,11.0899,0.5619
4712,12.6084,0.1377,22.7328,-0.3312,20.9599,-0.1268,10.7696,-0.1729
4713,9.5427,0.1612,10.1136,-0.2792,11.2811,0.2035,17.6114,-0.1161
4714,4.7722,0.2050,9.6601,0.0983,13.0268,0.1631,5.8777,-0.0351
4715,12.7671,0.1339,9.3658,-0.0831,18.8968,-0.1150,13.4162,0.5099
4716,13.0221,0.0278,20.4269,0.0360,11.8092,-0.1575,9.5357,-0.1309
4717,9.3469,0.3101,14.2594,-0.0434,10.5492,-0.3530,13.0262,-0.4415
4718,13.5399,-0.0131,25.2774,0.2278,19.8092,0.3181,17.5446,0.1781
4719,13.4292,-0.0026,18.1054,0.0071,19.3123,0.3128,25.1515,-0.2704
4720,14.6753,0.3949,24.2203,-0.2744,12.7221,0.0509,16.7467,0.0046
4721,12.1950,-0.6987,17.3012,-0.2017,17.5237,0.0339,14.0154,-0.2982
4722,8.3752,0.1439,15.4148,0.2256,16.8958,-0.2320,16.8120,-0.1046
4723,10.6243,0.1523,16.8803,-0.1387,14.0109,0.2455,6.9506,-0.0907
4724,10.2912,-0.1052,21.9667,0.1536,15.9549,0.0126,15.7156,0.2861
4725,11.1209,0.0047,16.2223,0.0222,23.0224,-0.4245,16.1442,-0.4044
4726,9.9332,-0.0033,13.8024,0.2153,11.2464,0.1188,15.9497,-0.0338
4727,10.4661,-0.0534,14.5718,0.3497,25.3978,-0.1343,15.9983,0.2438
4728,11.4409,-0.0158,11.9671,-0.1835,13.2349,-0.1833,8.0286,0.3082
4729,8.5044,0.0952,17.1712,0.2829,11.1496,-0.2159,11.6713,-0.0157
4730,11.1554,-0.1482,13.7084,-0.2459,22.5249,-0.1719,13.0412,-0.2619
4731,7.5951,-0.0011,12.1297,0.2140,6.9225,0.1365,19.0231,0.5040
4732,9.4583,-0.3373,6.1164,-0.1155,3.0000,-0.1017,9.9767,-0.0872
4733,4.8572,-0.1537,8.4274,-0.5383,14.8114,0.0227,4.7355,0.0683
4734,12.5822,-0.2715,12.6876,0.5106,24.6571,0.2711,3.3679,-0.0090
4735,9.4661,0.0388,6.0729,-0.0271,10.3855,0.0025,12.0636,0.0842
4736,11.5705,-0.2599,17.1128,0.1867,14.1097,0.2159,12.5502,-0.0206
4737,8.0030,-0.3482,6.4929,-0.0623,8.4293,0.3586,11.0372,-0.1061
4738,9.3098,-0.3473,9.6807,0.2160,13.0664,-0.3564,11.0586,0.3176
4739,7.8532,-0.2581,14.2930,-0.1841,8.5588,0.2161,8.6194,0.0874
4740,11.9571,0.2579,8.1183,-0.1168,19.7267,0.4164,15.7917,0.2771
4741,13.1479,0.3840,18.9423,0.1518,22.0442,0.1317,21.0172,-0.2216
4742,9.4021,-0.0846,9.5359,-0.0268,9.1353,-0.0577,21.2384,0.1148
4743,12.1664,-0.3734,17.7737,-0.2376,22.2490,0.2176,24.7127,-0.1402
4744,11.5105,-0.0752,13.7326,0.1087,11.7758,-0.0672,19.2276,0.2674
4745,13.2366,0.3465,18.2420,0.0882,19.4198,0.7930,20.8423,0.1267
4746,9.5261,0.0573,14.2599,-0.0388,20.4278,0.0914,14.3248,-0.1230
4747,13.0465,-0.3652,11.8812,-0.1611,14.8608,-0.5900,15.5889,0.0105
4748,10.4153,0.4559,3.0000,-0.0257,8.2272,-0.2280,9.4381,0.0124
4749,10.6679,-0.0896,7.8134,0.2066,9.4416,0.1800,21.2392,0.1675
4750,17.1068,-0.1335,5.9479,-0.0877,19.2430,-0.2186,9.4439,-0.3853
4751,7.0946,0.2929,11.8366,-0.4068,20.6607,-0.2394,22.6434,-0.5131
4752,11.9109,0.0692,16.2453,-0.0464,5.3874,0.0194,16.0897,-0.3597
4753,11.4171,0.3223,20.5620,-0.0113,19.8772,0.0477,14.1383,0.3262
4754,11.6124,-0.0343,17.5369,0.0470,8.5478,-0.0687,15.0851,0.1909
4755,11.2772,-0.0187,15.4274,0.0412,9.1569,0.0400,9.5332,-0.2849
4756,10.6108,-0.1190,20.0892,0.1613,14.4541,0.6623,13.3022,0.3571
4757,20.1150,0.0385,37.9040,-0.0300,15.9968,-0.1757,28.2926,-0.0188
4758,17.3345,-0.0098,22.3103,-0.0398,14.6494,-0.2623,9.0253,0.0303
4759,9.3157,-0.1760,12.4933,0.0640,10.9663,-0.1466,5.9878,0.1944
4760,10.1421,-0.4227,15.8935,-0.4269,16.2147,0.2093,11.9101,-0.3526
4761,7.1421,0.1189,5.3484,-0.1058,11.1338,0.1262,10.4875,0.0718
4762,8.9575,0.0808,7.2802,-0.1026,19.3779,-0.2566,8.7757,0.0391
4763,11.8390,-0.0660,18.4413,-0.0531,10.4043,-0.1578,21.1514,-0.2615
4764,12.3171,0.2366,9.1616,-0.2887,17.9579,0.1310,13.2748,0.1194
4765,10.6645,0.0373,14.1119,0.0273,12.5738,-0.3932,19.0929,-0.0741
4766,13.4062,0.1091,24.6253,-0.0689,6.8121,0.1502,10.5205,-0.0256
4767,10.2152,-0.0012,14.3770,-0.3635,11.1303,0.1417,11.8693,-0.1858
4768,17.9953,-0.3967,18.2219,-0.1392,16.2264,0.1488,22.8695,-0.1770
4769,12.8387,0.3265,15.4084,0.0151,16.6244,-0.0665,14.0062,0.1362
4770,13.9910,0.0948,21.8647,0.2744,13.5265,0.0370,27.2880,-0.0782
4771,12.2191,-0.3316,19.1484,0.3803,11.3516,0.1261,7.2466,0.4152
4772,9.6554,-0.1132,17.8596,-0.0318,14.5558,-0.0231,9.6312,0.1990
4773,10.4960,0.1434,19.6431,0.2851,23.3062,-0.4128,12.1855,-0.1272
4774,8.3424,0.3778,11.9305,0.2489,13.7531,0.4695,21.8567,0.0395
4775,5.4744,0.0718,23.8948,0.1368,5.7016,0.0020,23.1268,0.5509
4776,13.4472,0.1845,13.0339,-0.2127,27.7791,0.1428,14.4534,0.0643
4777,8.9047,0.4120,11.6451,0.1569,3.0000,0.0759,9.9818,-0.1568
4778,10.6731,0.4001,9.6036,-0.1663,22.6224,0.6247,15.2858,-0.1399
4779,13.3575,0.0659,11.0721,0.2112,11.7771,-0.1980,12.8192,-0.6259
4780,11.3070,0.1647,9.7274,-0.0486,7.5254,0.2957,20.2661,-0.1909
4781,10.4531,-0.2447,11.2612,-0.0355,10.2705,-0.0241,9.0725,-0.1692
4782,9.5916,-0.0129,18.5860,0.1512,11.2267,-0.2988,16.7916,0.3253
4783,8.8432,0.1016,11.8180,0.4016,9.7202,-0.0616,13.3896,0.0086
4784,15.2477,-0.1048,15.8320,0.1161,20.0334,0.4300,15.0723,0.0294
4785,12.2460,-0.3317,5.7656,0.4671,9.7735,-0.1105,13.7288,-0.1461
4786,18.0053,-0.0099,11.8609,-0.2125,12.2289,-0.0939,14.9486,-0.3256
4787,8.0508,-0.4421,17.4725,-0.1236,14.0154,-0.3779,13.8365,0.2700
4788,10.9874,0.3775,8.7623,-0.0563,13.5418,0.2357,18.8354,0.3990
4789,13.3055,-0.0143,8.2401,-0.1282,21.6117,0.1533,5.3950,-0.1327
4790,14.2581,0.2656,15.0921,0.2108,14.1078,-0.0748,14.9903,0.4004
4791,13.2478,-0.2199,15.2158,-0.1390,10.8076,-0.1686,13.3375,-0.1310
4792,10.1755,-0.1258,12.6007,-0.1410,25.8241,-0.0517,17.8950,0.3686
4793,8.5951,0.1469,14.6115,-0.3507,12.7536,-0.1649,8.3198,0.0424
4794,11.5857,0.3732,20.9192,-0.0024,16.3741,0.1120,17.3168,0.0164
4795,14.3335,0.0465,13.3942,0.2818,11.8207,0.2775,20.6915,0.4106
4796,15.2592,-0.2067,7.4804,0.1430,12.4240,0.2754,12.6168,-0.1371
4797,11.9539,0.2184,15.1542,0.5108,18.9902,0.4548,15.6921,0.1858
4798,9.9722,-0.2678,10.0632,0.2741,13.4936,0.4378,10.4599,-0.0142
4799,10.4298,0.3255,16.6355,0.2844,9.6202,-0.2624,8.9573,-0.2891
4800,11.5939,0.2654,21.9289,0.4809,15.0712,-0.4412,19.4556,-0.0673
4801,13.6525,-0.1896,8.1746,0.1601,20.5784,0.0368,7.0277,0.1631
4802,9.2754,-0.0312,14.4930,-0.2930,8.4959,-0.2556,16.4790,-0.0548
4803,9.0724,-0.1277,3.0000,0.1544,14.0277,-0.1798,9.3504,-0.3950
4804,10.7666,0.0951,14.5568,0.1306,5.2189,0.1027,13.5692,0.1556
4805,8.2192,0.1173,13.4436,-0.0449,7.5100,0.1305,6.4800,0.5849
4806,6.8685,-0.4287,10.9045,-0.1844,11.1648,-0.0764,12.0606,-0.3986
4807,13.2039,0.1297,11.3298,0.1659,9.3532,0.1528,8.8187,-0.1506
4808,10.4893,-0.0245,8.2990,-0.0512,21.1098,0.3040,17.8770,0.0163
4809,13.3702,-0.3046,10.0965,-0.0894,18.6216,0.2100,10.9944,-0.4216
4810,12.1867,0.1525,8.2164,0.5236,17.5512,-0.1239,21.5901,0.2046
4811,7.8691,0.3960,15.8786,0.3360,24.9421,0.0288,5.8783,-0.0384
4812,8.5994,0.0276,5.1650,-0.3605,8.8155,-0.0225,9.0600,0.1795
4813,11.9178,0.3493,7.3835,0.6483,10.7123,-0.1831,11.2369,0.1937
4814,10.6319,0.2052,21.8503,0.0724,16.2909,0.3098,16.6648,-0.0603
4815,12.5596,0.2081,16.8903,0.1954,16.5650,-0.0565,25.2293,0.3853
4816,12.2336,0.1163,7.8617,0.2608,16.3356,-0.3163,10.7528,-0.0456
4817,14.5515,-0.0553,22.2834,0.3203,15.0146,-0.0110,19.0795,0.4858
4818,11.3465,-0.1855,10.4687,0.2337,10.6777,-0.2751,11.8564,0.3986
4819,12.2800,0.7688,12.8955,-0.1657,15.1662,-0.4695,18.2028,-0.4184
4820,7.9001,0.0432,15.0162,0.1611,12.1423,0.0741,11.0626,-0.0821
4821,9.8440,0.0385,7.8682,0.2740,20.3233,-0.3921,13.9244,0.2100
4822,9.7134,0.2716,17.1694,0.3135,14.2879,0.2327,12.5604,0.0079
4823,9.3923,-0.4734,10.0565,-0.2536,18.4850,0.2803,20.3560,0.0649
4824,9.7314,0.1439,3.0000,0.2034,8.6746,0.3100,18.1859,0.0260
4825,11.8932,0.3370,14.5309,0.2340,13.1942,0.1142,14.4202,-0.3398
4826,14.7679,0.3305,19.1814,-0.1889,9.5085,-0.1129,14.1799,0.5684
4827,6.7256,0.1433,18.2526,0.1714,11.0477,-0.0827,13.7534,0.0871
4828,9.8560,-0.2515,6.4933,-0.0494,17.4790,-0.1248,10.2319,0.0451
4829,8.2199,0.2247,15.1538,-0.1470,20.0046,-0.4550,16.4371,0.0702
4830,6.0857,-0.2777,8.6783,-0.2156,17.2282,0.4168,13.3544,0.2633
4831,9.1713,0.3768,14.3101,-0.0618,8.6605,0.1803,15.9049,-0.0134
4832,6.9905,0.1953,4.7087,0.2006,14.8032,-0.2161,7.8564,-0.0423
4833,11.2973,-0.0946,10.3367,-0.5928,9.3302,-0.0260,3.0000,-0.3150
4834,10.5660,0.2699,8.6591,-0.2962,17.8599,-0.0078,15.4575,-0.1581
4835,9.2194,-0.0386,3.0000,-0.1201,6.5117,0.0565,15.5459,0.0453
4836,11.9958,0.0250,8.9191,0.2980,16.0955,-0.0280,15.4585,0.0240
4837,7.6068,0.1803,14.7405,-0.0173,9.8363,0.0503,7.4752,0.1666
4838,8.7158,-0.0131,7.7669,0.3183,19.5478,-0.2585,9.2792,0.0034
4839,13.3490,-0.0553,16.9482,-0.1034,11.7432,0.0046,12.4675,0.6650
4840,8.9997,-0.1563,18.4727,-0.3837,17.3197,0.1059,6.0268,0.3106
4841,6.4116,0.2361,20.9722,-0.3554,18.3738,0.2426,7.0767,-0.0011
4842,15.9285,0.0108,24.9057,-0.1421,12.9671,-0.4181,9.9874,-0.2740
4843,12.9826,0.2625,20.1558,-0.4064,14.0041,0.2078,16.8349,0.0706
4844,14.0946,-0.1431,9.0091,0.0246,16.7097,-0.1835,11.5228,0.2178
4845,10.1875,-0.2435,18.6935,0.4772,20.6660,-0.0932,25.6239,-0.3172
4846,7.9853,0.2754,19.5298,-0.3329,23.2939,0.2289,8.3042,0.1961
4847,10.5472,-0.2680,7.2354,0.1994,16.0856,0.1479,21.8000,-0.1422
4848,7.6389,-0.1381,18.1455,0.3648,18.0846,0.1204,3.0000,-0.0627
4849,12.6835,0.1475,9.4250,-0.0996,14.7257,0.1431,6.7636,0.0043
4850,11.0448,0.4512,13.0811,-0.0680,12.1478,-0.0293,7.7326,0.0147
4851,9.2249,0.0920,14.5186,-0.3175,11.6592,-0.1082,5.7343,-0.0502
4852,11.7389,-0.2645,11.9499,-0.3377,14.4905,0.4734,14.0344,0.2634
4853,15.2648,-0.2263,10.9479,0.0484,14.9241,-0.0170,12.3003,0.0201
4854,11.6603,-0.0007,16.5511,0.5738,3.0000,0.6140,13.9529,-0.3048
4855,10.1325,0.1604,15.7820,-0.1414,20.6721,-0.0351,15.8474,0.1517
4856,11.7203,-0.2365,3.8169,0.1576,24.8853,-0.3119,14.4252,0.2274
4857,8.6740,-0.2237,6.2702,-0.2304,7.4383,-0.3012,19.9072,0.3885
4858,9.8182,-0.0149,12.9396,-0.1598,19.0481,0.0511,13.2622,-0.1015
4859,14.1066,0.1775,12.3123,-0.2609,19.5381,0.0555,16.7170,-0.0445
4860,11.2066,-0.3226,10.1022,-0.1837,15.1453,0.2249,14.2922,-0.0044
4861,13.0809,-0.5910,24.9274,0.0291,4.2837,0.3699,10.2310,-0.0182
4862,8.9818,-0.0239,19.8965,-0.4241,13.0051,-0.0470,17.1494,0.1353
4863,13.5500,0.6800,3.0000,-0.0331,11.4120,-0.1446,14.7707,0.2603
