Time,RegU,RegD,Spin,NSpin,ECRS
2024-06-17 00:00:00,1.69,1.94,1.0,0.4,0.77
2024-06-17 01:00:00,1.07,1.49,1.0,0.65,0.83
2024-06-17 02:00:00,1.15,1.47,1.0,0.94,0.83
2024-06-17 03:00:00,1.15,1.25,0.99,0.95,0.85
2024-06-17 04:00:00,1.15,1.25,0.99,0.95,0.83
2024-06-17 05:00:00,1.18,1.25,0.97,0.96,0.82
2024-06-17 06:00:00,1.16,1.87,1.02,1.06,0.85
2024-06-17 07:00:00,1.25,1.64,1.25,1.25,1.25
2024-06-17 08:00:00,1.82,1.64,1.49,1.49,1.62
2024-06-17 09:00:00,1.89,1.56,1.01,1.15,1.01
2024-06-17 10:00:00,1.97,1.49,1.0,1.5,1.0
2024-06-17 11:00:00,1.65,1.67,1.01,1.65,1.01
2024-06-17 12:00:00,1.89,1.49,1.48,2.04,1.48
2024-06-17 13:00:00,1.96,1.49,1.5,3.75,2.0
2024-06-17 14:00:00,1.83,1.49,1.5,1.5,2.5
2024-06-17 15:00:00,1.84,1.98,1.51,1.5,2.78
2024-06-17 16:00:00,2.14,2.88,1.81,1.8,4.39
2024-06-17 17:00:00,2.0,2.2,1.67,1.85,3.94
2024-06-17 18:00:00,2.0,2.25,1.98,1.98,3.94
2024-06-17 19:00:00,4.0,7.25,4.0,4.0,10.0
2024-06-17 20:00:00,9.09,4.37,11.93,5.6,15.0
2024-06-17 21:00:00,4.15,4.98,4.65,3.6,6.53
2024-06-17 22:00:00,1.33,2.49,1.13,1.06,1.13
2024-06-17 23:00:00,1.0,1.98,1.0,0.97,1.0
2024-06-18 00:00:00,1.69,1.94,1.0,0.84,0.76
2024-06-18 01:00:00,1.2,1.49,1.0,0.84,0.83
2024-06-18 02:00:00,1.2,1.47,1.0,0.93,0.83
2024-06-18 03:00:00,1.2,1.26,1.0,0.94,0.83
2024-06-18 04:00:00,1.2,1.26,1.0,0.94,0.83
2024-06-18 05:00:00,1.32,1.25,0.99,0.95,0.82
2024-06-18 06:00:00,1.49,1.6,1.34,1.48,0.85
2024-06-18 07:00:00,1.49,1.82,1.49,1.49,1.49
2024-06-18 08:00:00,1.5,1.84,1.5,1.5,2.09
2024-06-18 09:00:00,1.89,1.64,1.36,1.5,1.36
2024-06-18 10:00:00,2.41,1.49,1.01,1.65,1.01
2024-06-18 11:00:00,2.38,1.38,1.0,2.0,1.0
2024-06-18 12:00:00,2.15,1.23,1.65,2.15,1.83
2024-06-18 13:00:00,1.98,1.49,1.97,2.75,2.69
2024-06-18 14:00:00,1.98,1.98,1.65,1.95,2.86
2024-06-18 15:00:00,1.98,2.21,1.73,1.95,3.43
2024-06-18 16:00:00,1.98,2.67,1.98,2.1,5.49
2024-06-18 17:00:00,1.98,1.98,1.65,2.1,4.08
2024-06-18 18:00:00,2.98,2.25,1.98,2.15,3.71
2024-06-18 19:00:00,3.29,7.25,3.29,4.63,5.0
2024-06-18 20:00:00,5.86,4.78,8.36,6.0,10.0
2024-06-18 21:00:00,2.9,4.98,4.9,3.77,5.0
2024-06-18 22:00:00,1.83,2.5,1.63,1.48,1.63
2024-06-18 23:00:00,1.17,1.98,1.01,1.01,1.01
2024-06-19 00:00:00,1.69,2.0,1.0,0.18,0.77
2024-06-19 01:00:00,1.2,1.49,1.0,0.2,0.83
2024-06-19 02:00:00,1.15,1.25,0.99,0.8,0.83
2024-06-19 03:00:00,1.19,1.25,0.99,0.8,0.83
2024-06-19 04:00:00,1.19,1.25,0.99,0.8,0.83
2024-06-19 05:00:00,1.54,1.44,0.99,0.65,0.83
2024-06-19 06:00:00,1.5,1.87,1.03,1.03,0.83
2024-06-19 07:00:00,1.42,1.75,1.49,1.15,1.49
2024-06-19 08:00:00,1.54,1.98,1.49,1.48,1.9
2024-06-19 09:00:00,1.62,1.64,1.01,1.07,1.01
2024-06-19 10:00:00,2.38,1.23,1.01,1.6,1.01
2024-06-19 11:00:00,2.69,1.23,1.08,2.04,1.13
2024-06-19 12:00:00,2.69,1.23,1.5,1.95,1.83
2024-06-19 13:00:00,2.36,1.82,1.9,2.0,2.0
2024-06-19 14:00:00,2.56,2.48,1.49,1.04,1.5
2024-06-19 15:00:00,2.56,2.67,1.5,1.03,1.6
2024-06-19 16:00:00,1.98,2.97,1.5,1.03,2.49
2024-06-19 17:00:00,1.97,1.98,1.07,1.06,1.96
2024-06-19 18:00:00,2.25,2.73,1.25,1.06,1.5
2024-06-19 19:00:00,2.5,2.89,1.5,1.03,1.95
2024-06-19 20:00:00,4.83,6.17,6.59,1.07,6.69
2024-06-19 21:00:00,2.46,4.98,2.56,1.48,4.0
2024-06-19 22:00:00,1.69,4.89,1.02,0.96,1.0
2024-06-19 23:00:00,1.17,2.0,1.0,0.95,1.0
2024-06-20 00:00:00,1.8,2.0,1.0,0.4,0.37
2024-06-20 01:00:00,1.33,1.77,1.0,0.4,0.83
2024-06-20 02:00:00,1.33,1.47,1.0,0.95,0.83
2024-06-20 03:00:00,1.19,1.25,0.99,0.95,0.83
2024-06-20 04:00:00,1.32,1.25,0.99,0.95,0.83
2024-06-20 05:00:00,1.49,1.49,0.99,0.95,0.82
2024-06-20 06:00:00,1.49,1.87,1.01,1.04,0.95
2024-06-20 07:00:00,1.49,1.75,1.49,1.48,1.89
2024-06-20 08:00:00,1.81,1.97,1.48,1.48,2.5
2024-06-20 09:00:00,1.89,1.98,1.01,1.15,1.01
2024-06-20 10:00:00,2.87,1.97,1.0,1.6,1.13
2024-06-20 11:00:00,3.2,1.98,1.02,2.14,2.14
2024-06-20 12:00:00,2.69,1.64,1.25,3.1,3.25
2024-06-20 13:00:00,2.97,2.46,1.97,5.0,5.0
2024-06-20 14:00:00,2.51,1.98,1.65,2.0,5.0
2024-06-20 15:00:00,2.26,2.67,1.98,2.15,7.27
2024-06-20 16:00:00,2.27,2.47,1.94,2.15,14.21
2024-06-20 17:00:00,2.47,2.47,1.95,2.15,12.52
2024-06-20 18:00:00,2.98,4.98,1.98,2.04,6.04
2024-06-20 19:00:00,2.98,2.38,1.98,2.15,6.15
2024-06-20 20:00:00,17.49,5.75,19.99,5.0,34.88
2024-06-20 21:00:00,4.9,4.98,5.0,8.29,12.29
2024-06-20 22:00:00,2.76,3.07,2.56,2.04,4.56
2024-06-20 23:00:00,1.69,1.55,1.29,1.3,3.29
2024-06-21 00:00:00,2.58,2.58,1.0,0.65,0.37
2024-06-21 01:00:00,1.32,1.69,0.99,0.4,0.83
2024-06-21 02:00:00,1.33,1.49,1.0,0.84,0.83
2024-06-21 03:00:00,1.32,1.42,0.99,0.84,0.83
2024-06-21 04:00:00,1.32,1.48,0.94,0.84,0.83
2024-06-21 05:00:00,1.49,1.49,0.94,0.88,0.83
2024-06-21 06:00:00,1.49,1.87,1.0,1.06,0.94
2024-06-21 07:00:00,1.49,1.98,1.49,1.49,1.49
2024-06-21 08:00:00,1.7,1.98,1.5,1.5,3.7
2024-06-21 09:00:00,1.89,1.64,1.01,1.48,1.01
2024-06-21 10:00:00,2.64,1.49,0.99,1.6,1.0
2024-06-21 11:00:00,2.49,1.97,0.99,1.6,1.09
2024-06-21 12:00:00,2.49,1.98,0.99,2.3,1.95
2024-06-21 13:00:00,2.23,2.23,1.77,5.25,4.48
2024-06-21 14:00:00,1.98,1.98,1.65,1.95,4.23
2024-06-21 15:00:00,1.98,2.97,1.65,4.55,7.64
2024-06-21 16:00:00,2.47,3.7,1.65,2.15,12.0
2024-06-21 17:00:00,2.56,3.13,1.65,2.15,10.65
2024-06-21 18:00:00,2.98,9.45,1.98,2.25,6.64
2024-06-21 19:00:00,2.98,2.38,1.98,2.25,10.0
2024-06-21 20:00:00,4.61,7.01,5.49,5.36,39.17
2024-06-21 21:00:00,4.89,6.05,4.99,5.52,18.54
2024-06-21 22:00:00,2.76,3.12,2.56,1.5,5.6
2024-06-21 23:00:00,1.17,2.0,1.01,1.03,1.89
2024-06-22 00:00:00,2.47,2.49,1.0,0.4,0.3
2024-06-22 01:00:00,1.33,1.8,1.0,0.25,0.32
2024-06-22 02:00:00,1.15,1.47,0.99,0.4,0.37
2024-06-22 03:00:00,1.15,1.25,0.99,0.4,0.37
2024-06-22 04:00:00,1.15,1.27,0.95,0.4,0.3
2024-06-22 05:00:00,1.32,1.25,0.99,0.4,0.3
2024-06-22 06:00:00,1.49,1.64,1.0,1.0,0.83
2024-06-22 07:00:00,1.02,1.49,1.0,1.02,1.0
2024-06-22 08:00:00,1.35,1.49,1.02,1.04,1.13
2024-06-22 09:00:00,1.49,1.49,0.99,1.02,0.99
2024-06-22 10:00:00,1.51,1.13,0.99,1.07,0.99
2024-06-22 11:00:00,2.09,1.54,0.99,1.15,1.0
2024-06-22 12:00:00,2.38,1.64,0.99,1.5,1.0
2024-06-22 13:00:00,1.98,1.8,1.11,2.04,1.21
2024-06-22 14:00:00,2.76,1.98,1.0,1.2,1.49
2024-06-22 15:00:00,2.76,3.21,1.0,2.04,2.5
2024-06-22 16:00:00,3.71,7.01,1.49,2.04,6.98
2024-06-22 17:00:00,3.5,7.11,1.5,2.25,9.5
2024-06-22 18:00:00,4.65,3.95,1.65,2.25,10.65
2024-06-22 19:00:00,6.04,2.97,6.04,10.1,31.96
2024-06-22 20:00:00,3.61,6.54,5.61,10.1,32.61
2024-06-22 21:00:00,7.95,9.2,8.05,8.04,15.96
2024-06-22 22:00:00,2.69,4.01,2.49,2.04,6.45
2024-06-22 23:00:00,1.17,2.0,1.01,0.99,1.01
2024-06-23 00:00:00,1.69,2.0,1.0,0.19,0.37
2024-06-23 01:00:00,1.16,1.81,0.99,0.19,0.77
2024-06-23 02:00:00,1.15,1.47,0.99,0.4,0.77
2024-06-23 03:00:00,1.0,1.25,0.97,0.4,0.77
2024-06-23 04:00:00,1.0,1.25,0.97,0.4,0.37
2024-06-23 05:00:00,1.22,1.49,0.98,0.4,0.37
2024-06-23 06:00:00,1.49,1.64,1.0,1.0,0.82
2024-06-23 07:00:00,1.07,1.49,1.0,1.0,1.0
2024-06-23 08:00:00,1.21,1.52,1.03,1.03,1.08
2024-06-23 09:00:00,1.54,1.49,0.99,1.0,0.99
2024-06-23 10:00:00,1.89,1.49,0.99,1.04,1.0
2024-06-23 11:00:00,2.38,1.54,0.99,1.6,1.0
2024-06-23 12:00:00,2.38,1.49,1.22,3.05,3.05
2024-06-23 13:00:00,2.23,1.98,1.65,9.05,7.5
2024-06-23 14:00:00,2.97,1.98,1.5,5.5,5.5
2024-06-23 15:00:00,4.2,5.15,1.5,9.5,9.5
2024-06-23 16:00:00,5.69,8.81,1.5,12.65,16.65
2024-06-23 17:00:00,7.17,9.93,1.65,19.38,23.38
2024-06-23 18:00:00,15.91,17.07,3.95,25.4,25.4
2024-06-23 19:00:00,30.35,2.97,30.35,75.78,75.78
2024-06-23 20:00:00,43.99,10.01,44.99,60.65,108.29
2024-06-23 21:00:00,17.12,15.32,17.22,27.55,31.55
2024-06-23 22:00:00,2.98,4.3,2.78,8.2,10.0
2024-06-23 23:00:00,1.65,2.01,1.49,1.49,3.0
2024-06-24 00:00:00,1.69,2.0,1.0,0.25,0.77
2024-06-24 01:00:00,1.16,1.94,0.99,0.25,0.82
2024-06-24 02:00:00,1.15,1.47,0.99,0.8,0.82
2024-06-24 03:00:00,1.07,1.18,0.95,0.8,0.82
2024-06-24 04:00:00,1.1,1.25,0.97,0.65,0.82
2024-06-24 05:00:00,1.32,1.25,0.98,0.8,0.82
2024-06-24 06:00:00,1.75,1.76,1.01,1.01,0.85
2024-06-24 07:00:00,1.01,1.49,1.01,1.01,1.01
2024-06-24 08:00:00,1.49,1.62,1.16,1.15,1.39
2024-06-24 09:00:00,1.79,1.49,1.0,1.03,1.0
2024-06-24 10:00:00,1.97,1.49,1.0,1.2,1.0
2024-06-24 11:00:00,2.04,1.54,1.38,2.04,1.95
2024-06-24 12:00:00,2.69,1.64,1.4,3.4,3.4
2024-06-24 13:00:00,2.97,2.22,1.65,9.05,7.5
2024-06-24 14:00:00,4.98,4.98,1.5,2.0,5.5
2024-06-24 15:00:00,7.47,7.49,1.65,6.7,10.7
2024-06-24 16:00:00,8.29,8.31,1.65,17.0,24.98
2024-06-24 17:00:00,10.47,11.63,1.65,13.8,23.98
2024-06-24 18:00:00,15.04,16.2,4.99,16.48,20.48
2024-06-24 19:00:00,60.52,25.47,45.52,38.23,102.79
2024-06-24 20:00:00,49.67,32.2,50.0,31.38,101.24
2024-06-24 21:00:00,9.8,10.13,10.3,10.7,23.61
2024-06-24 22:00:00,3.34,3.74,3.14,2.0,10.0
2024-06-24 23:00:00,1.69,2.09,1.49,1.02,3.19
2024-06-25 00:00:00,1.69,2.52,1.0,0.25,0.37
2024-06-25 01:00:00,0.99,1.49,0.99,0.4,0.8
2024-06-25 02:00:00,0.82,1.25,0.82,0.82,0.82
2024-06-25 03:00:00,0.83,0.79,0.82,0.82,0.82
2024-06-25 04:00:00,0.97,0.95,0.95,0.8,0.8
2024-06-25 05:00:00,1.18,1.25,0.95,0.84,0.8
2024-06-25 06:00:00,1.49,1.64,1.0,1.04,0.83
2024-06-25 07:00:00,1.0,1.49,1.0,1.03,1.0
2024-06-25 08:00:00,1.27,1.5,1.15,1.15,1.27
2024-06-25 09:00:00,1.49,1.56,1.0,1.04,1.0
2024-06-25 10:00:00,2.48,1.49,0.99,1.15,1.0
2024-06-25 11:00:00,2.38,1.49,0.99,1.35,1.0
2024-06-25 12:00:00,2.69,1.49,0.99,3.05,1.01
2024-06-25 13:00:00,1.99,1.49,1.5,5.75,3.5
2024-06-25 14:00:00,3.68,4.55,1.65,3.98,3.98
2024-06-25 15:00:00,4.98,6.85,1.98,5.0,5.0
2024-06-25 16:00:00,8.49,9.31,3.49,10.49,10.49
2024-06-25 17:00:00,7.47,9.63,1.98,8.23,8.98
2024-06-25 18:00:00,8.98,12.24,1.98,10.98,10.98
2024-06-25 19:00:00,34.71,20.0,22.71,20.0,55.71
2024-06-25 20:00:00,22.48,20.0,22.81,19.38,51.73
2024-06-25 21:00:00,4.89,7.21,4.99,6.26,13.21
2024-06-25 22:00:00,2.56,3.4,2.56,2.0,2.75
2024-06-25 23:00:00,1.05,2.33,1.02,0.99,1.02
2024-06-26 00:00:00,1.68,1.94,1.0,0.25,0.37
2024-06-26 01:00:00,1.0,1.49,0.98,0.25,0.8
2024-06-26 02:00:00,0.97,0.86,0.94,0.84,0.82
2024-06-26 03:00:00,0.86,0.49,0.82,0.82,0.82
2024-06-26 04:00:00,0.93,0.59,0.9,0.84,0.8
2024-06-26 05:00:00,1.14,0.97,0.94,0.84,0.8
2024-06-26 06:00:00,1.49,1.49,1.0,1.03,0.85
2024-06-26 07:00:00,1.03,1.64,1.0,1.03,1.0
2024-06-26 08:00:00,1.2,1.49,1.0,1.14,1.14
2024-06-26 09:00:00,1.49,1.41,1.0,1.07,1.0
2024-06-26 10:00:00,2.56,1.53,0.99,1.2,1.0
2024-06-26 11:00:00,6.83,4.63,1.02,3.6,3.08
2024-06-26 12:00:00,8.48,4.14,1.5,6.6,6.26
2024-06-26 13:00:00,7.75,3.36,1.5,15.63,10.0
2024-06-26 14:00:00,10.11,4.13,2.29,12.65,12.36
2024-06-26 15:00:00,12.62,8.97,6.28,18.62,14.87
2024-06-26 16:00:00,19.32,11.01,12.18,19.85,23.85
2024-06-26 17:00:00,13.52,7.24,7.33,18.46,22.46
2024-06-26 18:00:00,14.86,13.4,4.86,18.0,20.35
2024-06-26 19:00:00,74.94,20.0,74.99,42.94,111.21
2024-06-26 20:00:00,62.23,11.13,62.71,50.17,117.71
2024-06-26 21:00:00,15.08,11.89,15.18,27.27,37.24
2024-06-26 22:00:00,4.98,4.98,4.98,6.15,12.76
2024-06-26 23:00:00,3.03,3.36,3.03,1.5,5.79
2024-06-27 00:00:00,2.55,2.57,1.0,0.45,0.37
2024-06-27 01:00:00,1.19,1.9,0.99,0.4,0.83
2024-06-27 02:00:00,1.19,1.06,0.99,0.88,0.85
2024-06-27 03:00:00,1.15,0.93,0.99,0.9,0.85
2024-06-27 04:00:00,1.15,0.76,0.95,0.92,0.83
2024-06-27 05:00:00,1.54,1.49,1.0,0.92,0.82
2024-06-27 06:00:00,1.89,1.9,0.99,1.06,0.96
2024-06-27 07:00:00,1.4,1.98,1.07,1.07,1.07
2024-06-27 08:00:00,1.6,1.49,1.48,1.48,1.54
2024-06-27 09:00:00,1.8,1.56,1.0,1.3,1.0
2024-06-27 10:00:00,5.08,1.59,1.49,2.01,1.5
2024-06-27 11:00:00,5.09,1.98,1.98,4.98,4.98
2024-06-27 12:00:00,6.83,2.0,3.88,8.83,8.83
2024-06-27 13:00:00,13.1,6.9,10.6,15.1,15.1
2024-06-27 14:00:00,7.99,3.15,3.0,3.0,21.05
2024-06-27 15:00:00,15.15,6.11,12.61,5.0,18.28
2024-06-27 16:00:00,16.45,7.21,10.38,5.0,25.02
2024-06-27 17:00:00,9.32,7.01,1.98,2.25,20.98
2024-06-27 18:00:00,6.12,7.21,3.62,2.25,8.18
2024-06-27 19:00:00,16.71,8.23,15.0,15.0,31.72
2024-06-27 20:00:00,11.46,8.01,11.94,14.0,30.02
2024-06-27 21:00:00,8.65,7.33,8.75,2.25,14.76
2024-06-27 22:00:00,2.49,2.66,2.49,2.0,3.99
2024-06-27 23:00:00,1.17,1.8,1.01,1.0,1.01
2024-06-28 00:00:00,1.69,2.0,1.0,0.2,0.37
2024-06-28 01:00:00,1.16,1.69,0.96,0.25,0.82
2024-06-28 02:00:00,1.0,1.47,0.95,0.75,0.83
2024-06-28 03:00:00,1.0,1.25,0.94,0.75,0.83
2024-06-28 04:00:00,1.0,1.25,0.88,0.75,0.82
2024-06-28 05:00:00,1.18,0.79,0.94,0.75,0.82
2024-06-28 06:00:00,1.49,1.49,1.0,1.01,0.83
2024-06-28 07:00:00,1.02,1.49,1.01,1.01,1.01
2024-06-28 08:00:00,1.49,1.64,1.16,1.07,1.28
2024-06-28 09:00:00,1.91,1.56,1.0,1.04,1.0
2024-06-28 10:00:00,1.95,1.02,0.99,1.07,1.0
2024-06-28 11:00:00,1.52,1.02,0.99,1.07,1.0
2024-06-28 12:00:00,2.0,1.49,0.99,1.6,1.6
2024-06-28 13:00:00,3.35,1.98,1.49,3.04,3.35
2024-06-28 14:00:00,2.0,1.49,1.5,1.85,3.56
2024-06-28 15:00:00,3.41,3.8,1.65,2.9,3.71
2024-06-28 16:00:00,4.45,4.47,1.98,3.0,6.08
2024-06-28 17:00:00,4.85,3.88,1.98,2.15,5.63
2024-06-28 18:00:00,4.2,5.78,3.0,3.0,5.76
2024-06-28 19:00:00,8.86,5.49,5.86,8.49,17.25
2024-06-28 20:00:00,2.49,9.94,2.82,6.75,12.65
2024-06-28 21:00:00,1.4,4.52,1.5,3.0,8.46
2024-06-28 22:00:00,1.69,2.49,1.0,1.0,1.0
2024-06-28 23:00:00,1.01,1.98,0.99,0.97,0.99
2024-06-29 00:00:00,1.69,2.0,1.0,0.2,0.37
2024-06-29 01:00:00,1.03,1.94,0.95,0.2,0.77
2024-06-29 02:00:00,1.15,1.49,0.95,0.74,0.82
2024-06-29 03:00:00,1.0,1.48,0.88,0.74,0.82
2024-06-29 04:00:00,1.0,1.25,0.88,0.74,0.4
2024-06-29 05:00:00,1.15,1.25,0.94,0.8,0.37
2024-06-29 06:00:00,1.32,1.25,0.99,1.0,0.83
2024-06-29 07:00:00,1.01,1.49,1.0,1.0,1.0
2024-06-29 08:00:00,1.39,1.55,1.06,1.06,1.06
2024-06-29 09:00:00,1.95,1.49,0.99,1.03,0.99
2024-06-29 10:00:00,1.89,1.23,0.99,1.06,1.0
2024-06-29 11:00:00,2.34,1.46,0.99,1.04,1.0
2024-06-29 12:00:00,2.56,1.49,0.99,2.0,1.01
2024-06-29 13:00:00,2.56,2.0,1.49,2.15,1.97
2024-06-29 14:00:00,2.0,1.49,1.5,2.0,2.4
2024-06-29 15:00:00,2.04,3.22,1.5,2.04,2.04
2024-06-29 16:00:00,2.26,3.26,1.93,2.15,3.99
2024-06-29 17:00:00,2.31,3.47,1.98,2.14,4.04
2024-06-29 18:00:00,3.98,5.82,2.14,2.14,4.14
2024-06-29 19:00:00,10.35,7.01,7.35,5.0,16.35
2024-06-29 20:00:00,3.94,4.62,5.6,5.6,19.8
2024-06-29 21:00:00,1.4,6.7,1.5,4.77,8.58
2024-06-29 22:00:00,1.55,2.71,1.35,2.04,2.99
2024-06-29 23:00:00,1.17,1.98,1.0,1.0,1.0
2024-06-30 00:00:00,1.69,2.09,0.99,0.4,0.77
2024-06-30 01:00:00,1.15,1.94,0.95,0.2,0.82
2024-06-30 02:00:00,0.95,1.25,0.88,0.8,0.83
2024-06-30 03:00:00,0.89,0.68,0.82,0.8,0.82
2024-06-30 04:00:00,0.85,0.92,0.81,0.8,0.81
2024-06-30 05:00:00,1.18,1.49,0.88,0.8,0.82
2024-06-30 06:00:00,1.49,1.31,0.99,1.01,0.83
2024-06-30 07:00:00,1.33,1.49,1.0,1.03,1.0
2024-06-30 08:00:00,1.49,1.49,1.07,1.07,1.07
2024-06-30 09:00:00,1.95,1.49,1.0,1.04,1.0
2024-06-30 10:00:00,2.69,1.23,0.99,1.07,1.0
2024-06-30 11:00:00,2.56,1.49,0.99,1.07,1.0
2024-06-30 12:00:00,2.56,1.49,0.99,2.0,1.5
2024-06-30 13:00:00,2.85,2.56,1.02,2.85,2.85
2024-06-30 14:00:00,2.04,2.5,1.02,2.04,2.19
2024-06-30 15:00:00,3.05,3.05,1.5,2.15,3.5
2024-06-30 16:00:00,3.48,3.48,1.98,2.15,5.48
2024-06-30 17:00:00,3.98,3.18,1.98,1.98,5.98
2024-06-30 18:00:00,5.12,6.28,3.62,2.15,6.0
2024-06-30 19:00:00,15.85,8.23,12.85,6.75,25.0
2024-06-30 20:00:00,10.6,7.01,11.08,8.6,32.08
2024-06-30 21:00:00,1.4,4.98,1.5,5.55,12.0
2024-06-30 22:00:00,2.18,2.67,1.98,1.48,4.32
2024-06-30 23:00:00,1.17,1.98,1.0,0.96,1.0
2024-07-01 00:00:00,1.16,2.0,0.99,0.4,0.99
2024-07-01 01:00:00,1.16,1.94,0.96,0.4,0.96
2024-07-01 02:00:00,0.94,1.47,0.94,0.4,0.94
2024-07-01 03:00:00,0.96,1.25,0.94,0.4,0.82
2024-07-01 04:00:00,1.0,1.25,0.84,0.4,0.82
2024-07-01 05:00:00,1.15,1.25,0.9,0.4,0.83
2024-07-01 06:00:00,1.47,1.48,0.99,1.06,0.95
2024-07-01 07:00:00,1.16,1.64,1.0,1.06,1.0
2024-07-01 08:00:00,1.33,1.64,1.0,1.06,1.0
2024-07-01 09:00:00,1.89,1.55,1.0,1.15,1.0
2024-07-01 10:00:00,2.43,0.96,0.99,0.99,1.0
2024-07-01 11:00:00,2.69,1.23,0.99,1.0,1.0
2024-07-01 12:00:00,2.56,1.48,0.99,1.35,1.56
2024-07-01 13:00:00,2.56,1.49,1.48,1.48,3.48
2024-07-01 14:00:00,3.05,1.49,1.5,1.06,3.56
2024-07-01 15:00:00,3.05,2.94,1.65,1.06,5.05
2024-07-01 16:00:00,3.46,3.48,1.5,1.07,5.46
2024-07-01 17:00:00,3.0,2.98,1.5,1.07,5.0
2024-07-01 18:00:00,4.82,7.01,3.62,1.1,6.58
2024-07-01 19:00:00,9.85,5.49,6.85,1.36,18.58
2024-07-01 20:00:00,4.49,8.37,5.61,1.35,25.0
2024-07-01 21:00:00,1.4,7.01,1.5,1.07,12.02
2024-07-01 22:00:00,1.49,2.0,1.29,1.36,4.59
2024-07-01 23:00:00,0.0,2.37,1.0,0.95,1.0
2024-07-02 00:00:00,1.15,2.0,0.95,0.32,0.85
2024-07-02 01:00:00,0.98,1.94,0.95,0.32,0.85
2024-07-02 02:00:00,1.0,1.49,0.94,0.4,0.94
2024-07-02 03:00:00,1.0,1.25,0.9,0.4,0.83
2024-07-02 04:00:00,1.0,1.25,0.9,0.4,0.82
2024-07-02 05:00:00,1.1,1.25,0.9,0.4,0.83
2024-07-02 06:00:00,1.32,1.48,0.99,1.06,0.83
2024-07-02 07:00:00,1.0,1.64,1.0,1.07,1.0
2024-07-02 08:00:00,1.32,1.64,0.99,1.07,0.99
2024-07-02 09:00:00,1.89,1.56,1.0,1.2,1.0
2024-07-02 10:00:00,1.95,0.82,0.99,0.99,0.99
2024-07-02 11:00:00,2.24,1.0,0.99,0.99,1.0
2024-07-02 12:00:00,2.56,0.98,1.03,1.03,1.5
2024-07-02 13:00:00,2.0,1.49,1.49,1.15,1.98
2024-07-02 14:00:00,1.96,1.49,1.5,1.36,3.5
2024-07-02 15:00:00,2.31,2.94,1.98,1.36,4.56
2024-07-02 16:00:00,2.31,3.48,1.98,1.35,4.56
2024-07-02 17:00:00,2.15,3.31,1.98,1.07,5.0
2024-07-02 18:00:00,4.2,5.99,3.5,1.03,6.26
2024-07-02 19:00:00,9.7,6.98,8.89,1.03,19.33
2024-07-02 20:00:00,17.99,10.11,19.99,1.04,27.7
2024-07-02 21:00:00,1.4,5.7,1.5,1.06,12.0
2024-07-02 22:00:00,1.72,4.73,1.32,1.01,5.32
2024-07-02 23:00:00,0.0,1.98,1.0,0.94,1.5
2024-07-03 00:00:00,1.1,2.0,0.9,0.25,0.85
2024-07-03 01:00:00,1.1,1.49,0.9,0.25,0.83
2024-07-03 02:00:00,0.85,1.34,0.85,0.4,0.85
2024-07-03 03:00:00,0.86,1.0,0.82,0.4,0.82
2024-07-03 04:00:00,0.87,0.97,0.84,0.4,0.8
2024-07-03 05:00:00,1.18,1.25,0.9,0.39,0.82
2024-07-03 06:00:00,1.47,1.48,0.99,1.03,0.85
2024-07-03 07:00:00,0.99,1.49,0.99,1.03,0.99
2024-07-03 08:00:00,1.32,1.5,0.99,1.06,0.99
2024-07-03 09:00:00,1.65,1.49,0.99,1.15,0.99
2024-07-03 10:00:00,1.89,0.82,0.99,0.98,0.99
2024-07-03 11:00:00,2.0,1.02,0.99,0.98,1.0
2024-07-03 12:00:00,2.56,1.15,1.04,1.03,1.9
2024-07-03 13:00:00,2.57,1.49,1.5,1.48,3.5
2024-07-03 14:00:00,2.44,1.98,1.98,1.07,3.98
2024-07-03 15:00:00,2.31,3.66,1.98,1.07,4.04
2024-07-03 16:00:00,2.33,5.0,2.0,1.03,4.52
2024-07-03 17:00:00,2.45,7.11,1.98,1.04,5.0
2024-07-03 18:00:00,2.94,6.09,2.75,1.06,5.0
2024-07-03 19:00:00,7.0,5.45,7.0,1.03,14.0
2024-07-03 20:00:00,5.0,5.44,7.0,1.03,21.51
2024-07-03 21:00:00,1.43,7.54,1.53,1.06,10.88
2024-07-03 22:00:00,1.49,2.65,1.29,1.07,1.99
2024-07-03 23:00:00,0.0,2.0,1.0,1.0,1.5
2024-07-04 00:00:00,1.1,2.0,0.9,0.36,0.9
2024-07-04 01:00:00,1.14,1.94,0.94,0.38,0.94
2024-07-04 02:00:00,1.14,1.84,0.94,0.65,0.94
2024-07-04 03:00:00,1.11,1.48,0.9,0.65,0.83
2024-07-04 04:00:00,1.08,1.48,0.88,0.65,0.82
2024-07-04 05:00:00,1.32,1.56,0.84,0.65,0.82
2024-07-04 06:00:00,1.5,1.64,0.98,1.15,0.85
2024-07-04 07:00:00,1.0,1.49,0.99,1.15,0.99
2024-07-04 08:00:00,1.16,1.97,0.99,1.35,0.99
2024-07-04 09:00:00,1.65,1.56,1.0,1.36,1.0
2024-07-04 10:00:00,1.89,1.0,0.99,1.0,1.0
2024-07-04 11:00:00,2.65,1.23,0.99,1.0,1.0
2024-07-04 12:00:00,2.78,1.49,1.06,1.07,1.07
2024-07-04 13:00:00,2.56,1.98,1.49,1.98,1.98
2024-07-04 14:00:00,2.0,3.04,1.5,1.03,1.98
