Time,Spin10,NSpin10,Res30,RegC
2024-06-25 06:00:00,3.025,3.025,2.48,9.72
2024-06-25 07:00:00,3.355,3.355,3.0,9.0
2024-06-25 08:00:00,3.355,3.355,3.0,5.75
2024-06-25 09:00:00,3.355,3.355,3.0,5.75
2024-06-25 10:00:00,3.355,3.355,3.0,5.5
2024-06-25 11:00:00,3.355,3.355,3.0,5.0
2024-06-25 12:00:00,3.355,3.355,3.0,5.5
2024-06-25 13:00:00,3.355,3.355,3.0,5.5
2024-06-25 14:00:00,3.482,3.482,3.28,5.5
2024-06-25 15:00:00,3.882,3.882,3.68,5.42
2024-06-25 16:00:00,4.215,4.215,3.98,7.89
2024-06-25 17:00:00,4.951,4.951,4.13,10.0
2024-06-25 18:00:00,4.659,4.659,4.13,7.22
2024-06-25 19:00:00,4.215,4.215,3.98,7.0
2024-06-25 20:00:00,4.335,4.335,3.98,5.8
2024-06-25 21:00:00,3.355,3.355,3.0,5.69
2024-06-25 22:00:00,3.355,3.355,3.0,7.0
2024-06-25 23:00:00,3.118,3.118,2.48,3.0
2024-06-26 00:00:00,3.091,3.091,2.48,3.0
2024-06-26 01:00:00,3.025,3.025,2.48,4.0
2024-06-26 02:00:00,2.495,2.495,1.95,4.0
2024-06-26 03:00:00,2.495,2.495,1.95,4.19
2024-06-26 04:00:00,2.495,2.495,1.95,5.66
2024-06-26 05:00:00,2.495,2.495,1.95,5.53
2024-06-26 06:00:00,3.025,3.025,2.48,5.0
2024-06-26 07:00:00,3.323,3.323,2.99,5.65
2024-06-26 08:00:00,3.327,3.327,3.0,5.75
2024-06-26 09:00:00,3.327,3.327,3.0,5.75
2024-06-26 10:00:00,3.327,3.327,3.0,5.5
2024-06-26 11:00:00,3.327,3.327,3.0,5.5
2024-06-26 12:00:00,4.095,4.095,3.14,7.56
2024-06-26 13:00:00,4.283,4.283,4.13,6.35
2024-06-26 14:00:00,4.283,4.283,4.13,6.44
2024-06-26 15:00:00,4.837,4.837,4.678,7.56
2024-06-26 16:00:00,4.837,4.837,4.678,5.78
2024-06-26 17:00:00,4.837,4.837,4.678,5.78
2024-06-26 18:00:00,4.837,4.837,4.678,5.7
2024-06-26 19:00:00,4.284,4.284,4.13,5.75
2024-06-26 20:00:00,3.67,3.67,3.67,5.75
2024-06-26 21:00:00,3.938,3.938,3.0,5.67
2024-06-26 22:00:00,3.327,3.327,3.0,5.5
2024-06-26 23:00:00,3.091,3.091,2.48,4.0
2024-06-27 00:00:00,3.082,3.082,2.482,4.07
2024-06-27 01:00:00,3.036,3.036,2.491,4.0
2024-06-27 02:00:00,3.036,3.036,2.491,4.0
2024-06-27 03:00:00,3.027,3.027,2.482,4.93
2024-06-27 04:00:00,3.027,3.027,2.482,8.75
2024-06-27 05:00:00,3.027,3.027,2.482,8.38
2024-06-27 06:00:00,3.089,3.089,2.489,8.53
2024-06-27 07:00:00,3.327,3.327,3.0,7.0
2024-06-27 08:00:00,3.327,3.327,3.0,5.75
2024-06-27 09:00:00,3.327,3.327,3.0,5.75
2024-06-27 10:00:00,3.327,3.327,3.0,5.0
2024-06-27 11:00:00,3.327,3.327,3.0,5.0
2024-06-27 12:00:00,3.6,3.6,3.6,5.5
2024-06-27 13:00:00,3.6,3.6,3.6,5.5
2024-06-27 14:00:00,3.6,3.6,3.6,5.5
2024-06-27 15:00:00,4.13,4.13,4.13,5.5
2024-06-27 16:00:00,4.13,4.13,4.13,7.28
2024-06-27 17:00:00,4.419,4.283,4.13,8.58
2024-06-27 18:00:00,4.13,4.13,4.13,5.5
2024-06-27 19:00:00,4.468,4.13,4.13,5.75
2024-06-27 20:00:00,3.6,3.6,3.6,5.75
2024-06-27 21:00:00,3.6,3.6,3.6,5.75
2024-06-27 22:00:00,3.6,3.6,3.6,5.5
2024-06-27 23:00:00,3.082,3.082,2.482,4.0
2024-06-28 00:00:00,3.029,3.029,2.5,5.85
2024-06-28 01:00:00,3.011,3.011,2.482,6.19
2024-06-28 02:00:00,3.011,3.011,2.482,7.86
2024-06-28 03:00:00,3.02,3.02,2.48,8.88
2024-06-28 04:00:00,3.02,3.02,2.48,11.06
2024-06-28 05:00:00,3.02,3.02,2.48,10.56
2024-06-28 06:00:00,3.029,3.029,2.5,11.74
2024-06-28 07:00:00,3.98,3.98,3.98,10.0
2024-06-28 08:00:00,3.467,3.467,3.32,7.05
2024-06-28 09:00:00,3.273,3.273,3.0,5.79
2024-06-28 10:00:00,3.256,3.256,3.0,5.89
2024-06-28 11:00:00,3.273,3.273,3.0,5.57
2024-06-28 12:00:00,3.387,3.387,3.24,5.5
2024-06-28 13:00:00,3.787,3.787,3.64,5.5
2024-06-28 14:00:00,3.837,3.837,3.69,5.5
2024-06-28 15:00:00,4.305,4.283,4.13,5.5
2024-06-28 16:00:00,5.085,4.255,4.13,7.19
2024-06-28 17:00:00,5.772,4.255,4.13,7.16
2024-06-28 18:00:00,5.188,4.255,4.13,5.5
2024-06-28 19:00:00,5.085,4.255,4.13,5.75
2024-06-28 20:00:00,4.605,4.277,4.13,5.75
2024-06-28 21:00:00,4.147,4.147,4.0,5.75
2024-06-28 22:00:00,4.147,4.147,4.0,5.6
2024-06-28 23:00:00,3.02,3.02,2.48,6.61
2024-06-29 00:00:00,2.818,2.818,2.48,5.88
2024-06-29 01:00:00,2.809,2.809,2.482,3.71
2024-06-29 02:00:00,2.818,2.818,2.48,6.91
2024-06-29 03:00:00,2.818,2.818,2.48,7.96
2024-06-29 04:00:00,2.818,2.818,2.48,12.15
2024-06-29 05:00:00,2.818,2.818,2.48,13.11
2024-06-29 06:00:00,2.816,2.816,2.489,14.35
2024-06-29 07:00:00,3.055,3.055,3.0,24.52
2024-06-29 08:00:00,3.295,3.295,3.05,10.0
2024-06-29 09:00:00,3.273,3.273,3.0,6.25
2024-06-29 10:00:00,3.442,3.442,3.0,5.5
2024-06-29 11:00:00,3.93,3.892,3.45,5.5
2024-06-29 12:00:00,4.465,4.362,3.92,5.5
2024-06-29 13:00:00,4.365,4.142,3.82,5.5
2024-06-29 14:00:00,4.545,4.224,4.0,5.5
2024-06-29 15:00:00,4.675,4.283,4.13,5.31
2024-06-29 16:00:00,5.085,4.283,4.13,5.5
2024-06-29 17:00:00,6.383,4.283,4.13,6.27
2024-06-29 18:00:00,6.121,4.283,4.13,5.96
2024-06-29 19:00:00,5.259,4.283,4.13,5.75
2024-06-29 20:00:00,5.085,4.283,4.13,6.11
2024-06-29 21:00:00,4.675,4.572,4.13,5.75
2024-06-29 22:00:00,4.605,4.572,4.13,5.5
2024-06-29 23:00:00,2.907,2.907,2.482,3.0
2024-06-30 00:00:00,3.284,3.284,2.482,4.5
2024-06-30 01:00:00,2.809,2.809,2.482,3.0
2024-06-30 02:00:00,2.809,2.809,2.482,3.0
2024-06-30 03:00:00,2.809,2.809,2.482,3.0
2024-06-30 04:00:00,2.809,2.809,2.482,6.74
2024-06-30 05:00:00,2.809,2.809,2.482,6.76
2024-06-30 06:00:00,2.816,2.816,2.489,6.27
2024-06-30 07:00:00,4.273,4.273,4.0,7.79
2024-06-30 08:00:00,4.545,4.545,4.13,5.75
2024-06-30 09:00:00,4.545,4.545,4.13,6.54
2024-06-30 10:00:00,4.675,4.545,4.13,5.13
2024-06-30 11:00:00,4.675,4.545,4.13,5.5
2024-06-30 12:00:00,4.675,4.545,4.13,5.5
2024-06-30 13:00:00,5.085,4.283,4.13,5.5
2024-06-30 14:00:00,6.132,4.283,4.13,6.68
2024-06-30 15:00:00,7.591,4.678,4.525,6.5
2024-06-30 16:00:00,8.475,6.272,5.895,5.5
2024-06-30 17:00:00,8.259,7.937,7.714,5.5
2024-06-30 18:00:00,6.525,6.192,5.979,5.5
2024-06-30 19:00:00,5.0,4.924,4.525,5.75
2024-06-30 20:00:00,6.762,4.678,4.416,5.75
2024-06-30 21:00:00,6.403,5.137,4.75,6.37
2024-06-30 22:00:00,4.605,4.539,4.13,5.5
2024-06-30 23:00:00,3.607,3.607,2.8,5.24
2024-07-01 00:00:00,3.204,3.204,2.5,5.72
2024-07-01 01:00:00,2.827,2.827,2.5,3.02
2024-07-01 02:00:00,2.659,2.659,2.512,3.02
2024-07-01 03:00:00,2.659,2.659,2.512,3.97
2024-07-01 04:00:00,2.659,2.659,2.512,8.57
2024-07-01 05:00:00,2.659,2.659,2.512,7.51
2024-07-01 06:00:00,2.849,2.849,2.5,10.14
2024-07-01 07:00:00,4.13,4.13,4.13,6.35
2024-07-01 08:00:00,4.605,4.605,4.13,5.75
2024-07-01 09:00:00,4.675,4.675,4.13,5.75
2024-07-01 10:00:00,4.643,4.545,4.13,5.13
2024-07-01 11:00:00,4.643,4.545,4.13,5.13
2024-07-01 12:00:00,4.643,4.545,4.13,5.13
2024-07-01 13:00:00,4.468,4.283,4.13,5.13
2024-07-01 14:00:00,4.468,4.283,4.13,5.5
2024-07-01 15:00:00,4.648,4.283,4.13,5.5
2024-07-01 16:00:00,6.105,4.283,4.13,6.25
2024-07-01 17:00:00,8.406,4.283,4.13,7.42
2024-07-01 18:00:00,7.981,4.283,4.13,8.42
2024-07-01 19:00:00,7.49,4.283,4.13,5.75
2024-07-01 20:00:00,5.865,4.283,4.13,5.75
2024-07-01 21:00:00,4.654,4.545,4.13,5.75
2024-07-01 22:00:00,4.605,4.545,4.13,5.8
2024-07-01 23:00:00,3.307,3.307,2.5,5.08
2024-07-02 00:00:00,2.809,2.809,2.482,5.5
2024-07-02 01:00:00,2.809,2.809,2.482,3.0
2024-07-02 02:00:00,2.764,2.764,2.491,3.02
2024-07-02 03:00:00,2.659,2.659,2.512,3.45
2024-07-02 04:00:00,2.659,2.659,2.512,8.73
2024-07-02 05:00:00,2.659,2.659,2.512,8.24
2024-07-02 06:00:00,2.985,2.985,2.712,10.0
2024-07-02 07:00:00,4.648,4.648,4.13,20.68
2024-07-02 08:00:00,4.675,4.545,4.13,7.13
2024-07-02 09:00:00,4.675,4.545,4.13,5.75
2024-07-02 10:00:00,4.545,4.545,4.13,5.5
2024-07-02 11:00:00,4.545,4.545,4.13,5.5
2024-07-02 12:00:00,4.545,4.545,4.13,5.5
2024-07-02 13:00:00,4.675,4.283,4.13,5.5
2024-07-02 14:00:00,5.085,4.283,4.13,5.5
2024-07-02 15:00:00,5.75,4.283,4.13,7.1
2024-07-02 16:00:00,6.143,4.283,4.13,10.25
2024-07-02 17:00:00,6.08,4.733,4.378,10.0
2024-07-02 18:00:00,6.418,4.678,4.313,10.0
2024-07-02 19:00:00,5.616,4.88,4.525,12.65
2024-07-02 20:00:00,7.771,4.913,4.525,12.08
2024-07-02 21:00:00,5.665,5.415,5.0,6.62
2024-07-02 22:00:00,4.605,4.545,4.13,5.5
2024-07-02 23:00:00,3.289,3.289,2.482,4.0
2024-07-03 00:00:00,2.773,2.773,2.5,4.92
2024-07-03 01:00:00,2.5,2.5,2.5,3.02
2024-07-03 02:00:00,2.482,2.482,2.482,4.0
2024-07-03 03:00:00,2.48,2.48,2.48,5.21
2024-07-03 04:00:00,2.48,2.48,2.48,5.73
2024-07-03 05:00:00,2.5,2.5,2.5,5.07
2024-07-03 06:00:00,2.762,2.762,2.489,5.35
2024-07-03 07:00:00,4.273,4.273,4.0,7.0
2024-07-03 08:00:00,4.595,4.595,4.11,5.75
2024-07-03 09:00:00,4.403,4.403,4.13,5.13
2024-07-03 10:00:00,4.403,4.354,4.13,5.13
2024-07-03 11:00:00,4.403,4.354,4.13,5.13
2024-07-03 12:00:00,4.403,4.354,4.13,5.5
2024-07-03 13:00:00,4.735,4.354,4.13,5.5
2024-07-03 14:00:00,5.363,4.354,4.13,5.5
2024-07-03 15:00:00,5.952,4.354,4.13,7.47
2024-07-03 16:00:00,6.948,4.565,4.412,11.15
2024-07-03 17:00:00,6.156,4.705,4.525,11.37
2024-07-03 18:00:00,6.583,5.437,5.257,8.77
2024-07-03 19:00:00,6.522,4.705,4.525,9.79
2024-07-03 20:00:00,5.976,4.678,4.525,8.79
2024-07-03 21:00:00,5.404,5.224,5.0,6.62
2024-07-03 22:00:00,4.403,4.403,4.13,5.5
2024-07-03 23:00:00,2.876,2.876,2.5,5.02
2024-07-04 00:00:00,2.565,2.565,2.5,3.02
2024-07-04 01:00:00,2.565,2.565,2.5,3.02
2024-07-04 02:00:00,2.547,2.547,2.482,4.0
2024-07-04 03:00:00,2.547,2.547,2.482,4.0
2024-07-04 04:00:00,2.547,2.547,2.482,5.07
2024-07-04 05:00:00,2.547,2.547,2.482,4.29
2024-07-04 06:00:00,2.555,2.555,2.489,5.79
2024-07-04 07:00:00,4.0,4.0,4.0,9.0
2024-07-04 08:00:00,4.545,4.545,4.0,5.75
2024-07-04 09:00:00,4.392,4.392,4.13,5.39
2024-07-04 10:00:00,4.348,4.348,4.13,5.13
2024-07-04 11:00:00,4.348,4.348,4.13,5.13
2024-07-04 12:00:00,4.49,4.348,4.13,5.5
2024-07-04 13:00:00,5.488,4.348,4.13,5.5
2024-07-04 14:00:00,5.668,4.326,4.13,6.95
2024-07-04 15:00:00,5.401,4.348,4.13,6.47
2024-07-04 16:00:00,4.847,4.847,4.602,8.6
2024-07-04 17:00:00,6.031,4.847,4.525,10.73
2024-07-04 18:00:00,6.227,4.847,4.525,10.96
2024-07-04 19:00:00,5.0,4.847,4.525,9.28
2024-07-04 20:00:00,8.66,6.767,6.02,10.52
2024-07-04 21:00:00,5.545,5.218,5.0,6.62
2024-07-04 22:00:00,5.267,5.224,5.0,6.37
2024-07-04 23:00:00,2.764,2.764,2.48,5.0
2024-07-05 00:00:00,2.5,2.5,2.5,4.25
2024-07-05 01:00:00,2.48,2.48,2.48,4.23
2024-07-05 02:00:00,2.48,2.48,2.48,3.0
2024-07-05 03:00:00,2.48,2.48,2.48,3.0
2024-07-05 04:00:00,2.48,2.48,2.48,3.0
2024-07-05 05:00:00,2.48,2.48,2.48,3.0
2024-07-05 06:00:00,2.489,2.489,2.489,4.58
2024-07-05 07:00:00,4.468,4.468,4.13,7.0
2024-07-05 08:00:00,4.485,4.485,4.13,5.75
2024-07-05 09:00:00,4.468,4.441,4.13,5.75
2024-07-05 10:00:00,4.321,4.321,4.13,5.5
2024-07-05 11:00:00,3.26,3.26,3.26,5.5
2024-07-05 12:00:00,3.17,3.17,2.99,5.5
2024-07-05 13:00:00,4.343,4.343,4.13,5.5
2024-07-05 14:00:00,5.022,5.022,4.76,7.73
2024-07-05 15:00:00,5.742,5.742,5.0,9.83
2024-07-05 16:00:00,6.982,6.829,6.595,9.18
2024-07-05 17:00:00,7.986,7.834,7.665,9.56
2024-07-05 18:00:00,6.649,6.175,5.956,9.39
2024-07-05 19:00:00,4.847,4.847,4.629,10.0
2024-07-05 20:00:00,3.558,3.558,3.34,8.03
2024-07-05 21:00:00,4.09,4.09,3.85,5.75
2024-07-05 22:00:00,2.99,2.99,2.99,7.0
2024-07-05 23:00:00,2.491,2.491,2.48,5.0
2024-07-06 00:00:00,2.482,2.482,2.482,4.23
2024-07-06 01:00:00,2.48,2.48,2.48,3.0
2024-07-06 02:00:00,2.48,2.48,2.48,3.0
2024-07-06 03:00:00,2.48,2.48,2.48,3.0
2024-07-06 04:00:00,2.48,2.48,2.48,4.44
2024-07-06 05:00:00,2.48,2.48,2.48,4.44
2024-07-06 06:00:00,2.48,2.48,2.48,3.27
2024-07-06 07:00:00,2.5,2.5,2.5,5.75
2024-07-06 08:00:00,2.99,2.99,2.99,5.75
2024-07-06 09:00:00,2.99,2.99,2.99,5.75
2024-07-06 10:00:00,2.5,2.5,2.5,5.5
2024-07-06 11:00:00,3.555,3.555,3.32,5.5
2024-07-06 12:00:00,4.375,4.375,4.13,5.5
2024-07-06 13:00:00,4.354,4.354,4.13,6.02
2024-07-06 14:00:00,4.403,4.403,4.13,7.21
2024-07-06 15:00:00,4.765,4.765,4.209,6.54
2024-07-06 16:00:00,5.084,5.073,4.209,11.77
2024-07-06 17:00:00,5.565,5.565,4.542,9.42
2024-07-06 18:00:00,5.36,5.207,4.525,5.94
2024-07-06 19:00:00,5.18,5.027,4.525,8.63
2024-07-06 20:00:00,5.195,5.195,4.89,6.51
2024-07-06 21:00:00,4.392,4.392,4.13,6.04
2024-07-06 22:00:00,3.0,3.0,3.0,7.0
2024-07-06 23:00:00,2.693,2.693,2.48,5.0
2024-07-07 00:00:00,2.491,2.491,2.48,4.25
2024-07-07 01:00:00,2.48,2.48,2.48,3.0
2024-07-07 02:00:00,2.48,2.48,2.48,3.0
2024-07-07 03:00:00,2.48,2.48,2.48,3.0
2024-07-07 04:00:00,2.48,2.48,2.48,4.63
2024-07-07 05:00:00,2.48,2.48,2.48,4.0
2024-07-07 06:00:00,2.48,2.48,2.48,5.0
2024-07-07 07:00:00,2.75,2.75,2.75,5.76
2024-07-07 08:00:00,3.169,3.169,3.0,5.75
2024-07-07 09:00:00,3.169,3.169,3.0,5.0
2024-07-07 10:00:00,3.164,3.164,3.0,5.0
2024-07-07 11:00:00,3.164,3.164,3.0,5.5
2024-07-07 12:00:00,3.071,3.071,3.0,5.5
2024-07-07 13:00:00,4.272,4.272,4.13,5.5
2024-07-07 14:00:00,4.675,4.272,4.13,6.43
2024-07-07 15:00:00,4.337,4.337,4.13,7.55
2024-07-07 16:00:00,5.324,5.324,4.825,9.09
2024-07-07 17:00:00,5.805,5.805,5.0,10.48
2024-07-07 18:00:00,7.127,7.127,6.6,8.65
2024-07-07 19:00:00,5.516,5.516,4.88,6.4
2024-07-07 20:00:00,5.355,5.355,5.0,9.12
2024-07-07 21:00:00,5.671,5.671,5.0,6.62
2024-07-07 22:00:00,3.495,3.495,3.14,7.0
2024-07-07 23:00:00,2.491,2.491,2.48,4.0
2024-07-08 00:00:00,2.482,2.482,2.482,4.23
2024-07-08 01:00:00,2.48,2.48,2.48,3.0
2024-07-08 02:00:00,2.48,2.48,2.48,3.0
2024-07-08 03:00:00,2.37,2.37,2.37,3.0
2024-07-08 04:00:00,2.352,2.352,2.352,3.0
2024-07-08 05:00:00,2.37,2.37,2.37,3.77
2024-07-08 06:00:00,2.48,2.48,2.48,4.69
2024-07-08 07:00:00,2.5,2.5,2.5,7.0
2024-07-08 08:00:00,2.5,2.5,2.5,5.75
2024-07-08 09:00:00,2.5,2.5,2.5,5.75
2024-07-08 10:00:00,3.0,3.0,3.0,5.5
2024-07-08 11:00:00,2.99,2.99,2.99,5.5
2024-07-08 12:00:00,3.218,3.218,3.0,5.5
2024-07-08 13:00:00,3.35,3.35,3.0,5.5
2024-07-08 14:00:00,3.85,3.85,3.5,5.68
2024-07-08 15:00:00,4.55,4.55,4.209,5.68
2024-07-08 16:00:00,11.266,11.266,10.912,11.98
2024-07-08 17:00:00,26.381,26.381,25.845,25.62
2024-07-08 18:00:00,21.905,21.905,21.383,22.4
2024-07-08 19:00:00,7.665,7.665,7.12,10.3
2024-07-08 20:00:00,4.309,4.309,3.955,5.96
2024-07-08 21:00:00,3.35,3.35,3.0,9.83
2024-07-08 22:00:00,4.391,4.391,3.96,7.0
2024-07-08 23:00:00,2.48,2.48,2.48,4.0
2024-07-09 00:00:00,2.202,2.202,2.0,3.0
2024-07-09 01:00:00,2.202,2.202,2.0,3.0
2024-07-09 02:00:00,2.202,2.202,2.0,3.0
2024-07-09 03:00:00,2.202,2.202,2.0,3.0
2024-07-09 04:00:00,2.202,2.202,2.0,3.0
2024-07-09 05:00:00,2.202,2.202,2.0,3.0
2024-07-09 06:00:00,2.202,2.202,2.0,5.0
2024-07-09 07:00:00,2.202,2.202,2.0,7.0
2024-07-09 08:00:00,2.202,2.202,2.0,5.75
2024-07-09 09:00:00,2.193,2.193,2.002,5.75
2024-07-09 10:00:00,2.432,2.432,2.09,5.5
2024-07-09 11:00:00,3.332,3.332,2.99,6.0
2024-07-09 12:00:00,3.35,3.35,3.0,6.0
2024-07-09 13:00:00,4.2,4.2,3.85,6.0
2024-07-09 14:00:00,4.956,4.956,4.606,6.0
2024-07-09 15:00:00,6.044,6.044,5.666,5.88
2024-07-09 16:00:00,20.95,20.95,20.623,19.72
2024-07-09 17:00:00,37.732,37.732,37.373,36.42
2024-07-09 18:00:00,19.501,19.501,19.142,19.54
2024-07-09 19:00:00,6.362,6.362,6.021,8.29
2024-07-09 20:00:00,9.495,9.495,9.14,10.76
2024-07-09 21:00:00,9.537,9.537,8.98,12.99
2024-07-09 22:00:00,2.486,2.486,2.091,7.06
2024-07-09 23:00:00,3.095,3.095,2.081,5.86
2024-07-10 00:00:00,2.995,2.995,1.85,5.83
2024-07-10 01:00:00,2.185,2.185,2.0,3.0
2024-07-10 02:00:00,2.185,2.185,2.0,3.0
2024-07-10 03:00:00,2.185,2.185,2.0,3.0
2024-07-10 04:00:00,2.185,2.185,2.0,3.0
2024-07-10 05:00:00,2.185,2.185,2.0,3.0
2024-07-10 06:00:00,2.117,2.117,1.85,8.43
2024-07-10 07:00:00,2.117,2.117,1.85,9.76
2024-07-10 08:00:00,2.117,2.117,1.85,10.68
2024-07-10 09:00:00,2.117,2.117,1.85,11.85
2024-07-10 10:00:00,2.976,2.976,2.0,8.08
2024-07-10 11:00:00,2.25,2.25,2.09,6.0
2024-07-10 12:00:00,2.818,2.818,2.09,6.0
2024-07-10 13:00:00,3.521,3.521,2.274,6.0
2024-07-10 14:00:00,4.698,4.698,3.377,6.0
2024-07-10 15:00:00,8.044,8.044,6.403,6.0
2024-07-10 16:00:00,9.15,9.15,6.403,6.0
2024-07-10 17:00:00,11.637,11.637,6.403,14.28
2024-07-10 18:00:00,6.137,6.137,4.273,10.52
2024-07-10 19:00:00,4.002,4.002,2.892,9.0
2024-07-10 20:00:00,3.15,3.15,2.99,9.0
2024-07-10 21:00:00,3.801,3.801,2.99,9.45
2024-07-10 22:00:00,2.664,2.664,2.5,7.14
2024-07-10 23:00:00,3.595,3.595,2.21,6.75
2024-07-11 00:00:00,2.791,2.791,2.0,4.0
2024-07-11 01:00:00,2.791,2.791,2.0,3.0
2024-07-11 02:00:00,2.409,2.409,2.0,3.0
2024-07-11 03:00:00,2.409,2.409,2.0,3.0
2024-07-11 04:00:00,2.409,2.409,2.0,4.5
2024-07-11 05:00:00,2.409,2.409,2.0,4.5
2024-07-11 06:00:00,2.409,2.409,2.0,5.0
2024-07-11 07:00:00,2.791,2.791,2.0,7.41
2024-07-11 08:00:00,2.791,2.791,2.0,6.67
2024-07-11 09:00:00,2.791,2.791,2.0,5.75
2024-07-11 10:00:00,3.632,3.632,2.001,5.5
2024-07-11 11:00:00,2.815,2.815,2.09,5.5
2024-07-11 12:00:00,2.758,2.758,2.245,5.68
2024-07-11 13:00:00,2.651,2.651,2.273,5.68
2024-07-11 14:00:00,3.498,3.498,2.273,5.5
2024-07-11 15:00:00,7.362,7.362,6.403,5.5
2024-07-11 16:00:00,7.687,7.687,6.403,5.5
2024-07-11 17:00:00,17.948,17.948,15.583,14.68
2024-07-11 18:00:00,9.822,9.822,9.103,11.39
2024-07-11 19:00:00,3.079,3.079,2.597,5.75
2024-07-11 20:00:00,2.407,2.407,2.09,8.77
2024-07-11 21:00:00,2.798,2.798,2.5,9.0
2024-07-11 22:00:00,3.95,3.95,2.99,8.21
2024-07-11 23:00:00,3.5,3.5,2.0,6.75
2024-07-12 00:00:00,2.627,2.627,2.48,4.5
2024-07-12 01:00:00,2.409,2.409,2.0,3.0
2024-07-12 02:00:00,2.409,2.409,2.0,3.0
2024-07-12 03:00:00,2.409,2.409,2.0,3.0
2024-07-12 04:00:00,2.409,2.409,2.0,3.9
2024-07-12 05:00:00,2.409,2.409,2.0,4.5
2024-07-12 06:00:00,2.409,2.409,2.0,5.6
2024-07-12 07:00:00,2.468,2.468,2.02,8.66
2024-07-12 08:00:00,2.936,2.936,2.5,7.0
2024-07-12 09:00:00,2.936,2.936,2.5,8.03
2024-07-12 10:00:00,2.936,2.936,2.5,6.21
2024-07-12 11:00:00,3.159,3.159,2.99,6.0
2024-07-12 12:00:00,3.53,3.53,2.99,7.0
2024-07-12 13:00:00,3.95,3.95,2.99,9.44
2024-07-12 14:00:00,3.54,3.54,3.0,10.0
2024-07-12 15:00:00,4.182,4.182,3.5,14.64
2024-07-12 16:00:00,3.277,3.277,3.0,11.05
2024-07-12 17:00:00,4.305,4.305,4.13,10.0
2024-07-12 18:00:00,3.277,3.277,3.0,12.21
2024-07-12 19:00:00,3.3,3.3,3.0,10.0
2024-07-12 20:00:00,3.17,3.17,2.99,10.0
2024-07-12 21:00:00,3.47,3.47,2.99,12.69
2024-07-12 22:00:00,3.95,3.95,2.99,8.29
2024-07-12 23:00:00,2.927,2.927,2.48,5.3
2024-07-13 00:00:00,2.758,2.758,2.48,4.74
2024-07-13 01:00:00,2.758,2.758,2.48,4.74
2024-07-13 02:00:00,2.758,2.758,2.48,4.5
2024-07-13 03:00:00,2.758,2.758,2.48,4.25
2024-07-13 04:00:00,2.758,2.758,2.48,4.0
2024-07-13 05:00:00,2.758,2.758,2.48,5.2
2024-07-13 06:00:00,2.758,2.758,2.48,4.82
2024-07-13 07:00:00,2.99,2.99,2.99,5.75
2024-07-13 08:00:00,3.273,3.273,3.0,7.0
2024-07-13 09:00:00,3.169,3.169,3.0,5.75
2024-07-13 10:00:00,2.99,2.99,2.99,7.25
2024-07-13 11:00:00,2.835,2.835,2.65,6.0
2024-07-13 12:00:00,2.835,2.835,2.65,6.99
2024-07-13 13:00:00,2.767,2.767,2.5,6.0
2024-07-13 14:00:00,3.845,3.845,2.99,8.9
2024-07-13 15:00:00,3.664,3.664,2.99,13.44
2024-07-13 16:00:00,3.359,3.359,2.99,10.0
2024-07-13 17:00:00,2.45,2.45,2.09,10.0
2024-07-13 18:00:00,2.45,2.45,2.09,10.0
2024-07-13 19:00:00,2.45,2.45,2.09,14.17
2024-07-13 20:00:00,2.45,2.45,2.045,10.0
2024-07-13 21:00:00,3.868,3.868,3.0,8.82
2024-07-13 22:00:00,3.955,3.955,3.0,8.65
2024-07-13 23:00:00,2.758,2.758,2.48,5.0
2024-07-14 00:00:00,2.491,2.491,2.48,4.25
2024-07-14 01:00:00,2.273,2.273,2.0,4.25
2024-07-14 02:00:00,2.273,2.273,2.0,4.25
2024-07-14 03:00:00,2.273,2.273,2.0,3.0
2024-07-14 04:00:00,2.273,2.273,2.0,3.0
2024-07-14 05:00:00,2.273,2.273,2.0,3.0
2024-07-14 06:00:00,2.273,2.273,2.0,5.0
2024-07-14 07:00:00,2.273,2.273,2.0,5.75
2024-07-14 08:00:00,2.273,2.273,2.0,5.75
2024-07-14 09:00:00,2.273,2.273,2.0,5.75
2024-07-14 10:00:00,2.273,2.273,2.0,5.5
2024-07-14 11:00:00,2.282,2.282,2.02,5.5
2024-07-14 12:00:00,2.282,2.282,2.02,5.5
2024-07-14 13:00:00,2.282,2.282,2.02,5.5
2024-07-14 14:00:00,2.892,2.892,2.5,5.68
2024-07-14 15:00:00,3.377,3.377,3.0,7.0
2024-07-14 16:00:00,3.548,3.548,3.182,5.74
2024-07-14 17:00:00,3.268,3.268,2.768,7.0
2024-07-14 18:00:00,3.887,3.887,3.318,7.0
2024-07-14 19:00:00,2.991,2.991,2.496,5.75
2024-07-14 20:00:00,2.398,2.398,2.091,9.0
2024-07-14 21:00:00,3.355,3.355,2.99,7.0
2024-07-14 22:00:00,3.282,3.282,2.92,7.0
2024-07-14 23:00:00,2.273,2.273,2.0,4.0
2024-07-15 00:00:00,2.273,2.273,2.0,4.25
2024-07-15 01:00:00,2.273,2.273,2.0,3.0
2024-07-15 02:00:00,2.073,2.073,2.0,3.0
2024-07-15 03:00:00,2.045,2.045,2.0,4.84
2024-07-15 04:00:00,2.1,2.1,2.0,4.0
2024-07-15 05:00:00,2.273,2.273,2.0,4.43
2024-07-15 06:00:00,2.273,2.273,2.0,5.0
2024-07-15 07:00:00,2.273,2.273,2.0,7.25
