Time,RamU,RamD,Reg,Spin,STR,Sup
2024-06-05 04:00:00,0.0,0,3.52,0.32,0.0,0.2
2024-06-05 05:00:00,0.0,0,6.93,0.55,0.0,0.2
2024-06-05 06:00:00,0.0,0,7.93,1.51,0.0,0.2
2024-06-05 07:00:00,0.0,0,9.92,2.15,0.0,0.18
2024-06-05 08:00:00,0.0,0,10.8,2.82,0.084,0.18
2024-06-05 09:00:00,0.0,0,10.35,2.8,0.352,0.18
2024-06-05 10:00:00,0.0,0,10.8,2.79,0.352,0.18
2024-06-05 11:00:00,0.0,0,10.8,2.55,0.309,0.18
2024-06-05 12:00:00,0.0,0,12.93,2.8,0.272,0.2
2024-06-05 13:00:00,0.84,0,14.33,3.69,0.005,0.2
2024-06-05 14:00:00,3.46,0,18.13,6.27,0.0,0.2
2024-06-05 15:00:00,3.79,0,17.01,6.02,0.0,0.2
2024-06-05 16:00:00,5.0,0,17.21,7.81,0.0,0.2
2024-06-05 17:00:00,5.0,0,16.98,7.81,0.0,0.2
2024-06-05 18:00:00,5.0,0,17.88,7.8,0.0,0.2
2024-06-05 19:00:00,4.18,0,16.59,7.0,0.0,0.2
2024-06-05 20:00:00,1.59,0,14.83,4.46,0.0,0.2
2024-06-05 21:00:00,0.0,0,14.88,4.0,0.0,0.2
2024-06-05 22:00:00,0.0,0,9.91,2.76,0.0,0.2
2024-06-05 23:00:00,0.0,0,8.65,1.64,0.0,0.18
2024-06-06 00:00:00,0.0,0,7.44,0.76,0.0,0.18
2024-06-06 01:00:00,0.0,0,7.93,1.07,0.0,0.18
2024-06-06 02:00:00,0.0,0,7.19,0.84,0.0,0.18
2024-06-06 03:00:00,0.0,0,4.27,0.25,0.0,0.18
2024-06-06 04:00:00,0.0,0,4.54,0.32,0.0,0.18
2024-06-06 05:00:00,0.0,0,5.88,0.5,0.0,0.18
2024-06-06 06:00:00,0.0,0,7.96,1.91,0.0,0.18
2024-06-06 07:00:00,0.0,0,9.91,2.39,0.0,0.18
2024-06-06 08:00:00,0.0,0,8.82,2.5,0.0,0.2
2024-06-06 09:00:00,0.0,0,7.93,1.01,0.047,0.18
2024-06-06 10:00:00,0.0,0,7.93,1.61,0.084,0.18
2024-06-06 11:00:00,0.0,0,7.8,2.03,0.084,0.18
2024-06-06 12:00:00,0.0,0,9.91,2.83,0.084,0.18
2024-06-06 13:00:00,0.0,0,10.09,3.0,0.0,0.18
2024-06-06 14:00:00,2.24,0,11.24,5.0,0.0,0.2
2024-06-06 15:00:00,2.91,0,11.82,5.52,0.0,0.2
2024-06-06 16:00:00,5.0,0,12.5,7.5,0.0,0.2
2024-06-06 17:00:00,5.0,0,18.05,8.24,0.0,0.2
2024-06-06 18:00:00,4.09,0,19.09,6.32,0.0,0.2
2024-06-06 19:00:00,3.28,0,17.74,5.51,0.0,0.2
2024-06-06 20:00:00,4.5,0,15.35,6.73,0.0,0.2
2024-06-06 21:00:00,3.43,0,14.42,6.22,0.0,0.2
2024-06-06 22:00:00,0.0,0,9.99,2.83,0.084,0.18
2024-06-06 23:00:00,0.0,0,6.93,1.22,0.0,0.2
2024-06-07 00:00:00,0.0,0,9.27,0.86,0.0,0.18
2024-06-07 01:00:00,0.0,0,7.39,0.86,0.0,0.18
2024-06-07 02:00:00,0.0,0,6.83,0.5,0.0,0.18
2024-06-07 03:00:00,0.0,0,5.66,0.5,0.0,0.18
2024-06-07 04:00:00,0.0,0,5.14,0.32,0.0,0.18
2024-06-07 05:00:00,0.0,0,5.4,0.5,0.0,0.18
2024-06-07 06:00:00,0.0,0,7.39,1.37,0.0,0.18
2024-06-07 07:00:00,0.0,0,7.55,1.02,0.0,0.18
2024-06-07 08:00:00,0.0,0,7.73,1.94,0.0,0.18
2024-06-07 09:00:00,0.0,0,7.23,1.76,0.08,0.18
2024-06-07 10:00:00,0.0,0,8.29,2.79,0.084,0.18
2024-06-07 11:00:00,0.0,0,7.39,2.72,0.0,0.18
2024-06-07 12:00:00,0.0,0,7.93,2.83,0.0,0.18
2024-06-07 13:00:00,0.0,0,10.67,2.83,0.0,0.18
2024-06-07 14:00:00,0.34,0,10.8,3.17,0.0,0.2
2024-06-07 15:00:00,0.43,0,10.95,3.26,0.0,0.2
2024-06-07 16:00:00,0.56,0,10.8,3.39,0.0,0.2
2024-06-07 17:00:00,3.08,0,12.99,5.91,0.0,0.2
2024-06-07 18:00:00,3.7,0,12.7,6.53,0.0,0.2
2024-06-07 19:00:00,3.18,0,13.05,6.01,0.0,0.2
2024-06-07 20:00:00,2.44,0,13.04,5.35,0.0,0.2
2024-06-07 21:00:00,0.13,0,11.44,3.47,0.0,0.18
2024-06-07 22:00:00,0.0,0,8.33,2.83,0.084,0.2
2024-06-07 23:00:00,0.0,0,7.0,1.55,0.0,0.18
2024-06-08 00:00:00,0.0,0,7.48,1.55,0.0,0.18
2024-06-08 01:00:00,0.0,0,7.93,1.02,0.0,0.18
2024-06-08 02:00:00,0.0,0,6.86,0.55,0.0,0.18
2024-06-08 03:00:00,0.0,0,6.17,0.5,0.0,0.18
2024-06-08 04:00:00,0.0,0,5.89,0.32,0.0,0.18
2024-06-08 05:00:00,0.0,0,5.8,0.32,0.0,0.18
2024-06-08 06:00:00,0.0,0,4.85,0.32,0.0,0.18
2024-06-08 07:00:00,0.0,0,6.26,0.32,0.0,0.18
2024-06-08 08:00:00,0.0,0,5.38,0.32,0.0,0.18
2024-06-08 09:00:00,0.0,0,6.07,0.87,0.08,0.18
2024-06-08 10:00:00,0.0,0,9.32,1.5,0.047,0.18
2024-06-08 11:00:00,0.0,0,9.59,1.55,0.0,0.18
2024-06-08 12:00:00,0.0,0,8.99,2.5,0.0,0.18
2024-06-08 13:00:00,0.0,0,7.93,2.35,0.0,0.2
2024-06-08 14:00:00,0.0,0,11.17,2.5,0.0,0.2
2024-06-08 15:00:00,0.0,0,10.84,2.81,0.0,0.2
2024-06-08 16:00:00,0.0,0,9.0,2.84,0.0,0.2
2024-06-08 17:00:00,0.62,0,10.84,3.62,0.0,0.2
2024-06-08 18:00:00,3.29,0,13.16,7.29,0.0,0.2
2024-06-08 19:00:00,4.01,0,14.57,7.01,0.0,0.2
2024-06-08 20:00:00,2.31,0,12.96,5.14,0.0,0.2
2024-06-08 21:00:00,0.0,0,9.91,3.86,0.0,0.2
2024-06-08 22:00:00,0.0,0,9.91,2.84,0.084,0.2
2024-06-08 23:00:00,0.0,0,8.42,2.79,0.0,0.2
2024-06-09 00:00:00,0.0,0,7.93,2.43,0.0,0.18
2024-06-09 01:00:00,0.0,0,7.93,0.86,0.0,0.18
2024-06-09 02:00:00,0.0,0,7.05,0.7,0.0,0.18
2024-06-09 03:00:00,0.0,0,7.5,0.5,0.0,0.18
2024-06-09 04:00:00,0.0,0,4.4,0.5,0.0,0.18
2024-06-09 05:00:00,0.0,0,5.0,0.5,0.0,0.18
2024-06-09 06:00:00,0.0,0,4.9,0.32,0.0,0.18
2024-06-09 07:00:00,0.0,0,7.02,0.5,0.0,0.18
2024-06-09 08:00:00,0.0,0,6.75,0.5,0.0,0.18
2024-06-09 09:00:00,0.0,0,6.69,0.99,0.0,0.18
2024-06-09 10:00:00,0.0,0,6.93,1.23,0.0,0.18
2024-06-09 11:00:00,0.0,0,7.92,0.86,0.0,0.18
2024-06-09 12:00:00,0.0,0,9.43,1.0,0.0,0.18
2024-06-09 13:00:00,0.0,0,9.88,1.5,0.0,0.18
2024-06-09 14:00:00,0.0,0,10.84,0.98,0.0,0.18
2024-06-09 15:00:00,0.0,0,10.09,1.22,0.0,0.18
2024-06-09 16:00:00,0.0,0,9.47,1.15,0.431,0.18
2024-06-09 17:00:00,0.0,0,10.09,1.7,1.149,0.18
2024-06-09 18:00:00,0.07,0,9.88,3.07,0.877,0.18
2024-06-09 19:00:00,0.0,0,9.59,3.0,0.0,0.2
2024-06-09 20:00:00,0.0,0,8.43,2.84,0.0,0.2
2024-06-09 21:00:00,0.0,0,9.23,3.0,0.0,0.2
2024-06-09 22:00:00,0.0,0,8.24,2.74,0.0,0.2
2024-06-09 23:00:00,0.0,0,7.37,1.87,0.0,0.2
2024-06-10 00:00:00,0.0,0,9.91,1.76,0.0,0.18
2024-06-10 01:00:00,0.0,0,8.82,0.86,0.0,0.18
2024-06-10 02:00:00,0.0,0,7.36,0.55,0.0,0.18
2024-06-10 03:00:00,0.0,0,6.66,0.5,0.0,0.18
2024-06-10 04:00:00,0.0,0,7.0,0.32,0.0,0.18
2024-06-10 05:00:00,0.0,0,6.42,0.55,0.0,0.18
2024-06-10 06:00:00,0.0,0,10.3,2.5,0.0,0.18
2024-06-10 07:00:00,0.0,0,9.3,2.77,0.047,0.18
2024-06-10 08:00:00,0.0,0,8.28,2.78,0.047,0.18
2024-06-10 09:00:00,0.0,0,8.87,2.77,0.084,0.18
2024-06-10 10:00:00,0.0,0,9.33,2.79,0.084,0.18
2024-06-10 11:00:00,0.0,0,9.39,2.81,0.084,0.18
2024-06-10 12:00:00,0.0,0,11.02,2.84,0.084,0.18
2024-06-10 13:00:00,0.0,0,10.98,2.89,0.084,0.18
2024-06-10 14:00:00,0.18,0,10.98,3.0,0.0,0.18
2024-06-10 15:00:00,0.0,0,11.82,2.91,0.0,0.18
2024-06-10 16:00:00,1.63,0,14.07,4.36,0.0,0.18
2024-06-10 17:00:00,1.78,0,12.47,4.51,0.0,0.2
2024-06-10 18:00:00,2.41,0,12.71,5.15,0.0,0.2
2024-06-10 19:00:00,1.24,0,12.08,4.43,0.0,0.2
2024-06-10 20:00:00,0.0,0,11.94,3.95,0.0,0.2
2024-06-10 21:00:00,0.0,0,10.84,3.0,0.0,0.2
2024-06-10 22:00:00,0.0,0,9.33,2.79,0.0,0.2
2024-06-10 23:00:00,0.0,0,9.91,1.2,0.0,0.18
2024-06-11 00:00:00,0.0,0,9.41,0.7,0.0,0.18
2024-06-11 01:00:00,0.0,0,6.04,0.83,0.0,0.18
2024-06-11 02:00:00,0.0,0,3.48,0.23,0.0,0.18
2024-06-11 03:00:00,0.0,0,3.47,0.18,0.0,0.18
2024-06-11 04:00:00,0.0,0,3.38,0.18,0.0,0.18
2024-06-11 05:00:00,0.0,0,4.62,0.21,0.0,0.18
2024-06-11 06:00:00,0.0,0,6.93,1.02,0.0,0.18
2024-06-11 07:00:00,0.0,0,7.52,2.0,0.0,0.18
2024-06-11 08:00:00,0.0,0,6.93,2.41,0.0,0.2
2024-06-11 09:00:00,0.0,0,7.0,0.81,0.047,0.18
2024-06-11 10:00:00,0.0,0,6.93,0.99,0.047,0.18
2024-06-11 11:00:00,0.0,0,6.93,1.05,0.023,0.18
2024-06-11 12:00:00,0.0,0,8.98,2.0,0.0,0.18
2024-06-11 13:00:00,0.0,0,8.8,2.19,0.0,0.18
2024-06-11 14:00:00,0.0,0,11.0,2.0,0.0,0.18
2024-06-11 15:00:00,0.0,0,10.09,2.5,0.0,0.18
2024-06-11 16:00:00,0.15,0,10.92,3.0,0.0,0.2
2024-06-11 17:00:00,2.15,0,11.2,5.0,0.0,0.2
2024-06-11 18:00:00,2.46,0,11.81,5.32,0.0,0.2
2024-06-11 19:00:00,3.91,0,12.91,6.79,0.0,0.2
2024-06-11 20:00:00,4.19,0,13.97,7.06,0.005,0.2
2024-06-11 21:00:00,0.0,0,10.1,3.95,0.084,0.2
2024-06-11 22:00:00,0.0,0,10.73,2.84,0.183,0.18
2024-06-11 23:00:00,0.0,0,8.36,2.81,0.084,0.18
2024-06-12 00:00:00,0.0,0,8.77,2.09,0.084,0.18
2024-06-12 01:00:00,0.0,0,6.93,0.93,0.0,0.18
2024-06-12 02:00:00,0.0,0,4.68,0.45,0.0,0.18
2024-06-12 03:00:00,0.0,0,2.77,0.25,0.0,0.18
2024-06-12 04:00:00,0.0,0,5.7,0.18,0.0,0.18
2024-06-12 05:00:00,0.0,0,3.88,0.18,0.0,0.18
2024-06-12 06:00:00,0.0,0,4.7,0.35,0.0,0.18
2024-06-12 07:00:00,0.0,0,6.93,1.02,0.0,0.18
2024-06-12 08:00:00,0.0,0,5.85,1.14,0.023,0.18
2024-06-12 09:00:00,0.0,0,5.33,1.59,0.084,0.18
2024-06-12 10:00:00,0.0,0,7.36,1.44,0.084,0.18
2024-06-12 11:00:00,0.0,0,7.93,1.94,0.084,0.18
2024-06-12 12:00:00,0.0,0,9.91,2.3,0.084,0.18
2024-06-12 13:00:00,0.0,0,11.01,2.78,0.084,0.18
2024-06-12 14:00:00,2.0,0,14.04,4.0,0.0,0.18
2024-06-12 15:00:00,3.94,0,14.53,5.55,0.0,0.2
2024-06-12 16:00:00,5.0,0,15.89,7.68,0.0,0.2
2024-06-12 17:00:00,5.0,0,17.53,7.8,0.0,0.2
2024-06-12 18:00:00,5.0,0,15.91,7.91,0.0,0.2
2024-06-12 19:00:00,5.0,0,15.84,8.0,0.005,0.2
2024-06-12 20:00:00,0.0,0,10.99,4.4,0.0,0.2
2024-06-12 21:00:00,0.0,0,9.0,3.0,0.084,0.2
2024-06-12 22:00:00,0.0,0,10.99,2.86,0.117,0.2
2024-06-12 23:00:00,0.0,0,9.6,2.11,0.0,0.18
2024-06-13 00:00:00,0.0,0,7.93,1.39,0.0,0.18
2024-06-13 01:00:00,0.0,0,5.0,0.32,0.0,0.18
2024-06-13 02:00:00,0.0,0,4.23,0.18,0.0,0.18
2024-06-13 03:00:00,0.0,0,4.69,0.17,0.0,0.17
2024-06-13 04:00:00,0.0,0,4.82,0.17,0.0,0.17
2024-06-13 05:00:00,0.0,0,4.97,0.17,0.0,0.17
2024-06-13 06:00:00,0.0,0,4.56,0.37,0.0,0.18
2024-06-13 07:00:00,0.0,0,6.35,0.68,0.0,0.18
2024-06-13 08:00:00,0.0,0,7.0,1.0,0.0,0.18
2024-06-13 09:00:00,0.0,0,8.06,1.1,0.084,0.18
2024-06-13 10:00:00,0.0,0,7.02,2.5,0.094,0.18
2024-06-13 11:00:00,0.0,0,8.47,2.84,0.352,0.18
2024-06-13 12:00:00,0.0,0,10.7,2.9,0.422,0.18
2024-06-13 13:00:00,1.92,0,12.18,3.61,0.398,0.18
2024-06-13 14:00:00,5.0,0,16.67,7.15,0.047,0.2
2024-06-13 15:00:00,5.0,0,18.21,7.23,0.0,0.2
2024-06-13 16:00:00,5.15,0,16.17,7.38,0.0,0.2
2024-06-13 17:00:00,10.2,0,20.3,12.66,0.0,0.2
2024-06-13 18:00:00,9.35,0,21.06,12.69,0.0,0.2
2024-06-13 19:00:00,7.59,0,19.52,11.59,0.0,0.2
2024-06-13 20:00:00,5.0,0,18.65,8.24,0.0,0.2
2024-06-13 21:00:00,0.0,0,14.04,3.22,0.398,0.2
2024-06-13 22:00:00,0.0,0,9.91,2.94,1.903,0.2
2024-06-13 23:00:00,0.0,0,9.42,2.84,0.352,0.2
2024-06-14 00:00:00,0.0,0,7.93,2.03,0.084,0.2
2024-06-14 01:00:00,0.0,0,4.95,0.92,0.0,0.18
2024-06-14 02:00:00,0.0,0,3.58,0.32,0.0,0.18
2024-06-14 03:00:00,0.0,0,3.18,0.25,0.0,0.18
2024-06-14 04:00:00,0.0,0,2.94,0.18,0.0,0.18
2024-06-14 05:00:00,0.0,0,3.26,0.18,0.0,0.18
2024-06-14 06:00:00,0.0,0,5.04,0.43,0.0,0.18
2024-06-14 07:00:00,0.0,0,4.71,0.86,0.0,0.18
2024-06-14 08:00:00,0.0,0,6.63,1.85,0.047,0.18
2024-06-14 09:00:00,0.0,0,9.01,1.17,0.352,0.18
2024-06-14 10:00:00,0.0,0,9.91,1.35,0.422,0.18
2024-06-14 11:00:00,0.0,0,9.76,2.76,0.422,0.2
2024-06-14 12:00:00,1.44,0,10.92,2.92,0.445,0.2
2024-06-14 13:00:00,3.9,0,13.28,6.13,0.094,0.22
2024-06-14 14:00:00,5.0,0,15.1,7.23,0.0,0.22
2024-06-14 15:00:00,5.0,0,16.82,7.23,0.0,0.24
2024-06-14 16:00:00,8.13,0,20.43,11.13,0.0,0.4
2024-06-14 17:00:00,5.61,0,19.29,9.61,0.0,0.4
2024-06-14 18:00:00,5.0,0,16.99,9.0,0.0,0.4
2024-06-14 19:00:00,3.68,0,14.5,7.68,0.0,0.4
2024-06-14 20:00:00,0.0,0,12.67,3.07,0.0,0.24
2024-06-14 21:00:00,0.0,0,12.27,3.02,0.0,0.24
2024-06-14 22:00:00,0.0,0,10.84,2.18,0.0,0.2
2024-06-14 23:00:00,0.0,0,7.93,0.68,0.0,0.18
2024-06-15 00:00:00,0.0,0,5.04,0.55,0.0,0.18
2024-06-15 01:00:00,0.0,0,8.11,1.27,0.0,0.18
2024-06-15 02:00:00,0.0,0,6.93,0.55,0.0,0.18
2024-06-15 03:00:00,0.0,0,4.88,0.55,0.0,0.18
2024-06-15 04:00:00,0.0,0,5.42,0.5,0.0,0.18
2024-06-15 05:00:00,0.0,0,6.16,0.5,0.0,0.18
2024-06-15 06:00:00,0.0,0,6.33,0.5,0.0,0.18
2024-06-15 07:00:00,0.0,0,5.96,0.38,0.0,0.18
2024-06-15 08:00:00,0.0,0,4.65,0.87,0.0,0.18
2024-06-15 09:00:00,0.0,0,7.65,0.87,0.0,0.18
2024-06-15 10:00:00,0.0,0,8.37,1.5,0.0,0.18
2024-06-15 11:00:00,0.0,0,9.91,2.5,0.0,0.18
2024-06-15 12:00:00,0.0,0,10.43,2.78,0.0,0.18
2024-06-15 13:00:00,0.0,0,11.22,2.91,0.0,0.2
2024-06-15 14:00:00,0.0,0,12.95,2.23,0.0,0.2
2024-06-15 15:00:00,2.13,0,12.31,3.0,0.0,0.2
2024-06-15 16:00:00,4.63,0,14.53,4.95,0.0,0.2
2024-06-15 17:00:00,5.0,0,18.39,6.06,0.0,0.2
2024-06-15 18:00:00,5.0,0,19.8,8.49,0.0,0.2
2024-06-15 19:00:00,0.49,0,15.49,5.07,0.0,0.2
2024-06-15 20:00:00,0.0,0,11.52,2.77,0.0,0.2
2024-06-15 21:00:00,0.0,0,10.84,1.91,0.0,0.2
2024-06-15 22:00:00,0.0,0,10.84,1.5,0.0,0.2
2024-06-15 23:00:00,0.0,0,9.91,1.4,0.0,0.18
2024-06-16 00:00:00,0.0,0,8.58,1.0,0.0,0.18
2024-06-16 01:00:00,0.0,0,6.93,0.58,0.0,0.18
2024-06-16 02:00:00,0.0,0,5.45,0.5,0.0,0.18
2024-06-16 03:00:00,0.0,0,7.46,0.5,0.0,0.18
2024-06-16 04:00:00,0.0,0,8.72,0.5,0.0,0.18
2024-06-16 05:00:00,0.0,0,9.16,0.5,0.0,0.18
2024-06-16 06:00:00,0.0,0,10.0,0.38,0.0,0.18
2024-06-16 07:00:00,0.0,0,8.9,0.32,0.0,0.18
2024-06-16 08:00:00,0.0,0,7.28,0.39,0.0,0.18
2024-06-16 09:00:00,0.0,0,5.43,0.55,0.0,0.18
2024-06-16 10:00:00,0.0,0,6.93,0.68,0.0,0.18
2024-06-16 11:00:00,0.0,0,9.69,1.18,0.0,0.18
2024-06-16 12:00:00,0.0,0,8.95,2.5,0.0,0.18
2024-06-16 13:00:00,1.77,0,12.61,2.9,0.0,0.18
2024-06-16 14:00:00,3.25,0,14.09,3.53,0.0,0.18
2024-06-16 15:00:00,2.8,0,13.27,3.79,0.0,0.18
2024-06-16 16:00:00,5.0,0,13.72,5.56,0.0,0.2
2024-06-16 17:00:00,5.0,0,13.37,6.9,0.0,0.2
2024-06-16 18:00:00,6.39,0,17.79,10.39,0.0,0.2
2024-06-16 19:00:00,8.78,0,21.1,13.03,0.0,0.2
2024-06-16 20:00:00,3.0,0,13.3,7.0,0.0,0.2
2024-06-16 21:00:00,0.0,0,9.68,3.27,0.0,0.2
2024-06-16 22:00:00,0.0,0,10.84,2.84,0.0,0.2
2024-06-16 23:00:00,0.0,0,9.91,2.0,0.0,0.18
2024-06-17 00:00:00,0.0,0,9.89,0.63,0.0,0.18
2024-06-17 01:00:00,0.0,0,9.2,0.55,0.0,0.18
2024-06-17 02:00:00,0.0,0,6.93,0.44,0.0,0.18
2024-06-17 03:00:00,0.0,0,4.6,0.32,0.0,0.18
2024-06-17 04:00:00,0.0,0,3.58,0.25,0.0,0.18
2024-06-17 05:00:00,0.0,0,6.93,0.41,0.0,0.18
2024-06-17 06:00:00,0.0,0,9.4,0.86,0.0,0.18
2024-06-17 07:00:00,0.0,0,10.37,1.91,0.0,0.18
2024-06-17 08:00:00,0.0,0,9.91,2.81,0.084,0.18
2024-06-17 09:00:00,0.0,0,9.93,2.53,0.117,0.18
2024-06-17 10:00:00,0.0,0,11.02,2.85,0.417,0.18
2024-06-17 11:00:00,0.0,0,11.27,2.85,0.342,0.2
2024-06-17 12:00:00,0.11,0,13.3,3.0,0.0,0.2
2024-06-17 13:00:00,0.08,0,13.62,2.97,0.272,0.2
2024-06-17 14:00:00,1.17,0,13.13,3.4,0.0,0.2
2024-06-17 15:00:00,4.26,0,16.14,6.26,0.0,0.2
2024-06-17 16:00:00,2.84,0,14.11,5.72,0.0,0.2
2024-06-17 17:00:00,1.77,0,12.07,4.7,0.0,0.2
2024-06-17 18:00:00,2.39,0,12.69,5.34,0.0,0.2
2024-06-17 19:00:00,0.0,0,10.09,2.95,0.0,0.2
2024-06-17 20:00:00,0.0,0,14.02,2.96,0.0,0.2
2024-06-17 21:00:00,0.0,0,13.68,2.95,0.0,0.2
2024-06-17 22:00:00,0.0,0,13.68,2.91,0.3,0.2
2024-06-17 23:00:00,0.0,0,12.74,2.03,0.094,0.18
2024-06-18 00:00:00,0.0,0,11.34,1.22,0.084,0.18
2024-06-18 01:00:00,0.0,0,8.28,1.0,0.0,0.2
2024-06-18 02:00:00,0.0,0,7.01,0.41,0.0,0.2
2024-06-18 03:00:00,0.0,0,2.6,0.28,0.0,0.2
2024-06-18 04:00:00,0.0,0,3.14,0.28,0.0,0.2
2024-06-18 05:00:00,0.0,0,6.91,0.41,0.0,0.2
2024-06-18 06:00:00,0.0,0,5.53,1.46,0.0,0.2
2024-06-18 07:00:00,0.0,0,6.36,1.99,0.0,0.2
2024-06-18 08:00:00,0.0,0,8.57,1.69,0.0,0.2
2024-06-18 09:00:00,0.0,0,7.0,1.76,0.084,0.2
2024-06-18 10:00:00,0.02,0,10.61,2.9,0.272,0.2
2024-06-18 11:00:00,1.25,0,12.12,3.95,0.295,0.2
2024-06-18 12:00:00,1.75,0,13.84,4.25,0.0,0.2
2024-06-18 13:00:00,3.1,0,14.73,5.6,0.0,0.2
2024-06-18 14:00:00,2.02,0,15.89,4.25,0.0,0.2
2024-06-18 15:00:00,4.82,0,14.06,6.82,0.0,0.2
2024-06-18 16:00:00,5.0,0,12.61,7.5,0.0,0.2
2024-06-18 17:00:00,5.0,0,12.64,7.39,0.0,0.22
2024-06-18 18:00:00,1.09,0,10.09,3.59,0.0,0.22
2024-06-18 19:00:00,4.6,0,14.64,6.83,0.0,0.22
2024-06-18 20:00:00,2.08,0,14.6,5.28,0.0,0.22
2024-06-18 21:00:00,0.0,0,13.22,4.0,0.0,0.22
2024-06-18 22:00:00,0.0,0,10.7,3.2,0.0,0.22
2024-06-18 23:00:00,0.0,0,10.98,2.89,0.154,0.2
2024-06-19 00:00:00,0.0,0,9.91,2.44,0.084,0.2
2024-06-19 01:00:00,0.0,0,9.91,1.04,0.0,0.2
2024-06-19 02:00:00,0.0,0,7.92,0.4,0.0,0.2
2024-06-19 03:00:00,0.0,0,8.2,0.4,0.0,0.2
2024-06-19 04:00:00,0.0,0,7.87,0.36,0.0,0.2
2024-06-19 05:00:00,0.0,0,8.66,0.54,0.0,0.2
2024-06-19 06:00:00,0.0,0,11.0,2.02,0.0,0.2
2024-06-19 07:00:00,0.0,0,13.3,2.86,0.047,0.2
2024-06-19 08:00:00,0.0,0,13.59,2.89,0.084,0.2
2024-06-19 09:00:00,0.0,0,13.4,2.82,0.117,0.2
2024-06-19 10:00:00,0.0,0,13.3,2.9,0.398,0.2
2024-06-19 11:00:00,0.27,0,13.03,3.16,0.422,0.2
2024-06-19 12:00:00,2.42,0,14.64,4.56,1.148,0.2
2024-06-19 13:00:00,2.66,0,14.49,5.6,0.422,0.45
2024-06-19 14:00:00,4.71,0,17.07,6.94,0.047,0.45
2024-06-19 15:00:00,5.0,0,17.29,8.0,0.0,8.0
2024-06-19 16:00:00,7.45,0,21.78,11.35,0.0,11.35
2024-06-19 17:00:00,7.09,0,21.73,11.04,0.0,11.04
2024-06-19 18:00:00,5.0,0,18.3,8.41,0.0,8.41
2024-06-19 19:00:00,5.0,0,18.3,9.2,2.086,9.2
2024-06-19 20:00:00,2.13,0,16.77,5.13,0.234,0.5
2024-06-19 21:00:00,0.0,0,15.0,3.86,1.584,0.5
2024-06-19 22:00:00,0.0,0,13.3,3.0,2.133,0.45
2024-06-19 23:00:00,0.0,0,12.68,2.9,0.352,0.22
2024-06-20 00:00:00,0.0,0,12.68,2.81,0.117,0.2
2024-06-20 01:00:00,0.0,0,12.84,1.0,0.0,0.2
2024-06-20 02:00:00,0.0,0,9.58,0.42,0.0,0.2
2024-06-20 03:00:00,0.0,0,8.61,0.3,0.0,0.2
2024-06-20 04:00:00,0.0,0,7.63,0.29,0.0,0.2
2024-06-20 05:00:00,0.0,0,7.92,0.55,0.0,0.2
2024-06-20 06:00:00,0.0,0,11.99,1.46,0.0,0.2
2024-06-20 07:00:00,0.0,0,12.84,2.06,0.0,0.2
2024-06-20 08:00:00,0.0,0,14.23,2.88,0.084,0.2
2024-06-20 09:00:00,0.0,0,14.64,2.83,0.117,0.2
2024-06-20 10:00:00,0.09,0,13.92,2.98,0.422,0.2
2024-06-20 11:00:00,1.46,0,14.64,4.32,0.0,0.2
2024-06-20 12:00:00,3.51,0,15.78,4.88,0.0,0.2
2024-06-20 13:00:00,5.0,0,18.3,7.9,0.0,0.2
2024-06-20 14:00:00,5.0,0,18.3,7.5,0.0,0.22
2024-06-20 15:00:00,5.0,0,18.64,8.0,0.0,0.22
2024-06-20 16:00:00,5.0,0,18.6,8.0,0.0,0.4
2024-06-20 17:00:00,5.0,0,18.62,8.1,0.0,0.4
2024-06-20 18:00:00,5.0,0,18.74,8.0,0.0,0.4
2024-06-20 19:00:00,0.51,0,13.02,3.6,0.0,0.4
2024-06-20 20:00:00,0.0,0,15.0,4.0,0.0,0.22
2024-06-20 21:00:00,0.0,0,14.64,3.72,0.0,0.22
2024-06-20 22:00:00,0.0,0,13.42,2.98,1.148,0.2
2024-06-20 23:00:00,0.0,0,14.36,2.86,0.352,0.2
2024-06-21 00:00:00,0.0,0,14.38,2.49,0.084,0.2
2024-06-21 01:00:00,0.0,0,10.72,0.68,0.0,0.2
2024-06-21 02:00:00,0.0,0,8.68,1.0,0.0,0.18
2024-06-21 03:00:00,0.0,0,6.92,0.83,0.0,0.18
2024-06-21 04:00:00,0.0,0,7.91,0.32,0.0,0.18
2024-06-21 05:00:00,0.0,0,6.85,0.86,0.0,0.18
2024-06-21 06:00:00,0.0,0,10.45,2.0,0.0,0.2
2024-06-21 07:00:00,0.0,0,11.08,2.09,0.0,0.2
2024-06-21 08:00:00,0.0,0,12.69,2.84,0.084,0.2
2024-06-21 09:00:00,0.0,0,14.82,2.84,0.352,0.2
2024-06-21 10:00:00,0.0,0,13.84,2.89,0.422,0.2
2024-06-21 11:00:00,1.05,0,14.83,3.95,0.445,0.2
2024-06-21 12:00:00,5.0,0,18.93,7.75,0.0,0.2
2024-06-21 13:00:00,5.0,0,20.54,6.01,0.084,0.2
2024-06-21 14:00:00,5.0,0,18.69,8.0,0.0,0.22
2024-06-21 15:00:00,5.0,0,20.0,6.25,0.0,0.22
2024-06-21 16:00:00,5.0,0,23.6,8.0,0.0,0.45
2024-06-21 17:00:00,6.53,0,24.15,10.48,0.0,0.45
2024-06-21 18:00:00,5.0,0,21.36,8.95,0.0,0.45
