HourOfYear,mileage_factor_RegU_CAISO,mileage_factor_RegD_CAISO
2221,1.0124,1.0405
2222,1.0116,1.0434
2223,1.0202,1.0389
2224,1.0143,1.0269
2225,1.0199,1.0195
2226,1.0053,1.0006
2227,0.9979,1.0043
2228,1.0026,1.0066
2229,1.0015,0.9948
2230,0.9989,0.9990
2231,0.9883,0.9980
2232,0.9992,0.9873
2233,0.9843,0.9846
2234,0.9951,0.9774
2235,0.9965,0.9797
2236,0.9977,0.9847
2237,0.9977,0.9799
2238,0.9902,0.9690
2239,0.9917,0.9814
2240,0.9965,0.9760
2241,1.0009,0.9864
2242,0.9998,0.9884
2243,0.9988,0.9958
2244,0.9980,0.9946
2245,0.9960,1.0078
2246,0.9807,1.0279
2247,0.9795,1.0273
2248,0.9738,1.0049
2249,0.9771,1.0128
2250,0.9729,1.0050
2251,0.9810,0.9794
2252,0.9952,0.9808
2253,0.9932,0.9960
2254,0.9969,1.0058
2255,0.9932,1.0015
2256,0.9935,1.0179
2257,1.0070,1.0073
2258,0.9917,1.0239
2259,0.9871,1.0149
2260,0.9904,1.0087
2261,0.9906,0.9900
2262,0.9889,0.9885
2263,0.9802,0.9947
2264,0.9877,0.9939
2265,0.9890,0.9805
2266,0.9969,0.9862
2267,1.0069,0.9889
2268,1.0053,0.9916
2269,1.0164,1.0000
2270,1.0229,1.0001
2271,1.0148,1.0017
2272,1.0254,1.0150
2273,1.0267,1.0064
2274,1.0335,1.0134
2275,1.0108,1.0122
2276,1.0149,1.0048
2277,1.0150,1.0168
2278,1.0049,1.0076
2279,0.9904,1.0119
2280,0.9907,1.0001
2281,0.9929,0.9891
2282,0.9888,0.9997
2283,0.9840,0.9804
2284,0.9820,0.9716
2285,0.9791,0.9898
2286,0.9914,1.0122
2287,0.9856,1.0215
2288,0.9733,1.0071
2289,0.9853,1.0106
2290,0.9963,0.9954
2291,0.9959,0.9941
2292,0.9864,0.9892
2293,0.9712,1.0039
2294,0.9768,1.0023
2295,0.9856,0.9809
2296,0.9809,0.9890
2297,0.9916,0.9877
2298,0.9801,0.9860
2299,0.9844,1.0013
2300,0.9687,1.0018
2301,0.9658,0.9889
2302,0.9561,0.9863
2303,0.9692,0.9838
2304,0.9779,0.9853
2305,1.0042,0.9808
2306,1.0052,0.9848
2307,1.0003,0.9916
2308,0.9909,0.9984
2309,1.0015,1.0011
2310,1.0253,1.0020
2311,1.0298,1.0055
2312,1.0263,1.0173
2313,1.0222,0.9985
2314,1.0033,0.9940
2315,1.0107,0.9973
2316,1.0022,0.9960
2317,0.9909,0.9896
2318,0.9909,0.9727
2319,0.9854,0.9861
2320,0.9797,0.9950
2321,0.9789,0.9851
2322,0.9656,1.0046
2323,0.9695,1.0052
2324,0.9772,0.9986
2325,0.9724,0.9873
2326,0.9896,0.9829
2327,0.9863,0.9836
2328,0.9790,0.9867
2329,0.9902,0.9913
2330,0.9926,0.9957
2331,1.0062,1.0024
2332,1.0196,0.9980
2333,1.0035,1.0024
2334,1.0231,0.9946
2335,0.9975,0.9973
2336,0.9865,0.9944
2337,0.9768,0.9997
2338,0.9932,0.9934
2339,0.9992,0.9848
2340,1.0019,0.9859
2341,0.9796,0.9849
2342,0.9831,0.9882
2343,1.0083,0.9832
2344,1.0115,0.9772
2345,1.0064,0.9721
2346,1.0151,0.9642
2347,1.0137,0.9836
2348,1.0066,0.9838
2349,0.9993,0.9908
2350,1.0043,1.0101
2351,1.0010,0.9936
2352,1.0023,0.9915
2353,0.9808,1.0067
2354,0.9833,1.0032
2355,0.9767,1.0137
2356,0.9903,0.9869
2357,0.9825,0.9876
2358,0.9787,0.9706
2359,0.9703,0.9774
2360,0.9832,0.9824
2361,0.9910,0.9748
2362,0.9826,0.9793
2363,0.9774,0.9897
2364,0.9887,0.9986
2365,1.0093,1.0064
2366,1.0117,1.0212
2367,1.0200,1.0277
2368,1.0140,1.0152
2369,1.0018,1.0122
2370,0.9999,1.0131
2371,1.0098,1.0065
2372,1.0029,1.0000
2373,0.9992,1.0068
2374,1.0196,0.9935
2375,1.0321,0.9884
2376,1.0275,1.0016
2377,1.0332,0.9975
2378,1.0164,1.0001
2379,1.0195,1.0058
2380,1.0169,1.0130
2381,1.0177,1.0058
2382,1.0022,1.0064
2383,0.9877,0.9956
2384,0.9849,0.9969
2385,0.9752,0.9862
2386,0.9711,0.9866
2387,0.9998,0.9913
2388,1.0111,0.9823
2389,1.0122,0.9942
2390,1.0141,0.9883
2391,1.0153,0.9832
2392,1.0108,0.9753
2393,1.0118,0.9847
2394,1.0182,0.9981
2395,1.0128,0.9960
2396,1.0236,0.9831
2397,1.0171,0.9755
2398,1.0050,0.9769
2399,1.0065,0.9757
2400,1.0035,0.9660
2401,1.0006,0.9745
2402,1.0085,0.9756
2403,1.0036,0.9865
2404,0.9945,0.9906
2405,0.9919,0.9930
2406,0.9867,0.9922
2407,0.9823,0.9941
2408,0.9944,1.0088
2409,0.9861,0.9894
2410,0.9897,0.9936
2411,0.9886,0.9928
2412,0.9896,0.9866
2413,0.9730,0.9943
2414,0.9838,0.9909
2415,0.9842,0.9801
2416,0.9959,0.9747
2417,1.0003,0.9838
2418,1.0007,0.9885
2419,1.0006,0.9769
2420,1.0209,0.9648
2421,1.0098,0.9675
2422,1.0106,0.9361
2423,1.0109,0.9613
2424,0.9942,0.9666
2425,0.9947,0.9797
2426,0.9815,0.9908
2427,0.9843,0.9834
2428,0.9724,0.9882
2429,0.9809,0.9918
2430,0.9729,0.9919
2431,0.9777,0.9825
2432,0.9670,0.9927
2433,0.9773,0.9886
2434,0.9807,0.9826
2435,0.9826,0.9943
2436,0.9870,0.9902
2437,0.9941,0.9895
2438,0.9874,0.9953
2439,0.9895,0.9983
2440,0.9872,0.9863
2441,1.0014,0.9754
2442,0.9974,0.9832
2443,0.9906,0.9874
2444,0.9786,0.9878
2445,0.9801,0.9772
2446,0.9774,0.9814
2447,0.9848,0.9870
2448,0.9896,0.9641
2449,0.9963,0.9665
2450,0.9855,0.9733
2451,0.9633,0.9790
2452,0.9700,1.0003
2453,0.9829,1.0092
2454,0.9824,1.0112
2455,1.0019,1.0176
2456,1.0004,1.0158
2457,0.9936,1.0178
2458,0.9986,1.0257
2459,1.0114,1.0065
2460,1.0089,1.0227
2461,1.0142,1.0166
2462,1.0077,1.0224
2463,1.0027,1.0228
2464,1.0124,1.0223
2465,0.9940,1.0292
2466,0.9856,1.0256
2467,0.9935,1.0307
2468,0.9915,1.0278
2469,0.9958,1.0143
2470,1.0014,1.0016
2471,0.9892,1.0056
2472,0.9791,0.9977
2473,0.9934,1.0029
2474,0.9911,0.9941
2475,0.9865,1.0061
2476,0.9924,1.0188
2477,1.0026,1.0215
2478,1.0092,1.0164
2479,1.0118,1.0124
2480,1.0201,1.0136
2481,1.0211,1.0286
2482,1.0122,1.0257
2483,1.0124,1.0292
2484,1.0173,1.0167
2485,1.0068,1.0137
2486,1.0004,1.0255
2487,1.0021,1.0373
2488,1.0080,1.0207
2489,1.0063,1.0171
2490,1.0075,1.0242
2491,0.9835,1.0308
2492,1.0011,1.0238
2493,1.0079,1.0195
2494,1.0131,1.0111
2495,1.0166,0.9955
2496,1.0202,0.9943
2497,1.0292,0.9996
2498,1.0340,0.9861
2499,1.0317,1.0137
2500,1.0333,1.0113
2501,1.0298,1.0249
2502,1.0174,1.0262
2503,1.0096,1.0328
2504,1.0041,1.0163
2505,1.0018,1.0204
2506,0.9993,1.0110
2507,0.9889,1.0098
2508,0.9929,1.0142
2509,1.0009,1.0133
2510,0.9965,1.0075
2511,0.9942,1.0073
2512,1.0021,1.0137
2513,1.0034,1.0093
2514,1.0108,1.0110
2515,1.0155,1.0083
2516,1.0055,0.9963
2517,1.0066,1.0114
2518,1.0108,1.0165
2519,1.0025,1.0099
2520,0.9915,1.0000
2521,0.9928,0.9951
2522,0.9751,1.0011
2523,0.9494,1.0022
2524,0.9641,1.0105
2525,0.9637,0.9986
2526,0.9676,1.0016
2527,0.9756,0.9997
2528,0.9797,0.9947
2529,0.9764,1.0098
2530,0.9985,1.0047
2531,0.9981,1.0037
2532,1.0235,0.9863
2533,1.0107,1.0013
2534,1.0053,0.9929
2535,1.0046,0.9799
2536,1.0044,0.9917
2537,1.0126,1.0033
2538,0.9891,1.0088
2539,1.0050,0.9912
2540,0.9870,0.9965
2541,0.9823,0.9714
2542,0.9860,0.9653
2543,0.9923,0.9684
2544,0.9919,0.9837
2545,0.9890,0.9894
2546,0.9911,1.0035
2547,0.9891,0.9974
2548,1.0009,0.9873
2549,1.0070,0.9891
2550,1.0098,0.9875
2551,1.0173,0.9914
2552,1.0173,0.9982
2553,1.0120,1.0080
2554,0.9952,1.0085
2555,1.0130,1.0092
2556,1.0209,1.0047
2557,1.0061,1.0064
2558,1.0116,1.0224
2559,1.0137,1.0147
2560,1.0026,1.0111
2561,1.0148,1.0196
2562,1.0136,1.0338
2563,1.0007,1.0187
2564,0.9895,1.0066
2565,0.9952,0.9971
2566,0.9874,0.9799
2567,0.9830,0.9844
2568,0.9899,1.0029
2569,0.9858,1.0110
2570,0.9841,1.0086
2571,0.9798,1.0179
2572,0.9896,1.0326
2573,1.0027,1.0271
2574,0.9867,1.0220
2575,0.9802,1.0118
2576,0.9634,1.0175
2577,0.9712,1.0286
2578,0.9783,1.0329
2579,0.9736,1.0177
2580,0.9744,1.0219
2581,0.9832,1.0109
2582,1.0004,0.9896
2583,0.9936,0.9919
2584,0.9958,1.0043
2585,1.0015,0.9978
2586,1.0176,0.9929
2587,1.0180,1.0010
2588,1.0321,1.0015
2589,1.0132,1.0001
2590,1.0145,0.9935
2591,1.0094,1.0026
2592,1.0075,0.9998
2593,0.9951,0.9958
2594,1.0071,0.9996
2595,1.0111,0.9883
2596,1.0110,0.9887
2597,0.9934,0.9934
2598,1.0029,0.9995
2599,0.9964,1.0028
2600,0.9899,0.9921
2601,0.9780,0.9783
2602,0.9790,0.9803
2603,0.9778,0.9716
2604,0.9940,0.9955
2605,0.9860,0.9804
2606,0.9820,0.9887
2607,0.9799,0.9859
2608,0.9761,1.0034
2609,0.9684,1.0066
2610,0.9800,1.0164
2611,0.9821,1.0066
2612,0.9804,0.9944
2613,0.9781,0.9873
2614,0.9832,0.9771
2615,0.9804,0.9804
2616,0.9833,0.9723
2617,0.9907,0.9760
2618,0.9955,0.9765
2619,1.0094,0.9944
2620,1.0166,0.9917
2621,1.0166,0.9966
2622,1.0170,1.0017
2623,1.0318,1.0036
2624,1.0187,0.9973
2625,1.0198,0.9987
2626,1.0084,1.0096
2627,1.0145,1.0147
2628,1.0176,1.0219
2629,1.0122,1.0113
2630,1.0218,1.0210
2631,1.0184,1.0146
2632,1.0181,1.0219
2633,1.0001,1.0296
2634,1.0206,1.0099
2635,1.0074,1.0094
2636,0.9948,0.9974
2637,1.0014,0.9955
2638,1.0027,1.0072
2639,0.9883,0.9944
2640,0.9826,0.9961
2641,0.9821,1.0007
2642,0.9786,1.0154
2643,0.9843,0.9990
2644,0.9956,1.0017
2645,1.0164,0.9993
2646,0.9995,1.0052
2647,0.9990,1.0033
2648,0.9999,1.0054
2649,1.0006,1.0057
2650,1.0023,1.0129
2651,1.0026,1.0199
2652,1.0127,1.0113
2653,1.0139,0.9952
2654,0.9976,0.9997
2655,0.9861,0.9961
2656,0.9969,0.9919
2657,1.0019,0.9984
2658,0.9991,1.0264
2659,1.0035,1.0150
2660,1.0084,1.0078
2661,1.0161,0.9973
2662,1.0111,0.9939
2663,1.0163,0.9693
2664,1.0122,0.9773
2665,0.9966,0.9663
2666,1.0007,0.9692
2667,1.0121,0.9765
2668,1.0170,0.9731
2669,1.0248,0.9896
2670,1.0219,0.9899
2671,1.0102,0.9844
2672,1.0101,0.9869
2673,1.0049,1.0074
2674,1.0070,1.0010
2675,1.0062,0.9871
2676,1.0145,0.9903
2677,0.9993,0.9941
2678,0.9781,1.0003
2679,0.9828,0.9801
2680,0.9827,1.0050
2681,0.9811,0.9976
2682,0.9781,1.0188
2683,0.9818,1.0072
2684,0.9889,0.9917
2685,0.9959,0.9986
2686,0.9707,0.9925
2687,0.9751,0.9995
2688,0.9634,1.0069
2689,0.9782,0.9923
2690,0.9878,0.9919
2691,0.9803,0.9987
2692,0.9847,1.0107
2693,0.9693,1.0011
2694,0.9788,0.9956
2695,0.9868,0.9989
2696,0.9961,0.9912
2697,1.0024,0.9888
2698,0.9971,0.9805
2699,0.9883,0.9789
2700,0.9841,0.9906
2701,0.9858,1.0006
2702,0.9769,0.9915
2703,0.9780,1.0177
2704,0.9788,1.0226
2705,0.9928,1.0149
2706,0.9984,1.0060
2707,0.9922,1.0077
2708,0.9962,1.0055
2709,1.0008,0.9989
2710,0.9848,0.9910
2711,1.0065,0.9885
2712,1.0036,1.0002
2713,0.9948,1.0095
2714,0.9959,1.0242
2715,0.9883,1.0283
2716,0.9744,1.0280
2717,0.9842,1.0294
2718,0.9875,1.0206
2719,0.9921,1.0197
2720,0.9782,1.0165
2721,0.9863,1.0115
2722,0.9867,1.0023
2723,0.9777,1.0003
2724,0.9735,0.9992
2725,0.9926,0.9959
2726,0.9900,1.0047
2727,1.0057,1.0009
2728,0.9959,0.9917
2729,0.9915,0.9847
2730,0.9892,0.9847
2731,0.9982,0.9789
2732,1.0008,0.9834
2733,1.0022,0.9924
2734,1.0112,0.9859
2735,1.0147,0.9976
2736,0.9997,0.9856
2737,1.0084,0.9896
2738,0.9971,0.9782
2739,1.0066,0.9956
2740,1.0094,0.9989
2741,1.0129,1.0081
2742,1.0065,1.0134
2743,0.9955,1.0284
2744,0.9949,1.0219
2745,0.9985,1.0255
2746,1.0040,1.0176
2747,0.9986,1.0063
2748,0.9927,1.0067
2749,0.9911,1.0175
2750,1.0000,1.0111
2751,0.9836,1.0027
2752,0.9840,0.9971
2753,0.9806,0.9874
2754,0.9887,0.9858
2755,1.0005,0.9788
2756,0.9856,0.9854
2757,0.9911,0.9934
2758,1.0007,1.0093
2759,0.9917,1.0124
2760,1.0020,1.0069
2761,0.9926,0.9960
2762,0.9993,0.9983
2763,1.0101,0.9898
2764,1.0014,1.0020
2765,0.9987,0.9972
2766,1.0091,1.0102
2767,0.9859,1.0102
2768,0.9929,1.0024
2769,1.0105,1.0052
2770,0.9815,1.0029
2771,0.9947,0.9981
2772,1.0031,1.0080
2773,1.0021,1.0068
2774,1.0054,1.0015
2775,1.0067,1.0137
2776,1.0005,1.0211
2777,1.0117,1.0088
2778,1.0095,1.0037
2779,1.0113,0.9976
2780,1.0006,1.0238
2781,0.9792,1.0196
2782,0.9723,1.0164
2783,0.9940,1.0091
2784,1.0009,0.9973
2785,0.9968,1.0091
2786,1.0026,1.0085
2787,1.0060,1.0199
2788,0.9885,1.0154
2789,0.9983,1.0093
2790,0.9813,0.9979
2791,0.9790,0.9943
2792,0.9739,0.9955
2793,0.9805,1.0023
2794,0.9859,1.0065
2795,0.9612,1.0076
2796,0.9794,1.0053
2797,0.9837,1.0113
2798,0.9954,1.0141
2799,0.9966,1.0211
2800,0.9988,1.0219
2801,0.9860,1.0382
2802,0.9815,1.0273
2803,0.9829,1.0249
2804,0.9923,1.0449
2805,0.9896,1.0336
2806,0.9850,1.0411
2807,0.9795,1.0321
2808,0.9865,1.0256
2809,0.9881,1.0202
2810,0.9822,1.0154
2811,0.9837,1.0221
2812,0.9798,1.0253
2813,0.9746,1.0127
2814,0.9647,1.0122
2815,0.9588,1.0201
2816,0.9658,0.9998
2817,0.9536,1.0008
2818,0.9544,1.0029
2819,0.9685,1.0106
2820,0.9832,1.0121
2821,0.9896,1.0123
2822,0.9989,1.0072
2823,0.9993,1.0081
2824,0.9898,1.0093
2825,0.9979,1.0229
2826,1.0027,1.0116
2827,0.9973,0.9995
2828,0.9922,0.9940
2829,0.9932,0.9918
2830,1.0047,0.9954
2831,1.0004,1.0062
2832,0.9727,1.0068
2833,0.9816,1.0007
2834,0.9749,0.9885
2835,0.9835,0.9907
2836,0.9902,1.0043
2837,1.0060,1.0000
2838,1.0040,1.0005
2839,1.0078,1.0105
2840,1.0076,0.9941
2841,1.0142,0.9943
2842,0.9793,1.0001
2843,0.9769,0.9971
2844,0.9789,0.9987
2845,0.9831,1.0021
2846,0.9752,1.0053
2847,0.9824,1.0184
2848,0.9936,1.0131
2849,0.9885,1.0139
2850,0.9817,1.0113
2851,0.9886,1.0260
2852,0.9922,1.0234
2853,0.9957,1.0245
2854,0.9833,1.0256
2855,1.0112,1.0152
2856,0.9867,1.0162
2857,0.9970,1.0228
2858,0.9910,0.9977
2859,1.0201,0.9910
2860,1.0205,1.0069
2861,1.0264,0.9869
2862,1.0262,1.0033
2863,0.9992,0.9988
2864,1.0004,1.0010
2865,1.0036,1.0081
2866,1.0072,1.0112
2867,1.0167,1.0093
2868,1.0157,1.0049
2869,1.0202,1.0001
2870,1.0096,0.9858
2871,0.9918,0.9959
2872,0.9849,1.0033
2873,0.9809,0.9953
2874,0.9760,0.9944
2875,0.9692,0.9817
2876,0.9661,0.9918
2877,0.9683,0.9902
2878,0.9648,0.9854
2879,0.9945,0.9957
2880,0.9828,0.9980
2881,0.9899,1.0046
2882,0.9868,0.9970
2883,0.9941,0.9827
2884,0.9930,0.9792
2885,1.0020,0.9815
2886,0.9980,0.9853
2887,0.9992,0.9815
2888,0.9792,0.9793
2889,0.9705,0.9921
2890,0.9617,0.9913
2891,0.9825,1.0117
2892,0.9941,1.0065
2893,0.9970,1.0064
2894,1.0070,1.0111
2895,0.9965,1.0053
2896,1.0107,0.9845
2897,1.0096,1.0002
2898,1.0057,0.9988
2899,1.0139,0.9961
2900,1.0201,0.9958
2901,1.0035,1.0045
2902,1.0107,1.0075
2903,1.0072,0.9957
2904,1.0084,0.9966
2905,1.0031,0.9972
2906,0.9926,0.9905
2907,0.9816,0.9812
2908,0.9793,0.9763
2909,0.9871,0.9758
2910,0.9917,0.9722
2911,0.9951,0.9837
2912,1.0032,1.0010
2913,1.0021,1.0023
2914,1.0190,0.9995
2915,1.0189,0.9887
2916,1.0065,0.9852
2917,0.9932,0.9922
2918,0.9974,1.0038
2919,0.9960,0.9944
2920,0.9862,1.0054
2921,0.9873,0.9967
2922,0.9846,1.0058
2923,0.9833,0.9951
2924,0.9987,1.0022
2925,1.0055,0.9954
2926,1.0140,1.0157
2927,1.0271,1.0157
2928,1.0233,1.0026
2929,1.0213,1.0016
2930,1.0204,1.0051
2931,1.0268,1.0019
2932,1.0315,1.0036
2933,1.0204,0.9919
2934,1.0063,0.9915
2935,0.9954,0.9789
2936,0.9967,0.9803
2937,0.9861,1.0024
2938,0.9919,1.0041
2939,0.9741,0.9929
2940,0.9958,0.9911
2941,0.9841,0.9885
2942,0.9810,1.0065
2943,0.9792,0.9954
2944,0.9963,0.9928
2945,0.9969,0.9845
2946,0.9878,0.9988
2947,0.9894,0.9826
2948,0.9917,0.9766
2949,0.9967,0.9829
2950,0.9874,0.9968
2951,0.9977,1.0066
2952,0.9993,1.0134
2953,1.0128,1.0133
2954,1.0089,1.0119
2955,1.0066,1.0215
2956,1.0039,1.0296
2957,1.0145,1.0209
2958,1.0181,1.0141
2959,1.0082,0.9991
2960,1.0310,1.0014
2961,1.0195,1.0036
2962,1.0112,0.9919
2963,1.0179,0.9982
2964,1.0132,0.9893
2965,1.0010,0.9894
2966,1.0120,1.0014
2967,1.0280,1.0133
2968,1.0136,1.0013
2969,1.0223,0.9955
2970,1.0137,1.0049
2971,0.9923,1.0093
2972,0.9996,1.0137
2973,0.9827,0.9852
2974,0.9792,0.9772
2975,0.9805,0.9861
2976,0.9837,1.0025
2977,0.9966,0.9964
2978,0.9917,0.9969
2979,1.0059,0.9873
2980,1.0040,1.0039
2981,0.9934,0.9937
2982,1.0000,1.0027
2983,1.0163,0.9932
2984,1.0092,0.9731
2985,0.9980,0.9814
2986,0.9931,0.9839
2987,0.9786,0.9922
2988,0.9853,0.9954
2989,0.9738,0.9868
2990,0.9844,0.9868
2991,0.9848,0.9996
2992,0.9939,1.0065
2993,0.9926,1.0104
2994,0.9984,1.0275
2995,0.9897,1.0276
2996,0.9941,1.0313
2997,0.9892,1.0117
2998,0.9967,1.0186
2999,0.9960,1.0186
3000,1.0067,1.0218
3001,1.0032,1.0199
3002,0.9958,1.0239
3003,0.9978,1.0219
3004,1.0195,1.0197
3005,1.0258,1.0323
3006,1.0138,1.0296
3007,1.0113,1.0392
3008,1.0032,1.0373
3009,0.9947,1.0434
3010,0.9958,1.0365
3011,0.9942,1.0246
3012,0.9858,1.0151
3013,0.9824,1.0099
3014,0.9861,0.9899
3015,0.9834,0.9835
3016,0.9862,0.9962
3017,0.9824,1.0052
3018,0.9898,1.0077
3019,0.9854,1.0244
3020,0.9939,1.0139
3021,0.9923,1.0157
3022,0.9742,1.0195
3023,0.9765,1.0139
3024,0.9854,1.0074
3025,0.9830,1.0056
3026,0.9843,1.0006
3027,0.9928,1.0207
3028,1.0080,1.0160
3029,1.0170,1.0179
3030,1.0149,1.0113
3031,1.0173,1.0271
3032,1.0150,1.0226
3033,0.9986,1.0069
3034,1.0103,0.9980
3035,1.0204,1.0066
3036,1.0015,1.0071
3037,0.9977,1.0147
3038,1.0121,1.0218
3039,1.0119,1.0157
3040,1.0006,1.0128
3041,1.0116,1.0075
3042,1.0105,1.0105
3043,1.0204,0.9960
3044,1.0175,0.9957
3045,0.9947,0.9928
3046,1.0121,0.9954
3047,0.9998,0.9935
3048,0.9959,0.9990
3049,1.0076,1.0106
3050,1.0269,1.0214
3051,1.0214,1.0148
3052,1.0208,1.0220
3053,1.0062,0.9968
3054,1.0026,1.0028
3055,1.0121,0.9904
3056,1.0127,1.0019
3057,1.0262,1.0133
3058,1.0087,1.0174
3059,0.9940,1.0114
3060,0.9889,1.0007
3061,0.9851,1.0012
3062,0.9965,0.9996
3063,0.9934,1.0002
3064,0.9839,1.0023
3065,0.9905,1.0125
3066,0.9852,1.0040
3067,0.9780,0.9929
3068,0.9916,0.9944
3069,1.0049,0.9950
3070,1.0129,0.9974
3071,1.0030,1.0010
3072,0.9971,1.0015
3073,1.0025,0.9941
3074,1.0088,0.9978
3075,1.0051,1.0121
3076,1.0152,1.0102
3077,0.9938,1.0106
3078,0.9897,1.0201
3079,1.0117,1.0083
3080,1.0095,1.0061
3081,1.0034,1.0153
3082,1.0071,1.0201
3083,0.9971,1.0237
3084,0.9764,0.9986
3085,1.0080,0.9930
3086,0.9988,0.9813
3087,1.0010,0.9979
3088,1.0024,1.0031
3089,1.0065,1.0024
3090,0.9981,0.9955
3091,0.9750,0.9935
3092,0.9736,1.0148
3093,0.9786,1.0125
3094,0.9835,1.0049
3095,1.0007,0.9936
3096,0.9980,1.0117
3097,1.0002,1.0097
3098,0.9930,1.0051
3099,0.9888,0.9923
3100,1.0091,0.9856
3101,1.0009,0.9994
3102,0.9973,0.9853
3103,1.0077,0.9768
3104,1.0236,0.9779
3105,1.0267,0.9866
3106,1.0292,0.9903
3107,1.0125,0.9875
3108,1.0149,0.9850
3109,1.0094,0.9823
3110,1.0120,0.9849
3111,1.0073,0.9803
3112,1.0008,0.9866
3113,0.9874,1.0008
3114,0.9889,1.0108
3115,0.9925,0.9946
3116,0.9749,0.9865
3117,0.9739,0.9937
3118,0.9762,0.9966
3119,0.9857,0.9995
3120,0.9830,1.0135
3121,0.9918,1.0317
3122,0.9958,1.0333
3123,1.0045,1.0139
3124,0.9989,1.0100
3125,0.9965,1.0210
3126,1.0023,1.0335
3127,0.9926,1.0257
3128,0.9934,1.0259
3129,1.0036,1.0278
3130,0.9969,1.0310
3131,1.0004,1.0359
3132,1.0003,1.0058
3133,1.0136,1.0114
3134,1.0119,1.0087
3135,1.0146,1.0091
3136,1.0104,0.9990
3137,1.0038,0.9920
3138,1.0052,0.9914
3139,0.9991,0.9986
3140,1.0086,0.9862
3141,1.0178,0.9894
3142,1.0152,1.0065
3143,1.0084,1.0255
3144,1.0090,1.0220
3145,0.9957,1.0152
3146,0.9896,1.0095
3147,0.9816,1.0140
3148,0.9782,1.0173
3149,0.9766,1.0120
3150,0.9692,1.0029
3151,0.9723,0.9920
3152,0.9756,0.9922
3153,0.9853,1.0045
3154,0.9889,0.9969
3155,1.0038,0.9930
3156,1.0084,0.9931
3157,1.0282,0.9871
3158,1.0126,1.0081
3159,1.0194,1.0116
3160,1.0016,1.0169
3161,1.0109,1.0036
3162,1.0124,1.0008
3163,1.0081,1.0076
3164,1.0086,1.0092
3165,1.0025,1.0330
3166,0.9968,1.0338
3167,1.0013,1.0222
3168,0.9864,1.0187
3169,0.9918,1.0192
3170,0.9922,1.0254
3171,0.9906,0.9986
3172,0.9879,0.9911
3173,0.9922,0.9959
3174,1.0030,0.9756
3175,1.0227,0.9913
3176,1.0288,0.9941
3177,1.0311,0.9941
3178,1.0183,0.9824
3179,1.0095,1.0008
3180,1.0078,0.9890
3181,1.0104,1.0016
3182,1.0044,1.0219
3183,1.0144,1.0341
3184,1.0056,1.0305
3185,0.9932,1.0229
3186,1.0038,1.0275
3187,1.0053,1.0219
3188,1.0017,1.0210
3189,0.9889,1.0065
3190,0.9999,1.0135
3191,1.0215,1.0052
3192,1.0221,1.0172
3193,1.0123,1.0028
3194,1.0122,0.9979
3195,1.0151,0.9964
3196,1.0169,0.9919
3197,1.0064,0.9886
3198,1.0007,0.9917
3199,0.9938,0.9878
3200,0.9983,0.9834
3201,0.9980,0.9843
3202,1.0088,0.9954
3203,1.0095,1.0077
3204,1.0142,1.0009
3205,1.0092,1.0030
3206,0.9911,1.0061
3207,1.0050,1.0182
3208,1.0052,1.0338
3209,1.0080,1.0069
3210,1.0140,0.9889
3211,1.0138,0.9900
3212,0.9944,0.9814
3213,0.9922,0.9770
3214,0.9893,0.9679
3215,0.9871,0.9764
3216,0.9876,0.9776
3217,0.9904,0.9920
3218,1.0097,0.9917
3219,1.0127,0.9943
3220,1.0169,1.0100
3221,1.0096,1.0106
3222,1.0214,1.0098
3223,1.0187,0.9974
3224,1.0152,0.9990
3225,0.9961,0.9939
3226,1.0033,0.9958
3227,1.0112,0.9829
3228,1.0173,0.9838
3229,1.0014,0.9762
3230,1.0097,0.9957
3231,1.0051,1.0055
3232,0.9928,1.0048
3233,1.0137,1.0048
3234,1.0250,1.0038
3235,1.0263,1.0139
3236,1.0263,1.0064
3237,1.0358,1.0371
3238,1.0248,1.0286
3239,1.0429,1.0089
3240,1.0355,1.0091
3241,1.0381,1.0089
3242,1.0361,1.0031
3243,1.0204,0.9938
3244,1.0168,0.9802
3245,1.0273,0.9781
3246,1.0153,0.9862
3247,1.0249,0.9970
3248,1.0264,1.0147
3249,1.0097,1.0287
3250,1.0079,1.0125
3251,1.0060,0.9981
3252,0.9957,0.9912
3253,0.9992,0.9945
3254,0.9870,0.9881
3255,0.9973,0.9891
3256,0.9897,0.9893
3257,0.9888,0.9951
3258,0.9908,0.9965
3259,1.0062,1.0042
3260,0.9936,1.0008
3261,0.9902,1.0093
3262,0.9934,0.9909
3263,0.9940,0.9889
3264,0.9961,0.9948
3265,0.9949,0.9943
3266,0.9984,0.9798
3267,0.9809,0.9727
3268,0.9972,0.9700
3269,0.9971,0.9661
3270,1.0221,0.9724
3271,1.0150,0.9670
3272,1.0217,0.9823
3273,1.0110,0.9788
3274,1.0094,0.9732
3275,0.9985,0.9871
3276,0.9959,0.9885
3277,0.9900,0.9821
3278,0.9963,0.9903
3279,1.0120,0.9838
3280,1.0139,0.9909
3281,1.0375,0.9889
3282,1.0371,0.9732
3283,1.0219,0.9736
3284,1.0399,0.9985
3285,1.0410,1.0146
3286,1.0209,1.0191
3287,1.0169,1.0311
3288,1.0211,1.0259
3289,1.0224,1.0256
3290,1.0256,1.0204
3291,1.0302,1.0087
3292,1.0192,0.9983
3293,1.0203,1.0050
