Timestamp,mileage_factor_RegUp_ISONE,performance_factor_RegUp_ISONE,mileage_factor_RegDown_ISONE,performance_factor_RegDown_ISONE
2023-06-23 14:00:00,0.9623,0.9739,1.6812,0.911
2023-06-23 15:00:00,1.4833,0.9666,1.6874,0.9721
2023-06-23 16:00:00,1.6629,1.0,2.0272,0.8494
2023-06-23 17:00:00,1.2369,0.9046,1.5876,0.9546
2023-06-23 18:00:00,1.9536,0.9443,1.1231,0.883
2023-06-23 19:00:00,1.6339,0.9499,1.7859,0.9175
2023-06-23 20:00:00,0.9426,0.9407,1.3062,0.9232
2023-06-23 21:00:00,1.8469,0.9428,1.5261,0.888
2023-06-23 22:00:00,1.4846,0.956,1.5259,0.9964
2023-06-23 23:00:00,1.5518,0.8888,1.5512,0.9901
2023-06-24 00:00:00,0.9992,0.8656,1.2649,0.9071
2023-06-24 01:00:00,1.55,0.8898,1.305,0.9137
2023-06-24 02:00:00,1.3808,0.9541,1.6032,0.9832
2023-06-24 03:00:00,1.5629,0.9382,1.3771,0.9098
2023-06-24 04:00:00,1.1012,0.9383,1.2324,0.9158
2023-06-24 05:00:00,1.5461,0.9763,0.9808,0.9447
2023-06-24 06:00:00,1.4803,1.0,1.7225,0.9337
2023-06-24 07:00:00,1.5006,0.9082,1.6855,1.0
2023-06-24 08:00:00,1.1893,0.8822,0.8224,1.0
2023-06-24 09:00:00,1.5517,0.8661,1.1411,0.8656
2023-06-24 10:00:00,1.7943,0.9712,1.5124,0.9685
2023-06-24 11:00:00,1.2416,0.9278,1.0122,0.7722
2023-06-24 12:00:00,2.1264,0.867,1.5768,0.894
2023-06-24 13:00:00,1.3055,0.8999,0.8831,0.966
2023-06-24 14:00:00,1.3695,0.9577,1.7832,0.9678
2023-06-24 15:00:00,1.6252,0.9752,1.9101,0.9408
2023-06-24 16:00:00,1.7208,0.9613,1.3962,0.9282
2023-06-24 17:00:00,1.7301,0.9004,1.3114,0.9343
2023-06-24 18:00:00,1.4147,0.9348,1.1822,0.9664
2023-06-24 19:00:00,1.2299,0.8431,1.7173,0.9508
2023-06-24 20:00:00,1.3944,0.976,1.5169,0.8853
2023-06-24 21:00:00,1.8474,0.8647,1.6483,1.0
2023-06-24 22:00:00,1.6183,1.0,1.5258,0.9719
2023-06-24 23:00:00,0.9906,0.9631,1.3655,0.8965
2023-06-25 00:00:00,1.4272,1.0,1.2207,1.0
2023-06-25 01:00:00,1.1626,0.968,1.6524,1.0
2023-06-25 02:00:00,1.9556,0.9739,1.4474,1.0
2023-06-25 03:00:00,1.4872,0.9353,1.1547,0.9259
2023-06-25 04:00:00,1.6201,0.9313,1.5273,0.9807
2023-06-25 05:00:00,1.3874,0.9496,1.5081,0.9603
2023-06-25 06:00:00,1.705,0.9672,1.4841,1.0
2023-06-25 07:00:00,1.1069,0.9391,1.2027,0.9596
2023-06-25 08:00:00,1.6073,1.0,1.5073,0.9299
2023-06-25 09:00:00,1.7416,0.9107,1.8127,0.9431
2023-06-25 10:00:00,1.5317,0.954,1.7338,0.8734
2023-06-25 11:00:00,1.8809,1.0,1.4165,0.934
2023-06-25 12:00:00,1.4751,0.8931,1.5337,0.9754
2023-06-25 13:00:00,1.6126,0.8774,1.9828,0.8591
2023-06-25 14:00:00,1.5934,0.8669,0.953,0.9526
2023-06-25 15:00:00,1.0761,0.8546,1.1047,0.9062
2023-06-25 16:00:00,1.2921,1.0,1.4259,0.8276
2023-06-25 17:00:00,1.6264,0.94,1.6752,1.0
2023-06-25 18:00:00,1.6362,0.9122,1.4282,0.9465
2023-06-25 19:00:00,1.6028,0.9674,1.6176,0.9265
2023-06-25 20:00:00,1.8721,0.8762,2.5165,1.0
2023-06-25 21:00:00,1.2239,0.9292,1.6741,0.949
2023-06-25 22:00:00,1.8917,0.9939,1.2109,0.9271
2023-06-25 23:00:00,1.8419,1.0,1.2724,0.9008
2023-06-26 00:00:00,1.2349,0.9599,1.4522,0.9945
2023-06-26 01:00:00,1.5099,0.878,1.5563,0.954
2023-06-26 02:00:00,1.0855,0.9468,1.7986,0.9036
2023-06-26 03:00:00,1.3399,0.9821,1.1103,0.9144
2023-06-26 04:00:00,1.6328,0.9349,1.7836,0.9484
2023-06-26 05:00:00,1.4248,0.9179,1.5069,0.9494
2023-06-26 06:00:00,1.4894,0.939,1.9921,0.8986
2023-06-26 07:00:00,1.3668,0.9353,1.4993,0.9901
2023-06-26 08:00:00,1.9327,0.9042,1.6003,1.0
2023-06-26 09:00:00,1.2773,0.8753,1.769,0.9153
2023-06-26 10:00:00,1.848,0.9492,1.7149,0.9687
2023-06-26 11:00:00,1.4667,0.9984,1.3862,0.9649
2023-06-26 12:00:00,1.6764,0.9997,1.1348,0.8896
2023-06-26 13:00:00,1.8285,0.8672,2.1191,0.9243
2023-06-26 14:00:00,1.8304,0.9846,1.7692,1.0
2023-06-26 15:00:00,1.2301,0.9639,1.3374,0.9058
2023-06-26 16:00:00,1.3413,0.9195,1.5827,0.9495
2023-06-26 17:00:00,1.1979,0.9072,1.4954,0.8937
2023-06-26 18:00:00,1.2587,0.941,1.9177,0.9457
2023-06-26 19:00:00,1.3206,0.9727,1.9933,0.8764
2023-06-26 20:00:00,1.6111,0.9644,1.2902,1.0
2023-06-26 21:00:00,1.7327,0.9409,1.2464,0.8994
2023-06-26 22:00:00,1.3701,0.9814,1.1673,1.0
2023-06-26 23:00:00,1.5768,1.0,1.3243,0.9838
2023-06-27 00:00:00,1.6545,0.8807,1.3155,0.9979
2023-06-27 01:00:00,1.3955,0.9851,1.3594,0.8633
2023-06-27 02:00:00,1.2403,0.9265,1.4974,0.9043
2023-06-27 03:00:00,1.3129,1.0,1.9215,0.9707
2023-06-27 04:00:00,1.2404,0.9569,1.3448,0.9464
2023-06-27 05:00:00,1.3111,0.9034,1.9185,0.8606
2023-06-27 06:00:00,1.4555,0.9627,1.1649,0.8886
2023-06-27 07:00:00,1.5309,0.919,1.1851,0.9852
2023-06-27 08:00:00,1.6615,0.9596,1.9335,0.8575
2023-06-27 09:00:00,1.5067,0.8941,1.2368,0.9039
2023-06-27 10:00:00,1.6222,0.893,1.4479,0.9779
2023-06-27 11:00:00,2.0033,0.9778,2.0058,0.962
2023-06-27 12:00:00,1.4497,0.9168,1.8145,0.9238
2023-06-27 13:00:00,1.6872,0.9376,0.8699,0.9747
2023-06-27 14:00:00,1.8782,0.9398,1.7158,0.8391
2023-06-27 15:00:00,0.9554,0.8545,1.5181,0.9415
2023-06-27 16:00:00,1.7061,0.8512,1.6836,0.9846
2023-06-27 17:00:00,1.4828,0.9941,2.1434,1.0
2023-06-27 18:00:00,0.9288,0.9134,1.6711,0.934
2023-06-27 19:00:00,1.4628,0.9021,0.9591,0.9084
2023-06-27 20:00:00,1.9544,1.0,1.3308,0.8946
2023-06-27 21:00:00,1.4132,0.9125,1.531,0.9365
2023-06-27 22:00:00,1.7555,0.8887,1.201,0.9664
2023-06-27 23:00:00,1.398,0.9651,1.6708,0.8521
2023-06-28 00:00:00,1.1806,0.9114,1.3133,0.9351
2023-06-28 01:00:00,1.7739,0.9364,1.1361,0.9362
2023-06-28 02:00:00,1.4952,0.9557,0.5883,0.8599
2023-06-28 03:00:00,1.4618,1.0,1.6609,0.9593
2023-06-28 04:00:00,1.9385,0.954,2.5011,1.0
2023-06-28 05:00:00,1.853,1.0,1.7762,0.9193
2023-06-28 06:00:00,1.2185,0.8263,1.3834,0.9299
2023-06-28 07:00:00,1.5651,0.9626,1.369,0.9989
2023-06-28 08:00:00,1.7057,1.0,1.1713,0.9607
2023-06-28 09:00:00,1.4938,0.9341,1.3843,0.9031
2023-06-28 10:00:00,1.7481,0.9188,1.8634,0.977
2023-06-28 11:00:00,1.2231,0.9431,1.7326,0.9329
2023-06-28 12:00:00,1.5319,0.9582,1.0695,0.9752
2023-06-28 13:00:00,1.5876,0.9245,1.0984,0.8745
2023-06-28 14:00:00,1.2066,0.9439,1.1671,0.9937
2023-06-28 15:00:00,1.9827,1.0,1.9106,1.0
2023-06-28 16:00:00,1.2326,0.9243,1.0675,1.0
2023-06-28 17:00:00,1.6322,1.0,1.6222,0.9888
2023-06-28 18:00:00,1.5276,0.9019,1.3211,0.8477
2023-06-28 19:00:00,1.929,0.9506,1.6409,0.9272
2023-06-28 20:00:00,1.3097,0.9164,0.8183,0.8548
2023-06-28 21:00:00,1.8151,0.939,1.6146,1.0
2023-06-28 22:00:00,1.7778,0.9871,1.6215,0.9806
2023-06-28 23:00:00,1.6694,0.9235,1.1877,0.9409
2023-06-29 00:00:00,1.6537,0.9363,1.2768,1.0
2023-06-29 01:00:00,1.3377,0.9141,1.2016,0.8889
2023-06-29 02:00:00,1.2846,1.0,1.4012,0.9579
2023-06-29 03:00:00,1.7721,0.9036,1.2995,1.0
2023-06-29 04:00:00,1.3755,1.0,1.3941,0.9382
2023-06-29 05:00:00,1.5493,1.0,0.9565,0.9521
2023-06-29 06:00:00,1.8509,0.9138,1.5024,1.0
2023-06-29 07:00:00,1.6157,0.8955,1.3568,0.959
2023-06-29 08:00:00,1.3329,0.9225,1.5051,0.917
2023-06-29 09:00:00,1.801,1.0,0.9908,0.9557
2023-06-29 10:00:00,1.7086,0.9746,0.9953,0.9612
2023-06-29 11:00:00,1.2557,0.9746,1.925,0.9597
2023-06-29 12:00:00,2.0887,0.8601,1.4151,0.9962
2023-06-29 13:00:00,1.3103,0.8966,1.3375,0.9357
2023-06-29 14:00:00,1.3525,1.0,1.2894,0.9994
2023-06-29 15:00:00,1.3464,0.9695,1.2204,1.0
2023-06-29 16:00:00,1.2649,0.9026,2.0071,0.9145
2023-06-29 17:00:00,1.4667,0.9477,1.5714,0.9491
2023-06-29 18:00:00,1.7023,0.9777,1.7374,0.9136
2023-06-29 19:00:00,2.0094,0.8736,1.4482,0.9801
2023-06-29 20:00:00,0.7914,0.9239,1.9594,0.9072
2023-06-29 21:00:00,1.406,1.0,1.4354,0.9564
2023-06-29 22:00:00,1.7238,0.8285,1.1352,0.9529
2023-06-29 23:00:00,1.1019,0.878,1.8396,0.8577
2023-06-30 00:00:00,1.5568,0.9804,2.0743,0.9406
2023-06-30 01:00:00,1.5442,1.0,1.6813,0.9498
2023-06-30 02:00:00,2.1178,0.9694,1.1489,0.9274
2023-06-30 03:00:00,1.3112,0.9615,1.4596,1.0
2023-06-30 04:00:00,0.9675,0.9164,1.4276,0.9895
2023-06-30 05:00:00,1.5289,0.8692,1.3475,0.8989
2023-06-30 06:00:00,1.3678,0.909,1.7902,1.0
2023-06-30 07:00:00,1.5872,0.843,1.0101,0.9555
2023-06-30 08:00:00,1.4863,0.935,1.1555,0.9018
2023-06-30 09:00:00,1.5017,1.0,1.147,0.8961
2023-06-30 10:00:00,1.4676,0.986,1.451,0.9725
2023-06-30 11:00:00,1.402,0.9107,2.003,1.0
2023-06-30 12:00:00,1.2957,0.871,1.3197,0.9276
2023-06-30 13:00:00,1.347,0.9958,1.5086,0.853
2023-06-30 14:00:00,1.4412,0.8788,1.3369,0.8734
2023-06-30 15:00:00,1.7533,0.9023,1.5557,0.9967
2023-06-30 16:00:00,1.4967,1.0,1.8282,0.8719
2023-06-30 17:00:00,1.1375,0.9344,1.6346,0.9314
2023-06-30 18:00:00,1.1932,1.0,1.4783,0.9012
2023-06-30 19:00:00,1.8307,0.9351,1.9513,0.9859
2023-06-30 20:00:00,1.2363,0.9768,1.5033,0.9497
2023-06-30 21:00:00,1.6599,0.9935,1.6877,0.9893
2023-06-30 22:00:00,1.1801,0.9037,1.1728,0.9424
2023-06-30 23:00:00,1.2691,0.9439,1.6793,0.9281
2023-07-01 00:00:00,1.1042,0.9562,1.7064,0.9428
2023-07-01 01:00:00,1.0853,0.9121,1.1315,0.9849
2023-07-01 02:00:00,1.2971,1.0,1.771,0.9605
2023-07-01 03:00:00,1.6914,0.9883,1.5712,0.9452
2023-07-01 04:00:00,1.3993,1.0,1.5326,0.9889
2023-07-01 05:00:00,1.7016,0.9231,1.5595,0.9403
2023-07-01 06:00:00,0.6019,0.9442,1.0899,0.855
2023-07-01 07:00:00,1.217,0.9603,1.7333,0.9736
2023-07-01 08:00:00,1.3542,0.9404,0.6941,0.9474
2023-07-01 09:00:00,1.717,0.9758,1.2102,0.9975
2023-07-01 10:00:00,1.365,0.8879,1.5882,0.9444
2023-07-01 11:00:00,2.261,0.9471,1.2484,0.9975
2023-07-01 12:00:00,1.5951,0.9472,1.6516,0.9307
2023-07-01 13:00:00,1.9389,0.9538,1.3672,1.0
2023-07-01 14:00:00,1.3008,1.0,1.7405,1.0
2023-07-01 15:00:00,1.4166,0.7935,1.1843,0.8637
2023-07-01 16:00:00,1.7726,1.0,1.7813,1.0
2023-07-01 17:00:00,1.247,0.9576,1.5761,0.8986
2023-07-01 18:00:00,1.3121,0.9556,1.596,0.9147
2023-07-01 19:00:00,1.2349,0.9044,1.1807,1.0
2023-07-01 20:00:00,1.5675,0.9392,1.3291,1.0
2023-07-01 21:00:00,1.6728,0.9073,1.8274,0.9427
2023-07-01 22:00:00,1.4215,0.919,1.0421,1.0
2023-07-01 23:00:00,1.0625,0.9537,1.0576,0.9078
2023-07-02 00:00:00,1.9531,0.9688,1.4481,0.9759
2023-07-02 01:00:00,1.4108,1.0,0.8784,0.9822
2023-07-02 02:00:00,1.814,0.9386,1.4783,0.9572
2023-07-02 03:00:00,1.1402,0.9314,1.3809,0.9612
2023-07-02 04:00:00,1.3839,0.9659,1.5434,1.0
2023-07-02 05:00:00,1.7087,0.924,1.2898,0.9745
2023-07-02 06:00:00,1.9199,0.9589,1.1532,0.9911
2023-07-02 07:00:00,1.1215,0.9175,1.3173,0.8832
2023-07-02 08:00:00,1.7252,0.8414,0.9965,0.9968
2023-07-02 09:00:00,1.7867,0.9796,1.7178,0.9081
2023-07-02 10:00:00,1.6009,0.8923,1.3079,0.9418
2023-07-02 11:00:00,1.8025,0.925,1.6259,0.9795
2023-07-02 12:00:00,2.1771,1.0,1.8574,0.9556
2023-07-02 13:00:00,1.5111,1.0,1.0922,1.0
2023-07-02 14:00:00,1.5721,0.9267,1.1529,0.8929
2023-07-02 15:00:00,1.4423,0.9237,1.6069,0.8793
2023-07-02 16:00:00,1.518,0.9636,1.6184,0.8323
2023-07-02 17:00:00,1.6168,0.9746,1.6044,0.9939
2023-07-02 18:00:00,1.106,0.9973,1.4527,0.954
2023-07-02 19:00:00,1.5147,0.9697,1.4457,0.8849
2023-07-02 20:00:00,1.2422,0.9224,1.6972,0.9375
2023-07-02 21:00:00,1.4047,1.0,1.5192,1.0
2023-07-02 22:00:00,1.3542,1.0,0.9989,0.9067
2023-07-02 23:00:00,1.4814,0.8741,1.2585,1.0
2023-07-03 00:00:00,0.8106,0.8796,0.9877,0.9495
2023-07-03 01:00:00,1.1979,0.9598,1.5891,0.9658
2023-07-03 02:00:00,1.4878,1.0,0.812,0.9295
2023-07-03 03:00:00,1.8717,0.9716,1.5749,0.941
2023-07-03 04:00:00,1.082,0.9258,1.4952,0.9304
2023-07-03 05:00:00,1.4122,0.941,1.5222,1.0
2023-07-03 06:00:00,1.337,0.9522,1.6173,0.9519
2023-07-03 07:00:00,1.5488,0.9574,1.6685,0.9185
2023-07-03 08:00:00,1.1383,0.842,1.0132,0.9173
2023-07-03 09:00:00,1.8677,0.9432,1.5263,0.9409
2023-07-03 10:00:00,1.2273,0.9439,0.5128,0.9359
2023-07-03 11:00:00,1.8311,0.9533,1.2609,0.9128
2023-07-03 12:00:00,2.1485,0.9283,1.677,0.8956
2023-07-03 13:00:00,1.7323,0.9226,1.7197,0.9261
2023-07-03 14:00:00,1.3827,0.9433,1.3776,1.0
2023-07-03 15:00:00,0.5362,0.8793,1.8222,0.9781
2023-07-03 16:00:00,0.9712,0.8452,1.6666,0.8973
2023-07-03 17:00:00,1.8346,0.9939,1.5001,0.9352
2023-07-03 18:00:00,1.2715,0.9791,1.6792,0.9437
2023-07-03 19:00:00,1.4192,0.9174,1.6303,0.9148
2023-07-03 20:00:00,1.3605,0.9375,1.4616,0.8965
2023-07-03 21:00:00,1.6075,0.8925,1.6471,0.9414
2023-07-03 22:00:00,1.8103,0.9783,1.3533,0.9682
2023-07-03 23:00:00,1.022,0.9715,1.6703,0.9108
2023-07-04 00:00:00,1.5556,0.9953,1.1886,0.9139
2023-07-04 01:00:00,1.3776,0.8584,1.9941,0.9755
2023-07-04 02:00:00,1.7354,0.8885,1.2053,1.0
2023-07-04 03:00:00,1.313,0.9737,1.4757,1.0
2023-07-04 04:00:00,1.6662,0.8411,1.5651,0.9639
2023-07-04 05:00:00,1.2656,1.0,1.366,0.9759
2023-07-04 06:00:00,1.8966,1.0,1.4948,0.8768
2023-07-04 07:00:00,1.4916,0.9727,1.7644,0.9272
2023-07-04 08:00:00,1.2399,0.9984,0.9423,0.9341
2023-07-04 09:00:00,1.5461,0.9596,1.9195,0.9871
2023-07-04 10:00:00,1.5812,0.8773,1.6599,1.0
2023-07-04 11:00:00,1.9801,1.0,1.3535,0.9516
2023-07-04 12:00:00,1.9666,0.9018,2.111,0.9163
2023-07-04 13:00:00,1.2263,0.954,1.4739,0.9442
2023-07-04 14:00:00,1.6632,1.0,1.2065,0.94
2023-07-04 15:00:00,1.6392,0.9828,1.4008,1.0
2023-07-04 16:00:00,2.1669,1.0,0.9226,0.9934
2023-07-04 17:00:00,1.3577,0.9924,1.0096,0.9499
2023-07-04 18:00:00,1.3584,1.0,1.1535,0.9646
2023-07-04 19:00:00,1.539,1.0,1.3202,0.8512
2023-07-04 20:00:00,1.2189,0.971,1.3113,0.8825
2023-07-04 21:00:00,1.9921,0.9014,1.1941,0.9685
2023-07-04 22:00:00,1.2681,0.8555,1.4074,0.9121
2023-07-04 23:00:00,1.4387,1.0,1.6419,0.9677
2023-07-05 00:00:00,1.9211,0.9399,1.4098,0.8986
2023-07-05 01:00:00,1.3362,0.8883,1.4789,0.9878
2023-07-05 02:00:00,1.7217,0.9338,1.3378,1.0
2023-07-05 03:00:00,1.5565,0.95,1.4194,0.9402
2023-07-05 04:00:00,1.0559,0.9497,1.2884,1.0
2023-07-05 05:00:00,1.3466,0.932,1.9757,0.987
2023-07-05 06:00:00,1.2927,0.984,1.5247,0.8952
2023-07-05 07:00:00,1.5079,0.9585,1.2719,0.9337
2023-07-05 08:00:00,1.6484,0.9456,1.1652,0.9675
2023-07-05 09:00:00,1.4685,0.8921,1.2469,0.7835
2023-07-05 10:00:00,1.4267,0.9633,1.4191,0.956
2023-07-05 11:00:00,1.4976,0.9777,1.4602,0.9311
2023-07-05 12:00:00,1.5428,0.978,1.8052,0.8902
2023-07-05 13:00:00,1.9116,0.8826,0.8664,0.9584
2023-07-05 14:00:00,1.0303,0.9199,1.8496,1.0
2023-07-05 15:00:00,1.2365,0.9435,1.3087,0.9447
2023-07-05 16:00:00,1.7296,0.985,1.4563,0.9997
2023-07-05 17:00:00,1.0423,1.0,1.369,1.0
2023-07-05 18:00:00,1.8911,0.9397,1.0715,1.0
2023-07-05 19:00:00,1.8799,0.9406,1.4587,0.9757
2023-07-05 20:00:00,1.416,0.9684,1.7086,0.9607
2023-07-05 21:00:00,1.7613,0.9538,0.981,0.9539
2023-07-05 22:00:00,1.1652,1.0,1.2323,0.9495
2023-07-05 23:00:00,1.204,0.9628,0.9221,0.9744
2023-07-06 00:00:00,1.5405,0.9654,1.4613,1.0
2023-07-06 01:00:00,1.8789,0.9008,1.2824,0.8689
2023-07-06 02:00:00,1.4377,0.9889,1.8873,0.9306
2023-07-06 03:00:00,1.5491,0.988,1.2936,0.9396
2023-07-06 04:00:00,1.437,0.8893,2.0899,0.8968
2023-07-06 05:00:00,2.0647,0.8711,1.5417,0.9702
2023-07-06 06:00:00,1.3019,0.9705,1.4579,0.9993
2023-07-06 07:00:00,1.6034,0.9225,1.7064,1.0
2023-07-06 08:00:00,1.2839,0.9392,1.1497,0.8113
2023-07-06 09:00:00,1.5302,0.9578,1.6462,0.9679
2023-07-06 10:00:00,1.6123,0.962,1.6776,0.927
2023-07-06 11:00:00,1.3773,0.9304,1.5097,0.9256
2023-07-06 12:00:00,1.7424,0.9519,1.347,0.9877
2023-07-06 13:00:00,1.5681,0.9347,1.4811,0.8302
2023-07-06 14:00:00,1.1236,1.0,1.8147,0.9408
2023-07-06 15:00:00,1.6277,1.0,1.8028,0.9206
2023-07-06 16:00:00,1.7279,1.0,1.5125,1.0
2023-07-06 17:00:00,1.5667,0.9791,1.5908,0.9826
2023-07-06 18:00:00,1.5744,0.9969,1.4266,0.948
2023-07-06 19:00:00,1.6398,0.9394,1.4587,0.9362
2023-07-06 20:00:00,1.5887,0.9519,1.3727,0.9716
2023-07-06 21:00:00,1.0149,0.9419,1.9504,0.958
2023-07-06 22:00:00,1.7849,0.9007,1.7595,0.8997
2023-07-06 23:00:00,1.9069,0.9203,1.3484,0.9686
2023-07-07 00:00:00,1.4903,1.0,1.205,0.8562
2023-07-07 01:00:00,1.2882,0.9003,1.0845,0.9184
2023-07-07 02:00:00,1.6085,0.9715,1.6593,0.9355
2023-07-07 03:00:00,1.7234,0.9874,1.9975,1.0
2023-07-07 04:00:00,1.5958,0.9526,1.2583,0.9817
2023-07-07 05:00:00,1.6199,0.9263,1.5979,0.9697
2023-07-07 06:00:00,1.8383,0.9981,1.2967,0.8917
2023-07-07 07:00:00,1.0828,0.9421,1.4353,0.9386
2023-07-07 08:00:00,1.4584,0.8705,1.3229,0.9739
2023-07-07 09:00:00,1.4556,0.9182,1.4142,0.926
2023-07-07 10:00:00,2.0283,0.9925,1.6979,0.9688
2023-07-07 11:00:00,1.6057,1.0,2.0321,0.9727
2023-07-07 12:00:00,1.8443,0.9593,1.5779,1.0
2023-07-07 13:00:00,1.2884,0.9551,1.02,0.9494
2023-07-07 14:00:00,1.5045,0.9737,1.5098,1.0
2023-07-07 15:00:00,1.3981,0.9115,1.2578,0.9416
2023-07-07 16:00:00,1.6227,0.9197,1.8385,0.8879
2023-07-07 17:00:00,1.771,0.9322,1.5588,0.9445
2023-07-07 18:00:00,1.2973,1.0,1.3675,0.9191
2023-07-07 19:00:00,1.3471,1.0,2.1124,0.9425
2023-07-07 20:00:00,1.2498,1.0,1.7834,0.9237
2023-07-07 21:00:00,1.8,0.9997,1.8301,0.8999
2023-07-07 22:00:00,1.6285,0.8763,1.9464,1.0
2023-07-07 23:00:00,1.2938,0.9161,1.3864,1.0
2023-07-08 00:00:00,1.7219,1.0,1.5034,0.8835
2023-07-08 01:00:00,1.8824,0.9427,1.5923,1.0
2023-07-08 02:00:00,1.8372,0.9463,1.4259,0.8758
2023-07-08 03:00:00,1.5496,0.9287,1.5209,0.9179
2023-07-08 04:00:00,1.3197,1.0,1.5239,0.9162
2023-07-08 05:00:00,1.7638,0.9972,1.8142,0.9433
2023-07-08 06:00:00,0.9582,0.8961,1.1509,1.0
2023-07-08 07:00:00,1.2532,0.9448,1.0502,0.9785
2023-07-08 08:00:00,1.8281,0.9777,1.1638,1.0
2023-07-08 09:00:00,0.8754,0.903,1.8364,1.0
2023-07-08 10:00:00,1.1941,0.9579,1.9264,0.9171
2023-07-08 11:00:00,1.3868,0.8516,1.5497,0.9653
2023-07-08 12:00:00,1.5914,0.8832,1.7693,0.9956
2023-07-08 13:00:00,1.6086,0.89,1.9837,0.8967
2023-07-08 14:00:00,1.3539,0.9679,1.6713,0.9748
2023-07-08 15:00:00,1.3653,0.9373,1.191,0.9403
2023-07-08 16:00:00,1.619,1.0,1.6056,0.9606
2023-07-08 17:00:00,1.1241,0.9072,1.7183,0.9681
2023-07-08 18:00:00,1.4535,0.9192,1.4866,0.9848
2023-07-08 19:00:00,1.2248,0.9729,1.1462,0.9859
2023-07-08 20:00:00,1.6985,1.0,1.3292,0.993
2023-07-08 21:00:00,2.1697,0.9063,1.2996,1.0
2023-07-08 22:00:00,1.4951,0.9443,1.8433,0.8426
2023-07-08 23:00:00,1.2177,0.9831,0.9648,1.0
2023-07-09 00:00:00,1.6809,1.0,1.6798,0.8829
2023-07-09 01:00:00,1.3685,0.8668,1.7796,0.9576
2023-07-09 02:00:00,1.7371,0.9551,0.6027,0.9493
2023-07-09 03:00:00,1.6221,0.9173,1.847,0.9327
2023-07-09 04:00:00,1.7127,0.9585,1.3934,0.8862
2023-07-09 05:00:00,1.0598,1.0,1.2868,0.9211
2023-07-09 06:00:00,1.3822,0.9802,1.3709,0.9517
2023-07-09 07:00:00,1.6536,0.9788,1.3778,0.9244
2023-07-09 08:00:00,1.3056,0.8818,1.6739,1.0
2023-07-09 09:00:00,1.2401,0.9543,1.5421,0.9971
2023-07-09 10:00:00,1.1686,0.9231,1.3954,1.0
2023-07-09 11:00:00,1.6267,0.903,1.461,0.9604
2023-07-09 12:00:00,1.4775,0.9267,1.7683,0.8909
2023-07-09 13:00:00,1.6294,0.9482,0.9019,0.9385
2023-07-09 14:00:00,1.855,0.9689,1.6735,0.9793
2023-07-09 15:00:00,0.867,0.9624,0.993,0.8819
2023-07-09 16:00:00,1.5713,0.9865,1.5357,0.9952
2023-07-09 17:00:00,1.4222,0.8757,1.2928,0.9059
2023-07-09 18:00:00,1.9129,0.9352,1.2914,0.9492
2023-07-09 19:00:00,1.2245,0.9317,0.809,1.0
2023-07-09 20:00:00,1.4637,0.8823,1.306,0.9677
2023-07-09 21:00:00,1.7221,0.929,1.3846,0.9787
2023-07-09 22:00:00,1.3341,0.9182,1.6463,1.0
2023-07-09 23:00:00,1.5934,0.9252,1.2416,0.9164
2023-07-10 00:00:00,1.3007,0.9845,1.2693,1.0
2023-07-10 01:00:00,1.6604,0.9271,1.4976,0.9441
2023-07-10 02:00:00,1.1428,0.99,1.5915,0.9409
2023-07-10 03:00:00,1.9336,1.0,2.0885,0.9568
2023-07-10 04:00:00,1.1579,0.9798,1.6552,0.967
2023-07-10 05:00:00,1.1644,0.921,1.5585,0.8972
2023-07-10 06:00:00,1.3691,0.99,1.737,0.9556
2023-07-10 07:00:00,1.5781,0.9566,1.1671,1.0
2023-07-10 08:00:00,1.907,0.9669,1.4325,0.9942
2023-07-10 09:00:00,1.4682,0.9995,1.5705,0.8704
2023-07-10 10:00:00,1.3838,0.9381,1.0623,1.0
2023-07-10 11:00:00,1.9499,0.9276,1.4885,0.9258
2023-07-10 12:00:00,1.4517,1.0,1.1418,0.9573
2023-07-10 13:00:00,1.5028,0.9717,1.7493,0.963
2023-07-10 14:00:00,1.7272,0.9782,1.5334,0.8931
2023-07-10 15:00:00,1.3687,0.9266,1.3391,0.9491
2023-07-10 16:00:00,1.5286,0.9666,1.6962,1.0
2023-07-10 17:00:00,1.2256,0.9205,1.6078,0.9374
2023-07-10 18:00:00,1.3561,0.9143,1.7558,0.9341
2023-07-10 19:00:00,1.6475,1.0,1.9884,1.0
2023-07-10 20:00:00,1.5631,0.9981,1.3007,0.9964
2023-07-10 21:00:00,1.5762,0.9175,1.2013,0.9364
2023-07-10 22:00:00,1.4829,0.9075,1.1934,0.8811
2023-07-10 23:00:00,1.4845,0.9525,1.5227,0.9587
2023-07-11 00:00:00,1.3852,1.0,1.4617,0.9452
2023-07-11 01:00:00,1.7355,0.9498,1.5995,1.0
2023-07-11 02:00:00,1.2908,0.9105,1.4197,1.0
2023-07-11 03:00:00,1.4659,0.9401,1.175,0.8855
2023-07-11 04:00:00,1.4611,1.0,1.7426,0.9319
2023-07-11 05:00:00,1.6153,0.9862,1.3347,1.0
2023-07-11 06:00:00,2.2882,0.9352,1.3718,0.937
2023-07-11 07:00:00,1.1926,0.8848,1.2725,1.0
2023-07-11 08:00:00,1.5321,0.9316,1.5544,0.9639
2023-07-11 09:00:00,1.6609,0.8477,1.5314,0.9957
2023-07-11 10:00:00,1.651,0.9816,1.3935,0.8666
2023-07-11 11:00:00,1.11,0.8892,1.1196,0.9072
